business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,photos,price_level,permanently_closed,url
OPERATIONAL,"Tlahab, Tlahap, Kledung, Temanggung Regency, Central Java, Indonesia","{'location': {'lat': -7.326628299999999, 'lng': 110.0482514}, 'viewport': {'northeast': {'lat': -7.325323370107277, 'lng': 110.0497566798927}, 'southwest': {'lat': -7.328023029892721, 'lng': 110.0470570201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pembibitan kopi arabika,ChIJbWcHYPSdei4R3Nss-uRfLOQ,0.0,ChIJbWcHYPSdei4R3Nss-uRfLOQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'M2FX+88 Tlahap, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GM2FX+88'}",,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106625592379157465380"">A Google User</a>'], 'photo_reference': 'AUGGfZmq79Ov6NxjO84d-MCRRy4oGgazZ8xTDapCnsZjb5UrmFBsJocugoMYrhEjK22D36PCm6HYkiWdtYtxmlVEYI4A0ADlDKVu_yI_jpGh3fheNJudlBGsct_uFSYjbrjgIF9c2Xu4gmnqq5JbWHp0q6nElVFkmesAB4mIKxEa8QZh28yc', 'width': 1952}]",,,https://www.google.com/maps/place/?q=place_id:ChIJbWcHYPSdei4R3Nss-uRfLOQ
OPERATIONAL,"Ketitang, Nampirejo, Temanggung, Temanggung Regency, Central Java 56229, Indonesia","{'location': {'lat': -7.352705200000001, 'lng': 110.1914462}, 'viewport': {'northeast': {'lat': -7.350840320107279, 'lng': 110.1927882298927}, 'southwest': {'lat': -7.353539979892723, 'lng': 110.1900885701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Titang,ChIJCdBJjKiDei4RWztq-tRqx_A,4.4,ChIJCdBJjKiDei4RWztq-tRqx_A,"['tourist_attraction', 'point_of_interest', 'establishment']",147,"{'compound_code': 'J5WR+WH Nampirejo, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GJ5WR+WH'}",{'open_now': False},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103636206123316578305"">A Google User</a>'], 'photo_reference': 'AUGGfZn-u-gayaSQgHYIDKNHK0RR4kk1D1WwMt0eHQZmr1DAljegKP7X1gSFh-mGEuszM09mqyXKxPCqWCueXvDzI6nRlOGNm1T0BzJEqzPjD75TNHDhGF2gIGgEItHFFaN1Zp8iJfScMgo6VWMar8T4V_26Iux5sk6Fjy8BPXO3WA10epwd', 'width': 1536}]",,,https://www.google.com/maps/place/?q=place_id:ChIJCdBJjKiDei4RWztq-tRqx_A
OPERATIONAL,"P2W8+9Q8, Jl. Ngadirejo, Jumprit, Tegalrejo, Temanggung, Kabupaten Temanggung, Jawa Tengah 56255, Indonesia","{'location': {'lat': -7.254093699999999, 'lng': 110.0169639}, 'viewport': {'northeast': {'lat': -7.252770170107277, 'lng': 110.0183340298927}, 'southwest': {'lat': -7.25546982989272, 'lng': 110.0156343701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Umbul Jumprit,ChIJYUZeRwV0cC4R1pzWI69pXCs,4.5,ChIJYUZeRwV0cC4R1pzWI69pXCs,"['tourist_attraction', 'point_of_interest', 'establishment']",1935,,,"[{'height': 3136, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107228987812237027506"">alenichev budiman</a>'], 'photo_reference': 'AUGGfZl8XGEDkwcgPVqRooKurySd5bQz0uydC93DjO2nE-227Fal-DXVGe_gHsUEognG4bk08MIRrIZfCp7fG6EIH7KrCFvUvfJJ8FYX1l1WYvIdEYM_Xuhd-t-pRxKU3KiobhPKAU_WaQGNkeEwPKTOr-CGt9tUkAMb0AlYVeWgcGXsZPd6', 'width': 6080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJYUZeRwV0cC4R1pzWI69pXCs
OPERATIONAL,"RT.03/RW.02, Petarangan 3, Petarangan, Kledung, Wonosobo Timur, Central Java 56254, Indonesia","{'location': {'lat': -7.3180473, 'lng': 110.0628769}, 'viewport': {'northeast': {'lat': -7.316692670107278, 'lng': 110.0641931298927}, 'southwest': {'lat': -7.319392329892722, 'lng': 110.0614934701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Botorono,ChIJDcAQsbh3cC4R4L5IgG8v8hs,4.5,ChIJDcAQsbh3cC4R4L5IgG8v8hs,"['tourist_attraction', 'point_of_interest', 'establishment']",249,"{'compound_code': 'M3J7+Q5 Petarangan, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GM3J7+Q5'}",{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107108949202908744188"">Anies Heriyanto</a>'], 'photo_reference': 'AUGGfZnf6d6ER7pZDiV7sTIqpczCvfoWYK0mlzeATOsfjjeKIue8GhqXAjBj1CDizP2WTPVHnSGFtJvdpNc3Kx3lWTkkytfHHeL4Hsv3lcPpbYgloxxPhp3JAEKauMCBiVY8mWN-b5WjVnURVCBvqCoGCAgSLsbK4QhoGXdXYHt-BIQRNB4g', 'width': 1790}]",,,https://www.google.com/maps/place/?q=place_id:ChIJDcAQsbh3cC4R4L5IgG8v8hs
OPERATIONAL,"Jl. Kosasih No.52, Coyudan Utara, Parakan Kauman, Kec. Parakan, Kabupaten Temanggung, Jawa Tengah 56254, Indonesia","{'location': {'lat': -7.281463599999999, 'lng': 110.099602}, 'viewport': {'northeast': {'lat': -7.280118320107278, 'lng': 110.1009594298927}, 'southwest': {'lat': -7.282817979892722, 'lng': 110.0982597701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Parakan City Park,ChIJec-Lu653cC4R5AbLabx2kDQ,4.2,ChIJec-Lu653cC4R5AbLabx2kDQ,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1154,"{'compound_code': 'P39X+CR Parakan Kauman, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GP39X+CR'}",{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111178183553537777619"">Tary Toen</a>'], 'photo_reference': 'AUGGfZkBuAspab-pUXnMdEPo3s5gcK0MJwGjzKK7EoUyeRxJsNkvbMaPmx09Y-5rpJba-LLBG8OVmIbip58aD6Y82QQ5kAb9eDh6wmcgP5yAIbEjwt72Qv1EnWZzvM8lrHWWj-ZDP-hN2WoBjMhzZ7e49tWdhgKgZU0jqKYA3j8fcebAcW82', 'width': 4640}]",,,https://www.google.com/maps/place/?q=place_id:ChIJec-Lu653cC4R5AbLabx2kDQ
OPERATIONAL,"Jl. Posong, Tlahab, Tlahap, Kec. Kledung, Kabupaten Temanggung, Jawa Tengah 56264, Indonesia","{'location': {'lat': -7.3173261, 'lng': 110.0234758}, 'viewport': {'northeast': {'lat': -7.316203270107279, 'lng': 110.0247674298927}, 'southwest': {'lat': -7.318902929892722, 'lng': 110.0220677701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Posong,ChIJdUcl0vadei4RaeoCDzGtrhk,4.6,ChIJdUcl0vadei4RaeoCDzGtrhk,"['tourist_attraction', 'point_of_interest', 'establishment']",439,"{'compound_code': 'M2MF+39 Tlahap, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GM2MF+39'}",{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108428041286245753293"">Nana Setiawan</a>'], 'photo_reference': 'AUGGfZkPE4wrTMQYhKC1aJPTxKmJyHa1wY0-Xap_YgfztIJIawaXDlyapAclAfLUNOqZK3sTKmAOCRbE_Mf9eDGjYEf9QLG6viV1p_fo-gEcAAM8kFbsQATVwSAygLRT_u2UFVaXxDRSqZFbQgffTjF_rBUF_CLCbL8UhQ3YZ-zn0EBz5yWn', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJdUcl0vadei4RaeoCDzGtrhk
OPERATIONAL,"P55Q+44, Ngaditirto, Walitelon Utara, Kec. Temanggung, Kabupaten Temanggung, Jawa Tengah, Indonesia","{'location': {'lat': -7.292133199999999, 'lng': 110.1878603}, 'viewport': {'northeast': {'lat': -7.291425270107276, 'lng': 110.1891615298927}, 'southwest': {'lat': -7.29412492989272, 'lng': 110.1864618701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Gondang,ChIJX-PUjLt5cC4RdgnJWI0tTuw,4.0,ChIJX-PUjLt5cC4RdgnJWI0tTuw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJX-PUjLt5cC4RdgnJWI0tTuw
OPERATIONAL,"Tawangsari, Wonoboyo, Temanggung Regency, Central Java 56266, Indonesia","{'location': {'lat': -7.2097692, 'lng': 109.9939145}, 'viewport': {'northeast': {'lat': -7.208724070107277, 'lng': 109.9953410798927}, 'southwest': {'lat': -7.211423729892721, 'lng': 109.9926414201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Surodipo,ChIJNyFC5AdzcC4Rj64iKToeQF4,4.5,ChIJNyFC5AdzcC4Rj64iKToeQF4,"['tourist_attraction', 'point_of_interest', 'establishment']",368,"{'compound_code': 'QXRV+3H Tawangsari, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4FQXRV+3H'}",{'open_now': True},"[{'height': 3064, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100582067852366030917"">arya dravida</a>'], 'photo_reference': 'AUGGfZkYVNapQPeep2O3jmtesnASkXSTBp6P07SfsYco-zg9TP1avLsLCgzgr6of4ikdQbrbAHprUfvlNKrGlrjRvB5rauP_IHyeg5-dlL88TnTPM24cFrQHWyjGJTAsnpHzmjFT4gzZ_Qq-LK2BYU12kWmicBbQTxH2c5dLDsoT_8I260va', 'width': 5456}]",,,https://www.google.com/maps/place/?q=place_id:ChIJNyFC5AdzcC4Rj64iKToeQF4
OPERATIONAL,"Ngadiprono, Ngadimulyo, Kedu, Temanggung Regency, Central Java 56252, Indonesia","{'location': {'lat': -7.2618952, 'lng': 110.1639268}, 'viewport': {'northeast': {'lat': -7.260550570107277, 'lng': 110.1652429798927}, 'southwest': {'lat': -7.263250229892721, 'lng': 110.1625433201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasar Papringan Ngadiprono,ChIJf5Ms_8d5cC4RVN59YP7jI2U,4.5,ChIJf5Ms_8d5cC4RVN59YP7jI2U,"['tourist_attraction', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",2067,"{'compound_code': 'P5Q7+6H Ngadimulyo, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GP5Q7+6H'}",{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114265693988425533269"">Ina Patmono</a>'], 'photo_reference': 'AUGGfZmwEZn2_9Gh7BScCQ8-KaflCBPCAJftu2JY0XHMnVsBx0LgZ9nkjurtaAYGDzAOvfWmwNkOl8evtO4onFfr8rsZ7W0PkjlABxq0Ki5ZDjERP6hLEZYPLJdTuGDhudp6vL8iF8Qf_XdJoXJzcnZ1EIHtmuzkEYDiyP9LibLfqajPvFh1', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJf5Ms_8d5cC4RVN59YP7jI2U
OPERATIONAL,"M543+F5C, Dukuh, Jragan, Kec. Tembarak, Kabupaten Temanggung, Jawa Tengah 56261, Indonesia","{'location': {'lat': -7.3438996, 'lng': 110.1528805}, 'viewport': {'northeast': {'lat': -7.342568120107278, 'lng': 110.1542294298927}, 'southwest': {'lat': -7.345267779892722, 'lng': 110.1515297701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun alpokat mande,ChIJYVjbnlSDei4RnRQRWPD0h_U,5.0,ChIJYVjbnlSDei4RnRQRWPD0h_U,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102034794274321723441"">A Google User</a>'], 'photo_reference': 'AUGGfZlZXZiRl3j6uNs0CFSMYQ4UwJYTCAWXA-BbFGk05jYFamnoutu4yS_nH2Zw61BMPKVLjk9m3r_nhAt5ABKyoQFHNhi5dUYWQvHK-KOdVbODgIoeQgL3ixH0RYs-8wqdEAOsTPhGsevia7lY1-YqPwUUePnRFkrVBaLLeh4BCLzEzNF8', 'width': 2592}]",,,https://www.google.com/maps/place/?q=place_id:ChIJYVjbnlSDei4RnRQRWPD0h_U
OPERATIONAL,"Dalem, Tegowanuh, Kaloran, Temanggung Regency, Central Java 56282, Indonesia","{'location': {'lat': -7.2992044, 'lng': 110.2054814}, 'viewport': {'northeast': {'lat': -7.297865370107276, 'lng': 110.2068288798927}, 'southwest': {'lat': -7.30056502989272, 'lng': 110.2041292201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam,ChIJSbdIDZ95cC4RFSH1PUExlJc,4.8,ChIJSbdIDZ95cC4RFSH1PUExlJc,"['tourist_attraction', 'point_of_interest', 'establishment']",40,"{'compound_code': 'P624+85 Tegowanuh, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GP624+85'}",{'open_now': True},"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103005839109014212875"">A Google User</a>'], 'photo_reference': 'AUGGfZnaEvEMGqVFS0p7-al2XI5nnzCszaymi1nkkUNbqdxQJXtV0_aP_KlZvScEV7vq1DF1C6PQG9J8xXRPuLiZ5NrY3n2YD04RYUpA885f-LPY1cA64JXYPj4bKwVDReoecyOgI1Th0sMzSmRPfaDQuyZP3qPxKDzu3Krkg75JjeOqHAv3', 'width': 8000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJSbdIDZ95cC4RFSH1PUExlJc
OPERATIONAL,"J4VC+PCP, Dusun Lamuk, Legok, Legoksari, Kec. Tlogomulyo, Kabupaten Temanggung, Jawa Tengah 56263, Indonesia","{'location': {'lat': -7.3556633, 'lng': 110.1210761}, 'viewport': {'northeast': {'lat': -7.354321120107277, 'lng': 110.1224290298927}, 'southwest': {'lat': -7.357020779892721, 'lng': 110.1197293701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Foto Keren Desa Legoksari,ChIJMfSjsaOdei4Rv96supa-T8U,4.3,ChIJMfSjsaOdei4Rv96supa-T8U,"['tourist_attraction', 'point_of_interest', 'establishment']",12,,,"[{'height': 2035, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103581307605239672295"">A Google User</a>'], 'photo_reference': 'AUGGfZm9M1nDr3g522VrxLou4rSdP338hgtFlyCi91QBVIKlAmdUO0hIWGOv-3oMLkBRFV2G8_zdrFDprZC2sR9yolKu1seczLfEHNpnncEEytKnPTaB_BnhYinRPUSH0XDYr0jpEkckZjCfm0-FMngpBwbZx5T-QeHKfJP1WkkvJRtOqvTp', 'width': 2565}]",,,https://www.google.com/maps/place/?q=place_id:ChIJMfSjsaOdei4Rv96supa-T8U
OPERATIONAL,"M3CQ+65J, Sawah & Hutan, Wonotirto, Kec. Bulu, Kabupaten Temanggung, Jawa Tengah, Indonesia","{'location': {'lat': -7.329420300000001, 'lng': 110.0878904}, 'viewport': {'northeast': {'lat': -7.328000520107278, 'lng': 110.0890563798927}, 'southwest': {'lat': -7.330700179892722, 'lng': 110.0863567201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kandang Pinggiran Mufidun,ChIJNVcWK8mdei4RzngwqsysO2U,4.0,ChIJNVcWK8mdei4RzngwqsysO2U,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJNVcWK8mdei4RzngwqsysO2U
OPERATIONAL,"P2W8+6QV, Unnamed Road, Jumprit, Tegalrejo, Kec. Ngadirejo, Kabupaten Temanggung, Jawa Tengah 56255, Indonesia","{'location': {'lat': -7.2543842, 'lng': 110.0169176}, 'viewport': {'northeast': {'lat': -7.252990620107278, 'lng': 110.0182241798927}, 'southwest': {'lat': -7.255690279892722, 'lng': 110.0155245201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wana Wisata Jumprit,ChIJ-evV6mt0cC4R7yhh8KBK9t8,4.6,ChIJ-evV6mt0cC4R7yhh8KBK9t8,"['tourist_attraction', 'point_of_interest', 'establishment']",41,,{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100509881871420907588"">Dwi Pristianto Purbo Nugroho</a>'], 'photo_reference': 'AUGGfZl1-mCQ1AjZKB9kKWsVxlIMNMGZyP0htRBzfNfiXNsspaMuzzvs17OuCESe4u24pQhNsoITlTG1nj4jCxcf4p0jzXiXKKJCvaX0uTL_ICyOg_Wkh9btltzO1A9eA5XsugQOA3WSVY4AZskBMrLYoKDQGuaaAjo7p8as5wCEcfoDjglK', 'width': 4640}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ-evV6mt0cC4R7yhh8KBK9t8
OPERATIONAL,"P2WG+RQ, Area Sawah, Purbosari, Kec. Ngadirejo, Kabupaten Temanggung, Jawa Tengah, Indonesia","{'location': {'lat': -7.2529719, 'lng': 110.0269426}, 'viewport': {'northeast': {'lat': -7.251358670107278, 'lng': 110.0283320798927}, 'southwest': {'lat': -7.254058329892722, 'lng': 110.0256324201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Area peradaban kuno liyangan,ChIJ_walcjh1cC4Rz-U_hL1ZHQo,2.0,ChIJ_walcjh1cC4Rz-U_hL1ZHQo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101494060642157118867"">Arya Maryadi</a>'], 'photo_reference': 'AUGGfZmdpNxHu_9k0QPUZJaK7GWH6QglRW8auooQRtahZ6wRnqEEiv4kihVzRqTXAmJfZK3M8vqzLuTKHw9dbJbY4YQXFfySj9PzGMMmMP3tVw2_vB2G-2JMvq4CR_H-D63qMUIpr6ztCHsrFOY76HG6j9sgQ1quHMpqf5BxHRa4EBmrfoO9', 'width': 2448}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ_walcjh1cC4Rz-U_hL1ZHQo
OPERATIONAL,"M26P+FVQ, Kalianggrung, Tlahap, Kec. Kledung, Kabupaten Temanggung, Jawa Tengah, Indonesia","{'location': {'lat': -7.338797400000001, 'lng': 110.0372403}, 'viewport': {'northeast': {'lat': -7.337539470107279, 'lng': 110.0384970298927}, 'southwest': {'lat': -7.340239129892723, 'lng': 110.0357973701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SERBUT RIVER CAMP,ChIJr4aPIgCfei4RzUr32UoioAA,5.0,ChIJr4aPIgCfei4RzUr32UoioAA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106952267785027894640"">rumex shinousuke</a>'], 'photo_reference': 'AUGGfZmSWutf95aq6rjyUMJgo_NrOxObSamf7FEKymBr2bE87u2t-79tf2J9lEZaCe7-dC8Th1C1akxE9HCi43j7Fl8NEQqVwqQqZRTG2G9TtmN5DG1CAZGFEvlOSy_FAp3wKFT2fO5_xhW_s1mO1trtYdcutTsAjnSLP57wAWgPMlkoQvhK', 'width': 1840}]",,,https://www.google.com/maps/place/?q=place_id:ChIJr4aPIgCfei4RzUr32UoioAA
OPERATIONAL,"M345+JR, Area Sawah, Kruwisan, Kec. Kledung, Kabupaten Temanggung, Jawa Tengah, Indonesia","{'location': {'lat': -7.3434671, 'lng': 110.0595482}, 'viewport': {'northeast': {'lat': -7.342173570107278, 'lng': 110.0623985}, 'southwest': {'lat': -7.344873229892722, 'lng': 110.0585981}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arva ngelo,ChIJ294_FgCdei4RLCVzGad83Ic,0.0,ChIJ294_FgCdei4RLCVzGad83Ic,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ294_FgCdei4RLCVzGad83Ic
OPERATIONAL,"R3WJ+5MC, Hutan, Gunungpayung, Kec. Candiroto, Kabupaten Temanggung, Jawa Tengah 56258, Indonesia","{'location': {'lat': -7.1545638, 'lng': 110.0816473}, 'viewport': {'northeast': {'lat': -7.153213970107279, 'lng': 110.0829971298927}, 'southwest': {'lat': -7.155913629892723, 'lng': 110.0802974701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Guwung,ChIJV1ZapddxcC4Rlbk5oXYLAnk,4.4,ChIJV1ZapddxcC4Rlbk5oXYLAnk,"['tourist_attraction', 'point_of_interest', 'establishment']",42,,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116023010328847446165"">Rifky Zulfa</a>'], 'photo_reference': 'AUGGfZkfxSnvbp8vBa_2yq3R1y6UEg_KjTwIxuDXpJSsGjruhM-oHTAb_ESdEwCWtO2z9BFS862Ov_dPynhROEUjJpzRvcO_ZYQtfw7TRvipN-YlwqWiMzxHHFi78TpAGibTuhVuYkLTz9DdSrDKQUgxyIjUeW3eRLTAawIR9tpmcTfe617S', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJV1ZapddxcC4Rlbk5oXYLAnk
OPERATIONAL,"Kalibanger, Gemawang, Temanggung Regency, Central Java 56283, Indonesia","{'location': {'lat': -7.227304500000001, 'lng': 110.1291814}, 'viewport': {'northeast': {'lat': -7.226012020107277, 'lng': 110.1305384298927}, 'southwest': {'lat': -7.22871167989272, 'lng': 110.1278387701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalibanger TUBING & OUTBOUND CENTER,ChIJ9R8iCHBxcC4Rs53gQ-0Hk6M,4.0,ChIJ9R8iCHBxcC4Rs53gQ-0Hk6M,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"{'compound_code': 'Q4FH+3M Kalibanger, Temanggung Regency, Central Java, Indonesia', 'global_code': '6P4GQ4FH+3M'}",{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107574629666368015243"">A Google User</a>'], 'photo_reference': 'AUGGfZklqyoHBsC8efXsYsrux9Bf-qwn7gwXpH3pedKFWT6rtw1X2uL5pbgZFPcVvume3N2A-DJjWXWkXLijNx6zvmeKiUfYfTfFR_8y2MHzQFuCxDWLtTm4CXXZgMAUQIlbGVCGVWMGRS9Z68qZR14PyP-g6HzXbChqWlwDKz_xYMSND3H4', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ9R8iCHBxcC4Rs53gQ-0Hk6M
OPERATIONAL,"M3W4+26C, Cengan, Tuksari, Kec. Kledung, Kabupaten Temanggung, Jawa Tengah 56264, Indonesia","{'location': {'lat': -7.3049349, 'lng': 110.0555252}, 'viewport': {'northeast': {'lat': -7.303596470107278, 'lng': 110.0568787798927}, 'southwest': {'lat': -7.306296129892722, 'lng': 110.0541791201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber mata air TUKSARI,ChIJ0W31mdJ3cC4R34UpyBtbpcs,0.0,ChIJ0W31mdJ3cC4R34UpyBtbpcs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0W31mdJ3cC4R34UpyBtbpcs
OPERATIONAL,"M23X+XC3, Area Sawah, Jambu, Kec. Kledung, Kabupaten Temanggung, Jawa Tengah 56264, Indonesia","{'location': {'lat': -7.345102900000001, 'lng': 110.0485423}, 'viewport': {'northeast': {'lat': -7.341906549999996, 'lng': 110.04972955}, 'southwest': {'lat': -7.346168350000002, 'lng': 110.04498055}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Sipetung,ChIJTeurgq6dei4R0VUnezrBGGI,0.0,ChIJTeurgq6dei4R0VUnezrBGGI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJTeurgq6dei4R0VUnezrBGGI
