business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,price_level,url
OPERATIONAL,"J4PG+V98, Jl. Pantai Medana, Sigar Penjalin, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.3628266, 'lng': 116.1259617}, 'viewport': {'northeast': {'lat': -8.361752220107277, 'lng': 116.12673415}, 'southwest': {'lat': -8.364451879892721, 'lng': 116.12364435}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai wisata Bawak Ketapang,,"[{'height': 9248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112246284475312381162"">A Google User</a>'], 'photo_reference': 'AUGGfZm_9cbxQMhmS5I99TiX-i9gG3f0xpWxT13-pXhmUNW2b1MksRBU5YT6uSn0pu99LG4bbkS7dcHcPmToZqccaVG_vlsmbZcNIct1luj8KSd3CQEvXxZgatJPcAwwmWDBuhD1nvTk4p2WGQnkpP-wUEIXo6d0uslZ8F2W2Eis9K2HxtKq', 'width': 6944}]",ChIJo2STK9HdzS0ROv00n9ZTJx0,3.9,ChIJo2STK9HdzS0ROv00n9ZTJx0,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,,,https://www.google.com/maps/place/?q=place_id:ChIJo2STK9HdzS0ROv00n9ZTJx0
OPERATIONAL,"J4C6+8HW, Sigar Penjalin, Tanjung, North Lombok Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3791417, 'lng': 116.111465}, 'viewport': {'northeast': {'lat': -8.37776622010728, 'lng': 116.1128013298927}, 'southwest': {'lat': -8.380465879892723, 'lng': 116.1101016701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sigar penjalin,,"[{'height': 3200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102539235585363560841"">A Google User</a>'], 'photo_reference': 'AUGGfZlgMLOPJNvdDMegoBaazem9RSuPDRxtwrRCBRhRhmWpT3fJQMFdrTgnuzQoqMWxhSeG_z5J1dxyEQO3kvsWIv3i_oL8bcXzRSjbBvxwS6Jsa-YFjXL-vBnvMpDkrPzkmPwpD9Q4rsZsPBbFUXqYuUKbkP4qwdToszB4gKbJOAms0yDB', 'width': 1800}]",ChIJR4ZnQQDdzS0RTkLfZ4Rbc6Q,0.0,ChIJR4ZnQQDdzS0RTkLfZ4Rbc6Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJR4ZnQQDdzS0RTkLfZ4Rbc6Q
OPERATIONAL,"M537+JGW, Jenggala, Tanjung, North Lombok Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3456704, 'lng': 116.1637067}, 'viewport': {'northeast': {'lat': -8.344209820107277, 'lng': 116.1650538798927}, 'southwest': {'lat': -8.346909479892721, 'lng': 116.1623542201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai elen,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117547805007345446806"">Eniapriani689 Apriani</a>'], 'photo_reference': 'AUGGfZldP1YRtsB0QIgIBOVV9zGg6RovDE4orIwjhIQXF3su0ANFPtQ8WqNhV1oZaXy7_SdLte2zHltBjhIAJepvm9ErhPJP2nd9gplDghtaMQodJzwGNsKiLpx_2TPdk-ztewC16bK1JkoSboni7ON7Wf0hujq8MLCSZuKVBzMLQfapjQK3', 'width': 1920}]",ChIJhfLipmjbzS0R2i5Af42UwUg,0.0,ChIJhfLipmjbzS0R2i5Af42UwUg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJhfLipmjbzS0R2i5Af42UwUg
OPERATIONAL,"J4G3+5FM, Sigar Penjalin, Tanjung, North Lombok Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3743653, 'lng': 116.1036477}, 'viewport': {'northeast': {'lat': -8.373016070107278, 'lng': 116.1050058798927}, 'southwest': {'lat': -8.375715729892722, 'lng': 116.1023062201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Corner Sunset Beach,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100824901274766488223"">muh.ilham Fajri</a>'], 'photo_reference': 'AUGGfZngWAuT1OxLFfLVfNV3AJLMKLUWQpEUwj7CroJqX2c3Ylt7-49RtegOAVDHXEPaOMsgqzipc_qs3FONB1_e-_stgVOxmPrJMiY1qFgLAswnFQo-ecq9T_J1mCK48Y3BDlAZD0pLrL2R4LAd5ttS8Rv1g9qTnpXJPBzCxpIKCRIiGSyy', 'width': 1920}]",ChIJPTjXOqPdzS0RywG4C5MJL48,5.0,ChIJPTjXOqPdzS0RywG4C5MJL48,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJPTjXOqPdzS0RywG4C5MJL48
CLOSED_TEMPORARILY,"M539+P4Q, Jalan Pantai Utara, Jenggala, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar., Indonesia","{'location': {'lat': -8.3456574, 'lng': 116.1678745}, 'viewport': {'northeast': {'lat': -8.3449579, 'lng': 116.1694921798927}, 'southwest': {'lat': -8.3477559, 'lng': 116.1667925201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jalur Pantura Lombok Utara Tanak Song Lauk,True,"[{'height': 9024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103723172546903377734"">Alaric Zeroun</a>'], 'photo_reference': 'AUGGfZny9Fa05IsSNSZI-NoonYikydXySdFrN5_saLUWBwPz3T4LhQP7yjMgok0Z2IMMplcFqNwd--UF2MvGC8eHdcaCET9f5GWk-Ft09-PqZUaHnKHYcsW3ABLMQBX5KsY_PrRPIQToTxXPc3Zuq1l0fCdRKMzmMjScus69QJ2iTrE3o-AG', 'width': 12032}]",ChIJ7zFi2ljbzS0RnbrsuMRapgw,0.0,ChIJ7zFi2ljbzS0RnbrsuMRapgw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7zFi2ljbzS0RnbrsuMRapgw
OPERATIONAL,"G3PM+3FG, Jl. Raya Mataram - Tj., Malaka, Kec. Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83355, Indonesia","{'location': {'lat': -8.4648123, 'lng': 116.0837035}, 'viewport': {'northeast': {'lat': -8.463486970107278, 'lng': 116.0850645298927}, 'southwest': {'lat': -8.466186629892722, 'lng': 116.0823648701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak pusuk lobar - lotara,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110782466562689086399"">Samsul Huda</a>'], 'photo_reference': 'AUGGfZkYMvEzi_0aXUDpXRQoykzjL0FsocMYkhWi8HBDtNuy-l7z2BMgi1_6pIwHtWEb0MVp4NRODRW4fWGXA1CWSHUODKECeATcCfumQtrzqRXFSXrkD26454VoOD51hhTp-yjOypJzzSnfk5xgaUChn-2OX2kYy433vJpJ6Kl8hpsFnADw', 'width': 4000}]",ChIJm7PsuHLDzS0Ri6FFQ_9yItA,4.3,ChIJm7PsuHLDzS0Ri6FFQ_9yItA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,https://www.google.com/maps/place/?q=place_id:ChIJm7PsuHLDzS0Ri6FFQ_9yItA
OPERATIONAL,"J562+X4, Sokong, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.387562500000001, 'lng': 116.1503125}, 'viewport': {'northeast': {'lat': -8.386012570107278, 'lng': 116.1517574798928}, 'southwest': {'lat': -8.388712229892723, 'lng': 116.1490578201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BUKIT BERGUNTING,,"[{'height': 718, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113418640568258082146"">Ketut Diarta</a>'], 'photo_reference': 'AUGGfZm0Jm-ZQWZ8dwEAu5AyGGvmXyj7UelY7epqWyC5tBoZCIDRVHooru-QZptA1BSXWqxlJLyZmSR0BqNY3SiCl6k-acGiivQlpnx8nJHcbvNfuKJpYy-6alwe_u9bn9l1gPubpTGJnKudAuVtqY9nHrf3nruss02NkEZFQnCVwBb9wA5M', 'width': 1280}]",ChIJ89G97zLbzS0RJt1aHSiTJ04,5.0,ChIJ89G97zLbzS0RJt1aHSiTJ04,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJ89G97zLbzS0RJt1aHSiTJ04
OPERATIONAL,"J5Q5+8CM, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.3616599, 'lng': 116.1585589}, 'viewport': {'northeast': {'lat': -8.360398720107277, 'lng': 116.1597359798927}, 'southwest': {'lat': -8.36309837989272, 'lng': 116.1570363201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Made Wardite Rumah Walet,,,ChIJGe_5JF7bzS0RthFh9k0dACo,5.0,ChIJGe_5JF7bzS0RthFh9k0dACo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJGe_5JF7bzS0RthFh9k0dACo
CLOSED_TEMPORARILY,"J5F9+QCH, Jl. Lading, Jenggala, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.376200899999999, 'lng': 116.1678521}, 'viewport': {'northeast': {'lat': -8.374735720107278, 'lng': 116.1692210798927}, 'southwest': {'lat': -8.377435379892722, 'lng': 116.1665214201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Kurma Keroya Rajihi,True,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102820393039130618532"">Juan Marudi</a>'], 'photo_reference': 'AUGGfZnqRjt-QPGjvNC9J-9NnoT7porUdtK2IPxdhKvCdD4Q3nt2acxOCYkhlY2N8h98bjBXomxfOcI5w_O1NM_mzYcGijjzZBkIunCtbtHIBisTIsOsfiCiWQ-dQVvBpRsU6xDdXHnb3Oz21kZetnV0tcnAo1MTig_Bdc7KZtw6I9E35ZPL', 'width': 622}]",ChIJoxDiC__bzS0Rd_Y4Q2aqPb8,0.0,ChIJoxDiC__bzS0Rd_Y4Q2aqPb8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJoxDiC__bzS0Rd_Y4Q2aqPb8
CLOSED_TEMPORARILY,"H55F+44X, Unnamed Road, Tegal Maja, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.4421467, 'lng': 116.1728467}, 'viewport': {'northeast': {'lat': -8.440796870107278, 'lng': 116.1741965298927}, 'southwest': {'lat': -8.443496529892721, 'lng': 116.1714968701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok temengung,True,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108539565964442127214"">A Google User</a>'], 'photo_reference': 'AUGGfZleYLTfQkX94AluF2N-qZ078imufNJO7F_s2QaXD_TAtflzqh8NR3BT4Sou8pcY_JxgZmDsXn8gTRcIaPVjrzLep-oOZU84KmlGt4-oDobo9mfRF1KtLRQAq-N9OEfm3mAdZ96dkNMOfHLiZH99ppnZQGF2khBXxv98iTdVU2DWAxo3', 'width': 1080}]",ChIJZRSirfDFzS0RYxqzt0pZaOA,5.0,ChIJZRSirfDFzS0RYxqzt0pZaOA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJZRSirfDFzS0RYxqzt0pZaOA
CLOSED_TEMPORARILY,"J4QJ+QHG, Jl. Raya Tj., Medana, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.360552, 'lng': 116.131454}, 'viewport': {'northeast': {'lat': -8.358925350000002, 'lng': 116.1329952798927}, 'southwest': {'lat': -8.36543195, 'lng': 116.1302956201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Medana Coral Garden,True,,ChIJOcqNMa_dzS0RqmA6NIWkNh4,0.0,ChIJOcqNMa_dzS0RqmA6NIWkNh4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJOcqNMa_dzS0RqmA6NIWkNh4
OPERATIONAL,"Pantai Impos, Dusun Karang Anyar, Medana, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.360191499999999, 'lng': 116.1360629}, 'viewport': {'northeast': {'lat': -8.358874720107275, 'lng': 116.1375426798927}, 'southwest': {'lat': -8.36157437989272, 'lng': 116.1348430201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Impos,,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108152783405849563898"">Hernawan Setyanto</a>'], 'photo_reference': 'AUGGfZk9MDLA8ZhUgL-pvPy4eetkP_VJrRoNE-0FYcpKXIsubQmKg0xnawz1tRlEBIJhP04EZYtAfnQjB7RUZ6HreOEqZAVLcOLytsRgogSQLMUyg1B2DuL2jL1QKh8K-u09wcuQ4PQyWnOKIbZ6olHODXKfUEICfrifs7cjeKwx6DHPGRLz', 'width': 3264}]",ChIJKY4dMiLbzS0RCt9B6Wzcyrg,4.4,ChIJKY4dMiLbzS0RCt9B6Wzcyrg,"['tourist_attraction', 'point_of_interest', 'establishment']",162,{'open_now': False},"{'compound_code': 'J4QP+WC Medana, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ4QP+WC'}",,https://www.google.com/maps/place/?q=place_id:ChIJKY4dMiLbzS0RCt9B6Wzcyrg
OPERATIONAL,"H4XF+G64, Unnamed Road, Sigar Penjalin, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.401246, 'lng': 116.123074}, 'viewport': {'northeast': {'lat': -8.399706370107278, 'lng': 116.1249189798928}, 'southwest': {'lat': -8.402406029892722, 'lng': 116.1222193201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Rangsot,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116659629769722066012"">chay gaina.s</a>'], 'photo_reference': 'AUGGfZmIxLNmi7kffSZOFaM0ZI6KoKz_qjnjhkWNC5t-Od0Dfb1NIa-WPYVAPDtQpHe9Lv8vj2Arh7_S8mhlUtWSD9ek68-_dfGo2PBP68nMRUgVB-XOwvChwJ81TAMlNgm04tL2iGgEbS9scszpFNLInyQSLB3hwuFHBfnEilqTk6j9vlED', 'width': 4000}]",ChIJmeVjjh_dzS0R_fKsHLcragU,5.0,ChIJmeVjjh_dzS0R_fKsHLcragU,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,,https://www.google.com/maps/place/?q=place_id:ChIJmeVjjh_dzS0R_fKsHLcragU
OPERATIONAL,"Jalan Raya Tanjung Sire, Sigar Penjalin, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.398185, 'lng': 116.126909}, 'viewport': {'northeast': {'lat': -8.396906820107278, 'lng': 116.1280718298927}, 'southwest': {'lat': -8.399606479892721, 'lng': 116.1253721701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Lombok Wildlife Park,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117896978083993967617"">panca angraini</a>'], 'photo_reference': 'AUGGfZnFNNnIStEXI_YyCN_8rSD4Gx0oA4aq8lmEMj8EM5noR7H6Wmu0-Ym6U2OaI11uLFZ1kO9KAkJulUgsB8yTFCqvIPNQJwpWrZ2NX4Re5uVdZS2OFzyDUZVrQj8r0MDHhMRK2Nh2q4cymewgCiGxbOnG5sAn2aiX9Dg9wu9MuudZ-03Y', 'width': 3024}]",ChIJ671ISJrczS0RonioOg05KJo,4.5,ChIJ671ISJrczS0RonioOg05KJo,"['zoo', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",1967,{'open_now': False},"{'compound_code': 'J42G+PQ Sigar Penjalin, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ42G+PQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJ671ISJrczS0RonioOg05KJo
CLOSED_TEMPORARILY,"Pantai sire, Sigar Penjalin, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.3661725, 'lng': 116.11255}, 'viewport': {'northeast': {'lat': -8.365270320107278, 'lng': 116.1140325798927}, 'southwest': {'lat': -8.367969979892722, 'lng': 116.1113329201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai sire,True,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115824153578188483644"">A Google User</a>'], 'photo_reference': 'AUGGfZkuRQSHDkj51qvbEVey7E0gsdFKJb3QzLE_0ogfZ-IJzfeSrjrNnS6M-TA9SArBuhxgsd04ziULsdg6ok1AZDT7UpDnSnUfxj5dakC2rddqSTNl780LUbhTx2WqfRZvrzBtMFgdzAqXkgPIAiSBEppYL85MJiP7XsTfVaFIcmTYLxTn', 'width': 3120}]",ChIJh7Uw3OfdzS0RilgWpLDbneo,5.0,ChIJh7Uw3OfdzS0RilgWpLDbneo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJh7Uw3OfdzS0RilgWpLDbneo
OPERATIONAL,"J53Q+P5C, Jl. Pekatan, Sama Guna, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.3956875, 'lng': 116.1878906}, 'viewport': {'northeast': {'lat': -8.394341820107279, 'lng': 116.1892411798927}, 'southwest': {'lat': -8.397041479892723, 'lng': 116.1865415201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,pemandian pekatan,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112364787661615127657"">Ahmad Mizan</a>'], 'photo_reference': 'AUGGfZmTbuXzL4UybZc4orODdPWwl3fOgM201FTFiEkHlu9_p9T0DGdlIYOuHaTigxo7Qsx2FRCP8vLhQYb0fP6UdPxTwy6VWOv6cE6Hicn_rCzk8nRa12l9xV6fMVEGa8kwR9L-CzsXDMBPhiNhpJoMJjOsvR2hRfLPcORtJDfh-v7KI0Ja', 'width': 1920}]",ChIJ9dj2QMDbzS0RbDbE4mxM6wA,4.5,ChIJ9dj2QMDbzS0RbDbE4mxM6wA,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9dj2QMDbzS0RbDbE4mxM6wA
OPERATIONAL,"G3MM+M7G, Jl. Raya Mataram - Tj., Malaka, Kec. Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83355, Indonesia","{'location': {'lat': -8.4658195, 'lng': 116.0831966}, 'viewport': {'northeast': {'lat': -8.46445462010728, 'lng': 116.0845857298927}, 'southwest': {'lat': -8.467154279892723, 'lng': 116.0818860701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata PUSUK LESTARI bike,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108186001654782081643"">A Google User</a>'], 'photo_reference': 'AUGGfZklU2fEP1OT9I9DLC3NHsM1jvmnVVcSOsLSGp92wSITIDIFUWicNTwcpjNxtNAwqkdgkizZAD-R4yaNOjoK0dP1ZjxgrQOnRMSLKl4KRMkoZ6_WznLqtOM-FBAttfXWP3u_QEeh2wD-PGxZdWVWKOEEfl9kY9Xpi5cYc-6HA2FCn2Tq', 'width': 1080}]",ChIJIcTs223DzS0RUCCpaWcsO0U,4.3,ChIJIcTs223DzS0RUCCpaWcsO0U,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,,,https://www.google.com/maps/place/?q=place_id:ChIJIcTs223DzS0RUCCpaWcsO0U
OPERATIONAL,"Medana, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.3675632, 'lng': 116.1314415}, 'viewport': {'northeast': {'lat': -8.366219770107277, 'lng': 116.1327298298927}, 'southwest': {'lat': -8.36891942989272, 'lng': 116.1300301701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Unit Usaha Pariwisata Bumdes Medana,,"[{'height': 864, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102644124683365213399"">A Google User</a>'], 'photo_reference': 'AUGGfZkeZ7_EKVdlJ5Mlyv3CDjNEzHiZUGP1BdQzHj6FINosUyrpy0hlEBE7pUrITiWvaQiQkTIGPcNmoEWwnvboWoZJNqltoPSuHRuIhkcyfJyofaBod0Bh5Dt5PiBXzX4uuNSc5ubaa-S9LizVUSnga0qCrwfQ1NDrLmMSh_6DSKjYzJJf', 'width': 1536}]",ChIJ3XAjjp3dzS0RhX-JJMowh6Q,5.0,ChIJ3XAjjp3dzS0RhX-JJMowh6Q,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': False},"{'compound_code': 'J4JJ+XH Medana, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ4JJ+XH'}",,https://www.google.com/maps/place/?q=place_id:ChIJ3XAjjp3dzS0RhX-JJMowh6Q
OPERATIONAL,"H4XF+2Q3, Sigar Penjalin, Tanjung, North Lombok Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.4024909, 'lng': 116.1244191}, 'viewport': {'northeast': {'lat': -8.401149420107279, 'lng': 116.1258035298927}, 'southwest': {'lat': -8.403849079892723, 'lng': 116.1231038701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Cahaya Rangsot,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107131983304223807403"">A Google User</a>'], 'photo_reference': 'AUGGfZm3wI7dM5p4nCyN7QJki4dcgnRV6hecejAeCiRVUp8B50P5ZBmlRD1m6bz6zxShkizBHm7urnarXZNLsnN1bSAc5GUwjYPe0mPXeqV_kc-jQ9H7R6D30bXJlmIGQW9KFxFVS0WEc7HjurzKevP92z7TgZUM4qygUKl0EarR901iRQgJ', 'width': 1080}]",ChIJnaOzXyvdzS0R6j3tjqfYWvQ,0.0,ChIJnaOzXyvdzS0R6j3tjqfYWvQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJnaOzXyvdzS0R6j3tjqfYWvQ
CLOSED_TEMPORARILY,"J47C+H29, Sigar Penjalin, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.386035, 'lng': 116.120385}, 'viewport': {'northeast': {'lat': -8.384669670107279, 'lng': 116.1217377798927}, 'southwest': {'lat': -8.387369329892723, 'lng': 116.1190381201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,GILI LOMBOK HOLIDAY,True,"[{'height': 450, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107438736972341090959"">A Google User</a>'], 'photo_reference': 'AUGGfZmBnasApG-nJ8Kj7q9qThK5VF9aXTiu3lNbexNizORJEb_c-F-Gmb5rHTBS_sSgUBcS1tEK3pmgzX1QpfnOW6MwyZKHBgmmZhLiml_JXbBfhfnFWaKe-8CfTRRCm7H-ohB7BX9c04WK4-VC7IevylxJI1PuAfX_k505lABZ6fSe7uYn', 'width': 760}]",ChIJJ56DpaXdzS0RGODUO0l_njc,0.0,ChIJJ56DpaXdzS0RGODUO0l_njc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ56DpaXdzS0RGODUO0l_njc
OPERATIONAL,"J4F3+MJF, Sigar Penjalin, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.3758102, 'lng': 116.1040551}, 'viewport': {'northeast': {'lat': -8.374460270107278, 'lng': 116.1054182798928}, 'southwest': {'lat': -8.377159929892722, 'lng': 116.1027186201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Sejuk,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101673556101203275568"">Airis Wae</a>'], 'photo_reference': 'AUGGfZnDDae6n89y3qMNsf-_smv3F7Z5btUHnSKJJ6pg67Lzx_ped1hNdwslDCdagBiavoDQLYt7_d1Z-v-YRvfMpSpVUc2UuAkHyIavOwxgZBztS3eJ9v_6oO1jc4b0K0XWNj6Ie9X2b_GOfAwHnLkIfvUoaQ0cvOnFdEtWCr3uPJOSsGEv', 'width': 4128}]",ChIJ_wC90UTczS0RzEJMd1iI6d8,4.5,ChIJ_wC90UTczS0RzEJMd1iI6d8,"['tourist_attraction', 'point_of_interest', 'establishment']",272,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJ_wC90UTczS0RzEJMd1iI6d8
