formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,types,photos,business_status,opening_hours,rating,user_ratings_total,plus_code,permanently_closed,url
"RH98+68W, Pajar Bulan, Semendo Darat Ulu, Muara Enim Regency, South Sumatra 31356, Indonesia","{'location': {'lat': -4.1818884, 'lng': 103.5658189}, 'viewport': {'northeast': {'lat': -4.180497570107278, 'lng': 103.5671595298927}, 'southwest': {'lat': -4.183197229892722, 'lng': 103.5644598701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KOLAM PEMANCINGAN TALANG TABUR,ChIJWwwFJ__XOS4R-VrJHRPcIlY,ChIJWwwFJ__XOS4R-VrJHRPcIlY,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,{'open_now': True},0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJWwwFJ__XOS4R-VrJHRPcIlY
"RGMX+QJQ, Padang City, Semende Darat Tengah, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.1655305, 'lng': 103.5491145}, 'viewport': {'northeast': {'lat': -4.163682620107278, 'lng': 103.55003245}, 'southwest': {'lat': -4.166382279892722, 'lng': 103.54636065}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Olin'S,ChIJXSTdSnzXOS4R0zamoGujano,ChIJXSTdSnzXOS4R0zamoGujano,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJXSTdSnzXOS4R0zamoGujano
"Dusun IV, rantau dedap, Semende Darat Tengah, Muara Enim Regency, South Sumatra 31356, Indonesia","{'location': {'lat': -4.2013732, 'lng': 103.4427753}, 'viewport': {'northeast': {'lat': -4.199957820107278, 'lng': 103.4440371798927}, 'southwest': {'lat': -4.202657479892722, 'lng': 103.4413375201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DERMAGA 5 PUTRA,ChIJuUg0I555Ny4RFdyYnsLCdRs,ChIJuUg0I555Ny4RFdyYnsLCdRs,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105707334318063834478"">A Google User</a>'], 'photo_reference': 'AUGGfZnvZAiiM_NHaq9vP6T2GKVNliWnzi9xopcqYxYIMVR0sTlgGLNSaCRyc4GvFVftyrVovVWRiqIHpL2_-KCQ_nrkwxcXtpZwLBb1yqp8Pnr51c5FTPXBwT8Dzct0K1O1CEvzmqp_-I3O2CERvwg4CU9q54zMJWoWuXKvxXiDcEKuYieP', 'width': 4080}]",OPERATIONAL,,0.0,0.0,"{'compound_code': 'QCXV+F4 Swarna Dwipa, Muara Enim Regency, South Sumatra, Indonesia', 'global_code': '6P75QCXV+F4'}",,https://www.google.com/maps/place/?q=place_id:ChIJuUg0I555Ny4RFdyYnsLCdRs
"QHX4+GX, Aremantai, Semendo Darat Ulu, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.201235, 'lng': 103.5574933}, 'viewport': {'northeast': {'lat': -4.199885170107277, 'lng': 103.5588431298927}, 'southwest': {'lat': -4.202584829892721, 'lng': 103.5561434701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Matang Gawang city,ChIJ6wyjtiDVOS4RyAybBr2F7vs,ChIJ6wyjtiDVOS4RyAybBr2F7vs,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 665, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117879851433540975888"">A Google User</a>'], 'photo_reference': 'AUGGfZmXHKa--Py_QVaNVY5XUDaTpPBi-njujYwJvcNR3w7FdIxG3iFytjZqWwLjAlBXZCxaRV1GmGE6DUogbm4klXE-4dIScTY4tef2ZTNbNgBGJDpDSp7UC_gEkuUuZSYkm9u3YkgKlbdeQj9rfe32ZmUTz_Wrru0QjxxRL6OrZEyVq4WB', 'width': 1440}]",OPERATIONAL,{'open_now': True},0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ6wyjtiDVOS4RyAybBr2F7vs
"QCMC+XP, Swarna Dwipa, Semende Darat Tengah, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.2150852, 'lng': 103.4218158}, 'viewport': {'northeast': {'lat': -4.213735370107278, 'lng': 103.4231656298927}, 'southwest': {'lat': -4.216435029892722, 'lng': 103.4204659701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Batu kopi Rahmat,ChIJm5jeeQB5Ny4RPrEe6Ywxpnw,ChIJm5jeeQB5Ny4RPrEe6Ywxpnw,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 1952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100761339468859397339"">A Google User</a>'], 'photo_reference': 'AUGGfZlaas-AMtg8aZpdGyXUA22EPihcBjCvERRwVWfvj1BUE6imA4jvDtN8FTRSbZJSFYdNMKAjI0djFrbQkQWC0MxHtVuWAtboUY0R5g2PrpJEDgLOwhg6EOc8mySlcSaUDV3UCKldun2lf7w40w5XEZ-PsZKWTPKGtPx3auE5F94iF8vl', 'width': 4160}]",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJm5jeeQB5Ny4RPrEe6Ywxpnw
"Gunung Agung, Semende Darat Tengah, Muara Enim Regency, South Sumatra 31462, Indonesia","{'location': {'lat': -4.1276875, 'lng': 103.4994375}, 'viewport': {'northeast': {'lat': -4.126913570107278, 'lng': 103.5059658}, 'southwest': {'lat': -4.129613229892722, 'lng': 103.4972614}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cughup Aik Mulak,ChIJMcrHNI19Ny4RLZoOfwcXu8M,ChIJMcrHNI19Ny4RLZoOfwcXu8M,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']","[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115047286101404939561"">A Google User</a>'], 'photo_reference': 'AUGGfZliJxDZWjgz6A8J7uHvfhkCMa_8kxMrk1tzoX2DpcTy9R7-xo768LThP8fWDysRPLMDrB3kR0WY6CZJ_rNo0AU7na9SJm0Q1i7rMcktQrELReZVRmzOWbTNo9I01JPRqpI-YXiun2AxePIcRIlX61vZJIrtSE8psp0_1saWLq1lSgaM', 'width': 3000}]",OPERATIONAL,{'open_now': True},5.0,3.0,"{'compound_code': 'VFCX+WQ Gunung Agung, Muara Enim Regency, South Sumatra, Indonesia', 'global_code': '6P75VFCX+WQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJMcrHNI19Ny4RLZoOfwcXu8M
"WQR8+8Q6, Air Terjun Curup Tenang, Tj. Agung,, Bedegung, Kec. Tj. Agung, Kabupaten Muara Enim, Sumatera Selatan 32157, Indonesia","{'location': {'lat': -4.0592127, 'lng': 103.7668845}, 'viewport': {'northeast': {'lat': -4.057699570107278, 'lng': 103.7685969298927}, 'southwest': {'lat': -4.060399229892722, 'lng': 103.7658972701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Bedegung,ChIJbUulCPHEOS4R2qI-xQxds-E,ChIJbUulCPHEOS4R2qI-xQxds-E,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104179604696369041081"">Kevin Duano</a>'], 'photo_reference': 'AUGGfZnVN9ZvNj_JT525BvQomGwrxRtqHZUHHnfJ2ggpoAVA_k9MniprOarpbaA5hzD75G1Q9f05UOYHWlp4UPoZOF8xsqQAEx2VgHzQGjMjyYIzzDjcjqqxD56OPap1Ux6ivh3LoDcsmivBZ3W1AE5ky-0BZgVVID1FGhXaw8dsbAXXFnRs', 'width': 3024}]",OPERATIONAL,,4.5,563.0,,,https://www.google.com/maps/place/?q=place_id:ChIJbUulCPHEOS4R2qI-xQxds-E
"QFX8+M6, Swarna Dwipa, Semende Darat Tengah, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.2008125, 'lng': 103.4655625}, 'viewport': {'northeast': {'lat': -4.199462670107278, 'lng': 103.4669123298927}, 'southwest': {'lat': -4.202162329892722, 'lng': 103.4642126701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Demplot Kopi Hendra Beskabean,ChIJN89mHrJ_Ny4R5L4JMwl65a0,ChIJN89mHrJ_Ny4R5L4JMwl65a0,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJN89mHrJ_Ny4R5L4JMwl65a0
"WQW8+G5, Padang Bindu, Tanjung Agung, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.0536851, 'lng': 103.7654333}, 'viewport': {'northeast': {'lat': -4.052777820107279, 'lng': 103.7669483298927}, 'southwest': {'lat': -4.055477479892723, 'lng': 103.7642486701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Arung Jeram Bedegung,ChIJEUk7nx3FOS4RlULqd3dINtE,ChIJEUk7nx3FOS4RlULqd3dINtE,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 451, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109126455244036242368"">Windra Jaya</a>'], 'photo_reference': 'AUGGfZnaA7qK1J2BAoRvs6XAVJWuPtUikBdG3xVc0eiJPiRXVaj1g3M_X26Mkl0P6soFnwITzI0Szs4mUzELnlZaArRwpW_LF1FOp77E4k18BVULr3pxMHSq2Rjfm8uG3dmSBN_ULVrFy8jNhijFhOBdjsCzHSk_lpr1iwUJC053SYLAGM_d', 'width': 680}]",OPERATIONAL,{'open_now': True},5.0,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJEUk7nx3FOS4RlULqd3dINtE
"QFGG+MCC, Segamit, Semendo Darat Ulu, Muara Enim Regency, South Sumatra 31462, Indonesia","{'location': {'lat': -4.223313, 'lng': 103.4760099}, 'viewport': {'northeast': {'lat': -4.221948120107278, 'lng': 103.4773459298927}, 'southwest': {'lat': -4.224647779892722, 'lng': 103.4746462701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Lengkenai,ChIJy7DIPAB_Ny4RbF4xIa7lA-Y,ChIJy7DIPAB_Ny4RbF4xIa7lA-Y,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJy7DIPAB_Ny4RbF4xIa7lA-Y
"Desa : Lubuk Nipis, Kec : Panang enim, Kabupaten :, Lubuk Nipis, Kec. Tj. Agung, Kabupaten Muara Enim, Sumatera Selatan 31355, Indonesia","{'location': {'lat': -4.0314085, 'lng': 103.7438475}, 'viewport': {'northeast': {'lat': -4.030058670107278, 'lng': 103.7451973298927}, 'southwest': {'lat': -4.032758329892722, 'lng': 103.7424976701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Curup Kelui,ChIJReYKLkLFOS4RRJ2zjfR3JFI,ChIJReYKLkLFOS4RRJ2zjfR3JFI,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114076854391741249053"">A Google User</a>'], 'photo_reference': 'AUGGfZnjSaMgUBd1qPnl_N03LhGY-P58ni1JkBAi4ikOaZF0CqZI2ueKwuy-EAvpvQUFuKGOmpg33La8saJZrEYZ2-nrh9tqtFd3XBhFRRlkBaQbJqMrNJGQkAIWmljRLptI6llccLrt7vtD0XiGm8s6vpgvMISyOjAX8zOW6gaSZQKqjzjJ', 'width': 2448}]",OPERATIONAL,{'open_now': True},4.6,8.0,"{'compound_code': 'XP9V+CG Lubuk Nipis, Muara Enim Regency, South Sumatra, Indonesia', 'global_code': '6P75XP9V+CG'}",,https://www.google.com/maps/place/?q=place_id:ChIJReYKLkLFOS4RRJ2zjfR3JFI
"WQV8+MPF, Bedegung, Tanjung Agung, Muara Enim Regency, South Sumatra 32157, Indonesia","{'location': {'lat': -4.055880999999999, 'lng': 103.7664901}, 'viewport': {'northeast': {'lat': -4.054526070107278, 'lng': 103.7679962298927}, 'southwest': {'lat': -4.057225729892722, 'lng': 103.7652965701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pemancingan Desa Bedegung,ChIJraQkv3nFOS4RMsrbtZQy5sE,ChIJraQkv3nFOS4RMsrbtZQy5sE,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,{},0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJraQkv3nFOS4RMsrbtZQy5sE
"WQXF+45P, Bedegung, kecamatan panang Enim, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.0521617, 'lng': 103.7729417}, 'viewport': {'northeast': {'lat': -4.051000370107278, 'lng': 103.7743354798927}, 'southwest': {'lat': -4.053700029892722, 'lng': 103.7716358201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bedegung Rafting Club,ChIJ5ZkW0gfFOS4RJWTsTzJBGTk,ChIJ5ZkW0gfFOS4RJWTsTzJBGTk,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116936846123332978715"">Ujuk Ujuk</a>'], 'photo_reference': 'AUGGfZmJGHP5kOoh-0MVQseYKtBUCEMqLf8kzUcwMehMDag8Nnm7LuVmCk4AWa3lpQMKJclFUYxDGSDKpLFHTeinH1GvvKSYoYCXj07y8P_ZF70Wlgjqi6s38eA2eAR8ubkQiLpuFPMf8JJUS7G1dQzo4cYUP__hMtttkpy4CUSNV1u9V874', 'width': 6000}]",OPERATIONAL,{'open_now': True},4.7,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ5ZkW0gfFOS4RJWTsTzJBGTk
"WQWQ+VXC, Jl. Raya Lintas Utama Sumatera, Gn. Meraksa, Kec. Pengandonan, Kabupaten Ogan Komering Ulu, Sumatera Selatan 32157, Indonesia","{'location': {'lat': -4.052782700000001, 'lng': 103.789778}, 'viewport': {'northeast': {'lat': -4.051400670107278, 'lng': 103.7911182298927}, 'southwest': {'lat': -4.054100329892722, 'lng': 103.7884185701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batas Muara Enim dan Ogan Komering Ulu,ChIJAwDCgWbFOS4RsGVyh-eqzQs,ChIJAwDCgWbFOS4RsGVyh-eqzQs,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJAwDCgWbFOS4RsGVyh-eqzQs
"XRX5+Q35, Desa, Lb. Budi, Kecamatan.Panang Enim, Kabupaten Muara Enim, Sumatera Selatan 31355, Indonesia","{'location': {'lat': -4.0006178, 'lng': 103.807719}, 'viewport': {'northeast': {'lat': -3.997086950000001, 'lng': 103.80910595}, 'southwest': {'lat': -4.00179475, 'lng': 103.80355815}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cuhup Bali,ChIJfx32_YbDOS4R9Yi-CYnamtk,ChIJfx32_YbDOS4R9Yi-CYnamtk,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103929075910557615718"">Adryan Chaniago</a>'], 'photo_reference': 'AUGGfZkN3HAl_s6GpjuB0e1WlSyQPxXJCc-WpCwnBXpGGc0YV8OS7kFzOXlmQgDZXL3w9skNGO2ULNB37qavVpv1-qbGahX3enA813-sUf2asYzJx4m94xYoPFoxTQYmSb9Wpfgkff9lya_LscWK0i_kNdsBldAPWbC_iyLLJ15_szct6wwf', 'width': 3000}]",OPERATIONAL,{'open_now': True},5.0,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJfx32_YbDOS4R9Yi-CYnamtk
"VRR6+CVG, Kemala Jaya, Muara Jaya, Ogan Komering Ulu Regency, South Sumatra 32157, Indonesia","{'location': {'lat': -4.1089398, 'lng': 103.8121888}, 'viewport': {'northeast': {'lat': -4.107589970107278, 'lng': 103.8135386298927}, 'southwest': {'lat': -4.110289629892722, 'lng': 103.8108389701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Benaye,ChIJtdXEOADFOS4Ri14D3QulQBM,ChIJtdXEOADFOS4Ri14D3QulQBM,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJtdXEOADFOS4Ri14D3QulQBM
"VRR6+V7X, Kemala Jaya, Muara Jaya, Ogan Komering Ulu Regency, South Sumatra 32157, Indonesia","{'location': {'lat': -4.1077507, 'lng': 103.8107343}, 'viewport': {'northeast': {'lat': -4.106400870107278, 'lng': 103.8120841298927}, 'southwest': {'lat': -4.109100529892721, 'lng': 103.8093844701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara Benaye,ChIJe5tiIwDFOS4RiZwcWGjWIW4,ChIJe5tiIwDFOS4RiZwcWGjWIW4,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJe5tiIwDFOS4RiZwcWGjWIW4
"VQP5+CQJ, Jl. Raya Mendingin, Pedataran, Kec. Ulu Ogan, Kabupaten Ogan Komering Ulu, Sumatera Selatan 32157, Indonesia","{'location': {'lat': -4.1139155, 'lng': 103.7594059}, 'viewport': {'northeast': {'lat': -4.112560770107279, 'lng': 103.7607354298927}, 'southwest': {'lat': -4.115260429892722, 'lng': 103.7580357701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Mendingin,ChIJ-ycLmxnPOS4R6w4w4WWDPYc,ChIJ-ycLmxnPOS4R6w4w4WWDPYc,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109547027212325886367"">A Google User</a>'], 'photo_reference': 'AUGGfZm4m524pGsuq8ubqk8d09jF6XJUs9Vw4Yf4GKX85g_ocSVWIP23wzNl4YaBJYECzAFvZhFGb850F3WwDU5wAoubf4mpqt-RKuG89OwTnz_wzutOBarAP0v6s4hJbjghc7GV6SUgvVIw3niYslMGvFo2MnEGNldus2neD6tH2ORYtALD', 'width': 1836}]",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-ycLmxnPOS4R6w4w4WWDPYc
"VQQF+G3, Belandang, Ulu Ogan, Ogan Komering Ulu Regency, South Sumatra 32157, Indonesia","{'location': {'lat': -4.1111624, 'lng': 103.7727004}, 'viewport': {'northeast': {'lat': -4.109812570107278, 'lng': 103.7740502298927}, 'southwest': {'lat': -4.112512229892721, 'lng': 103.7713505701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curup dasbadas,ChIJl2-_5zLFOS4RLsxfIChnBZw,ChIJl2-_5zLFOS4RLsxfIChnBZw,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110503674924476324660"">Madun Bta</a>'], 'photo_reference': 'AUGGfZnoA5IvVNhpJRKBBR8FAMoZ32vB9eqkw3Loqlx_8WpSlGqQKGbd59TyiXXHpJeB5HfGpfaLnNjG7bxIYgEXTSYZY-ZFszFJq-X6iI7rFyNGnn0XoZO7n1bVT88ohfp9mNyeHr5NeWbo4BTmEI09OM4k3rko0o1wS4-1h8Fh_qjHgGQa', 'width': 640}]",OPERATIONAL,{'open_now': True},5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJl2-_5zLFOS4RLsxfIChnBZw
"VJC5+83, Panggung Island, Semendo Darat Laut, Muara Enim Regency, South Sumatra 31356, Indonesia","{'location': {'lat': -4.129153, 'lng': 103.607647}, 'viewport': {'northeast': {'lat': -4.127705170107278, 'lng': 103.6090395798927}, 'southwest': {'lat': -4.130404829892722, 'lng': 103.6063399201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pemancingan ikan mas""WAK JENGGOT""",ChIJdZ2ACFLXOS4Rkt5NLgaFqGM,ChIJdZ2ACFLXOS4Rkt5NLgaFqGM,"['tourist_attraction', 'point_of_interest', 'establishment']",,CLOSED_TEMPORARILY,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJdZ2ACFLXOS4Rkt5NLgaFqGM
"RHJM+V6J, Muara Tenang, Semende Darat Tengah, Muara Enim Regency, South Sumatra 31356, Indonesia","{'location': {'lat': -4.167793, 'lng': 103.5830223}, 'viewport': {'northeast': {'lat': -4.166444820107277, 'lng': 103.5843742298927}, 'southwest': {'lat': -4.169144479892721, 'lng': 103.5816745701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Tunggu Tubang adat semende,ChIJF7u3ul3XOS4RKAzTLnddHGY,ChIJF7u3ul3XOS4RKAzTLnddHGY,"['tourist_attraction', 'point_of_interest', 'establishment']",,CLOSED_TEMPORARILY,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJF7u3ul3XOS4RKAzTLnddHGY
"VF7Q+2C, Rekimai Jaya, Semende Darat Tengah, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.1372817, 'lng': 103.4886025}, 'viewport': {'northeast': {'lat': -4.135941020107278, 'lng': 103.4899277798927}, 'southwest': {'lat': -4.138640679892722, 'lng': 103.4872281201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang air terjun nunum,ChIJ18ZFR859Ny4RNzgbxIRIHV8,ChIJ18ZFR859Ny4RNzgbxIRIHV8,"['tourist_attraction', 'point_of_interest', 'establishment']",,CLOSED_TEMPORARILY,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ18ZFR859Ny4RNzgbxIRIHV8
"WPJM+RVW, Bedegung, Tanjung Agung, Muara Enim Regency, South Sumatra 31356, Indonesia","{'location': {'lat': -4.0678941, 'lng': 103.7347091}, 'viewport': {'northeast': {'lat': -4.066544270107279, 'lng': 103.7360589298927}, 'southwest': {'lat': -4.069243929892723, 'lng': 103.7333592701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Parkiran Air Terjun Bedegung,ChIJqaEOlljFOS4Raf8BQOkaQ8c,ChIJqaEOlljFOS4Raf8BQOkaQ8c,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111420579393260975083"">Rum As</a>'], 'photo_reference': 'AUGGfZmtEDR7-YayPQ6B2QvVCTGXxoFY84ekKpGtMFJj91gwD6Tk4i_gJl23DomgTyqZwtn-ZIpsuwRSAX_q9onCCwwMsPR6_oC7B4niBD7nwoqVJAiiIbUJ_1bK1V7bYMEWuLTAF6Aw54up7ZnO3SgCdOcQXowXC4XNhmAlGq-MvWBJ0lcj', 'width': 4160}]",CLOSED_TEMPORARILY,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJqaEOlljFOS4Raf8BQOkaQ8c
"XP9W+65J, Lubuk Nipis, Tanjung Agung, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.0319249, 'lng': 103.7453995}, 'viewport': {'northeast': {'lat': -4.030808949999998, 'lng': 103.74861085}, 'southwest': {'lat': -4.035272750000002, 'lng': 103.74432905}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LUBUK JEMBET LAMO,ChIJGbTUTNbDOS4RHuNk9THoC8o,ChIJGbTUTNbDOS4RHuNk9THoC8o,"['tourist_attraction', 'point_of_interest', 'establishment']",,CLOSED_TEMPORARILY,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJGbTUTNbDOS4RHuNk9THoC8o
"XP9V+V5P, Lubuk Nipis, Tanjung Agung, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.0302928, 'lng': 103.7429641}, 'viewport': {'northeast': {'lat': -4.028942970107278, 'lng': 103.7443139298927}, 'southwest': {'lat': -4.031642629892722, 'lng': 103.7416142701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LUBUK SEBUSUK,ChIJuyCcT-fDOS4R3S9UWS6CsTU,ChIJuyCcT-fDOS4R3S9UWS6CsTU,"['tourist_attraction', 'point_of_interest', 'establishment']",,CLOSED_TEMPORARILY,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJuyCcT-fDOS4R3S9UWS6CsTU
