business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,url
OPERATIONAL,"XRH9+GH, Karang Manik, Belitang II, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -4.0212005, 'lng': 104.8189084}, 'viewport': {'northeast': {'lat': -4.019673020107279, 'lng': 104.8199968298927}, 'southwest': {'lat': -4.022372679892722, 'lng': 104.8172971701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot smbrmlyo,,ChIJzTFNfeQ7OS4Ryp6cdxx-34c,5.0,ChIJzTFNfeQ7OS4Ryp6cdxx-34c,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116421952861016928280"">nursidiqarizal02</a>'], 'photo_reference': 'AUGGfZl4hVdhPr6Ujxm3a-zoa57qts7M-nsijOXPRBk8eI9fzM7hFt5BAkO2BNajvH3CQyFRczZORhzS4vS4GPZI2WTliFIeebLmg7vzQi1bhzpes2CLU3YD7fP9bet9a900lzyjd6ff4zYfGthuOrXKS2tdoE-erqG1Uq9kaiWKwTvh0Zg5', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJzTFNfeQ7OS4Ryp6cdxx-34c
OPERATIONAL,"4QV2+7RQ Bawang Tikar, Betung Tim., Kec. Semendawai Bar., Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan, Indonesia","{'location': {'lat': -3.8567934, 'lng': 104.7520939}, 'viewport': {'northeast': {'lat': -3.855442820107277, 'lng': 104.7535390798927}, 'southwest': {'lat': -3.858142479892721, 'lng': 104.7508394201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rowo Patah,,ChIJM4k3bABDOS4R7DdazVpkjq8,0.0,ChIJM4k3bABDOS4R7DdazVpkjq8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJM4k3bABDOS4R7DdazVpkjq8
OPERATIONAL,"WQ24+2RQ, Purwosari, Belitang III, East Ogan Komering Ulu Regency, South Sumatra 32385, Indonesia","{'location': {'lat': -4.099923, 'lng': 104.7571117}, 'viewport': {'northeast': {'lat': -4.098547170107278, 'lng': 104.7584829298927}, 'southwest': {'lat': -4.101246829892721, 'lng': 104.7557832701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PURI IDAMAN,,ChIJ6f4ZdJwlOS4RGzi6AgqkuNo,4.9,ChIJ6f4ZdJwlOS4RGzi6AgqkuNo,"['tourist_attraction', 'point_of_interest', 'establishment']",9,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112378720526982221076"">Azhar Excellent</a>'], 'photo_reference': 'AUGGfZkXv0G8XHWcFq3M8s7i1FG05P9lETQqVCEbiK6HwqEO5ZQ9qRUZXG4OwROFnqEH-0gvKTuoXVfN2kyF3XxHrjl-Gh4b_3YKd7RSYVfLdMlxI1YChEwufDqZiuumKkwn2hTdxJauG2TtkyN5i8L_7dI3iw4sD5DIPUr8CI6ZBcNRUhjt', 'width': 3472}]",,https://www.google.com/maps/place/?q=place_id:ChIJ6f4ZdJwlOS4RGzi6AgqkuNo
CLOSED_TEMPORARILY,"WR4J+79, Sumber Rahayu, Belitang II, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -4.094314199999999, 'lng': 104.8309837}, 'viewport': {'northeast': {'lat': -4.09118355, 'lng': 104.8324250798927}, 'southwest': {'lat': -4.095357749999999, 'lng': 104.8297254201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot sumber rahayu,True,ChIJt2HZ64UlOS4R44g5y4KxSUA,0.0,ChIJt2HZ64UlOS4R44g5y4KxSUA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJt2HZ64UlOS4R44g5y4KxSUA
CLOSED_TEMPORARILY,"VP88+RGR, Nusa Tunggal, Belitang III, East Ogan Komering Ulu Regency, South Sumatra 32385, Indonesia","{'location': {'lat': -4.1328904, 'lng': 104.7162513}, 'viewport': {'northeast': {'lat': -4.131567220107278, 'lng': 104.7175843298927}, 'southwest': {'lat': -4.134266879892722, 'lng': 104.7148846701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Penangkaran Murai Batu HS,True,ChIJ3Tu4MkIjOS4RjHYbMEygmyk,5.0,ChIJ3Tu4MkIjOS4RjHYbMEygmyk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113025106073830979161"">Heri Sunarno</a>'], 'photo_reference': 'AUGGfZmYWlKqfnMdA2ASd7oFAb1-6ry65QpWtB3Mfouvh7DlPwvj2aRhd3bobuST79N0-2dU4mdsAPpj2icm5Iif7N0RtipWhcLOr2uE_MmkRe3HsJ4E4KH2Zlam-sqXcRWE8d8W0-oWVWSsrpkDNKFA_D1zd286Bl5MAJqaJ7Tt8mJo7svv', 'width': 2250}]",,https://www.google.com/maps/place/?q=place_id:ChIJ3Tu4MkIjOS4RjHYbMEygmyk
OPERATIONAL,"XHXF+WW, Rasuan Darat, Madang Suku I, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -4.000133, 'lng': 104.574838}, 'viewport': {'northeast': {'lat': -3.998783170107278, 'lng': 104.5761878298927}, 'southwest': {'lat': -4.001482829892722, 'lng': 104.5734881701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rawa talang bambu(harudin),,ChIJHTvk6UsVOS4RDw8C9ubDS9E,0.0,ChIJHTvk6UsVOS4RDw8C9ubDS9E,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJHTvk6UsVOS4RDw8C9ubDS9E
CLOSED_TEMPORARILY,"3QQQ+8CF, Bungin Jaya, Semendawai Timur, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.9116973, 'lng': 104.7885592}, 'viewport': {'northeast': {'lat': -3.910322870107279, 'lng': 104.7898897798927}, 'southwest': {'lat': -3.913022529892722, 'lng': 104.7871901201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Paman soheb,",True,ChIJeRvzkAJHOS4R4fRoLy9Z2Kc,0.0,ChIJeRvzkAJHOS4R4fRoLy9Z2Kc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJeRvzkAJHOS4R4fRoLy9Z2Kc
CLOSED_TEMPORARILY,"3H35+24R, Rasuan, Madang Suku I, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.9473989, 'lng': 104.5577555}, 'viewport': {'northeast': {'lat': -3.946049070107278, 'lng': 104.5591053298927}, 'southwest': {'lat': -3.948748729892722, 'lng': 104.5564056701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lobak Elbi Akuan Man,True,ChIJmw_ZCakTOS4R1Y8bagvpgmc,0.0,ChIJmw_ZCakTOS4R1Y8bagvpgmc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJmw_ZCakTOS4R1Y8bagvpgmc
CLOSED_TEMPORARILY,"VGM8+J2V, Toko Rejo, Buay Madang Timur, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -4.1158857, 'lng': 104.5150319}, 'viewport': {'northeast': {'lat': -4.114542970107277, 'lng': 104.5163620298927}, 'southwest': {'lat': -4.117242629892721, 'lng': 104.5136623701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embah Sumatra,True,ChIJiS9hsyYbOS4Rl9maSSA5tkA,0.0,ChIJiS9hsyYbOS4Rl9maSSA5tkA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJiS9hsyYbOS4Rl9maSSA5tkA
OPERATIONAL,"2RQV+WQ3, Jl. Inspeksi Saluran Skunder, Karang Menjangan, Kec. Semendawai Tim., Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan 32383, Indonesia","{'location': {'lat': -3.9602336, 'lng': 104.8444223}, 'viewport': {'northeast': {'lat': -3.958881320107278, 'lng': 104.8457707298927}, 'southwest': {'lat': -3.961580979892722, 'lng': 104.8430710701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BK 25,,ChIJFXyzR-U5OS4RxKieKcYYt_U,0.0,ChIJFXyzR-U5OS4RxKieKcYYt_U,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJFXyzR-U5OS4RxKieKcYYt_U
OPERATIONAL,"RP6V+5M LOMBA PANJERAN DAPAT AYAM, Tri Karya, Kec. Belitang III, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan, Indonesia","{'location': {'lat': -4.1893267, 'lng': 104.7447779}, 'viewport': {'northeast': {'lat': -4.187973520107279, 'lng': 104.7461347298927}, 'southwest': {'lat': -4.190673179892722, 'lng': 104.7434350701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Penghijauan,,ChIJq-N-KgAhOS4R4tD7W49l2vA,5.0,ChIJq-N-KgAhOS4R4tD7W49l2vA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106455966203827761941"">A Google User</a>'], 'photo_reference': 'AUGGfZn-EadfY3JhTP_LtepqacuXCMc-yJEKqAyaMS3ZBctRwrZSxkjolRYunhzH_QG2NF57Ni32SjSH1UOMCaeOM98USi-6ftBQSPCuvKGg-J5quy-l897Jlv_3EWbfJ6cRJvbXwIHatPMH_GTL224CZm9vHYO6VWhGUC70yeFPq-MWktJr', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJq-N-KgAhOS4R4tD7W49l2vA
OPERATIONAL,"Batumarta II, Lubuk Raja, Ogan Komering Ulu Regency, South Sumatra 32152, Indonesia","{'location': {'lat': -4.1393603, 'lng': 104.3206271}, 'viewport': {'northeast': {'lat': -4.138213170107278, 'lng': 104.3216670798927}, 'southwest': {'lat': -4.140912829892722, 'lng': 104.3189674201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Family,,ChIJ-Sp-bM8HOS4RMyKJfGQprSc,4.4,ChIJ-Sp-bM8HOS4RMyKJfGQprSc,"['tourist_attraction', 'point_of_interest', 'establishment']",50,{},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108537084667186078061"">A Google User</a>'], 'photo_reference': 'AUGGfZlYhR42EMt1MpzQMDA0dbWuJdrrjX3G7LOcLGMyaN-UfCRPbMZfoJZO6z2S8vVai74QDatC99W76kphnHFrFXxohdj5MChdLcBfxrf5hbDQikORXA1LY01ch2AZM94TgJRINVA8itht0u4vR1FBbM5eOiONHhRr3-5K_pQCYgHamMCL', 'width': 4160}]","{'compound_code': 'V86C+77 Batumarta II, Ogan Komering Ulu Regency, South Sumatra, Indonesia', 'global_code': '6P76V86C+77'}",https://www.google.com/maps/place/?q=place_id:ChIJ-Sp-bM8HOS4RMyKJfGQprSc
OPERATIONAL,"XP67+7G5, Rejosari, Belitang Mulya, East Ogan Komering Ulu Regency, South Sumatra 32385, Indonesia","{'location': {'lat': -4.0393626, 'lng': 104.7138624}, 'viewport': {'northeast': {'lat': -4.038160870107277, 'lng': 104.7150372798927}, 'southwest': {'lat': -4.040860529892721, 'lng': 104.7123376201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok Kolam Ikan Mas,,ChIJdzDzfBY9OS4RSJ2JudRr7v4,5.0,ChIJdzDzfBY9OS4RSJ2JudRr7v4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113930112290531331093"">andrew gunawan</a>'], 'photo_reference': 'AUGGfZmJ34W1SPum3naA5b6hYG3-tfzqe5Fci0sQoFyhRPQhrzmXyCAe1q27awO3HwjoMlxi9S3vkNTEqdsTwDA9nMr8F8ZLAhG2at0xxDDzd6y954D6cLCwQR8xjDBHjUC_jXeVtqe8jRKuOXqKqecb5B54FZwdc0y6fWAGgjVIbiPkiM0w', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJdzDzfBY9OS4RSJ2JudRr7v4
OPERATIONAL,"VPQG+48X, Senu Marga, Belitang III, East Ogan Komering Ulu Regency, South Sumatra 32385, Indonesia","{'location': {'lat': -4.112127099999999, 'lng': 104.7258443}, 'viewport': {'northeast': {'lat': -4.110530520107279, 'lng': 104.7269921798927}, 'southwest': {'lat': -4.113230179892723, 'lng': 104.7242925201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Senumarga,,ChIJM_VsfAAjOS4RJu34yG0QrPs,0.0,ChIJM_VsfAAjOS4RJu34yG0QrPs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJM_VsfAAjOS4RJu34yG0QrPs
OPERATIONAL,"4QV2+7RQ Bawang Tikar, Betung Tim., Kec. Semendawai Bar., Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan, Indonesia","{'location': {'lat': -3.8567934, 'lng': 104.7520939}, 'viewport': {'northeast': {'lat': -3.855442820107277, 'lng': 104.7535390798927}, 'southwest': {'lat': -3.858142479892721, 'lng': 104.7508394201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rowo Naumi,,ChIJiR0abwBDOS4RqIgNpfEi_VU,0.0,ChIJiR0abwBDOS4RqIgNpfEi_VU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJiR0abwBDOS4RqIgNpfEi_VU
CLOSED_TEMPORARILY,"2RW4+HQC, Karang Melati, Semendawai Timur, East Ogan Komering Ulu Regency, South Sumatra 32185, Indonesia","{'location': {'lat': -3.953499299999999, 'lng': 104.8068465}, 'viewport': {'northeast': {'lat': -3.952228720107278, 'lng': 104.8083007798927}, 'southwest': {'lat': -3.954928379892722, 'lng': 104.8056011201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Anisa pedagang ikan,True,ChIJoRAFK485OS4RRTt7HndEhUg,0.0,ChIJoRAFK485OS4RRTt7HndEhUg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJoRAFK485OS4RRTt7HndEhUg
OPERATIONAL,"WJ89+R99, Unnamed Road, Tugu Mulyo, Kec. Belitang Madang Raya, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan 32362, Indonesia","{'location': {'lat': -4.0829745, 'lng': 104.6184931}, 'viewport': {'northeast': {'lat': -4.080939449999998, 'lng': 104.6199646298927}, 'southwest': {'lat': -4.08365285, 'lng': 104.6172649701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hamparan klp. Maju karya tugu mulyo,,ChIJJcnKo6gXOS4RyJu4R7QK9lk,5.0,ChIJJcnKo6gXOS4RyJu4R7QK9lk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107782551841806340194"">A Google User</a>'], 'photo_reference': 'AUGGfZk0QTT7sxr-t_UyG7IN4WqL0Nw7_xOvcNK58ikbxbCA2QxnqNlhVaJmOpUTP7p5Y6d6s1LtxkWMJFFaEeqlKYrjxK1yAePW7z02RxXTDwPtySWYhMaleE7bEncuKCt02Ph0eArpQk9QdYsUYdLaq6j4WvEkSjEZB81gXx5vckwxAS1d', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJJcnKo6gXOS4RyJu4R7QK9lk
OPERATIONAL,"VJRX+87W, Jl. Lintas KTM, Tugu Harum, Kec. Belitang Madang Raya, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan 32382, Indonesia","{'location': {'lat': -4.1091489, 'lng': 104.6482079}, 'viewport': {'northeast': {'lat': -4.107792020107278, 'lng': 104.6494941298927}, 'southwest': {'lat': -4.110491679892722, 'lng': 104.6467944701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Monumen Pluralisme, Belitang",,ChIJmXKZDM8ZOS4RrHHxjjB0lKY,4.0,ChIJmXKZDM8ZOS4RrHHxjjB0lKY,"['tourist_attraction', 'point_of_interest', 'establishment']",4,{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106591633546504997480"">Malaka Hendrik</a>'], 'photo_reference': 'AUGGfZniUcFX9yBJlpk1MnbLECFUPuI4M_hlKNX5S5n5Vu6UsUcTNhaIRtmqyAa54M8VGroPVDB156Jp4dQAg-Y01cQI9Q2d_ml58r0X4XG9D4fo-NJ0ifPW7B9QMjY3Dk1apstwE8fjdeOPe-UGtBJxUxKYoO4WOjrdTfvbGSCU-G0NwV84', 'width': 4640}]",,https://www.google.com/maps/place/?q=place_id:ChIJmXKZDM8ZOS4RrHHxjjB0lKY
OPERATIONAL,"WJ3R+59, Tugu Harum, Belitang Madang Raya, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -4.097113999999999, 'lng': 104.640962}, 'viewport': {'northeast': {'lat': -4.095492870107278, 'lng': 104.6423065298927}, 'southwest': {'lat': -4.098192529892722, 'lng': 104.6396068701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Ikan Agus,,ChIJBZyDDj8ZOS4RLTa1tdXd4p8,0.0,ChIJBZyDDj8ZOS4RLTa1tdXd4p8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJBZyDDj8ZOS4RLTa1tdXd4p8
CLOSED_TEMPORARILY,"XWR5+V5, Purworejo, Belitang II, East Ogan Komering Ulu Regency, South Sumatra 30681, Indonesia","{'location': {'lat': -4.0078749, 'lng': 104.90794}, 'viewport': {'northeast': {'lat': -4.006525070107278, 'lng': 104.9092898298927}, 'southwest': {'lat': -4.009224729892722, 'lng': 104.9065901701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai item,True,ChIJ9xOdgp83OS4Rhg77xtU4rTU,0.0,ChIJ9xOdgp83OS4Rhg77xtU4rTU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9xOdgp83OS4Rhg77xtU4rTU
OPERATIONAL,"4G89+HQ, Gunung Terang, Madang Suku I, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.8835237, 'lng': 104.5194743}, 'viewport': {'northeast': {'lat': -3.882568550000001, 'lng': 104.52076885}, 'southwest': {'lat': -3.886389149999999, 'lng': 104.51559065}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Plawi (Spot mancing),,ChIJSVvo5GdtOS4Rpr1FbCP1BW4,5.0,ChIJSVvo5GdtOS4Rpr1FbCP1BW4,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJSVvo5GdtOS4Rpr1FbCP1BW4
OPERATIONAL,"Q75F+MR4, Jl. Raya Lintas Utama Sumatera, Sepancar Lawang Kulon, Kec. Baturaja Timur, Kabupaten Ogan Komering Ulu, Sumatera Selatan 32312, Indonesia","{'location': {'lat': -4.2408563, 'lng': 104.2745906}, 'viewport': {'northeast': {'lat': -4.239537570107277, 'lng': 104.2759414298927}, 'southwest': {'lat': -4.242237229892721, 'lng': 104.2732417701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batas OKU dan OKU Timur,,ChIJXcF0v6-rOS4RYUQs9mR5ylo,0.0,ChIJXcF0v6-rOS4RYUQs9mR5ylo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJXcF0v6-rOS4RYUQs9mR5ylo
CLOSED_TEMPORARILY,"3GWR+3W, Karta Mulya, Madang Suku I, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.904863, 'lng': 104.5423324}, 'viewport': {'northeast': {'lat': -3.903513170107278, 'lng': 104.5436822298927}, 'southwest': {'lat': -3.906212829892722, 'lng': 104.5409825701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot rawa casting,True,ChIJiUVKCgFtOS4RnlLU0n33loU,0.0,ChIJiUVKCgFtOS4RnlLU0n33loU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113818827609236741859"">A Google User</a>'], 'photo_reference': 'AUGGfZnqNGpsVx-M9us0NTkvoF7hRbzD6U_DUtqJ43oSUv7okJKszUaXMgpQIB_F3nS24MfDocb-ozHd19UXJpEaJPh407I1LXrQBjCIi5xqfqGjo8DhUNARMPp2UOHHt2xTDgTzJzssrp6kjqk0z6r9yyPsvhQXbL_CEoyk4hUrMlJXvYXV', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJiUVKCgFtOS4RnlLU0n33loU
CLOSED_TEMPORARILY,"2MQV+Q3, Cahaya Negeri, Semendawai Suku III, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.9605152, 'lng': 104.6927118}, 'viewport': {'northeast': {'lat': -3.958517420107277, 'lng': 104.6946991798927}, 'southwest': {'lat': -3.961217079892721, 'lng': 104.6919995201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Herman Oncos,True,ChIJ10eBcYo_OS4RobvKwBtg0fU,0.0,ChIJ10eBcYo_OS4RobvKwBtg0fU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ10eBcYo_OS4RobvKwBtg0fU
OPERATIONAL,"XP98+WWR, Rejosari, Belitang Mulya, East Ogan Komering Ulu Regency, South Sumatra 32383, Indonesia","{'location': {'lat': -4.031228599999999, 'lng': 104.7165285}, 'viewport': {'northeast': {'lat': -4.029826070107277, 'lng': 104.7178529798927}, 'southwest': {'lat': -4.032525729892721, 'lng': 104.7151533201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam ikan mas,,ChIJ0f8kUu09OS4RbGS6laiXq9Q,0.0,ChIJ0f8kUu09OS4RbGS6laiXq9Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0f8kUu09OS4RbGS6laiXq9Q
CLOSED_TEMPORARILY,"XWX6+8P, Purworejo, Belitang II, East Ogan Komering Ulu Regency, South Sumatra 32383, Indonesia","{'location': {'lat': -4.0017403, 'lng': 104.9117963}, 'viewport': {'northeast': {'lat': -4.000390470107278, 'lng': 104.9131461298927}, 'southwest': {'lat': -4.003090129892722, 'lng': 104.9104464701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai jengkolan,True,ChIJf9EUe6U3OS4RVi8hBYhLkoE,0.0,ChIJf9EUe6U3OS4RVi8hBYhLkoE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJf9EUe6U3OS4RVi8hBYhLkoE
OPERATIONAL,"XJJH+X8, Harjo Mulyo, Madang Suku I, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -4.0175988, 'lng': 104.6282959}, 'viewport': {'northeast': {'lat': -4.016087720107278, 'lng': 104.6295363798927}, 'southwest': {'lat': -4.018787379892722, 'lng': 104.6268367201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun karet bp. Samadi,,ChIJSUjaXwAXOS4Ru_MsqO4w1SA,0.0,ChIJSUjaXwAXOS4Ru_MsqO4w1SA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJSUjaXwAXOS4Ru_MsqO4w1SA
