business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,photos,plus_code,url
OPERATIONAL,"6FF8+FGX, Suko Binangun, Way Seputih, Central Lampung Regency, Lampung 34156, Indonesia","{'location': {'lat': -4.7766645, 'lng': 105.4669764}, 'viewport': {'northeast': {'lat': -4.775740520107278, 'lng': 105.46828235}, 'southwest': {'lat': -4.778440179892722, 'lng': 105.46305855}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun,ChIJ_3kFdLhnPy4RZj5wQwWi4vM,0.0,ChIJ_3kFdLhnPy4RZj5wQwWi4vM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_3kFdLhnPy4RZj5wQwWi4vM
OPERATIONAL,"8HVH+JRM, Bumi Nabung Utara, Bumi Nabung, Central Lampung Regency, Lampung 34158, Indonesia","{'location': {'lat': -4.6559023, 'lng': 105.5795356}, 'viewport': {'northeast': {'lat': -4.654584570107279, 'lng': 105.5808844798927}, 'southwest': {'lat': -4.657284229892722, 'lng': 105.5781848201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Perempatan Rukimenn,ChIJixLW0gBvPy4Rp4Wg87BKIOo,5.0,ChIJixLW0gBvPy4Rp4Wg87BKIOo,"['point_of_interest', 'establishment']",1.0,,,"[{'height': 726, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110553955932863531785"">Udin Jendol</a>'], 'photo_reference': 'AUGGfZmMxNUn5CQK-hHMRvqHYMBvMMoUo0U8BkHOTdDBmQlBxpLq4nXale11C5OvAx8I1-SGvLie-cJDhYUu0YXq7Tl1flRW2QlPKiJ3W2Y7nxrX0o65VoTKCoqJk7q8vMRCU_s7H0oRtemYwPHXzaaEELikibFWEgSWVkalP8vkBgcvuz5h', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJixLW0gBvPy4Rp4Wg87BKIOo
OPERATIONAL,"CCR4+HP7, Terbanggi Ilir, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5585849, 'lng': 105.4068079}, 'viewport': {'northeast': {'lat': -4.557547720107277, 'lng': 105.4082810298927}, 'southwest': {'lat': -4.560247379892721, 'lng': 105.4055813701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Laut,ChIJ3w6LHQBBPy4Rk8c2SCxlXhY,0.0,ChIJ3w6LHQBBPy4Rk8c2SCxlXhY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3w6LHQBBPy4Rk8c2SCxlXhY
OPERATIONAL,"Dusun VIII, Gaya Baru Lima, Bandar Surabaya, Central Lampung Regency, Lampung 34159, Indonesia","{'location': {'lat': -4.6764375, 'lng': 105.6795625}, 'viewport': {'northeast': {'lat': -4.675150370107279, 'lng': 105.6809242298927}, 'southwest': {'lat': -4.677850029892722, 'lng': 105.6782245701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN DUA PUTRI,ChIJB4CvauFxPy4RLXCFFmuaPb0,5.0,ChIJB4CvauFxPy4RLXCFFmuaPb0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,{'open_now': True},,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108647270097242289798"">A Google User</a>'], 'photo_reference': 'AUGGfZmgUcKPSJ8H_9DJSfV-7Ky0k2IgcOf-foPq-0UhS_RiJLg7LLKWDqOrxrfv2ALYwZcNWwWU1vF_6vZHWB3TpzaUIPHyaSEFkRwyVyKTsGAhfjfSoy1rubR36Ft3vcfDhb03KQJmASmwNO_190nPxtjaJLytdus8ZtvoSZF-VGLQVY8C', 'width': 4160}]","{'compound_code': '8MFH+CR Gaya Baru Lima, Central Lampung Regency, Lampung, Indonesia', 'global_code': '6P778MFH+CR'}",https://www.google.com/maps/place/?q=place_id:ChIJB4CvauFxPy4RLXCFFmuaPb0
OPERATIONAL,"7GJM+MX, Bumi Nabung Baru, Bumi Nabung, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.718283599999999, 'lng': 105.5348422}, 'viewport': {'northeast': {'lat': -4.716931320107277, 'lng': 105.5362415298927}, 'southwest': {'lat': -4.719630979892721, 'lng': 105.5335418701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"TPU, kampung bumi nabung baru ds ll bumi nabung lampung tengah",ChIJY4aBEQBlPy4Ry7muany_UE4,0.0,ChIJY4aBEQBlPy4Ry7muany_UE4,"['place_of_worship', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJY4aBEQBlPy4Ry7muany_UE4
OPERATIONAL,"Bumi Nabung Ilir, Bumi Nabung, Central Lampung Regency, Lampung 34168, Indonesia","{'location': {'lat': -4.6419375, 'lng': 105.5216875}, 'viewport': {'northeast': {'lat': -4.640425970107279, 'lng': 105.5229142798927}, 'southwest': {'lat': -4.643125629892722, 'lng': 105.5202146201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Penyeberangan Abah Rifin,ChIJF3_4kXNvPy4RnXPjFaD15U0,4.6,ChIJF3_4kXNvPy4RnXPjFaD15U0,"['point_of_interest', 'establishment']",19.0,{'open_now': True},,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117382850548678938229"">Sony Hidayat</a>'], 'photo_reference': 'AUGGfZmgyTs6a_tXrGgH7taFYrSaunMPsWlChSW7KqsbV-Cp77PClz5jas9iw3IwQKCObKG8Tod0KNpEdDQCwzaF2Rz5Ot27wQjmEqcQ5xbp0vxNYdfBD8RJcQJcbEGEN6yB7IuHrg6cWXMMRYd_TVyiI-UnEQ9BkOtHDqePgaQHDnw41XlW', 'width': 1920}]","{'compound_code': '9G5C+6M Bumi Nabung Ilir, Central Lampung Regency, Lampung, Indonesia', 'global_code': '6P779G5C+6M'}",https://www.google.com/maps/place/?q=place_id:ChIJF3_4kXNvPy4RnXPjFaD15U0
,"Bumi Nabung, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.6817642, 'lng': 105.5625878}, 'viewport': {'northeast': {'lat': -4.5968, 'lng': 105.6067829}, 'southwest': {'lat': -4.747485, 'lng': 105.4941428}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bumi Nabung,ChIJe3CfUlRuPy4R25MTNq7Teh4,,ChIJe3CfUlRuPy4R25MTNq7Teh4,"['administrative_area_level_3', 'political']",,,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113633317622085581936"">A Google User</a>'], 'photo_reference': 'AUGGfZmtv5qw4EhZZ_PHLrPcYqcp4qjBDRNC0uvxH62x2NtfGmZG5TP5dHyoYvjC8RoAcMSSSZpSPFtmGL82-MEtB_vBmOibkSNeGtlJXt--GP4fyRGoXfJkHT5wPx2WZn5xOybHV49eB8uZjUriHa9jr2x5KPMtcCNjWznKp6jp_cs1v1U', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJe3CfUlRuPy4R25MTNq7Teh4
OPERATIONAL,"CCR4+HP7, Terbanggi Ilir, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5585849, 'lng': 105.4068079}, 'viewport': {'northeast': {'lat': -4.557547720107277, 'lng': 105.4082810298927}, 'southwest': {'lat': -4.560247379892721, 'lng': 105.4055813701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Telaga putri,ChIJ840oDgBBPy4RhLhbSn4fIec,0.0,ChIJ840oDgBBPy4RhLhbSn4fIec,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ840oDgBBPy4RhLhbSn4fIec
OPERATIONAL,"CCR4+HP7, Terbanggi Ilir, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5585849, 'lng': 105.4068079}, 'viewport': {'northeast': {'lat': -4.557547720107277, 'lng': 105.4082810298927}, 'southwest': {'lat': -4.560247379892721, 'lng': 105.4055813701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kepulauan Riau batam,ChIJ_eL5HYxBPy4RSYs-C_jZ5LU,0.0,ChIJ_eL5HYxBPy4RSYs-C_jZ5LU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_eL5HYxBPy4RSYs-C_jZ5LU
OPERATIONAL,"CCR4+HP7, Terbanggi Ilir, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5585849, 'lng': 105.4068079}, 'viewport': {'northeast': {'lat': -4.557547720107277, 'lng': 105.4082810298927}, 'southwest': {'lat': -4.560247379892721, 'lng': 105.4055813701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,disamber monster pedot,ChIJrUtweABBPy4RSqwwY7lzSmI,0.0,ChIJrUtweABBPy4RSqwwY7lzSmI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJrUtweABBPy4RSqwwY7lzSmI
OPERATIONAL,"8HM2+R5V, Unnamed Road, Bumi Nabung Ilir, Kec. Bumi Nabung, Kabupaten Lampung Tengah, Lampung 34168, Indonesia","{'location': {'lat': -4.665393, 'lng': 105.550427}, 'viewport': {'northeast': {'lat': -4.664032020107278, 'lng': 105.5517461298927}, 'southwest': {'lat': -4.666731679892722, 'lng': 105.5490464701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang GMP,ChIJzwW8YzRvPy4RH0zy-xOTSBM,0.0,ChIJzwW8YzRvPy4RH0zy-xOTSBM,"['point_of_interest', 'establishment']",0.0,,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110430124822855987678"">A Google User</a>'], 'photo_reference': 'AUGGfZnx2uidrmQ61baYD15GYU8oB-8a0NVLrBrhEKRnXRYBn015MCsgdiLdoMRvXzlsD1u94PBldqe7HlaS7Q5F0GSu8vCaV72Czaioz20MfJeNddegQciC9DpkbYxr4OwFxSkRSazRDtzKYzRoR0zIU62tIrGBmGf2ELIR8ZZX1WVUyx62', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJzwW8YzRvPy4RH0zy-xOTSBM
CLOSED_TEMPORARILY,"8GF4+V5Q, Sumber Rejeki, Bandar Mataram, Central Lampung Regency, Lampung 34168, Indonesia","{'location': {'lat': -4.675197, 'lng': 105.505836}, 'viewport': {'northeast': {'lat': -4.673836120107278, 'lng': 105.5071786798927}, 'southwest': {'lat': -4.676535779892721, 'lng': 105.5044790201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,mbah jumali,ChIJo0Xado1vPy4RS3w2WguNGKI,5.0,ChIJo0Xado1vPy4RS3w2WguNGKI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,True,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115149550618762398883"">yunus taufiq</a>'], 'photo_reference': 'AUGGfZmH5bbmKV0TMudJRmqLvYO4jS_eg9WsqNg9EmxQ1RlWdUvnivN9xrnpvzegtIAPjqeW4-j4f3yfZJ-wUPqSWwa1od927isT-gT8_CMlKBGV1tQRvhmW-7zewXK8js9Lq9cEVsgSQD2KM1tneWNJThnyqCY9KosU0PG6xGx60erarif2', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJo0Xado1vPy4RS3w2WguNGKI
CLOSED_TEMPORARILY,"7G39+R36, Unnamed Road, Rekso Binangun, Kec. Rumbia, Kabupaten Lampung Tengah, Lampung 34168, Indonesia","{'location': {'lat': -4.7454624, 'lng': 105.5176426}, 'viewport': {'northeast': {'lat': -4.743729070107278, 'lng': 105.5185319798927}, 'southwest': {'lat': -4.746428729892722, 'lng': 105.5158323201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ladang singkong CV mujayin jaya terussss,ChIJVVdMRoBlPy4RNfeSzr3hfe0,5.0,ChIJVVdMRoBlPy4RNfeSzr3hfe0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,True,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106047576490713955804"">sugianto nurdin</a>'], 'photo_reference': 'AUGGfZmS5W40GUTSvyL5wZ_-CfWLEkv0vsBV2vW607VGd9p4MCNdCK26yolOhpc_6ZZgJEaNbQtQ6q1lGt1muE4z-1vzYYJpdKjtH2HSCzgeJbr5yLkn2wpK-3U2L5PJKejiGuJmLdaQ0_KkHc4HCGWbt7RnfzMWl65pqnNFSum706pWiixq', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJVVdMRoBlPy4RNfeSzr3hfe0
CLOSED_TEMPORARILY,"CH3M+9Q, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5965383, 'lng': 105.5844517}, 'viewport': {'northeast': {'lat': -4.595188470107278, 'lng': 105.5858015298927}, 'southwest': {'lat': -4.597888129892722, 'lng': 105.5831018701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ulak badar,ChIJZ3G76tFtPy4RPY_DugWXvSY,4.0,ChIJZ3G76tFtPy4RPY_DugWXvSY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,True,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117307987178731345627"">buyah kito</a>'], 'photo_reference': 'AUGGfZlKM8iUovPowFdGGabvIZjMluEu0gryMwmddJsXvFbIRm_7-X6g3uYy8i9jiqBTqofoOzRBaEI03p7JBeRmUvorsIhF4sYzyQqdYE-P6zod2Xmf7TGF2BlVNev3KzaDyc-SoDd7gLDDniHcUNwnJwZH6eVy2uFdFFaaFGOn8l-i26ED', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJZ3G76tFtPy4RPY_DugWXvSY
CLOSED_TEMPORARILY,"7GC4+HC8, Rekso Binangun, Rumbia, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7285898, 'lng': 105.5060739}, 'viewport': {'northeast': {'lat': -4.727239970107278, 'lng': 105.5074237298927}, 'southwest': {'lat': -4.729939629892722, 'lng': 105.5047240701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanggul rowo besar,ChIJKzWbr1VlPy4R0xmN13PLm7Q,5.0,ChIJKzWbr1VlPy4R0xmN13PLm7Q,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,True,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110111283332857302262"">A Google User</a>'], 'photo_reference': 'AUGGfZmQQvqnb9I7dVz1NcBju0u_GXtrJ58cDbceFtPU81XE7YcTAVg83EFf9b7e6AxZt25TOJKgOmw3qwJsXWDXNYD2yxp1ewYZ2w_BdtB62-TUFrFDmnAJH4KlYRFZCv2DELdlmAYIOnaQ8IEDZNTVmOBd8gNUy_1mTGmfF8VHWY2efAsF', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJKzWbr1VlPy4R0xmN13PLm7Q
CLOSED_TEMPORARILY,"CH5H+FC, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.591295, 'lng': 105.5785878}, 'viewport': {'northeast': {'lat': -4.589985920107278, 'lng': 105.5799432298927}, 'southwest': {'lat': -4.592685579892722, 'lng': 105.5772435701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot kamalll,ChIJ44kmmjZtPy4R1xxCOP3qBBA,0.0,ChIJ44kmmjZtPy4R1xxCOP3qBBA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJ44kmmjZtPy4R1xxCOP3qBBA
CLOSED_TEMPORARILY,"9FFG+7J, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.6267588, 'lng': 105.4765187}, 'viewport': {'northeast': {'lat': -4.625425020107278, 'lng': 105.4798412}, 'southwest': {'lat': -4.628124679892721, 'lng': 105.4754112}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot gabusku,ChIJQ7zuyXJrPy4RG9pH7F-vJP0,0.0,ChIJQ7zuyXJrPy4RG9pH7F-vJP0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJQ7zuyXJrPy4RG9pH7F-vJP0
CLOSED_TEMPORARILY,"CHQ6+9M, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung 34164, Indonesia","{'location': {'lat': -4.56158, 'lng': 105.5617043}, 'viewport': {'northeast': {'lat': -4.560249670107278, 'lng': 105.5630548298927}, 'southwest': {'lat': -4.562949329892722, 'lng': 105.5603551701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pengkolan gpm kanan,ChIJwVr0wy1tPy4RnHYpSQGwRCg,5.0,ChIJwVr0wy1tPy4RnHYpSQGwRCg,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,True,"[{'height': 4480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103154556803332471618"">Ivan Hackfis</a>'], 'photo_reference': 'AUGGfZnr6P2dJls_2-oUJvRXDTTutYWTcIDNPCbXxqshTod_0yGifbwlHAHqaylw1PD3qHrONghlg1IInfTEk8aIWMqSLXh4IHVmOzXAKiZiUuMY5t5mnZj8m6tzkvLAIJlrnGJiKk0ymz9HfCWUsHYKMq9fKuJP8wKsWQvgEbwJB4mpq_MW', 'width': 2016}]",,https://www.google.com/maps/place/?q=place_id:ChIJwVr0wy1tPy4RnHYpSQGwRCg
CLOSED_TEMPORARILY,"7J4P+PQV, Gaya Baru Delapan, Seputih Surabaya, Central Lampung Regency, Lampung 34158, Indonesia","{'location': {'lat': -4.7429802, 'lng': 105.6352411}, 'viewport': {'northeast': {'lat': -4.741534170107277, 'lng': 105.6376414}, 'southwest': {'lat': -4.744233829892721, 'lng': 105.634441}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padang Savana Sawir,ChIJTVhzNbF7Py4RlgLEspwcTx0,4.8,ChIJTVhzNbF7Py4RlgLEspwcTx0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,True,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108949004501331122798"">Joule Bahry</a>'], 'photo_reference': 'AUGGfZkdiz4Tv9N-fWWcMha_wUhRVpyHSnC6x8J1lVj1rAlJOuSmE6ZmdrqIWv7gf3dA5Wb_OTaRBd2V49S8qgJ6gTr5hgY-josO-WLxXEOa83OeXEXKIwr4rJrDEkcqC17M9UTEd_3jbtxhjw7B7AB8nE6doLmUVh9Jz3Ifmu2DP2sKxBp2', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJTVhzNbF7Py4RlgLEspwcTx0
CLOSED_TEMPORARILY,"9C6F+JH9, Terbanggi Ilir, Bandar Mataram, Central Lampung Regency, Lampung 34164, Indonesia","{'location': {'lat': -4.63842, 'lng': 105.4237502}, 'viewport': {'northeast': {'lat': -4.637020170107278, 'lng': 105.4250163798927}, 'southwest': {'lat': -4.639719829892722, 'lng': 105.4223167201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wanto,ChIJ0-q30qVpPy4Rwa7tgzdEnuA,0.0,ChIJ0-q30qVpPy4Rwa7tgzdEnuA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJ0-q30qVpPy4Rwa7tgzdEnuA
CLOSED_TEMPORARILY,"Jl. Srikaton No.16, Gayabaru III, Kec. Seputih Surabaya, Kabupaten Lampung Tengah, Lampung 34159, Indonesia","{'location': {'lat': -4.676114999999999, 'lng': 105.6796055}, 'viewport': {'northeast': {'lat': -4.674978670107277, 'lng': 105.6809986798927}, 'southwest': {'lat': -4.67767832989272, 'lng': 105.6782990201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN,ChIJd8jAD09xPy4RkGdZXtEDsBI,0.0,ChIJd8jAD09xPy4RkGdZXtEDsBI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,"{'compound_code': '8MFH+HR Gayabaru III, Central Lampung Regency, Lampung, Indonesia', 'global_code': '6P778MFH+HR'}",https://www.google.com/maps/place/?q=place_id:ChIJd8jAD09xPy4RkGdZXtEDsBI
CLOSED_TEMPORARILY,"CCR4+HP7, Terbanggi Ilir, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5585849, 'lng': 105.4068079}, 'viewport': {'northeast': {'lat': -4.557547720107277, 'lng': 105.4082810298927}, 'southwest': {'lat': -4.560247379892721, 'lng': 105.4055813701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bentong,ChIJBQAOWa5BPy4Rr6ngzAG5gzo,0.0,ChIJBQAOWa5BPy4Rr6ngzAG5gzo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJBQAOWa5BPy4Rr6ngzAG5gzo
CLOSED_TEMPORARILY,"9M47+HC, Sri Mulya Jaya, Seputih Surabaya, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.6436011, 'lng': 105.6636175}, 'viewport': {'northeast': {'lat': -4.642251270107278, 'lng': 105.6649673298927}, 'southwest': {'lat': -4.644950929892722, 'lng': 105.6622676701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah ASRORI,ChIJDyIPg_BxPy4RFuV1J7u1B3U,0.0,ChIJDyIPg_BxPy4RFuV1J7u1B3U,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJDyIPg_BxPy4RFuV1J7u1B3U
CLOSED_TEMPORARILY,"CCR4+HP7, Terbanggi Ilir, Bandar Mataram, Central Lampung Regency, Lampung 34164, Indonesia","{'location': {'lat': -4.5585849, 'lng': 105.4068079}, 'viewport': {'northeast': {'lat': -4.557547720107277, 'lng': 105.4082810298927}, 'southwest': {'lat': -4.560247379892721, 'lng': 105.4055813701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Irul,ChIJDVuUlStBPy4RnZ8IGJP7e5U,0.0,ChIJDVuUlStBPy4RnZ8IGJP7e5U,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJDVuUlStBPy4RnZ8IGJP7e5U
CLOSED_TEMPORARILY,"8C49+HX, Mataram Udik, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.6935629, 'lng': 105.4199925}, 'viewport': {'northeast': {'lat': -4.690286900000001, 'lng': 105.42103865}, 'southwest': {'lat': -4.694654899999998, 'lng': 105.41685405}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan reklamasi divisi 4,ChIJJYIMp3VpPy4R1ukF2er4_PA,0.0,ChIJJYIMp3VpPy4R1ukF2er4_PA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112355788718431924517"">A Google User</a>'], 'photo_reference': 'AUGGfZlwpMg79bPZE1btKyhVpe7oPJ6YPKNyAyhsBM8kFlB7XwW0uS9XGUUrR7z_vBQ6aqN_tdME1r8yc1u6Lsmb1Q91bgNRZOJiNvDaC0cip1ljHxMyOzGDIQONOPJtZz5UF6q3wTsHOGNeqFBBeTsBgmuIHSZ7Ho4fY_uEfk723r4MooCU', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJJYIMp3VpPy4R1ukF2er4_PA
CLOSED_TEMPORARILY,"CCR4+HP7, Terbanggi Ilir, Bandar Mataram, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.5585849, 'lng': 105.4068079}, 'viewport': {'northeast': {'lat': -4.557547720107277, 'lng': 105.4082810298927}, 'southwest': {'lat': -4.560247379892721, 'lng': 105.4055813701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata,ChIJ62ginHhBPy4RA7g_OEt9hqY,0.0,ChIJ62ginHhBPy4RA7g_OEt9hqY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJ62ginHhBPy4RA7g_OEt9hqY
