business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,photos,opening_hours,price_level,url
OPERATIONAL,"Jl. Tamansari No.66, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia","{'location': {'lat': -6.8981292, 'lng': 107.6094856}, 'viewport': {'northeast': {'lat': -6.896541770107278, 'lng': 107.6109245798927}, 'southwest': {'lat': -6.899241429892721, 'lng': 107.6082249201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Jomblo,ChIJf3DcWEXmaC4RnE62shqn-mg,"{'compound_code': '4J25+PQ Lebak Siliwangi, Bandung City, West Java, Indonesia', 'global_code': '6P594J25+PQ'}",4.1,ChIJf3DcWEXmaC4RnE62shqn-mg,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",2818,"[{'height': 588, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117539013416225253607"">Desy Herliani</a>'], 'photo_reference': 'AUGGfZla8y6GsqlSzSa_4xa07e5MJV8wpC6rzEwQK0BlvGOBFQIIz_oKOsW6z02gRrBBrJBgBowlMM69nu1j2flff648B2uJKk1JvAUOwyD2xevHgSe29pQUdDmbZ-bPjBTPiMUnIZ0qUbLkTeEGSU9OtBIF6_fd72FT3ylTSiV3l_VwMKNU', 'width': 1040}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJf3DcWEXmaC4RnE62shqn-mg
OPERATIONAL,"4J46+P62, Jl. Ganesa, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia","{'location': {'lat': -6.893227, 'lng': 107.610507}, 'viewport': {'northeast': {'lat': -6.891888620107277, 'lng': 107.6118572798927}, 'southwest': {'lat': -6.894588279892721, 'lng': 107.6091576201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Ganesha Park,ChIJWb5cvFDmaC4R18CW5PcvTOw,,4.5,ChIJWb5cvFDmaC4R18CW5PcvTOw,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1958,"[{'height': 2273, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118350762412891984682"">dee widie</a>'], 'photo_reference': 'AUGGfZmY_cQFGq31qf0cXvET_9rxq0_YpGxMpA_1hxjT_nD4SQRewH6GcZ2cPdk-D4Nb5ADrRY-M2mvR4BgkfJfZbVJX6Xo2AdW_MZG5aKosHuiXPH5HIKbfsTQ-M2Jkm8eM75YH-drjq49btfMh8zJu4Hs2jF49vfgK33r2cr8PFft5fWtp', 'width': 3029}]",,,https://www.google.com/maps/place/?q=place_id:ChIJWb5cvFDmaC4R18CW5PcvTOw
OPERATIONAL,"Jl. Margacinta No.98, Cijaura, Kec. Buahbatu, Kota Bandung, Jawa Barat 40287, Indonesia","{'location': {'lat': -6.9549914, 'lng': 107.6479441}, 'viewport': {'northeast': {'lat': -6.953641420107278, 'lng': 107.6492916798927}, 'southwest': {'lat': -6.956341079892722, 'lng': 107.6465920201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Margacinta Park,ChIJzzwtD83paC4RLnpb6WxvA0Y,"{'compound_code': '2JWX+25 Cijaura, Bandung City, West Java, Indonesia', 'global_code': '6P592JWX+25'}",4.4,ChIJzzwtD83paC4RLnpb6WxvA0Y,"['cafe', 'tourist_attraction', 'amusement_park', 'restaurant', 'food', 'point_of_interest', 'establishment']",2187,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109462536897326223906"">Nelly Fitriani S</a>'], 'photo_reference': 'AUGGfZmMOMDoXjo_85vov4BSxHbW_KfnaxrLH0erAZoX2Gl7tReC-Rp9f2P41YirklKrFRD4EnumZyiIwnJMwGucTGpy99JVLmZQyYjX00b09Ul1celi8daFRiSKM6_O-nC3k_F12s9DJ8xUgm7FREoktRWGYsloKqiTSqZ7KbZLqFB1GQc', 'width': 4000}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJzzwtD83paC4RLnpb6WxvA0Y
OPERATIONAL,"Citarum, Bandung Wetan, Bandung City, West Java 40115, Indonesia","{'location': {'lat': -6.9093621, 'lng': 107.6152518}, 'viewport': {'northeast': {'lat': -6.908239570107278, 'lng': 107.6166840798927}, 'southwest': {'lat': -6.910939229892722, 'lng': 107.6139844201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Maluku,ChIJOzv_eTbmaC4R5PHL5afLZv4,"{'compound_code': '3JR8+74 Citarum, Bandung City, West Java, Indonesia', 'global_code': '6P593JR8+74'}",4.5,ChIJOzv_eTbmaC4R5PHL5afLZv4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1643,"[{'height': 2337, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108048191537810845250"">AGAS</a>'], 'photo_reference': 'AUGGfZm90cMFfAvw5VqcqkV8aS97Mz42ZLFKbU6LiLGrpQAGH5G81-0i8C9mhr95xwTZr67_QV_XauRO2yplEFT9Yjo-EiGvkJqdZj7kzkWfSl5HsfJBa5IG_viemCuEJ5yc93CxLqHCWmMl40c5gV00QxLbotABMRDMG952Ul3BHBdA9gAl', 'width': 3116}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJOzv_eTbmaC4R5PHL5afLZv4
OPERATIONAL,"Jl. Belitung No.1, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113, Indonesia","{'location': {'lat': -6.911211, 'lng': 107.6133389}, 'viewport': {'northeast': {'lat': -6.90947605, 'lng': 107.6144834798927}, 'southwest': {'lat': -6.913387449999998, 'lng': 107.6117838201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ade Irma Suryani Nasution Traffic Garden,ChIJm4jH6DbmaC4Rn67rnw95h9o,"{'compound_code': '3JQ7+G8 Merdeka, Bandung City, West Java, Indonesia', 'global_code': '6P593JQ7+G8'}",4.4,ChIJm4jH6DbmaC4Rn67rnw95h9o,"['amusement_park', 'tourist_attraction', 'school', 'park', 'point_of_interest', 'establishment']",13315,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113449775636341248694"">orocx 85ch</a>'], 'photo_reference': 'AUGGfZlc43NO0HfbXu2IYBM_KaIaUGSS1VFrNwe0SjzTbOYhod6W7xGP9MUlrfYfypPJdREoqdYxv8dh6RiQu-eibJBHa2owutWrc71ahBMtRclmXkkn-CQhDN_JHKi30XxhJP_IXKfYk2pLvBF4I7ZKoOg6M5BP-lKTGAHKR9t6ow-5FAo9', 'width': 4160}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJm4jH6DbmaC4Rn67rnw95h9o
OPERATIONAL,"4M9M+FGF Kota, Jl. Pasir Impun Atas Sekebalingbing No.5 A, Cikadut, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40194, Indonesia","{'location': {'lat': -6.8812982, 'lng': 107.6841368}, 'viewport': {'northeast': {'lat': -6.879974920107278, 'lng': 107.6854832298927}, 'southwest': {'lat': -6.882674579892722, 'lng': 107.6827835701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alam Santosa,ChIJgV7AYJzdaC4R617WDaoiVQs,"{'compound_code': '4M9M+FM Cikadut, Bandung Regency, West Java, Indonesia', 'global_code': '6P594M9M+FM'}",4.4,ChIJgV7AYJzdaC4R617WDaoiVQs,"['tourist_attraction', 'point_of_interest', 'establishment']",694,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106368590028836573259"">Yusi Susanti</a>'], 'photo_reference': 'AUGGfZmgbr2ampEqMRa-U_a-0rPP2Gk7t30z0hBS5jMS0SuLJzb01yGPSXKuGLd6K6kPQw5XRfMcviRQHNl4RgHikuhT_dwNxIMpLaRxGDcENWihwRQuvQ8ISTwQO5i3nTnZAFbrw5btG2GPlR04_pihJlpR84mKsPPVDF7qSaStgC2EghjJ', 'width': 3840}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJgV7AYJzdaC4R617WDaoiVQs
OPERATIONAL,"Jl. Padasuka Atas No.KM.4, Cimenyan, Kec. Cimenyan, Kota Bandung, Jawa Barat 40197, Indonesia","{'location': {'lat': -6.871436, 'lng': 107.666993}, 'viewport': {'northeast': {'lat': -6.870130970107278, 'lng': 107.6683947298927}, 'southwest': {'lat': -6.872830629892722, 'lng': 107.6656950701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Bamboo,ChIJJ9dcW2LnaC4RMQVRN2xefUY,"{'compound_code': '4MH8+CQ Cimenyan, Bandung Regency, West Java, Indonesia', 'global_code': '6P594MH8+CQ'}",4.3,ChIJJ9dcW2LnaC4RMQVRN2xefUY,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",875,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113388253334220495573"">Nugroho Aji Satriyo</a>'], 'photo_reference': 'AUGGfZm7Ig_p_EVmYw4NAte5E1EANOLTR04usCPQiwUxqqRJKXhSSCmKviHoMrsfjiSPh56A2Duk093AiwE907PViE_uwzMel72TocTe1ghdRZtlmR0inyaaYojVVn5WmwOuYSxINy4358gz0zqG53e0h9UsIlZ2q2uyLEy8wumryc_inMxl', 'width': 4000}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJJ9dcW2LnaC4RMQVRN2xefUY
OPERATIONAL,"Jl. Kliningan No.16, Turangga, Kec. Lengkong, Kota Bandung, Jawa Barat 40262, Indonesia","{'location': {'lat': -6.9396692, 'lng': 107.6290864}, 'viewport': {'northeast': {'lat': -6.938301570107278, 'lng': 107.6303838798927}, 'southwest': {'lat': -6.941001229892722, 'lng': 107.6276842201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,OUTBOUND LEMBANG BANDUNG GRAVITY,ChIJFWQBCwPpaC4R_2koIXlUMCw,"{'compound_code': '3J6H+4J Turangga, Bandung City, West Java, Indonesia', 'global_code': '6P593J6H+4J'}",4.5,ChIJFWQBCwPpaC4R_2koIXlUMCw,"['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']",4,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJFWQBCwPpaC4R_2koIXlUMCw
OPERATIONAL,"Jl. Raya Banjaran Barat Rencong, Malakasari, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375, Indonesia","{'location': {'lat': -7.0093633, 'lng': 107.6069444}, 'viewport': {'northeast': {'lat': -7.008085170107277, 'lng': 107.6081536798927}, 'southwest': {'lat': -7.010784829892721, 'lng': 107.6054540201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Batu Malakasari Ecopark,ChIJY7CFmmLpaC4R3Wqk4Boradk,"{'compound_code': 'XJR4+7Q Malakasari, Bandung Regency, West Java, Indonesia', 'global_code': '6P49XJR4+7Q'}",4.1,ChIJY7CFmmLpaC4R3Wqk4Boradk,"['tourist_attraction', 'amusement_park', 'park', 'point_of_interest', 'establishment']",5176,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111012499928816892538"">A Google User</a>'], 'photo_reference': 'AUGGfZnxZTXOC0CDiHsLkumGS-p7ph5WNi02vvfNzkPjpUHLs6VyXvhQbseXZ-FEivL-8WhWZmuyE0FP5xj63OTl3i7dhHee9HqiFb7vcfvmBAzPOZVBKqhzxE33yvacBOpDbU_Q80_EDGjQiBXHQEDTTUneCelpeohnZqZlo91e-3VIY_ym', 'width': 4096}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJY7CFmmLpaC4R3Wqk4Boradk
OPERATIONAL,"4J43+RM8, Jl. Cihampelas, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131, Indonesia","{'location': {'lat': -6.892955199999999, 'lng': 107.6041885}, 'viewport': {'northeast': {'lat': -6.891602620107277, 'lng': 107.6055069298927}, 'southwest': {'lat': -6.894302279892721, 'lng': 107.6028072701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cihampelas Terrace,ChIJUSqUHPfnaC4RwbXt_dZfxdI,,4.8,ChIJUSqUHPfnaC4RwbXt_dZfxdI,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 465, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101091820605508029786"">Temmy Kerkhoven</a>'], 'photo_reference': 'AUGGfZkDAbDJvTJBqHlQq65QRJyccwZXdRGPk85RDpv42PVfjcJOBLfWtcoMO7CC9NJVlfRfLahC2fJOP4tNm2yXm8CowPPHptOQyJ2v8sRWu9NQUIBQ4ePyK1HPkZRTsCgUQ_N4ArdENNZWoXvjw-sFIJq7Qdwp95pSXnhxF7TWuI0_YZik', 'width': 804}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJUSqUHPfnaC4RwbXt_dZfxdI
OPERATIONAL,"3HQQ+MHJ, Jl. Arjuna, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174, Indonesia","{'location': {'lat': -6.9107834, 'lng': 107.5888824}, 'viewport': {'northeast': {'lat': -6.909444670107279, 'lng': 107.5904876798927}, 'southwest': {'lat': -6.912144329892723, 'lng': 107.5877880201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Alun-Alun Cicendo,ChIJUy9H_xLmaC4RYo_q4iamcKA,,4.2,ChIJUy9H_xLmaC4RYo_q4iamcKA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",3562,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106296937342517094605"">defitrah rukmana</a>'], 'photo_reference': 'AUGGfZmVS256-7VKKZh18_1Mb1ii7buaDLlIk_BRHBvtc8yewBs0O-vE9-MgujjDNF-WPSlbBv4yOtJH4v0cHoDFiV0jhO8o27gp5ALhUnyhC0p9K1gP7CJR63kGhNJQOcwZRA7PZLRcvO4u1tdmrMqu7c7rXv3M3fRx8z9SQ5vmKQGyuIUo', 'width': 4608}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJUy9H_xLmaC4RYo_q4iamcKA
OPERATIONAL,"Cibiru Wetan, Cileunyi, Bandung Regency, West Java 40625, Indonesia","{'location': {'lat': -6.8930812, 'lng': 107.7451856}, 'viewport': {'northeast': {'lat': -6.891743370107277, 'lng': 107.7465621298927}, 'southwest': {'lat': -6.894443029892721, 'lng': 107.7438624701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Batu Kuda,ChIJ_Rd4PpLcaC4RhcOYyolmwK4,"{'compound_code': '4P4W+Q3 Cibiru Wetan, Bandung Regency, West Java, Indonesia', 'global_code': '6P594P4W+Q3'}",4.5,ChIJ_Rd4PpLcaC4RhcOYyolmwK4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",3460,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116212802040506836075"">Gan gan Abdillah</a>'], 'photo_reference': 'AUGGfZkFtuQ6AQDJS-CUJpeSmkqQmy1wNs_sxRFZ58K4L6Qa1UICIWH2FqmO9SxBxdhdPUzVxcQyT1PF25zXY_m9GtBjAYN32ZMnjB-CNFOgJELCmgD74JtgJdHmpxC8V6X86IIzWXqgCuD4cx_df6y83XysgY_HNNLkt5Uol9RhCXRHOVSU', 'width': 4000}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ_Rd4PpLcaC4RhcOYyolmwK4
OPERATIONAL,"4P5J+Q84, Cilengkrang, Bandung Regency, West Java 40615, Indonesia","{'location': {'lat': -6.8906021, 'lng': 107.7308262}, 'viewport': {'northeast': {'lat': -6.889258470107279, 'lng': 107.7321710298927}, 'southwest': {'lat': -6.891958129892723, 'lng': 107.7294713701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Cilengkrang,ChIJn9nMAPHcaC4RSDtSzhnEZoU,,4.1,ChIJn9nMAPHcaC4RSDtSzhnEZoU,"['tourist_attraction', 'point_of_interest', 'establishment']",710,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114138672380200407856"">Faridah Dewi Khansa</a>'], 'photo_reference': 'AUGGfZl6GFcPMba_IivnJgCG3DAK8_rPgZwpgB0IdMXDrMPSTwUP57Z_kw60MOfLqV0V9xA8XrUzKZTPx09Fw7JcIlNgMmaWPaTtChdSGdOBhQTdDbfxxS1Tod_iBq1vAYAjh0Z3ZTO2I1rCDHNskuPOgHvziiEfPLZxVsQqteGBYJzYBCZh', 'width': 4160}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJn9nMAPHcaC4RSDtSzhnEZoU
OPERATIONAL,"4MJM+JR3, Cikadut, Cimenyan, Bandung Regency, West Java 40191, Indonesia","{'location': {'lat': -6.868493600000001, 'lng': 107.6845316}, 'viewport': {'northeast': {'lat': -6.867229370107278, 'lng': 107.6858900298927}, 'southwest': {'lat': -6.869929029892722, 'lng': 107.6831903701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tebing Kosmo,ChIJe6m0MwDdaC4Rr8CIiotprGw,,4.6,ChIJe6m0MwDdaC4Rr8CIiotprGw,"['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']",51,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104461727949616364009"">Herry Irawan</a>'], 'photo_reference': 'AUGGfZkpSUhjG22h3imViG1TNzJfk6Ua0dIwGamy1RYOiTKXPjxM869P8zqx4TaSX-4qYMz2j5y_dj5LYu7bD4D_6KjZWyPIgSalBdHbRqBYe0dK8ai5J3-FVZPilwYOSWR9jDk2MQrihXgks6V2DmYB_J6ofubqPab_w-sAgkbx3nA54Ooo', 'width': 3264}]",,,https://www.google.com/maps/place/?q=place_id:ChIJe6m0MwDdaC4Rr8CIiotprGw
OPERATIONAL,"3JH5+JFR, Braga, Sumurbandung, Bandung City, West Java, Indonesia","{'location': {'lat': -6.920893, 'lng': 107.6086463}, 'viewport': {'northeast': {'lat': -6.919555020107278, 'lng': 107.6100950298927}, 'southwest': {'lat': -6.922254679892721, 'lng': 107.6073953701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Cikapundung,ChIJGfRTBtHnaC4RdpDbUd5NCuU,,0.0,ChIJGfRTBtHnaC4RdpDbUd5NCuU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108099435792571586612"">Kawi Boedisetio</a>'], 'photo_reference': 'AUGGfZk2cQxfz92oSkn36Ftw1Nm6ZDrOWvORM57CNh_-mtHtKDPMgNdj2eDorHlJzsAGAcl0akkeCTN0hf_W8Up7GCx2LdmaErWpwM1QAJBKcZCNk51Tayk4VTjmq51CtPi2YQZz1Qi_aqhVpsI3fKYjpwd9AW6Kds5m0G_A-bb22N2Ud4Y0', 'width': 4928}]",,,https://www.google.com/maps/place/?q=place_id:ChIJGfRTBtHnaC4RdpDbUd5NCuU
OPERATIONAL,"3HXP+84W, Husen Sastranegara, Cicendo, Bandung City, West Java 40173, Indonesia","{'location': {'lat': -6.9020249, 'lng': 107.5849019}, 'viewport': {'northeast': {'lat': -6.90069157010728, 'lng': 107.5862464298927}, 'southwest': {'lat': -6.903391229892724, 'lng': 107.5835467701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DI Edutainment,ChIJYRJXjQnnaC4RLttziKKyxHU,,4.8,ChIJYRJXjQnnaC4RLttziKKyxHU,"['tourist_attraction', 'point_of_interest', 'establishment']",191,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104272599524585868908"">A Google User</a>'], 'photo_reference': 'AUGGfZnU3Zt0JOQc6haMc855oM_2cQuJxkiKWj4uymxOx0kct4H5zOK29yZAgCg3qh4psl2sFIs6JoIT4_lTENjiQLbiaxW-MroEsVNvbIL-N2uMqvrzTMjMmVvFJhxLL8sGFEeE1FZlRAcFEVnc9uc-i6XBB5ExI7GwTQOMbQABRmO9AA46', 'width': 1840}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJYRJXjQnnaC4RLttziKKyxHU
OPERATIONAL,"Jl. Waas No.13, Batununggal, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40266, Indonesia","{'location': {'lat': -6.952036, 'lng': 107.6289207}, 'viewport': {'northeast': {'lat': -6.950610920107278, 'lng': 107.6302876798927}, 'southwest': {'lat': -6.953310579892721, 'lng': 107.6275880201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lokasi syuting pabrik kicimpring Family Kang Mus Preman Pensiun,ChIJK_N6MXbpaC4RSEb4w-9DgYo,"{'compound_code': '2JXH+5H Batununggal, Bandung City, West Java, Indonesia', 'global_code': '6P592JXH+5H'}",4.6,ChIJK_N6MXbpaC4RSEb4w-9DgYo,"['tourist_attraction', 'point_of_interest', 'establishment']",16,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117183144989343244153"">Dolly Eka Putra</a>'], 'photo_reference': 'AUGGfZn9l-1BQBUXlP3CxoVtr1-SYPuTX_dXYucbyJNy6SmSkQv8c6Tj-B0DGRFVaMZMaOM_V-TU6JxrihvEcR1MmeTBwN7eMlbMWQvLzFmjxRBTIyQn9kKhaUuhPKpPjkI51xBFoHygGJZwRqvWaSxGON4HjRuemqb7t5T1l-2fd0PS8D79', 'width': 1280}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJK_N6MXbpaC4RSEb4w-9DgYo
OPERATIONAL,"Jl. Otto Iskandar Dinata No.17, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia","{'location': {'lat': -6.922258999999999, 'lng': 107.6048025}, 'viewport': {'northeast': {'lat': -6.920880070107278, 'lng': 107.6057981298927}, 'southwest': {'lat': -6.923579729892722, 'lng': 107.6030984701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bioskop Bandung,ChIJVYYpRubnaC4RsDvdJGR27_Y,"{'compound_code': '3JH3+3X Balonggede, Bandung City, West Java, Indonesia', 'global_code': '6P593JH3+3X'}",5.0,ChIJVYYpRubnaC4RsDvdJGR27_Y,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100272809212187022774"">A Google User</a>'], 'photo_reference': 'AUGGfZmNEXsqzrMj8LXYOSikDV0KzWNpbiVl0GpdHzk5lm6ZCwTEBS0sU0faEWuhdfMDKAa0E92j85I3Tjg5Pe9Q3h3VwoWck1c38CAB81k2JY5PISP0C6RKVx4u5MJ202YLjr1b4vgW8ITGpuzMsFiltnOVAGQudEW6WSwfMAlwwbXQv8p8', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJVYYpRubnaC4RsDvdJGR27_Y
OPERATIONAL,"4MR7+MWV, Jl. Padasuka Atas, Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Indonesia","{'location': {'lat': -6.858285700000001, 'lng': 107.6647696}, 'viewport': {'northeast': {'lat': -6.856908870107278, 'lng': 107.6661450298927}, 'southwest': {'lat': -6.859608529892722, 'lng': 107.6634453701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cartil (Caringin Tilu),ChIJHzzA59_naC4RNrMwSIqnabc,,4.7,ChIJHzzA59_naC4RNrMwSIqnabc,"['tourist_attraction', 'point_of_interest', 'establishment']",551,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108143890693975973419"">Khrisnandi Soka</a>'], 'photo_reference': 'AUGGfZld9LawyhpZ51QzdwTjJf_zQNyQFdO5BMurg7gx9_sDU1T--NO7R89q-fzoz9gAOOC7e0zEbF0CsVIET0Uk94q4NX6fipG4aWSyJsrkwjXMjygbjTDfWm-Xv5Aro3wL3j-ehpRaK3HGeJRi1yjFJqSHNm58-voIwPgfNtJQLjEPJAz3', 'width': 5504}]",,,https://www.google.com/maps/place/?q=place_id:ChIJHzzA59_naC4RNrMwSIqnabc
OPERATIONAL,"Jl. Dagopojok No.95, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Indonesia","{'location': {'lat': -6.869956999999999, 'lng': 107.6147321}, 'viewport': {'northeast': {'lat': -6.868590020107278, 'lng': 107.6160279798927}, 'southwest': {'lat': -6.871289679892722, 'lng': 107.6133283201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Wisata Augmentedreality Dago Pojok Tanggulan,ChIJgc2mx-bmaC4RC8O-z_MYLkk,"{'compound_code': '4JJ7+2V Dago, Bandung City, West Java, Indonesia', 'global_code': '6P594JJ7+2V'}",4.3,ChIJgc2mx-bmaC4RC8O-z_MYLkk,"['tourist_attraction', 'point_of_interest', 'establishment']",250,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105595040902923702466"">Indra Wahyudin</a>'], 'photo_reference': 'AUGGfZnIWUkWkCN2ePsAjEIGh1yrL9hALr5FrdSFpQ4YtSQvaLrXwTlb-YcEV_FOGt4Ibn5UDi85XphtcBiuUb-yPf89vzULZ_fPaa6SFTlKpK-BgaTIop64Xq5OdypXm1yuZXfjC-hMy68xZP2TYvnXd46hIBsWg6jaMNkd1BC4xWNX4k29', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJgc2mx-bmaC4RC8O-z_MYLkk
