business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,price_level,plus_code,url
OPERATIONAL,"Jl. Cinambo No.56, Pakemitan, Kec. Cinambo, Kota Bandung, Jawa Barat 40612, Indonesia","{'location': {'lat': -6.9242254, 'lng': 107.6932323}, 'viewport': {'northeast': {'lat': -6.922948120107278, 'lng': 107.6945898298927}, 'southwest': {'lat': -6.925647779892722, 'lng': 107.6918901701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,District Office Cinambo,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118097215720090669613"">Dedi Sopandi Sofwan</a>'], 'photo_reference': 'AUGGfZkN-oKzdPzOaYCCrl75WflA7bGdoPOKqywPbXYzIHdqKI07IINF4wAA8HSQvWgy_xQT45NHGdguI4Qp-kGuuG9cLjmoopiuYJKOMyAPOVt5O110HxP5iC9ARkHqWXhnGxY54kvjK0HhSo46UCas8KAetR84egH6xhm96ihatlfxvqeo', 'width': 2560}]",ChIJlXGA3SkbEQURJnHhgGhTa2A,3.4,ChIJlXGA3SkbEQURJnHhgGhTa2A,"['point_of_interest', 'establishment']",23.0,,,"{'compound_code': '3MGV+87 Pakemitan, Bandung City, West Java, Indonesia', 'global_code': '6P593MGV+87'}",https://www.google.com/maps/place/?q=place_id:ChIJlXGA3SkbEQURJnHhgGhTa2A
,"Cinambo, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9371022, 'lng': 107.6925593}, 'viewport': {'northeast': {'lat': -6.912328899999999, 'lng': 107.7041859}, 'southwest': {'lat': -6.944462, 'lng': 107.681428}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cinambo,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110006076567983558173"">A Google User</a>'], 'photo_reference': 'AUGGfZlorgqfpIt9kxacC4f5ybmKrGUWEoh2PGd0_3KhdpgQ6QWZfmBDprMwGuizmmEvJribmYUhNz2bL2Vv29XE9DDgoryocvOlzQ6lqDxIJjBxrANco10csF0jm0PXDLN131NKLsXy9QgWWfAyNOXQB0Y7ULMoIcmW7gStb6F4zeGKoYmv', 'width': 3264}]",ChIJQZIad8rCaC4REydKUo8IflM,,ChIJQZIad8rCaC4REydKUo8IflM,"['administrative_area_level_3', 'political']",,,,,https://www.google.com/maps/place/?q=place_id:ChIJQZIad8rCaC4REydKUo8IflM
OPERATIONAL,"jalan Golf Cisaranten wetan No21, Kelurahan, RT.02/RW.01, Cisaranten Wetan, Kec. Cinambo, Kota Bandung, Jawa Barat 40294, Indonesia","{'location': {'lat': -6.921690399999999, 'lng': 107.6879534}, 'viewport': {'northeast': {'lat': -6.920341070107278, 'lng': 107.6893002298927}, 'southwest': {'lat': -6.923040729892722, 'lng': 107.6866005701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Trans Tour and Travel,,ChIJjwcGASndaC4RivnhUKBQ0JY,5.0,ChIJjwcGASndaC4RivnhUKBQ0JY,"['travel_agency', 'point_of_interest', 'establishment']",1.0,,,"{'compound_code': '3MHQ+85 Cisaranten Wetan, Bandung City, West Java, Indonesia', 'global_code': '6P593MHQ+85'}",https://www.google.com/maps/place/?q=place_id:ChIJjwcGASndaC4RivnhUKBQ0JY
OPERATIONAL,"3MFQ+72M Wetan, 3MFQ+72PJl, Cisaranten Wetan, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.9267913, 'lng': 107.6875916}, 'viewport': {'northeast': {'lat': -6.925434920107278, 'lng': 107.6889006798927}, 'southwest': {'lat': -6.928134579892722, 'lng': 107.6862010201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sinar mandiri transportasi,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111171467302633543846"">A Google User</a>'], 'photo_reference': 'AUGGfZnkWjsjTDRMCmp3GfCBkBKLfhwfpvhA4r2eMJW46U7Td7B2QZz9MulS6EP2e256hvHWGyB9t9N3UJeUa3s1UHRImSqA6g_v_GG1Te7bW6SvzaCmiw6iYTC4dAz7icby05SbHRMcvC87pyXFWLnpih1pSDX2qfa2Z_MaXLFHc-FfwvDV', 'width': 720}]",ChIJX3RYcDfDaC4RlPZnKdShEWE,0.0,ChIJX3RYcDfDaC4RlPZnKdShEWE,"['travel_agency', 'point_of_interest', 'establishment']",0.0,{'open_now': True},,"{'compound_code': '3MFQ+72 Cisaranten Wetan, Bandung City, West Java, Indonesia', 'global_code': '6P593MFQ+72'}",https://www.google.com/maps/place/?q=place_id:ChIJX3RYcDfDaC4RlPZnKdShEWE
OPERATIONAL,"Jl. Soekarno Hatta No.783, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.937444999999999, 'lng': 107.6842184}, 'viewport': {'northeast': {'lat': -6.936112220107277, 'lng': 107.6855698798927}, 'southwest': {'lat': -6.938811879892721, 'lng': 107.6828702201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/parking-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/parking_pinlet,Shuttle LIONPARCER (kvp timur),,ChIJTcaUAM3DaC4RRikOTYRm1eQ,0.0,ChIJTcaUAM3DaC4RRikOTYRm1eQ,"['parking', 'point_of_interest', 'establishment']",0.0,,,"{'compound_code': '3M7M+2M Babakan Penghulu, Bandung City, West Java, Indonesia', 'global_code': '6P593M7M+2M'}",https://www.google.com/maps/place/?q=place_id:ChIJTcaUAM3DaC4RRikOTYRm1eQ
OPERATIONAL,"Jl. Wastukencana No.2, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia","{'location': {'lat': -6.9128301, 'lng': 107.6097488}, 'viewport': {'northeast': {'lat': -6.911458020107277, 'lng': 107.6107435298927}, 'southwest': {'lat': -6.914157679892721, 'lng': 107.6080438701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Balai Kota Bandung,"[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109535892805387553075"">Eko Sulistio</a>'], 'photo_reference': 'AUGGfZlLdjPVDZWXllDOSDE8nQnwHnMqgDkFkrYiZj_5py_2yR2S7NI3KeN0GOYsDDMeGVt82fexuKkEArkPZdyk4U0GvLfwNZhzAXyUI2_otzRKtID5MliOYn7lzfvOeAtYPkT2aSiPv2g8RQ-7fmZKnEgOtThH4EoNwid1Nppb7yJGQdTM', 'width': 4618}]",ChIJ7beirjDmaC4RRLGgheAdScg,4.6,ChIJ7beirjDmaC4RRLGgheAdScg,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",10977.0,{'open_now': True},,"{'compound_code': '3JP5+VV Babakanciamis, Bandung City, West Java, Indonesia', 'global_code': '6P593JP5+VV'}",https://www.google.com/maps/place/?q=place_id:ChIJ7beirjDmaC4RRLGgheAdScg
OPERATIONAL,"Jl. Cisaranten Wetan III No.47, Cisaranten Wetan, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.926639, 'lng': 107.6890687}, 'viewport': {'northeast': {'lat': -6.925287920107277, 'lng': 107.6903873798927}, 'southwest': {'lat': -6.927987579892721, 'lng': 107.6876877201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Hengki,,ChIJlbvWpF_DaC4RM6pIPjWvYmY,5.0,ChIJlbvWpF_DaC4RM6pIPjWvYmY,"['lodging', 'point_of_interest', 'establishment']",1.0,,,"{'compound_code': '3MFQ+8J Cisaranten Wetan, Bandung City, West Java, Indonesia', 'global_code': '6P593MFQ+8J'}",https://www.google.com/maps/place/?q=place_id:ChIJlbvWpF_DaC4RM6pIPjWvYmY
OPERATIONAL,"3M5R+WRW, Babakan Penghulu, Cinambo, Bandung City, West Java 40295, Indonesia","{'location': {'lat': -6.940146500000001, 'lng': 107.6920703}, 'viewport': {'northeast': {'lat': -6.938800070107278, 'lng': 107.6934333798927}, 'southwest': {'lat': -6.941499729892722, 'lng': 107.6907337201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Halte Rancameong,,ChIJH3aRrrjCaC4RC5iw0FfJ1RY,3.8,ChIJH3aRrrjCaC4RC5iw0FfJ1RY,"['point_of_interest', 'establishment']",5.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJH3aRrrjCaC4RC5iw0FfJ1RY
OPERATIONAL,"Pinus IV St No.31, Babakan Penghulu, Cinambo, Bandung City, West Java 40294, Indonesia","{'location': {'lat': -6.9317296, 'lng': 107.6828243}, 'viewport': {'northeast': {'lat': -6.930341070107279, 'lng': 107.6841879298927}, 'southwest': {'lat': -6.933040729892722, 'lng': 107.6814882701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Indotraveler Nusantara,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113516041272795500325"">A Google User</a>'], 'photo_reference': 'AUGGfZkHh1cAqaeqAfAvVNhAuoN-B7bjhieMEgwBxF_Mak5eDmPCEzgiv4ruavTcNdk_PPnFENR2sEEI0nxUGBs4Rp_m0i9r_1mk9aSBrjxUSQ64nI5khHPeN-peyBenrQTaKEW1kHnRaCkubIAKWQ6Yr1J7OnQDYiIxvH2HBti4CNBSfkYI', 'width': 403}]",ChIJNSt3LfvmaC4RprpTRwUEK9Q,4.4,ChIJNSt3LfvmaC4RprpTRwUEK9Q,"['travel_agency', 'point_of_interest', 'establishment']",10.0,{'open_now': False},,"{'compound_code': '3M9M+84 Babakan Penghulu, Bandung City, West Java, Indonesia', 'global_code': '6P593M9M+84'}",https://www.google.com/maps/place/?q=place_id:ChIJNSt3LfvmaC4RprpTRwUEK9Q
OPERATIONAL,"Jl. Rumah Sakit No.108, Pakemitan, Kec. Cinambo, Kota Bandung, Jawa Barat 45474, Indonesia","{'location': {'lat': -6.9272068, 'lng': 107.6912797}, 'viewport': {'northeast': {'lat': -6.925849420107277, 'lng': 107.6926101798927}, 'southwest': {'lat': -6.928549079892721, 'lng': 107.6899105201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Lazada Warehouse Cinambo,,ChIJaS0jTwDDaC4R5wE5c4iI1gk,5.0,ChIJaS0jTwDDaC4R5wE5c4iI1gk,"['post_office', 'finance', 'point_of_interest', 'establishment']",2.0,{'open_now': False},,"{'compound_code': '3MFR+4G Pakemitan, Bandung City, West Java, Indonesia', 'global_code': '6P593MFR+4G'}",https://www.google.com/maps/place/?q=place_id:ChIJaS0jTwDDaC4R5wE5c4iI1gk
OPERATIONAL,"3M5R+WP5, Jl. Rancameong, RT.1/RW.4, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat 40295, Indonesia","{'location': {'lat': -6.9402319, 'lng': 107.6918505}, 'viewport': {'northeast': {'lat': -6.938823420107278, 'lng': 107.6932101298927}, 'southwest': {'lat': -6.941523079892722, 'lng': 107.6905104701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Kontrakan teh Diah,,ChIJYVV2OADDaC4Ruyg0UVaWwMA,0.0,ChIJYVV2OADDaC4Ruyg0UVaWwMA,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJYVV2OADDaC4Ruyg0UVaWwMA
OPERATIONAL,"Jl. Cisaranten Wetan Ⅱ No.57, Cisaranten Wetan, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.9263867, 'lng': 107.6881886}, 'viewport': {'northeast': {'lat': -6.925041920107278, 'lng': 107.6895367798927}, 'southwest': {'lat': -6.927741579892722, 'lng': 107.6868371201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Cluster Graha Cemara,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114767890731801200172"">A Google User</a>'], 'photo_reference': 'AUGGfZlT6W5tHzOrTPl4DwSXgnbNwbGk1E0UQ4ajLItSrJn8DU6_u6fB3TzS4Zz4XuyR_qENldxLGGxqyQY-sEm1n0TZhEYv1gsTKvEaBYvNdn0nTdegc5FKtCPS4Y1IUMdCE3SGs8LomOZ-k9MkyYh4TFVk8go_8zyrx7E5KE2oCZYFE2u3', 'width': 1920}]",ChIJ2SnLiZ_DaC4RO_nt8I6cnjU,5.0,ChIJ2SnLiZ_DaC4RO_nt8I6cnjU,"['lodging', 'point_of_interest', 'establishment']",4.0,,,"{'compound_code': '3MFQ+F7 Cisaranten Wetan, Bandung City, West Java, Indonesia', 'global_code': '6P593MFQ+F7'}",https://www.google.com/maps/place/?q=place_id:ChIJ2SnLiZ_DaC4RO_nt8I6cnjU
OPERATIONAL,"Jl. Cisaranten Wetan Ⅱ No.57, Cisaranten Wetan, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.9266255, 'lng': 107.6885473}, 'viewport': {'northeast': {'lat': -6.925270920107277, 'lng': 107.6899069298927}, 'southwest': {'lat': -6.927970579892721, 'lng': 107.6872072701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Heris,"[{'height': 1477, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114753599585276664012"">yeti cahyati</a>'], 'photo_reference': 'AUGGfZl8oLsemBDqhFNaTZxryXDThsteGMq089V4LVGY_U8uv8wJ_Zw0g4qnEu28tdiYDrbNhoRfxs1ptVaYLO13rokHaWUHHvC7GpMFnFmcdaVhDLCztUmMNvLqxvPFw8a_Li2n7N3cfjt2YE56YS-8uKOiR3YADdfFnlwmgnl9AybY-miR', 'width': 1108}]",ChIJJxXA30rDaC4RKySs9HZlZes,5.0,ChIJJxXA30rDaC4RKySs9HZlZes,"['lodging', 'point_of_interest', 'establishment']",2.0,,,"{'compound_code': '3MFQ+99 Cisaranten Wetan, Bandung City, West Java, Indonesia', 'global_code': '6P593MFQ+99'}",https://www.google.com/maps/place/?q=place_id:ChIJJxXA30rDaC4RKySs9HZlZes
OPERATIONAL,"3M6P+FJH, Babakan Penghulu, Cinambo, Bandung City, West Java 40295, Indonesia","{'location': {'lat': -6.938802799999999, 'lng': 107.6866164}, 'viewport': {'northeast': {'lat': -6.937414670107278, 'lng': 107.6879779798927}, 'southwest': {'lat': -6.940114329892721, 'lng': 107.6852783201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Fajar Ivan,,ChIJudag5_XDaC4RrpScErCwjps,0.0,ChIJudag5_XDaC4RrpScErCwjps,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJudag5_XDaC4RrpScErCwjps
OPERATIONAL,"3PM2+67W, Jl. Sukamulya III, Sukamulya, Kec. Cinambo, Kota Bandung, Jawa Barat 45474, Indonesia","{'location': {'lat': -6.9168952, 'lng': 107.700707}, 'viewport': {'northeast': {'lat': -6.915532170107277, 'lng': 107.7020281798927}, 'southwest': {'lat': -6.918231829892721, 'lng': 107.6993285201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/parking-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/parking_pinlet,Kontrakan kuning,,ChIJsw0POQDdaC4RVX1qjZPKGxQ,0.0,ChIJsw0POQDdaC4RVX1qjZPKGxQ,"['parking', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJsw0POQDdaC4RVX1qjZPKGxQ
OPERATIONAL,"Jl. Cinambo No.134, Cisaranten Wetan, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.924596699999999, 'lng': 107.6901823}, 'viewport': {'northeast': {'lat': -6.923327020107279, 'lng': 107.6915362298927}, 'southwest': {'lat': -6.926026679892723, 'lng': 107.6888365701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mess Mallesso,"[{'height': 1560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103831087568959195335"">A Google User</a>'], 'photo_reference': 'AUGGfZmR-jZLJpxTnn94woNdjU5MKkSgQTWtHjQcadXJ1fig9IRhJJpbMCxtBjfXEJYbL1caipJMCfduJPMGXKvQM_S9t9va-9bLjj_eUiDMw-eWnliWAQOfkUVxK3OD4BK3W0rz8M8oSciMLaf_HxRT9RfAowIq4-rbRa58Hgl8EWonU-0v', 'width': 720}]",ChIJ_7dg5DzdaC4RVe9F06ibO7M,0.0,ChIJ_7dg5DzdaC4RVe9F06ibO7M,"['lodging', 'point_of_interest', 'establishment']",0.0,,,"{'compound_code': '3MGR+53 Cisaranten Wetan, Bandung City, West Java, Indonesia', 'global_code': '6P593MGR+53'}",https://www.google.com/maps/place/?q=place_id:ChIJ_7dg5DzdaC4RVe9F06ibO7M
OPERATIONAL,"3MGQ+C95, Cisaranten Wetan, Cinambo, Bandung City, West Java 40293, Indonesia","{'location': {'lat': -6.9240505, 'lng': 107.6884886}, 'viewport': {'northeast': {'lat': -6.922730220107279, 'lng': 107.6898086298927}, 'southwest': {'lat': -6.925429879892723, 'lng': 107.6871089701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kontrakan Pa Nanang,,ChIJT09od33daC4RqmfrbbTgywg,0.0,ChIJT09od33daC4RqmfrbbTgywg,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJT09od33daC4RqmfrbbTgywg
OPERATIONAL,"Jl. Rancameong No.31, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat 40295, Indonesia","{'location': {'lat': -6.939210399999999, 'lng': 107.6887948}, 'viewport': {'northeast': {'lat': -6.937868870107279, 'lng': 107.6901420298927}, 'southwest': {'lat': -6.940568529892722, 'lng': 107.6874423701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kontrakan Baru H Fathur,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108072242658842527096"">Wildan Maulana</a>'], 'photo_reference': 'AUGGfZmhxP2elcz5mb8wRkOSyE54LvoLvUMOFH4wKExLOTgA_F3iVd0rMjUqY-WLBp7Hv6GGWpm_FFWXvjh-nUw8V6b019UlpWTZPMZDXB1jFajf9R36rA6ZALXBD0rkyGfPcw_2HOs0q-RhqAbhcDEf2DajVjZcIChbWoUlql094eh0kD4V', 'width': 3000}]",ChIJZ8zNQNLDaC4R_RSlqCZxR6U,4.6,ChIJZ8zNQNLDaC4R_RSlqCZxR6U,"['lodging', 'point_of_interest', 'establishment']",5.0,{'open_now': True},,"{'compound_code': '3M6Q+8G Babakan Penghulu, Bandung City, West Java, Indonesia', 'global_code': '6P593M6Q+8G'}",https://www.google.com/maps/place/?q=place_id:ChIJZ8zNQNLDaC4R_RSlqCZxR6U
OPERATIONAL,"Kompleks Tahura, Jl. Ir. H. Juanda No.99, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia","{'location': {'lat': -6.858931999999999, 'lng': 107.63074}, 'viewport': {'northeast': {'lat': -6.857563920107277, 'lng': 107.6320607298927}, 'southwest': {'lat': -6.860263579892721, 'lng': 107.6293610701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Hutan Raya Ir. H. Djuanda,"[{'height': 2046, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113627008247865492426"">budhi darma</a>'], 'photo_reference': 'AUGGfZlQ3RsBVL1BDqzj4_IyZT4_arWQot7fjWPM6ZexlVcvx4l6-xHOfWumstkBhqWP4fKkgC5ZiadSdv_4QERo5so_ZAC-uFg4ZTzEFmKnNudtVyEGojY71X6RsgrFS6TfCTpPyMd-zD_SnE4ujtCw20EjxzWHTy155rfvssZ7v6lCGS10', 'width': 3065}]",ChIJhz3JLbjgaC4RsVhSF1nAZPY,4.6,ChIJhz3JLbjgaC4RsVhSF1nAZPY,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",18269.0,{'open_now': False},,"{'compound_code': '4JRJ+C7 Ciburial, Bandung Regency, West Java, Indonesia', 'global_code': '6P594JRJ+C7'}",https://www.google.com/maps/place/?q=place_id:ChIJhz3JLbjgaC4RsVhSF1nAZPY
OPERATIONAL,"3M6Q+V4R, Babakan Penghulu, Cinambo, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9377561, 'lng': 107.6877669}, 'viewport': {'northeast': {'lat': -6.936493370107279, 'lng': 107.6891481798927}, 'southwest': {'lat': -6.939193029892722, 'lng': 107.6864485201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kosan,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118279689942520075270"">A Google User</a>'], 'photo_reference': 'AUGGfZk2yL0LVp6_gvd7NKZDPSC9_mt3gG9lWWzLbYD7DkckWdwcWauTgGcPXXUnyExFeYP5xAUv6j4ff8iuBfUHndhSNYEN50KirIcVWa7kB_kh34KWRqIu-AbcQQWU_PUagmlxUCo4uVOUU0_zpdrwlxXkPM3p9KwdDK__4qqkI--WXW4C', 'width': 720}]",ChIJLQkaUQDDaC4RjytQ2s-3MOo,0.0,ChIJLQkaUQDDaC4RjytQ2s-3MOo,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJLQkaUQDDaC4RjytQ2s-3MOo
OPERATIONAL,"Jl. Rancameong kontrakan haji basyari No.12, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat 40294, Indonesia","{'location': {'lat': -6.9395663, 'lng': 107.6879926}, 'viewport': {'northeast': {'lat': -6.938221070107278, 'lng': 107.6893499298927}, 'southwest': {'lat': -6.940920729892722, 'lng': 107.6866502701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kontrakan haji Basari lama,,ChIJ0X1BNgDDaC4RSNs2QtuNEjw,0.0,ChIJ0X1BNgDDaC4RSNs2QtuNEjw,"['lodging', 'point_of_interest', 'establishment']",0.0,,,"{'compound_code': '3M6Q+55 Babakan Penghulu, Bandung City, West Java, Indonesia', 'global_code': '6P593M6Q+55'}",https://www.google.com/maps/place/?q=place_id:ChIJ0X1BNgDDaC4RSNs2QtuNEjw
OPERATIONAL,"3M6W+WHF, Babakan Penghulu, Cinambo, Bandung City, West Java 40293, Indonesia","{'location': {'lat': -6.9376924, 'lng': 107.6964331}, 'viewport': {'northeast': {'lat': -6.936337970107279, 'lng': 107.6978106298927}, 'southwest': {'lat': -6.939037629892723, 'lng': 107.6951109701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Java Trans,,ChIJqUGwP6vDaC4RcQTcmka8oO0,5.0,ChIJqUGwP6vDaC4RcQTcmka8oO0,"['car_rental', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJqUGwP6vDaC4RcQTcmka8oO0
OPERATIONAL,"Jl. Soekarno Hatta No.723, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","{'location': {'lat': -6.9368196, 'lng': 107.6921043}, 'viewport': {'northeast': {'lat': -6.935561170107277, 'lng': 107.6934637298927}, 'southwest': {'lat': -6.938260829892721, 'lng': 107.6907640701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RENTAL SANTUY,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116953023560016946920"">A Google User</a>'], 'photo_reference': 'AUGGfZknFStgN72HUPNy1pdT7TRkKXBWFLd60wJirnZpRox7RCffQXZpa6Fs3fZbNEYDDDkurv9gP6UP3oCnmZ0kue8GT_RWwpNmBFb_hCrx8NACBCntS9-qLg8lM8XxUTun8tTTx3voNJ7Cl8PAS_xOWo4pfRI3KuPH3pre97T3szWx9u8H', 'width': 900}]",ChIJ52pBqADDaC4RVcUA7F7MTyY,0.0,ChIJ52pBqADDaC4RVcUA7F7MTyY,"['lodging', 'point_of_interest', 'establishment']",0.0,,,"{'compound_code': '3M7R+7R Babakan Penghulu, Bandung City, West Java, Indonesia', 'global_code': '6P593M7R+7R'}",https://www.google.com/maps/place/?q=place_id:ChIJ52pBqADDaC4RVcUA7F7MTyY
