formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,types,business_status,opening_hours,photos,plus_code,rating,user_ratings_total,permanently_closed,url
"JC82+5Q9, Desa, Kuta Jungak, Kec. Siempat Rube, Kabupaten Pakpak Bharat, Sumatera Utara 22272, Indonesia","{'location': {'lat': 2.6154089, 'lng': 98.4019754}, 'viewport': {'northeast': {'lat': 2.616459929892723, 'lng': 98.40395052989273}, 'southwest': {'lat': 2.613760270107278, 'lng': 98.40125087010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Kininduma Simantas,ChIJSyCHP3gzMDARq8bWZt5XhfE,ChIJSyCHP3gzMDARq8bWZt5XhfE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106913018611615708219"">A Google User</a>'], 'photo_reference': 'AUGGfZnILdMSsmXxrAkk6QK1tjB11CUN7KML8h8qXAzEXvyLfyrfifxqovg91KxNOyZcC5M9NPqwGxKwF40a0NEkAkms9t4-3jf_9pEdNnfx3irrv-EKKtDQDcehCPiFyUsOaqvSOgvbsSTnexm_ArrKlB7RhJCfDlT0Obwwux2CNwZPIF2V', 'width': 2352}]",,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJSyCHP3gzMDARq8bWZt5XhfE
"C5PJ+Q3, Lae Mbentar, Pagindar, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.436881, 'lng': 98.1801675}, 'viewport': {'northeast': {'lat': 2.438230829892722, 'lng': 98.18151732989273}, 'southwest': {'lat': 2.435531170107277, 'lng': 98.17881767010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara kite batu,ChIJlzUOSyMhMDAR2S79Qv22bSE,ChIJlzUOSyMhMDAR2S79Qv22bSE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJlzUOSyMhMDAR2S79Qv22bSE
"H9X6+2F, Siempat Rube I, Siempat Rube, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5975917, 'lng': 98.36114169999999}, 'viewport': {'northeast': {'lat': 2.599197629892722, 'lng': 98.36227367989271}, 'southwest': {'lat': 2.596497970107277, 'lng': 98.35957402010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sampurn lae tpu,ChIJ3XAUo2YxMDAR8l93SpIeAlk,ChIJ3XAUo2YxMDAR8l93SpIeAlk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115297264514054243345"">A Google User</a>'], 'photo_reference': 'AUGGfZmc_4cUIBK23rf4n8cW8jz4tBQyYNlCF14w0kECCQEyjGhqSZNzPW5CmiXtI6_YI-kf_FKWcHPK_i8pRTwgD4hI2kSSV7HfAq2NIfwO9jn4abu_BKSMguQPeYczRxqMP_os2fMtv9F6LMfFB1OhrO08-2BzhICM8nMAsK7uoKgfLohj', 'width': 1872}]",,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ3XAUo2YxMDAR8l93SpIeAlk
"J84P+8HW, Prongil, Tinada, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6058746, 'lng': 98.3364673}, 'viewport': {'northeast': {'lat': 2.607282929892722, 'lng': 98.33778992989274}, 'southwest': {'lat': 2.604583270107278, 'lng': 98.33509027010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa prongil,ChIJH3lYdjIxMDARzQ-K7I6Pdv8,ChIJH3lYdjIxMDARzQ-K7I6Pdv8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJH3lYdjIxMDARzQ-K7I6Pdv8
"M8GH+JMX, Kutadame, Kerajaan, Pakpak Bharat Regency, North Sumatra 22272, Indonesia","{'location': {'lat': 2.6766242, 'lng': 98.3292219}, 'viewport': {'northeast': {'lat': 2.677458279892722, 'lng': 98.33099807989271}, 'southwest': {'lat': 2.674758620107278, 'lng': 98.32829842010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Galiaman Lae Peggih,ChIJxaJFIes3MDARgmtoA-bx3FQ,ChIJxaJFIes3MDARgmtoA-bx3FQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"[{'height': 1599, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112019074058693198380"">A Google User</a>'], 'photo_reference': 'AUGGfZkiHqu5xRy3k5oMv9O7j4-wZ99mlNh6X6ZnRs6cVCv8UjM0SQowFQZZNBGQmJvv2qmRSqwEHd9KLb4ToETDFBuPP0YJKE2nEZAp2ZiNrEZeLEXYwbW9PEec0DDZzxKGgtx194c0npDlojleZxPMDoDaiaRO1sm2UlJc_FW9KPXQ-0LG', 'width': 899}]",,3.8,4.0,,https://www.google.com/maps/place/?q=place_id:ChIJxaJFIes3MDARgmtoA-bx3FQ
"G4F2+FH, Napatalun Parlambuka, Pagindar, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5237038, 'lng': 98.10142359999999}, 'viewport': {'northeast': {'lat': 2.525053629892723, 'lng': 98.10277342989274}, 'southwest': {'lat': 2.522353970107278, 'lng': 98.10007377010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lae sawa,ChIJ5cilHQAZMDARjSqmcjRlysA,ChIJ5cilHQAZMDARjSqmcjRlysA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ5cilHQAZMDARjSqmcjRlysA
"G9FW+JH, Lae Langge Namuseng, Sitellu Tali Urang Julu, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5240572, 'lng': 98.3964072}, 'viewport': {'northeast': {'lat': 2.525250029892722, 'lng': 98.39774687989274}, 'southwest': {'lat': 2.522550370107277, 'lng': 98.39504722010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mbilulungn,ChIJscp6MwAvMDARtJaHvoenrtc,ChIJscp6MwAvMDARtJaHvoenrtc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJscp6MwAvMDARtJaHvoenrtc
"F4HF+G7P, Pagindar, Pakpak Bharat Regency, North Sumatra 22271, Indonesia","{'location': {'lat': 2.4788387, 'lng': 98.12320749999999}, 'viewport': {'northeast': {'lat': 2.482661149999999, 'lng': 98.12449002989271}, 'southwest': {'lat': 2.47756455, 'lng': 98.12179037010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Pangkalanpuge,ChIJ1zk_4XkfMDARRpaIDIbx470,ChIJ1zk_4XkfMDARRpaIDIbx470,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110840787987818070776"">Rendra Dwiariaguna</a>'], 'photo_reference': 'AUGGfZlWEZ1Z7dr_bSYMZ96ay13CNiUVWVu_P97bhboG0FggdlzS_t4DwK5tyILIoI9tsZUY6cQ-4anhKPbPaGXBw_fHiFLxi_8f8-hVEDdJOG2qBsm8WzfVglpq9crVh49hPBNpnESYZt11lYsezvT8WRQgsw9Tv6QDCCpGpunL6a4NSpDt', 'width': 3024}]",,5.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJ1zk_4XkfMDARRpaIDIbx470
"F9QM+GF, Ulu Merah, Sitellu Tali Urang Julu, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.4887566, 'lng': 98.3837485}, 'viewport': {'northeast': {'lat': 2.490164279892722, 'lng': 98.38521317989272}, 'southwest': {'lat': 2.487464620107278, 'lng': 98.38251352010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lahan D.Purba,ChIJzYSXZAApMDARDHQjNC0Esqg,ChIJzYSXZAApMDARDHQjNC0Esqg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJzYSXZAApMDARDHQjNC0Esqg
"Tinada, Pakpak Bharat Regency, North Sumatra 22272, Indonesia","{'location': {'lat': 2.5838425, 'lng': 98.27856}, 'viewport': {'northeast': {'lat': 2.585192329892722, 'lng': 98.27990982989272}, 'southwest': {'lat': 2.582492670107277, 'lng': 98.27721017010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Lae Sampuren Singgabit,ChIJN5pqxlMlMDAR7U8dsNNQvYw,ChIJN5pqxlMlMDAR7U8dsNNQvYw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117988242719087393091"">A Google User</a>'], 'photo_reference': 'AUGGfZnkqbaa_RF_OAQGDprRjanZnXGMh6j9iMBBLvvrdwRjMrPf8oGeNcp-HehJdQa1zm4zQ_ZwRg-m03FX8wcIqZ3kc1FupsuLul5mgK-8uDWouGqQbTZPYfys43V43xIOp24r_ihi_9f4XPn5Abw49TEBEM1CTtALZm2-OMFnY_2tWsPK', 'width': 1840}]","{'compound_code': 'H7MH+GC Tinada, Pakpak Bharat Regency, North Sumatra, Indonesia', 'global_code': '6MJWH7MH+GC'}",3.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJN5pqxlMlMDAR7U8dsNNQvYw
"G8W9+W48, Unnamed Road, Salak II, Kec. Salak, Kabupaten Pakpak Bharat, Sumatera Utara 22272, Indonesia","{'location': {'lat': 2.5472996, 'lng': 98.3178185}, 'viewport': {'northeast': {'lat': 2.548745329892722, 'lng': 98.31916992989272}, 'southwest': {'lat': 2.546045670107277, 'lng': 98.31647027010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Bapak Imelda Banurea,ChIJCTd3-qcvMDARjQ9UdyAHbMA,ChIJCTd3-qcvMDARjQ9UdyAHbMA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115976443849584220578"">A Google User</a>'], 'photo_reference': 'AUGGfZme0seHdWh3A1oce8d4624we3eN_RKFMgSWXgduJSDsfPpVkqMgYt54hFnvtmHqTLPXtbDWxr3HthBM7cfWMgBu_5AyEC_tB58Pwl9YObmeWglIPyVxDLMFyMZMpdDrKOXak5P4zZLHfF85_ekX93TOIt08-yjDJw6z18iuGjWfdYXk', 'width': 2448}]",,2.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJCTd3-qcvMDARjQ9UdyAHbMA
"G923+5X5, Cikaok, Sitellu Tali Urang Julu, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5003859, 'lng': 98.3549695}, 'viewport': {'northeast': {'lat': 2.503325750000001, 'lng': 98.35875715}, 'southwest': {'lat': 2.49940595, 'lng': 98.35370694999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,tahuma mpung LA.Munthe,ChIJ08BoMQApMDARW-0vy1PN9G0,ChIJ08BoMQApMDARW-0vy1PN9G0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ08BoMQApMDARW-0vy1PN9G0
"H85M+Q99, Boangmanalu Salak, Salak, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5594098, 'lng': 98.33348509999999}, 'viewport': {'northeast': {'lat': 2.560413829892723, 'lng': 98.33525392989272}, 'southwest': {'lat': 2.557714170107278, 'lng': 98.33255427010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa boang manalu,ChIJL2zabYovMDARQWK6BRTIl5I,ChIJL2zabYovMDARQWK6BRTIl5I,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114681398360190775606"">A Google User</a>'], 'photo_reference': 'AUGGfZnvcGEbPAiHqL0w3xov2WVLx2VBKkEvy_jN-iZj9iXtH2Ad_h0H9GWHegB6Wew9oqN-GIoiKPr6xSBWeRFAVtgRkcaAxX7hS-oLMBAi7vRupoDsB502Y1ROX5jco-yee7C9Z9l2NXdo0_4OoDy9Gw8ZjbtXCZN3y8T7-YT1LqghU9Qa', 'width': 1080}]",,3.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJL2zabYovMDARQWK6BRTIl5I
"G5GC+VV, Simerpara, Pergetteng Getteng Sengkut, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5272023, 'lng': 98.1722192}, 'viewport': {'northeast': {'lat': 2.528552129892722, 'lng': 98.17356902989273}, 'southwest': {'lat': 2.525852470107278, 'lng': 98.17086937010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Tanjung Suari,ChIJGTerNv8jMDARZUDJq56sLrA,ChIJGTerNv8jMDARZUDJq56sLrA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110918476073680883543"">ARIEF POEDJIANTO</a>'], 'photo_reference': 'AUGGfZl76nxV3vG02p9hwMlOJVQtmtlUfzibcZUpA_eWMgCFkyelNMnTLnT3yZWoqGLfGaDW6gA4bwKMFGCmfY6OLwkgWOZa7q124th6gzjV4q4yOiFDwW5mdgCXQjiGHAABHvAr8Qnjbz9nW1y8AoAS25uXJtocuLsPOq9BhWtd0si2E5dP', 'width': 4608}]",,4.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJGTerNv8jMDARZUDJq56sLrA
"G8W9+X4W, Unnamed Road, Salak II, Kec. Salak, Kabupaten Pakpak Bharat, Sumatera Utara 22272, Indonesia","{'location': {'lat': 2.5474878, 'lng': 98.31782749999999}, 'viewport': {'northeast': {'lat': 2.548809629892722, 'lng': 98.31917687989272}, 'southwest': {'lat': 2.546109970107278, 'lng': 98.31647722010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Lae Nauli, Salak",ChIJf8xMDdIvMDARKtdkVYOAC2M,ChIJf8xMDdIvMDARKtdkVYOAC2M,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102766233858016623413"">A Google User</a>'], 'photo_reference': 'AUGGfZmHTOX1UqeWkCQIlLH-rCPbK0wMAOyf1SyTzg1YYyCQtprh3dVlagTjYy_CgnfNsX63uA_DTUrilBQc7kWHAzbA5X_oCoKsRHFR7F3u_0eHUcf54uqutvbnj9cFooWdqFAGo64mzApoxd-AwnPWC4HZzyptbUDeQDASuFDmRQ_zhTJb', 'width': 1872}]",,5.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJf8xMDdIvMDARKtdkVYOAC2M
"F5MG+V6V, Pagindar, Pakpak Bharat Regency, North Sumatra 22271, Indonesia","{'location': {'lat': 2.4847371, 'lng': 98.17554910000001}, 'viewport': {'northeast': {'lat': 2.486087229892722, 'lng': 98.17690562989272}, 'southwest': {'lat': 2.483387570107278, 'lng': 98.17420597010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Lae Pagindar,ChIJkTfGQgAhMDARiL9Ao_bDZps,ChIJkTfGQgAhMDARiL9Ao_bDZps,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJkTfGQgAhMDARiL9Ao_bDZps
"H7J5+346, Mahala, Tinada, Pakpak Bharat Regency, North Sumatra 22272, Indonesia","{'location': {'lat': 2.5801532, 'lng': 98.2577531}, 'viewport': {'northeast': {'lat': 2.581503029892722, 'lng': 98.25910292989272}, 'southwest': {'lat': 2.578803370107277, 'lng': 98.25640327010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Lae Kedahup'n,ChIJUWFlByslMDARhI8gb2Yl8Gc,ChIJUWFlByslMDARhI8gb2Yl8Gc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117988242719087393091"">A Google User</a>'], 'photo_reference': 'AUGGfZl-JmsnjG3nb7N051DC4A92rVCSWmDoExZ0xoyXL33XNRbQQ9XRicKGd_29H0PfKefZU9Z7hWuycTt_nGE65s2dY0hVLg8FT9wq-cjv85Vd31Sd8x1jZbs761DD1D3iHLJ7aQZalON-Enx5p4MTFphu9Ha-Y7lvL00nlhQ7KCWUkTS_', 'width': 6000}]",,5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJUWFlByslMDARhI8gb2Yl8Gc
"G4PX+C36, Sibagindar, Pagindar, Pakpak Bharat Regency, North Sumatra 22272, Indonesia","{'location': {'lat': 2.5360311, 'lng': 98.1476311}, 'viewport': {'northeast': {'lat': 2.537380929892722, 'lng': 98.14898092989272}, 'southwest': {'lat': 2.534681270107277, 'lng': 98.14628127010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Kapur,ChIJXaDUSCgjMDARM07vnOzkyYQ,ChIJXaDUSCgjMDARM07vnOzkyYQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102401203860826236926"">A Google User</a>'], 'photo_reference': 'AUGGfZnhJ0L8AU9Klyesl6wmaBU6do2f2XyI5HUXZL71VdFXJaFtjGXKsHvqJTg7akoeGjqIopyCFevroylxt9Vo6UMqUzsr2684ipNXPq8zLi3nArrc9CeDx8ftuj-2GXKrxQSTZSQ2oUE5U2lCdU1uo9DaAZHFzdeyk57ZVlWkdo8IPyP1', 'width': 3120}]",,4.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJXaDUSCgjMDARM07vnOzkyYQ
"H4GX+H72, Bandar Baru, Sitellu Tali Urang Jehe, Pakpak Bharat Regency, North Sumatra 22272, Indonesia","{'location': {'lat': 2.5763986, 'lng': 98.14813319999999}, 'viewport': {'northeast': {'lat': 2.577748429892723, 'lng': 98.14948302989274}, 'southwest': {'lat': 2.575048770107278, 'lng': 98.14678337010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Lau Rimau,ChIJiy_ZXLwiMDARjQ9E9t4yDps,ChIJiy_ZXLwiMDARjQ9E9t4yDps,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJiy_ZXLwiMDARjQ9E9t4yDps
"H83F+RQ8, Unnamed Road, Salak II, Kec. Salak, Kabupaten Pakpak Bharat, Sumatera Utara 22272, Indonesia","{'location': {'lat': 2.5545385, 'lng': 98.3244514}, 'viewport': {'northeast': {'lat': 2.555985679892722, 'lng': 98.32571797989273}, 'southwest': {'lat': 2.553286020107278, 'lng': 98.32301832010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Lae Nauli, Desa Salak I, Kec. Salak",ChIJGerZnw0vMDARe8GJf6RVWuw,ChIJGerZnw0vMDARe8GJf6RVWuw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,4.5,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJGerZnw0vMDARe8GJf6RVWuw
"J774+8GC, panggegean, Bandar Baru, Kec. Sitellu Tali Urang Jehe, Kabupaten Pakpak Bharat, Sumatera Utara 22272, Indonesia","{'location': {'lat': 2.6133045, 'lng': 98.2562746}, 'viewport': {'northeast': {'lat': 2.614649529892722, 'lng': 98.25762892989272}, 'southwest': {'lat': 2.611949870107277, 'lng': 98.25492927010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian alam DESA BANDAR BARU,ChIJBeG0nBY7MDAR4kludJOuxDc,ChIJBeG0nBY7MDAR4kludJOuxDc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113071077006300209955"">Fredy Tinendoengs</a>'], 'photo_reference': 'AUGGfZlpF0tca7OAG0OYZ6KYkjP7rdmC9Q1ep311PbEaXBR_3NDCYdQD-kIgMkMrM6e7dIu9rCBwrN85aLiVKRpalx8v36yqMJov3OQ7-vuoGGUPw4cGYJ1-WJhVKb2sV9Tf47NC3BViFrjbBHG0S_b1GDfOW2Ij7uMgCnWzA0XFpwT6Vqc', 'width': 4160}]",,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJBeG0nBY7MDAR4kludJOuxDc
"J8W3+76G, Kutasaga, Kerajaan, Pakpak Bharat Regency, North Sumatra 22271, Indonesia","{'location': {'lat': 2.6456885, 'lng': 98.30307540000001}, 'viewport': {'northeast': {'lat': 2.647038329892723, 'lng': 98.30442482989274}, 'southwest': {'lat': 2.644338670107278, 'lng': 98.30172517010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jl tanjung rahu,ChIJafvrQwc7MDARUFOY7TxSr30,ChIJafvrQwc7MDARUFOY7TxSr30,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117988242719087393091"">A Google User</a>'], 'photo_reference': 'AUGGfZlvr_veNF5c11M7GTkY1w9jNHtdWLUXp3xnfsX7r5nwUh6g-wNcFUYh_eYiAfD--e8vzT1gRdja81HzSbP5TTukmpY9Sh1oDg86hLeELp0PDkI6kFwMbyNSsBfbSsyCRJsb8-IfDjWUFGqTJjWl_HWzkESpW8omHV_X7O08-rWhxHXe', 'width': 1840}]",,5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJafvrQwc7MDARUFOY7TxSr30
"H8FM+J5R, Jalan Karajoan, Silima Kuta, Salak, Pakpak Bharat Regency, North Sumatra 22272, Indonesia","{'location': {'lat': 2.574124, 'lng': 98.3328849}, 'viewport': {'northeast': {'lat': 2.575452979892722, 'lng': 98.33425112989272}, 'southwest': {'lat': 2.572753320107277, 'lng': 98.33155147010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gapura Kota Salak,ChIJ_SbvfxovMDAR9RY_uaZJ1UM,ChIJ_SbvfxovMDAR9RY_uaZJ1UM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107001104719429174631"">Reza Maha</a>'], 'photo_reference': 'AUGGfZkQ1nKVy-fse1K2ytPlJvmIn4Ca9DR82F-jKT9cJ_sWoDgfJqkf2-NZmXi6VWAjwsx0JtzArNd4Z16d59-TenlXHlqCMc9q4vhnGSuyXATdTk_pn-Xa8znE1WWT5D7wVvC3BtksTzCjU4nh4Y6wX9maPLrCuiK5ZebM2oJolopsI5qz', 'width': 4000}]",,5.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJ_SbvfxovMDAR9RY_uaZJ1UM
"F9XF+RPP, Namo Tandak, Rumerah, Ulu Merah, Sitellu Tali Urang Julu, Pakpak Bharat Regency, North Sumatra 22272, Indonesia","{'location': {'lat': 2.4995855, 'lng': 98.3743428}, 'viewport': {'northeast': {'lat': 2.500868629892722, 'lng': 98.37587982989272}, 'southwest': {'lat': 2.498168970107277, 'lng': 98.37318017010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian Alam Lae Merah,ChIJj8XMffEpMDARkcz0ABzFnhY,ChIJj8XMffEpMDARkcz0ABzFnhY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107350965184259891842"">A Google User</a>'], 'photo_reference': 'AUGGfZlew6-XWa2nCvZ2-a8fYKJw2-mVmFn_6F7b50CcX_VpIgizUQ5kTguRU1QndvJOjFUx1hZ_Vpl_BORlNa3v9Df_3w6uPxX43tjMiM3VwAuSZpJLYrAa9GkPxQAAu6waEPWSrdi0qNHD1mauDcJrmUKZduS_tSF3zOI-xzBLBaVk6JEr', 'width': 2448}]",,5.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJj8XMffEpMDARkcz0ABzFnhY
