business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,url,price_level
OPERATIONAL,"Jl. Puri Kembangan No.001/008, RT.6/RW.8, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610, Indonesia","{'location': {'lat': -6.1809153, 'lng': 106.7498522}, 'viewport': {'northeast': {'lat': -6.179571420107279, 'lng': 106.7512023798927}, 'southwest': {'lat': -6.182271079892723, 'lng': 106.7485027201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Puri Salam Homestay,"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106405517124962466860"">A Google User</a>'], 'photo_reference': 'AUGGfZll7QB8tkPwmhMuz_kcTjWalMyody4EWoOY1ta2aOiaTFkO7g0CCv-IPT9jNRI5weQ84aPiNIft_doSgMS88bllO7cz1iYr8HUHDROOQQHBGf1nP_5gZhvmK_bM_MstHGt_CFPW2zXPQO2OOgQgs6hLZmimlr61i5CnbQNGj3NthOMm', 'width': 1280}]",ChIJ6fD2-Ar3aS4R4zB-CVC7abw,"{'compound_code': 'RP9X+JX South Kembangan, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RP9X+JX'}",4.2,ChIJ6fD2-Ar3aS4R4zB-CVC7abw,"['lodging', 'point_of_interest', 'establishment']",60,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ6fD2-Ar3aS4R4zB-CVC7abw,
OPERATIONAL,"RP2Q+PP2, Jl. Safir Raya, RT.18/RW.4, Meruya Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620, Indonesia","{'location': {'lat': -6.1982338, 'lng': 106.7392756}, 'viewport': {'northeast': {'lat': -6.196814770107278, 'lng': 106.7406255798927}, 'southwest': {'lat': -6.199514429892722, 'lng': 106.7379259201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Beautiful Room,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106040957344864820763"">PHREAKER BOYS</a>'], 'photo_reference': 'AUGGfZnrahQhJT566eBC41gXDLCSgjxt1JPAS2NguWUtp5PwpNoqfHzJ8MxeX9CdKKl2hBUPICZ0t7qyM2g8fIS0rcNffSLpNDQSEtYKvJ-KymP7FKsRWMxFgbiWVKY0l0a2AW9MNqtv4eyMII5Q3BXFSHQHxmy-gXgwUJmkPnLdBuYBRiKz', 'width': 4128}]",ChIJEe0HTWj3aS4RpwPrdVBWMK8,,4.4,ChIJEe0HTWj3aS4RpwPrdVBWMK8,"['lodging', 'point_of_interest', 'establishment']",37,,https://www.google.com/maps/place/?q=place_id:ChIJEe0HTWj3aS4RpwPrdVBWMK8,
OPERATIONAL,"Jl. Kedoya Raya No.4 10, RT.10/RW.4, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520, Indonesia","{'location': {'lat': -6.18976, 'lng': 106.7624964}, 'viewport': {'northeast': {'lat': -6.188492620107278, 'lng': 106.7638448798927}, 'southwest': {'lat': -6.191192279892721, 'lng': 106.7611452201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Transit Tomang,"[{'height': 1362, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107175014229844269951"">Hotel Transit Tomang</a>'], 'photo_reference': 'AUGGfZnXIpLZtP0qAF6TDGGaODrlL84qh28pgU11KeaZWJSJobrn95VIF_Heb4CRH2GwoMZi90b3xotpRhdnoBypQxBU-2Xi9FiktzJkoKZxkMczJG7e8GRunT4V8JR489-_likqSSGioZkz9Pu9Ls2Okghm9etGUTpgGRfexaD9ryTz73VU', 'width': 2048}]",ChIJH8ApIxv3aS4RbCFpmUsICQQ,"{'compound_code': 'RQ66+4X South Kedoya, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQ66+4X'}",4.0,ChIJH8ApIxv3aS4RbCFpmUsICQQ,"['lodging', 'point_of_interest', 'establishment']",429,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJH8ApIxv3aS4RbCFpmUsICQQ,
OPERATIONAL,"Jl. Hawaii 1C No.18, RT.6/RW.1, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610, Indonesia","{'location': {'lat': -6.183588599999999, 'lng': 106.7255628}, 'viewport': {'northeast': {'lat': -6.182240420107278, 'lng': 106.7268583298927}, 'southwest': {'lat': -6.184940079892722, 'lng': 106.7241586701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Ronz Meatshop,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110315233152474217258"">Willy Agus</a>'], 'photo_reference': 'AUGGfZk2RICMlqfbQGliKpYCuNtJpjmIzVt5A6uhYmMVBTSoP3RJLGOymOm0Ta3tWJ0F2Qg3ndrdCtqQXz8dNrnCJzGhjyWeqx2_phwjei19sNK_FdafDITqsuguQlxSR9Kbigy1NOUzxq3bMB0HscRRIWDhgYZCuyDmOy6dh8xyTAonXm4P', 'width': 4000}]",ChIJzZqEKX_3aS4RZZqitpvVG1g,"{'compound_code': 'RP8G+H6 South Kembangan, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RP8G+H6'}",4.4,ChIJzZqEKX_3aS4RZZqitpvVG1g,"['food', 'point_of_interest', 'store', 'establishment']",762,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJzZqEKX_3aS4RZZqitpvVG1g,
OPERATIONAL,"Jl. Kacang Panjang V No.3 Blok F4, RT.8/RW.7, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740, Indonesia","{'location': {'lat': -6.1638987, 'lng': 106.7429407}, 'viewport': {'northeast': {'lat': -6.162577970107278, 'lng': 106.7442960298927}, 'southwest': {'lat': -6.165277629892722, 'lng': 106.7415963701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,inDEKOST,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102366038197103577566"">Faysala Elhag</a>'], 'photo_reference': 'AUGGfZkqmXwECvPSnlL_y9VLml3NTc3ng_LWGPSnfgmBYKVTCPjHrKqaXQHKs_Bz_03sPZBvzmxlQ-oL1GvB74KpvYMhnA387h6z6m3B7sEqKDe9mI_t6QYzupTq6WmXHwHCl1u_CHC_2G91Z57jA9c8Zvu6zoRfuteHF7RtE_Yev1zBE8Yf', 'width': 3024}]",ChIJ0WG1n5b3aS4R-_7hfZ6G6yQ,"{'compound_code': 'RPPV+F5 Rawa Buaya, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RPPV+F5'}",4.6,ChIJ0WG1n5b3aS4R-_7hfZ6G6yQ,"['lodging', 'point_of_interest', 'establishment']",42,,https://www.google.com/maps/place/?q=place_id:ChIJ0WG1n5b3aS4R-_7hfZ6G6yQ,
OPERATIONAL,"Jalan Haji Harun 2 140 Permata Eksekutif Apartemen Tower 2 Unit PHB RT.1/RW.6 Kelapa Dua Kota Jakarta Barat Tower II lt.PH-B, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540, Indonesia","{'location': {'lat': -6.2164354, 'lng': 106.7648317}, 'viewport': {'northeast': {'lat': -6.214996570107277, 'lng': 106.7661745298927}, 'southwest': {'lat': -6.217696229892721, 'lng': 106.7634748701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,PENTHOUSE @PERMATA EXECUTIVE,"[{'height': 560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103663826217869818778"">A Google User</a>'], 'photo_reference': 'AUGGfZknYgdmwQG_dvagDEbTfjxtXLS-XuLOVTqmXzHUO_rT5dT0HWhryRGaIRwPbttw3O4BsNpnfXIWIaUd1ViSvDwXA657ubV8SunEs3kHGQlr2nhS_kmM7nNthZ01LzTylJZXSm9CPZX_FGP2ppqsN1kdkoK_6DA3qVFiszcXGzEO2aA', 'width': 898}]",ChIJ0w6sgyv3aS4Rbm39yyQPh0s,"{'compound_code': 'QQM7+CW Kelapa Dua, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QQM7+CW'}",4.2,ChIJ0w6sgyv3aS4Rbm39yyQPh0s,"['lodging', 'point_of_interest', 'establishment']",12,,https://www.google.com/maps/place/?q=place_id:ChIJ0w6sgyv3aS4Rbm39yyQPh0s,
OPERATIONAL,"Jl. H. Juhri No.2, RT.3/RW.8, Meruya Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610, Indonesia","{'location': {'lat': -6.2099495, 'lng': 106.7339241}, 'viewport': {'northeast': {'lat': -6.208592420107278, 'lng': 106.7353119298927}, 'southwest': {'lat': -6.211292079892722, 'lng': 106.7326122701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,The pattaya’s boarding house,,ChIJdyuIBBr3aS4Rpmir4PbA_20,"{'compound_code': 'QPRM+2H South Meruya, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QPRM+2H'}",2.5,ChIJdyuIBBr3aS4Rpmir4PbA_20,"['lodging', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJdyuIBBr3aS4Rpmir4PbA_20,
OPERATIONAL,"Jl. Kav. DKI No.17 1, RT.1/RW.4, Meruya Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620, Indonesia","{'location': {'lat': -6.2053159, 'lng': 106.7319187}, 'viewport': {'northeast': {'lat': -6.203993020107277, 'lng': 106.7333021798927}, 'southwest': {'lat': -6.206692679892721, 'lng': 106.7306025201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tranquil Guesthouse Meruya,,ChIJQU4bhFv3aS4RdReDfsMucJQ,"{'compound_code': 'QPVJ+VQ South Meruya, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QPVJ+VQ'}",0.0,ChIJQU4bhFv3aS4RdReDfsMucJQ,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJQU4bhFv3aS4RdReDfsMucJQ,
OPERATIONAL,"Blok E8, Jl. Meruya Utara No.23, RT.18/RW.4, North Meruya, Kembangan, West Jakarta City, Jakarta 11620, Indonesia","{'location': {'lat': -6.198500900000001, 'lng': 106.7384316}, 'viewport': {'northeast': {'lat': -6.197231420107278, 'lng': 106.7397466798927}, 'southwest': {'lat': -6.199931079892722, 'lng': 106.7370470201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kost Sapphire 2,,ChIJfUyONGr3aS4RqL_zleGljBs,"{'compound_code': 'RP2Q+H9 North Meruya, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RP2Q+H9'}",5.0,ChIJfUyONGr3aS4RqL_zleGljBs,"['lodging', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJfUyONGr3aS4RqL_zleGljBs,
OPERATIONAL,"Jl. Raya Klp. Dua No.20, RT.6/RW.5, Klp. Dua, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11550, Indonesia","{'location': {'lat': -6.2123368, 'lng': 106.7695629}, 'viewport': {'northeast': {'lat': -6.210994670107278, 'lng': 106.7708227798927}, 'southwest': {'lat': -6.213694329892721, 'lng': 106.7681231201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kelapa 20 Residence,"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116534843353588749457"">Muh Husni</a>'], 'photo_reference': 'AUGGfZlshAYQzpzq8K0Y8xGL4qU8J_Bh_Udv9bon9FGtXowU-txgnPeMF4eWXIe1U7TjXiIKSHbKQwbicy0IbkmZcZRi9SHy8k7i1OQsgAhD1xbqQkSIQhGz8RrijjSECStLeJ572YZDguSu55SF6qb9r_y5ZxHqAZtYlDiHIj878uD4zv9I', 'width': 6000}]",ChIJVWLPNij3aS4RewN9wSoxr9Q,"{'compound_code': 'QQQ9+3R Kelapa Dua, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QQQ9+3R'}",4.5,ChIJVWLPNij3aS4RewN9wSoxr9Q,"['lodging', 'point_of_interest', 'establishment']",63,,https://www.google.com/maps/place/?q=place_id:ChIJVWLPNij3aS4RewN9wSoxr9Q,
OPERATIONAL,"Jl. Meruya Selatan No.29, Meruya Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11650, Indonesia","{'location': {'lat': -6.21371, 'lng': 106.737765}, 'viewport': {'northeast': {'lat': -6.212360170107278, 'lng': 106.7391178298927}, 'southwest': {'lat': -6.215059829892722, 'lng': 106.7364181701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,KoolKost near Mercu Buana University,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112134100378586448041"">A Google User</a>'], 'photo_reference': 'AUGGfZm8i5kxXxVbwzNpeTu24yPu21sWAE7Yv_hQJbwykqPLeJuvVITWZ48fm7WyMhVpED7DFe4ycHPWLn3A9oogO7SJjspvvznsHFLZJvlGk_36TxlmmvZUqq3gmos31lbJiQbK92m_YDcLR1Y0RmlObFlZ7o9_Iqu4LsY4J0rCBhUiiVVB', 'width': 900}]",ChIJv06hR733aS4Rh0l1eSkUCno,"{'compound_code': 'QPPQ+G4 South Meruya, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QPPQ+G4'}",3.4,ChIJv06hR733aS4Rh0l1eSkUCno,"['lodging', 'point_of_interest', 'establishment']",79,,https://www.google.com/maps/place/?q=place_id:ChIJv06hR733aS4Rh0l1eSkUCno,
OPERATIONAL,"12, Jl. Panjang No.Raya, Jakarta, Daerah Khusus Ibukota Jakarta 11520, Indonesia","{'location': {'lat': -6.1679914, 'lng': 106.7639766}, 'viewport': {'northeast': {'lat': -6.166653570107277, 'lng': 106.7653046798927}, 'southwest': {'lat': -6.169353229892721, 'lng': 106.7626050201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 866 Idola Residence,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111607623274609394772"">A Google User</a>'], 'photo_reference': 'AUGGfZluDkVzLWS_klISciGEkhmhhZUxxs984RWlnC3_wTxihm-OG8Ue3W_jhYns0vZ2LVIno20nG-I_gwMuVJ8Wt75Bb3DEQKoLEZgqnzCElap28SzQepg-TMJ1x951Lyzc1hFjbM6yE-yqSfjS1L77pNHQTaNMrEjHCA-E7rS3x1ARmvRu', 'width': 640}]",ChIJzWnzskT3aS4RQVRAAxijuF4,"{'compound_code': 'RQJ7+RH North Kedoya, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RQJ7+RH'}",3.1,ChIJzWnzskT3aS4RQVRAAxijuF4,"['lodging', 'point_of_interest', 'establishment']",230,,https://www.google.com/maps/place/?q=place_id:ChIJzWnzskT3aS4RQVRAAxijuF4,
OPERATIONAL,"Jl. Raya Klp. Dua Jl. Raya Pos Pengumben No.5, Klp. Dua, Kec. Kb. Jeruk, Jakarta, Daerah Khusus Ibukota Jakarta 11540, Indonesia","{'location': {'lat': -6.2136017, 'lng': 106.7694051}, 'viewport': {'northeast': {'lat': -6.212238270107279, 'lng': 106.7706863298927}, 'southwest': {'lat': -6.214937929892723, 'lng': 106.7679866701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Capital O 91140 Ayodya Kebon Jeruk,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101788321171682377082"">A Google User</a>'], 'photo_reference': 'AUGGfZnn0uiwuyitavEk5C6pLkc7gGzLGW8y9RIX-fk5j_X1yzcizbn98OBdAMMgxzFk0D3cvkaTI5xZZcO8zqAtdX_KpaHe76gLngFS8-uuNlDosvIeseekcOH7c8GF3Yuuz47xF2iNqMD6uqwXPCtPtI-WWf3xb0P5HrPbZPqc9kDPUI7k', 'width': 640}]",ChIJAQCLPij3aS4Rlw-Iv1oihWM,"{'compound_code': 'QQP9+HQ Kelapa Dua, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QQP9+HQ'}",2.8,ChIJAQCLPij3aS4Rlw-Iv1oihWM,"['lodging', 'point_of_interest', 'establishment']",29,,https://www.google.com/maps/place/?q=place_id:ChIJAQCLPij3aS4Rlw-Iv1oihWM,
OPERATIONAL,"Lippo Mall Puri Soekarno Hatta International Airport, Duri Kosambi, Cengkareng, West Jakarta City, Jakarta 11750, Indonesia","{'location': {'lat': -6.179563799999999, 'lng': 106.7239606}, 'viewport': {'northeast': {'lat': -6.178213570107278, 'lng': 106.7253117798927}, 'southwest': {'lat': -6.180913229892722, 'lng': 106.7226121201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Puri Mansion Diorama,,ChIJXVHt6wX3aS4RcwQKkTYex0E,"{'compound_code': 'RPCF+5H Duri Kosambi, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RPCF+5H'}",3.7,ChIJXVHt6wX3aS4RcwQKkTYex0E,"['lodging', 'point_of_interest', 'establishment']",3,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJXVHt6wX3aS4RcwQKkTYex0E,
OPERATIONAL,"Jl. Raya Klp. Dua No.34, RT.2/RW.8, Klp. Dua, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11550, Indonesia","{'location': {'lat': -6.2143351, 'lng': 106.7693414}, 'viewport': {'northeast': {'lat': -6.213006570107278, 'lng': 106.7706792798927}, 'southwest': {'lat': -6.215706229892722, 'lng': 106.7679796201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz @ Raya Kelapa Dua,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104426754130936917372"">A Google User</a>'], 'photo_reference': 'AUGGfZkD980MSjTLD1GehAw8YTx77yREoE6boQQFfv5mLt3PyWhOGxdyYExog_1vmMcWrVwGApMNVn1O6dGeMXoDHfsUHR4tuRL0XNQNO0NL08-UkW03BWyHZJ1EcGaSj5UdctfrCM--P8pIPMKkyncRQXQ_0ZrNDTR1gF8rZ0U-RBh00IAM', 'width': 900}]",ChIJJ6sUlSf3aS4RkH_Eqc-ywGI,"{'compound_code': 'QQP9+7P Kelapa Dua, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QQP9+7P'}",4.1,ChIJJ6sUlSf3aS4RkH_Eqc-ywGI,"['lodging', 'point_of_interest', 'establishment']",52,,https://www.google.com/maps/place/?q=place_id:ChIJJ6sUlSf3aS4RkH_Eqc-ywGI,
OPERATIONAL,"Jl. Raya Klp. Dua Raya No. No.5, RT.5/RW.5, Klp. Dua, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11550, Indonesia","{'location': {'lat': -6.2136692, 'lng': 106.7694687}, 'viewport': {'northeast': {'lat': -6.212297170107279, 'lng': 106.7707374798927}, 'southwest': {'lat': -6.214996829892723, 'lng': 106.7680378201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rizen Kedaton Guest House,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109216149406641682599"">Gunawan Goen</a>'], 'photo_reference': 'AUGGfZm0mzLbtY4D0mLHuYXA8gkZG1z1K9w5rCdFoAWQaTBAHGrILDLTbnDPV7cHaNw3bv3vwm9-ivLAV31sEi89Xl_Voa8Aq-MPzSr8sjp-k7FBv5QPORWDmmuIfGrmtUVpnVpSa99A-FVwyjMp6S7kKh3LZgD72bdATNMODPtXywxb74Uz', 'width': 4128}]",ChIJLUNACSf3aS4RbaoIzdF1C3A,"{'compound_code': 'QQP9+GR Kelapa Dua, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QQP9+GR'}",4.0,ChIJLUNACSf3aS4RbaoIzdF1C3A,"['lodging', 'point_of_interest', 'establishment']",113,,https://www.google.com/maps/place/?q=place_id:ChIJLUNACSf3aS4RbaoIzdF1C3A,
OPERATIONAL,"Jl. Kenikir B3 No.3, RT.11/RW.4, North Meruya, Kembangan, West Jakarta City, Jakarta 11620, Indonesia","{'location': {'lat': -6.2031535, 'lng': 106.7385424}, 'viewport': {'northeast': {'lat': -6.201795070107278, 'lng': 106.7398811798927}, 'southwest': {'lat': -6.204494729892722, 'lng': 106.7371815201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kost Ijo Tembok Tinggi,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116281085184042121866"">A Google User</a>'], 'photo_reference': 'AUGGfZmoG-dyeE695EiUASjEpQSjxG6hSRw2qRFHTqpdzCH2Aa5xRI_9JFJPIhu1Oz3fVOiaAK5KjX7DrYLAUN2FFsCuhRWKC3SOAop3IdHAGAmZ3ijYrCF9o4W25mcHYiTqrP4zC0N9C7ZJRNZsnYzM0qZVz4pyDyIwAYNHI0QIs8D-uTpY', 'width': 1280}]",ChIJQ29YoUP3aS4RGsm1hhsMjZs,"{'compound_code': 'QPWQ+PC North Meruya, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QPWQ+PC'}",4.9,ChIJQ29YoUP3aS4RGsm1hhsMjZs,"['lodging', 'point_of_interest', 'establishment']",9,,https://www.google.com/maps/place/?q=place_id:ChIJQ29YoUP3aS4RGsm1hhsMjZs,
OPERATIONAL,"QQX7+M45, RT.8/RW.7, Srengseng, Jakarta, West Jakarta City, Jakarta 11630, Indonesia","{'location': {'lat': -6.200862799999999, 'lng': 106.7628411}, 'viewport': {'northeast': {'lat': -6.199541620107278, 'lng': 106.7641201798927}, 'southwest': {'lat': -6.202241279892722, 'lng': 106.7614205201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 93543 Belmount Residence By Tos,,ChIJzys6TyL3aS4RTezBxzCjrng,,0.0,ChIJzys6TyL3aS4RTezBxzCjrng,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJzys6TyL3aS4RTezBxzCjrng,
OPERATIONAL,"Jl. Raya Klp. Dua No.5, Klp. Dua, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11550, Indonesia","{'location': {'lat': -6.2136618, 'lng': 106.7694702}, 'viewport': {'northeast': {'lat': -6.212296470107278, 'lng': 106.7707151298927}, 'southwest': {'lat': -6.214996129892722, 'lng': 106.7680154701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz Plus @ Kelapa Dua Kebon Jeruk,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105727982122442350440"">RedDoorz @ Kelapa Dua Kebon Jeruk</a>'], 'photo_reference': 'AUGGfZncZ9vSVW2QoIAT3XDfi3MgeBZwA-v3Rl32RSezn7cjdZ3gkUNtjIf6pp1CfcFxT7b-pw6wYf4S0wE4UPxy7alMF3CgK4snGEkk9uOTxLk7VPKV3I9FLmZ6vy31ZtrQyh8Qgk6gjM-rDIPmriN0uls5Hu83MYq-3KaSOVusiIRJoo6N', 'width': 900}]",ChIJV0Pxwif3aS4RefSy1d7jNHA,"{'compound_code': 'QQP9+GQ Kelapa Dua, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QQP9+GQ'}",3.8,ChIJV0Pxwif3aS4RefSy1d7jNHA,"['lodging', 'point_of_interest', 'establishment']",299,,https://www.google.com/maps/place/?q=place_id:ChIJV0Pxwif3aS4RefSy1d7jNHA,
OPERATIONAL,"Jl. K.S. Tubun No.7, RT.1/RW.7, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410, Indonesia","{'location': {'lat': -6.198453, 'lng': 106.802473}, 'viewport': {'northeast': {'lat': -6.197290020107277, 'lng': 106.8039336298927}, 'southwest': {'lat': -6.199989679892721, 'lng': 106.8012339701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Santika Premiere Slipi - Jakarta,"[{'height': 3298, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104115270318663435503"">A Google User</a>'], 'photo_reference': 'AUGGfZkO7wf5S0LHdGoOjQrBS4TMNz9PEvll_XdHguklcvjPjcM9KNvvXZ46Gg_qBO-q9d1gTsCl4FmV-CVcuSfwFE__63Jw96le1fFjkYMvfEmhWprWHxtNzZW3tRtFFir7jx06Ud3lAGZUE79NqvY0Rh2r6BxOC_70hYqRMysvqznCUbDr', 'width': 4932}]",ChIJX-_fmL32aS4R1s7lGt-UI64,"{'compound_code': 'RR22+JX Slipi, West Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RR22+JX'}",4.5,ChIJX-_fmL32aS4R1s7lGt-UI64,"['lodging', 'point_of_interest', 'establishment']",9051,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJX-_fmL32aS4R1s7lGt-UI64,
