business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,url,price_level
OPERATIONAL,"28C3+4CC, Sawarna, Bayah, Lebak Regency, Banten 42393, Indonesia","{'location': {'lat': -6.9796977, 'lng': 106.3035141}, 'viewport': {'northeast': {'lat': -6.978307920107278, 'lng': 106.3049696798927}, 'southwest': {'lat': -6.981007579892722, 'lng': 106.3022700201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Devita beach,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111652339838248387596"">A Google User</a>'], 'photo_reference': 'AUGGfZleKHZilwdAV8_rlvHhRiQL53QrLONweRSuw-ZWw7-xFdcfMwT4jI-3IRMfsSZxgWUY-keCNjxKUiZbIXOJyj_ly4CTS3WXe1v0doQIjVuxFzVOgCCdbHpAtStATRuFHYe_fhMxx2jBDjuFgVVbaqUZ2p-bJDkOo_eqLBjeMYwcvdHU', 'width': 4032}]",ChIJjWjAGymRQi4RGct56JNl9vU,,5.0,ChIJjWjAGymRQi4RGct56JNl9vU,"['lodging', 'point_of_interest', 'establishment']",10,,https://www.google.com/maps/place/?q=place_id:ChIJjWjAGymRQi4RGct56JNl9vU,
OPERATIONAL,"2885+CW5, Sawarna, Bayah, Lebak Regency, Banten 42393, Indonesia","{'location': {'lat': -6.9839362, 'lng': 106.3099206}, 'viewport': {'northeast': {'lat': -6.982621320107278, 'lng': 106.3112131798927}, 'southwest': {'lat': -6.985320979892721, 'lng': 106.3085135201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Penginapan andra,,"[{'height': 796, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117986768295492605181"">A Google User</a>'], 'photo_reference': 'AUGGfZlyBDb1ytsl454ozP2TUvWkB6zU_LSrP1Et6wVTyTc1mNjZ4LztVokWC9P25h8vhbv1f9w7UH12022utnpUi4RGkU0KA3gMUFsGwNACczDGt7ohVdjGAb6t1g8QGa6gn8mXT2Y23uzKXLyJWNvrc5N-Dh6MYZ6NEJ3pbLwz-Mr1_z0V', 'width': 1080}]",ChIJ1ylMDQCRQi4RJuQalETaFDg,,0.0,ChIJ1ylMDQCRQi4RJuQalETaFDg,"['point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ1ylMDQCRQi4RJuQalETaFDg,
OPERATIONAL,"Jalan Raya Pasar Malingping No.58, Polotot, Malingping Sel., Kec. Malingping, Kabupaten Lebak, Banten 42391, Indonesia","{'location': {'lat': -6.7862734, 'lng': 106.0173411}, 'viewport': {'northeast': {'lat': -6.784936920107278, 'lng': 106.0187066798927}, 'southwest': {'lat': -6.787636579892721, 'lng': 106.0160070201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel GBS Malingping,{'open_now': True},"[{'height': 1959, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106084217810265530826"">Hotel KATON</a>'], 'photo_reference': 'AUGGfZlX_Eky-XTK2FoUjemjKLP_BQSUFTYyT0fo7-1YNedN5tBkuFgR7DVNLrQKqZdPZu2oc7WOBmvT-eErJkfx0tAlSzMsPVuQsP81fRNi55GrnRhVTdtXwm28yKWOh3f2Wk8W3BY96ndFPLrWTC6XY1tdcNpZWiXDsQxFzV7m4xBqsOPE', 'width': 3487}]",ChIJV9hAgfhYQi4RtUL0M8cRJU4,"{'compound_code': '6278+FW South Malingping, Lebak Regency, Banten, Indonesia', 'global_code': '6P586278+FW'}",4.5,ChIJV9hAgfhYQi4RtUL0M8cRJU4,"['lodging', 'point_of_interest', 'establishment']",583,,https://www.google.com/maps/place/?q=place_id:ChIJV9hAgfhYQi4RtUL0M8cRJU4,
OPERATIONAL,"Jl. Raya Saketi - Malingping No.46, Malingping Utara, Kec. Malingping, Kabupaten Lebak, Banten 42391, Indonesia","{'location': {'lat': -6.777502699999999, 'lng': 106.0144966}, 'viewport': {'northeast': {'lat': -6.776231220107278, 'lng': 106.0158116798927}, 'southwest': {'lat': -6.778930879892722, 'lng': 106.0131120201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bahari Hotel Malingping,,"[{'height': 809, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112287308961903808377"">Hotel Bahari</a>'], 'photo_reference': 'AUGGfZklqwX9LfRtVtEUN_Ei8B7Ib4IdmWSntgXn1o9N14eXC_PatZcj_k7FEUxU-GClJQ0R7cVbaoiZ14qgaVR1-8ySekLslaEHiD0S58sDYveFGUJ7NuIcj-mn1JkUMRyXJAERJ1SSs5nqGKJk8KY0pJONhj6thGkmKNb0z31kjygJwyHB', 'width': 1440}]",ChIJTQ6D56pZQi4RWPHJBh66CVY,"{'compound_code': '62F7+2Q North Malingping, Lebak Regency, Banten, Indonesia', 'global_code': '6P5862F7+2Q'}",4.2,ChIJTQ6D56pZQi4RWPHJBh66CVY,"['lodging', 'point_of_interest', 'establishment']",519,,https://www.google.com/maps/place/?q=place_id:ChIJTQ6D56pZQi4RWPHJBh66CVY,
OPERATIONAL,"Jl. Raya Saketi - Malingping No.12, Cipeundeuy, Kec. Malingping, Kabupaten Lebak, Banten 42391, Indonesia","{'location': {'lat': -6.7770568, 'lng': 105.998572}, 'viewport': {'northeast': {'lat': -6.775815870107277, 'lng': 105.9999047298927}, 'southwest': {'lat': -6.778515529892721, 'lng': 105.9972050701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SPOT ON 2501 Rendy Putra Malingping,,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109961224296633162937"">A Google User</a>'], 'photo_reference': 'AUGGfZndU-XnN05NXr-tqK98piIEhto5FxHIOOIHOjsMB80XseT6zyu2VoOOtxhDPNlAAk11NPBVtUCsUMi9uBO-Mc2v4Ds7YFQI0zsyADjzlBvC3IrD9S6SNG7n9J0gmkz3cDxEKvi37nIv457jGSqrRIFb6qC2Wc2fOGPZPOYD0pctjgWc', 'width': 640}]",ChIJwRkuuXZbQi4RQMZ-KhjSb0g,"{'compound_code': '6XFX+5C Cipeundeuy, Lebak Regency, Banten, Indonesia', 'global_code': '6P576XFX+5C'}",3.9,ChIJwRkuuXZbQi4RQMZ-KhjSb0g,"['lodging', 'point_of_interest', 'establishment']",61,,https://www.google.com/maps/place/?q=place_id:ChIJwRkuuXZbQi4RQMZ-KhjSb0g,
OPERATIONAL,"Sukamanah, Malingping, Lebak Regency, Banten 42391, Indonesia","{'location': {'lat': -6.8127092, 'lng': 105.9931145}, 'viewport': {'northeast': {'lat': -6.811342420107277, 'lng': 105.9943741298927}, 'southwest': {'lat': -6.814042079892721, 'lng': 105.9916744701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pondok Bagedur,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100794712092221472501"">Raras Rumairah</a>'], 'photo_reference': 'AUGGfZk3rL1N3y0dLFn78S3UJD2e1v2XSzECOFXedNVfZGoideqQR-dr57zZLFclYR1y54KOcPbB2FRQJ2-0VYFDdfXgvRrGW-J1T0SFzDOKn5zH7L_mkOsv-65_9hIda2Eq5nbLTWiii_NUiS9Z4slECND8Y8hKSgMdT_lKAu3u0v2SMl94', 'width': 3000}]",ChIJV4_i8OpZQi4RZp8-qmKHIJI,"{'compound_code': '5XPV+W7 Sukamanah, Lebak Regency, Banten, Indonesia', 'global_code': '6P575XPV+W7'}",3.9,ChIJV4_i8OpZQi4RZp8-qmKHIJI,"['lodging', 'point_of_interest', 'establishment']",99,,https://www.google.com/maps/place/?q=place_id:ChIJV4_i8OpZQi4RZp8-qmKHIJI,
OPERATIONAL,"Kadumerak, Karang Tanjung, Pandeglang Regency, Banten 42251, Indonesia","{'location': {'lat': -6.2853033, 'lng': 106.1176198}, 'viewport': {'northeast': {'lat': -6.283958470107278, 'lng': 106.1189724798927}, 'southwest': {'lat': -6.286658129892722, 'lng': 106.1162728201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Horison Altama Pandeglang,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104201364382754112449"">A Google User</a>'], 'photo_reference': 'AUGGfZkOl0z3zdvY8ZrnB9pu1OpAHEY5rgJBccYuwbtK4X-bGlbMFwFNvPDrbjWaKK6zCcF7GPPebIJA8SNRMHf5h3Bwj61-aKiSfJvfmZoO7TuPKM4GTuWJnTqO-8M2O3wFALSDs-eKeZBYLXGRvvZWXJnQKPO5D6bHTz0T-JE_cL9__Bfy', 'width': 1280}]",ChIJO_e08hojQi4RwT7lQIszZ8E,"{'compound_code': 'P479+V2 Kadumerak, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P58P479+V2'}",4.3,ChIJO_e08hojQi4RwT7lQIszZ8E,"['lodging', 'point_of_interest', 'establishment']",1652,,https://www.google.com/maps/place/?q=place_id:ChIJO_e08hojQi4RwT7lQIszZ8E,
OPERATIONAL,"Jl. Raya Leuwidamar, Aweh, Kec. Rangkasbitung, Kabupaten Lebak, Banten 42312, Indonesia","{'location': {'lat': -6.371722200000001, 'lng': 106.2453967}, 'viewport': {'northeast': {'lat': -6.370386520107278, 'lng': 106.2468548298927}, 'southwest': {'lat': -6.373086179892722, 'lng': 106.2441551701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Horison Rahaya Resort, Banten",,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108644113273271545900"">A Google User</a>'], 'photo_reference': 'AUGGfZltfBZPBuN9DOn_Osq6lgxl0KdqjNjvVUuXwtZrm1Qj5uPkf-L3f5xXf29-FvW_CPB4CwqwcGGiBKLuItZo0dWjUCJHJ_784d7G06W3NHt4XIaEuQj7rkejleIYVFCaklGUCZOTm7JOmJeDbuWHVQTdlzCOV-aO3NqnAr_V3aNSvZzj', 'width': 5760}]",ChIJ0cFcY5IXQi4R_1WCp4kXm2g,"{'compound_code': 'J6HW+85 Aweh, Lebak Regency, Banten, Indonesia', 'global_code': '6P58J6HW+85'}",4.3,ChIJ0cFcY5IXQi4R_1WCp4kXm2g,"['lodging', 'point_of_interest', 'establishment']",323,,https://www.google.com/maps/place/?q=place_id:ChIJ0cFcY5IXQi4R_1WCp4kXm2g,
OPERATIONAL,"J6HW+854, Unnamed Road, Aweh, Kalanganyar, Lebak Regency, Banten 42312, Indonesia","{'location': {'lat': -6.371730899999999, 'lng': 106.2454553}, 'viewport': {'northeast': {'lat': -6.370390770107277, 'lng': 106.2468795298927}, 'southwest': {'lat': -6.373090429892721, 'lng': 106.2441798701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rahaya Resto dan Resort,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111672988874115620523"">Irpan Nasution</a>'], 'photo_reference': 'AUGGfZnUrAGPk7ZFac2oGUV_sRZU4I4hyRcKoHhH1A1ocwdv1HaYdeVr8VYp07iZS1JOAtgcsrkcKCAdKE-aa6-ezoSHY96fETOI2ZodkMpUymZRlDy-OhcmkjOcFoeJCOcbE1x9UruKwR19K0m2Q_xDMJerWwfU66U3wbMMtDatJTn84T5y', 'width': 4032}]",ChIJNRBFKmcXQi4RLPJKLMMZdUU,,4.3,ChIJNRBFKmcXQi4RLPJKLMMZdUU,"['lodging', 'point_of_interest', 'establishment']",202,,https://www.google.com/maps/place/?q=place_id:ChIJNRBFKmcXQi4RLPJKLMMZdUU,
OPERATIONAL,"Pandeglang, Pandeglang Sub-District, Pandeglang Regency, Banten 42211, Indonesia","{'location': {'lat': -6.3015969, 'lng': 106.1088087}, 'viewport': {'northeast': {'lat': -6.300232520107278, 'lng': 106.1101674298927}, 'southwest': {'lat': -6.302932179892721, 'lng': 106.1074677701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Orange Syariah,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110125772726988314273"">rina megasari</a>'], 'photo_reference': 'AUGGfZkl3ERpCHl2Iu0QQAkvbCYf4V-5lvUpbQi8EBf6kp32L1SGYCr87fhLTR6qoWl_HQwiZ81D2iuhcyKtjWsUi5QlACPSIEEyRH3C7zPH2tCKh2EB5X4-mQM6xn60bmIkoFgYEsYu4nO-QG83UvHxBko9AKP-NZtXx-EFhHGZxM1ZnGBu', 'width': 3456}]",ChIJrZVfrLUjQi4RWnGarKqBDYo,"{'compound_code': 'M4X5+9G Pandeglang, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P58M4X5+9G'}",4.4,ChIJrZVfrLUjQi4RWnGarKqBDYo,"['lodging', 'point_of_interest', 'establishment']",249,,https://www.google.com/maps/place/?q=place_id:ChIJrZVfrLUjQi4RWnGarKqBDYo,
OPERATIONAL,"Jl. Otista Raya, No 58, Rt / Rw : 001 / 004, Cijoro Pasir, Kec. Rangkasbitung, Kabupaten Lebak, Banten 42316, Indonesia","{'location': {'lat': -6.3480077, 'lng': 106.2632796}, 'viewport': {'northeast': {'lat': -6.346658670107277, 'lng': 106.2646096798927}, 'southwest': {'lat': -6.349358329892722, 'lng': 106.2619100201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Kharisma Rangkasbitung,{'open_now': True},"[{'height': 2246, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114455821679204459452"">Bachi Baka</a>'], 'photo_reference': 'AUGGfZkf7bpUfU4v49TlPnd-1V7MXIVdS1y3BynM14bI3v_3WDfkF8o0MM6w3_2_DiDUq_iVix9KOX5vcbEBFIXYtIuuqXmiU36wzRPAf3RL_PB_9fYtQcte6RvisxNbCF1Kulplt7yRxkTl8BDV5LvtHMsvDjwJvvV01aFSNFkQRrHz-9VJ', 'width': 3998}]",ChIJAQAAAMcQQi4RKiCidzTydP4,"{'compound_code': 'M727+Q8 Cijoro Pasir, Lebak Regency, Banten, Indonesia', 'global_code': '6P58M727+Q8'}",3.7,ChIJAQAAAMcQQi4RKiCidzTydP4,"['lodging', 'point_of_interest', 'establishment']",925,,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAMcQQi4RKiCidzTydP4,
OPERATIONAL,"Jl. Raya Labuan No. 7, Gardu Tanjak, Pandeglang, Pandeglang Sub-District, Pandeglang Regency, Banten 42213, Indonesia","{'location': {'lat': -6.3135033, 'lng': 106.103392}, 'viewport': {'northeast': {'lat': -6.312140020107277, 'lng': 106.1047536798927}, 'southwest': {'lat': -6.314839679892722, 'lng': 106.1020540201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pandeglang Raya Hotel,{'open_now': True},"[{'height': 295, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111354095733334251370"">A Google User</a>'], 'photo_reference': 'AUGGfZlpuMIPJ2dO2Y1N8KGiurn_JL0Pp-CymaECvUsHMSyH-OS7wlJiErr6mp8rlXdFKXg6avl0aNfP-DXsO_02YNbjrqw_mF06nNcXX9WeZGXLDVxSyQuceoZi7anb6v-ssnESKymlX807NT9j6pff00UgFE-Y20ZCvhPfoRZUBcldh1h1', 'width': 526}]",ChIJSaZ_5-ozQi4RNlQuVRUgUmQ,"{'compound_code': 'M4P3+H9 Pandeglang, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P58M4P3+H9'}",4.0,ChIJSaZ_5-ozQi4RNlQuVRUgUmQ,"['lodging', 'point_of_interest', 'establishment']",688,,https://www.google.com/maps/place/?q=place_id:ChIJSaZ_5-ozQi4RNlQuVRUgUmQ,
OPERATIONAL,"J6WW+4F3, Jl. Multatuli No.6L, Muara Ciujung Bar., Kec. Rangkasbitung, Kabupaten Lebak, Banten 42312, Indonesia","{'location': {'lat': -6.354898599999999, 'lng': 106.2469205}, 'viewport': {'northeast': {'lat': -6.353539720107279, 'lng': 106.2482747798927}, 'southwest': {'lat': -6.356239379892723, 'lng': 106.2455751201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Bumi Katineung,,"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115392664223309257615"">A Google User</a>'], 'photo_reference': 'AUGGfZkf7G9JBwPA-qQn882V8ZFbSqVFEwP7DCjRcYjm_9IOOBvst2Ss-TfhMBUqEua_fmmTGjnfTnsnrsS2jFG_N1zhIbSYIX1mYwRHe3RYfB5hIaP2S8FukYwzdzwIPL0gqijv_50O9P0XycsinhDXNg0AOoElsATQKdomMw2oYKb5o246', 'width': 4000}]",ChIJNcBs4SsXQi4RQ0p0MwNiLcs,,4.0,ChIJNcBs4SsXQi4RQ0p0MwNiLcs,"['lodging', 'point_of_interest', 'establishment']",917,,https://www.google.com/maps/place/?q=place_id:ChIJNcBs4SsXQi4RQ0p0MwNiLcs,
OPERATIONAL,"Cilangkap, Kalanganyar, Lebak Regency, Banten 42312, Indonesia","{'location': {'lat': -6.3611517, 'lng': 106.2299367}, 'viewport': {'northeast': {'lat': -6.359803770107277, 'lng': 106.2312850298927}, 'southwest': {'lat': -6.362503429892721, 'lng': 106.2285853701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Mutiara,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107706651149977440192"">yudi suhendar</a>'], 'photo_reference': 'AUGGfZk0ScVDF3MCnUHGxOzsq4gDV38ii3JaeIQpkVOFrGqJRqPP1dWNCDiVsWd7iaPx7ngt4Hx2Xf76M3TvRQgm2u3hjS83drk62-y6unmH6K44Z3V8toAsZ4w02bFvZqkPXV9li8SuRnzmB1AwgpsujWPn66vjttTqBLOnjpdEt0APnpym', 'width': 4000}]",ChIJu6w6yt8WQi4RqdYUeLYHF1I,"{'compound_code': 'J6QH+GX Cilangkap, Lebak Regency, Banten, Indonesia', 'global_code': '6P58J6QH+GX'}",3.6,ChIJu6w6yt8WQi4RqdYUeLYHF1I,"['lodging', 'point_of_interest', 'establishment']",318,,https://www.google.com/maps/place/?q=place_id:ChIJu6w6yt8WQi4RqdYUeLYHF1I,
OPERATIONAL,"Jl. Letnan Bolang No.10, Pandeglang, Kec. Pandeglang, Kabupaten Pandeglang, Banten 42211, Indonesia","{'location': {'lat': -6.30648, 'lng': 106.1062476}, 'viewport': {'northeast': {'lat': -6.305187270107278, 'lng': 106.1075760298927}, 'southwest': {'lat': -6.307886929892722, 'lng': 106.1048763701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sejahtera Hotel,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109488020246465013418"">Fatih Sehat</a>'], 'photo_reference': 'AUGGfZmVjm7BNSITrOpdq7kYQnhK0h_pw_upUbB6SC9uq7paVhR1QdpgUzARtCKDP1goMWzWnCdC0oR4Ku1HtLeNgcb5fxlSxuPlX6tVEFkQupdxdVlq6uKdTFwpeFZHSvSi2sTWUkK1CVZI6wAsXpxWNE73IEFdW_ln8G662gKi9Iy58Xh6', 'width': 3264}]",ChIJrU89SiEjQi4RQ0Itexzdydw,"{'compound_code': 'M4V4+CF Pandeglang, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P58M4V4+CF'}",3.9,ChIJrU89SiEjQi4RQ0Itexzdydw,"['lodging', 'point_of_interest', 'establishment']",192,,https://www.google.com/maps/place/?q=place_id:ChIJrU89SiEjQi4RQ0Itexzdydw,
OPERATIONAL,"Jl. Kimaklum No.31, Muara Ciujung Bar., Kec. Rangkasbitung, Kabupaten Lebak, Banten 42312, Indonesia","{'location': {'lat': -6.3521757, 'lng': 106.2485279}, 'viewport': {'northeast': {'lat': -6.350883370107279, 'lng': 106.2498755798927}, 'southwest': {'lat': -6.353583029892723, 'lng': 106.2471759201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Wijaya,,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116387508236928884614"">Mohamad Yunus</a>'], 'photo_reference': 'AUGGfZlUt4059qUZYW_MMf9Iqd2aaVX5LhJbmPhYgaDY9dK7bZvVYWv_2wSX4ZQ259Zb-90EOnt3uq4miGiLfXmiZpqM7qsUO2owu9fYJyaLrKi5gGQnuGh-hjw83Enj3KH_330KfTqJO18oH3NRdQ_JKKgS4m3Jd1K8acZ13Vp6eu-Kwu4P', 'width': 4640}]",ChIJJaKIXiwXQi4Rtp_sC6y6rTA,"{'compound_code': 'J6XX+4C West Muara Ciujung, Lebak Regency, Banten, Indonesia', 'global_code': '6P58J6XX+4C'}",3.4,ChIJJaKIXiwXQi4Rtp_sC6y6rTA,"['lodging', 'point_of_interest', 'establishment']",360,,https://www.google.com/maps/place/?q=place_id:ChIJJaKIXiwXQi4Rtp_sC6y6rTA,
OPERATIONAL,"Jl. Mayor Widagdo No.3, Kabayan, Kec. Pandeglang, Kabupaten Pandeglang, Banten 42212, Indonesia","{'location': {'lat': -6.309851999999999, 'lng': 106.1089453}, 'viewport': {'northeast': {'lat': -6.308539970107278, 'lng': 106.1102769298927}, 'southwest': {'lat': -6.311239629892722, 'lng': 106.1075772701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Paranti,,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113538743687239943072"">Bawaslu Kabupaten Pandeglang</a>'], 'photo_reference': 'AUGGfZnJ0oiOLo19ExgxRWwzbopmDCav1RbtH_URxtsJwyyt7xAM1_VqXGGIcCTXXm1OTSlF45M_kUOpeObNbgeu8BjKGkjDALNpBTMOaSD9-lfPecbmxPbBo4WmLUrlEDLo2hPyz1wd615Qy3yKaFM6HBlYp3heX1zRQXXPjz7XvhJ0kl3-', 'width': 4000}]",ChIJn3RfpCcjQi4RsSn4Q-Z8bZo,"{'compound_code': 'M4R5+3H Kabayan, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P58M4R5+3H'}",3.4,ChIJn3RfpCcjQi4RsSn4Q-Z8bZo,"['lodging', 'point_of_interest', 'establishment']",151,,https://www.google.com/maps/place/?q=place_id:ChIJn3RfpCcjQi4RsSn4Q-Z8bZo,
OPERATIONAL,"34, Green Lake View Apartment, Jalan Dewi Banten, Outer, Jakarta 15411, Indonesia","{'location': {'lat': -6.405818000000001, 'lng': 106.064017}, 'viewport': {'northeast': {'lat': -6.404430049999999, 'lng': 106.06512725}, 'southwest': {'lat': -6.409981849999999, 'lng': 106.06068625}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Capital O 93372 Aurora Residence,,,ChIJW1RVVVU5Qi4RIkkLieYcvo8,"{'compound_code': 'H3V7+MJ Mekarjaya, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P58H3V7+MJ'}",5.0,ChIJW1RVVVU5Qi4RIkkLieYcvo8,"['lodging', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJW1RVVVU5Qi4RIkkLieYcvo8,
OPERATIONAL,"Jl. Rt Hardiwinangun No.5, Rangkasbitung Bar., Kec. Rangkasbitung, Kabupaten Lebak, Banten 42312, Indonesia","{'location': {'lat': -6.360556, 'lng': 106.248264}, 'viewport': {'northeast': {'lat': -6.359204320107279, 'lng': 106.2496030798927}, 'southwest': {'lat': -6.361903979892722, 'lng': 106.2469034201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wisma Sugri,,"[{'height': 1936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101335303124925982555"">A Google User</a>'], 'photo_reference': 'AUGGfZn8isc4ZwUJ4hbR-jUdzlYogvgQzLEKg75dyURNYGX6lISLCA7825d2yPLhkKajJn4MDsD8gRUjpUZ9eisHIdMSKfd0-o0yTJTJ_e4NpGp5wWZnSl_fabQOlNQUaei2W0iQIfoiauluZ_36eCdOUxVvAVkVqZG0LurwlJCbRkrS2oQE', 'width': 2592}]",ChIJFRfxOtUWQi4R68MHwXrfCpQ,"{'compound_code': 'J6QX+Q8 West Rangkasbitung, Lebak Regency, Banten, Indonesia', 'global_code': '6P58J6QX+Q8'}",3.9,ChIJFRfxOtUWQi4R68MHwXrfCpQ,"['lodging', 'point_of_interest', 'establishment']",505,,https://www.google.com/maps/place/?q=place_id:ChIJFRfxOtUWQi4R68MHwXrfCpQ,
OPERATIONAL,"Gg. Japar No.1, Banten, Kec. Mekarjaya, Kabupaten Pandeglang, Banten 15154, Indonesia","{'location': {'lat': -6.405818000000001, 'lng': 106.064017}, 'viewport': {'northeast': {'lat': -6.404430049999999, 'lng': 106.06512725}, 'southwest': {'lat': -6.409981849999999, 'lng': 106.06068625}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 3355 Homestay Syariah Asyuban,,,ChIJW1RVVVU5Qi4RMo7pPMft8H4,"{'compound_code': 'H3V7+MJ Mekarjaya, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P58H3V7+MJ'}",5.0,ChIJW1RVVVU5Qi4RMo7pPMft8H4,"['lodging', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJW1RVVVU5Qi4RMo7pPMft8H4,
