business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,url,permanently_closed,price_level
OPERATIONAL,"Jl. Taman Permata No.16-17, Binong, Kec. Curug, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.2243642, 'lng': 106.5922092}, 'viewport': {'northeast': {'lat': -6.222952570107277, 'lng': 106.5935835798927}, 'southwest': {'lat': -6.225652229892721, 'lng': 106.5908839201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wanadu Residence,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107570747726038546853"">A Google User</a>'], 'photo_reference': 'AUGGfZnU6M8yl3mB2A81AzWOtup_s04waZdV7b_sJsRwXYNtansEuW9Qa364PMUcNONg8_TIc4qO8iKn8UixZeY2pdWNGtecNDozgFWkBc77kky-XvjoP7IjJYm3qRFwvpjn58NyJ7UcCht2eL1F_JYgq949pZ68EB8dQO53luJFqCJ4MC25', 'width': 3024}]",ChIJg-2amIL-aS4RRuR6nWSxLpU,"{'compound_code': 'QHGR+7V Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHGR+7V'}",4.3,ChIJg-2amIL-aS4RRuR6nWSxLpU,"['lodging', 'point_of_interest', 'establishment']",452,,https://www.google.com/maps/place/?q=place_id:ChIJg-2amIL-aS4RRuR6nWSxLpU,,
OPERATIONAL,"Lincol Drive Dormitory, Jl. Newton No.33-35, Binong, Kec. Curug, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.2295208, 'lng': 106.5867804}, 'viewport': {'northeast': {'lat': -6.228135620107277, 'lng': 106.5881324798927}, 'southwest': {'lat': -6.23083527989272, 'lng': 106.5854328201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Behomy Maxley Suites,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103799705382760053322"">Didik Agus Setiawan</a>'], 'photo_reference': 'AUGGfZkNAT6WDoIEapF9gznddhvmy3RYSfE59Mi1pcnBs0IBP2MXHSN2T6UkT36rCRA-gAakNt7kF4KVxPj8J3u0-OY2KXIatIX7O-iFD6_y1cXgbliDZYheo7565DEPKhZhFbnrwcp--LO9DErpu087n8cCpHLnhb3cnFo4u_g3M33JJckp', 'width': 960}]",ChIJgyJVQob9aS4R_T9az8GEzmo,"{'compound_code': 'QHCP+5P Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHCP+5P'}",4.9,ChIJgyJVQob9aS4R_T9az8GEzmo,"['lodging', 'point_of_interest', 'establishment']",57,,https://www.google.com/maps/place/?q=place_id:ChIJgyJVQob9aS4R_T9az8GEzmo,,
OPERATIONAL,"Villa Permata Sari II, Blok A2 No 29, Karawaci, Binong, Curug, Tangerang Regency, Banten 15413, Indonesia","{'location': {'lat': -6.2260107, 'lng': 106.588565}, 'viewport': {'northeast': {'lat': -6.224601270107279, 'lng': 106.5899201298927}, 'southwest': {'lat': -6.227300929892722, 'lng': 106.5872204701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz near Lippo Village 3,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112633078028143175808"">A Google User</a>'], 'photo_reference': 'AUGGfZkB2H2x8Df60rDgJe5BLs6a0DpfaPNBzS2ZQqwtugolTAg1VhHrzgIVAQ3sQz7HZfbPsU21KJ5zwR7p_6rWOabjcL62y896bTQbOg-qozFr3rOIEhFjyhFU41P2wps3HrmOPRUhg0Szik56Q2qTdQhvQuD4Iroz_RBVBi8bGu1Pih5v', 'width': 640}]",ChIJ1bUhVSj_aS4RvHhrlq_J5zQ,"{'compound_code': 'QHFQ+JC Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHFQ+JC'}",4.4,ChIJ1bUhVSj_aS4RvHhrlq_J5zQ,"['lodging', 'point_of_interest', 'establishment']",54,,https://www.google.com/maps/place/?q=place_id:ChIJ1bUhVSj_aS4RvHhrlq_J5zQ,,
OPERATIONAL,"Jl. Permata Indah II B2 No. 44 Karawaci Lippo Karawaci, Binong, Curug, Tangerang Regency, Banten 15811, Indonesia","{'location': {'lat': -6.2252069, 'lng': 106.5887027}, 'viewport': {'northeast': {'lat': -6.223865320107278, 'lng': 106.5900592298927}, 'southwest': {'lat': -6.226564979892722, 'lng': 106.5873595701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz Plus near Siloam Karawaci,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108797408655711641366"">A Google User</a>'], 'photo_reference': 'AUGGfZm6FU-SPjSw-kr6sxeMJh1XEtzMv5j690YbovBpUPrFdHzs1LEDLhQONrCcuzQih1PcrVVB4zwxp_n9tK8jyunD_V1zROvL0M5dpczDjjxVRrTRzbrSoC2rw_KVt-Hac-szMC-WR47a7gC1-qqdOIGv89dmnfSbaQTMddRD2bdwwlib', 'width': 900}]",ChIJGc_dzCn8aS4RWQDDxLM5x4s,"{'compound_code': 'QHFQ+WF Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHFQ+WF'}",4.3,ChIJGc_dzCn8aS4RWQDDxLM5x4s,"['lodging', 'point_of_interest', 'establishment']",359,,https://www.google.com/maps/place/?q=place_id:ChIJGc_dzCn8aS4RWQDDxLM5x4s,,
OPERATIONAL,"Jl. Permata Indah III No.1 Blok B4, Binong, Kec. Curug, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.2261275, 'lng': 106.5886229}, 'viewport': {'northeast': {'lat': -6.224673870107277, 'lng': 106.5899823298927}, 'southwest': {'lat': -6.227373529892721, 'lng': 106.5872826701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz near Supermall Karawaci 2,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113898096394646903225"">A Google User</a>'], 'photo_reference': 'AUGGfZnMlA30sIuHaW82v2YzkC2X9BGeCNEm4qY-hZBWAxcmy-Gcdod4TxRosX72CgH_Wd7QRJEWNdoBM3r2ZXatqA9jcRitWO7jBB-AfhcV83uTaxlYqnZbP6gIGynajohHGm95kXHXu-bQO4TZ2GTECcXcsLjYKiIA-nZSTdGBcbeXOeBK', 'width': 900}]",ChIJW_TBR0_9aS4Run-8Suadprc,"{'compound_code': 'QHFQ+GC Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHFQ+GC'}",4.3,ChIJW_TBR0_9aS4Run-8Suadprc,"['lodging', 'point_of_interest', 'establishment']",295,,https://www.google.com/maps/place/?q=place_id:ChIJW_TBR0_9aS4Run-8Suadprc,,
OPERATIONAL,"Vila Permata, Ruko Asia Millenium, Jl. Raya Binong No.69-70 Blok C01, Binong, Kec. Curug, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.2242396, 'lng': 106.5912179}, 'viewport': {'northeast': {'lat': -6.222886720107277, 'lng': 106.5925324298927}, 'southwest': {'lat': -6.225586379892722, 'lng': 106.5898327701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,CornerEight by Behomy,"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106110723196408024307"">A Google User</a>'], 'photo_reference': 'AUGGfZkdL3WZVIFqb0Z8T5yRNcmIZ50mdRzNHQEFaPx8VhbhSR_6MmYJPRBwjmFron6BiO3Kx6DwhjYDJKZqyE_ho3dfjxtCnDEdKSTzHLY_es70ofXXDdmEfR0wJRpp12Xd74CBZEuu-dYYjg1D0GXwlJari9_QfitQSjsoHmbSnKbRjZRk', 'width': 768}]",ChIJox_qAs7_aS4R7bu3YY2LFe4,"{'compound_code': 'QHGR+8F Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHGR+8F'}",4.8,ChIJox_qAs7_aS4R7bu3YY2LFe4,"['cafe', 'food', 'lodging', 'point_of_interest', 'establishment']",135,,https://www.google.com/maps/place/?q=place_id:ChIJox_qAs7_aS4R7bu3YY2LFe4,,
OPERATIONAL,"Millenium - Lippo Village, Jl. Permata Bunda Jl. Taman Permata No.29 Blok. C1, Binong, Kec. Curug, Kabupaten Tangerang, Banten 15811, Indonesia","{'location': {'lat': -6.224643299999999, 'lng': 106.5917879}, 'viewport': {'northeast': {'lat': -6.223232870107278, 'lng': 106.5931417798927}, 'southwest': {'lat': -6.225932529892722, 'lng': 106.5904421201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tirta Mansion Lippo Karawaci Mitra RedDoorz,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114571953152338389190"">A Google User</a>'], 'photo_reference': 'AUGGfZlqrfbcd0QSYCAjy8CdaepL039txRkQFmuH3YoVVZCK_BR9omxXcSjAYKEjFv0cWBJTvlE1l_vSsgfLlC6mBm3Ob3LDFUl85_azSIm9m0r7sJ9AWsK7vNoso_1i5V4sLZyBGDToI7xXkkcKKnADj5DGnqRS1cL5eczE7QSwudl7S5jl', 'width': 5312}]",ChIJ3XEXCx_8aS4Rp_c3TL1aS-A,"{'compound_code': 'QHGR+4P Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHGR+4P'}",3.9,ChIJ3XEXCx_8aS4Rp_c3TL1aS-A,"['lodging', 'point_of_interest', 'establishment']",157,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ3XEXCx_8aS4Rp_c3TL1aS-A,,
OPERATIONAL,"QJG4+G7M, Bencongan Indah, Kelapa Dua, Tangerang Regency, Banten 15810, Indonesia","{'location': {'lat': -6.223705499999999, 'lng': 106.6056777}, 'viewport': {'northeast': {'lat': -6.222358620107278, 'lng': 106.6070272298927}, 'southwest': {'lat': -6.225058279892722, 'lng': 106.6043275701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel habitat,,ChIJixWLVsH_aS4RnlT2ou2jec4,,4.5,ChIJixWLVsH_aS4RnlT2ou2jec4,"['lodging', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJixWLVsH_aS4RnlT2ou2jec4,,
OPERATIONAL,"Jl. Permata Indah IV No.41 Blok B4, Lippo, Kec. Karawaci, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.2265111, 'lng': 106.5890567}, 'viewport': {'northeast': {'lat': -6.225212920107277, 'lng': 106.5904014298927}, 'southwest': {'lat': -6.227912579892721, 'lng': 106.5877017701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,M Studio Karawaci,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109264159142862269225"">A Google User</a>'], 'photo_reference': 'AUGGfZkgJmZo-S1VtmLq36qdy3Z-M8TY66gDiBy9i3RSwW4sqF9ntE_dukWdmKNC1hk-79atkGk8ZsywAP_C9Pe8O5Hy3jrYyyVktcpdT6d-WDyXLzfDYfMgYHekJ3uLPW2eK7kgSY-v-sMjqw891_jQGrzkCEsobEU0Fe1jAwpcrr-mPA2E', 'width': 5120}]",ChIJ8ftAwXH9aS4RGP_aAoUHtgI,"{'compound_code': 'QHFQ+9J Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHFQ+9J'}",4.6,ChIJ8ftAwXH9aS4RGP_aAoUHtgI,"['lodging', 'point_of_interest', 'establishment']",195,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ8ftAwXH9aS4RGP_aAoUHtgI,,
OPERATIONAL,"Lippo Village, B3/9, Binong, Kec. Curug, Kabupaten Tangerang, Banten 15811, Indonesia","{'location': {'lat': -6.225478499999999, 'lng': 106.589964}, 'viewport': {'northeast': {'lat': -6.224109820107278, 'lng': 106.5913154798927}, 'southwest': {'lat': -6.226809479892721, 'lng': 106.5886158201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Urbanview Hotel Stariez Karawaci Tangerang by RedDoorz,"[{'height': 378, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117645740825520706770"">A Google User</a>'], 'photo_reference': 'AUGGfZlWXOXEQoMVwpTzMJfLY3cO1bfwtoQqL32olaSp-Pm7ymTeQ4y7rw-NaGESepFX1tUg_olZC5vBz2CZ86ay8j3R6fexi2mt35n4fpEdt7KBZH8A4DvW1Igd9tFxm5MXohh_LJ9bbI5pyLYaPWEufEsp4wWMOUZqiQM2oF8TWTuDZ6eJ', 'width': 601}]",ChIJgVKNFrT9aS4RZlYl4c_chUE,"{'compound_code': 'QHFQ+QX Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHFQ+QX'}",4.5,ChIJgVKNFrT9aS4RZlYl4c_chUE,"['lodging', 'point_of_interest', 'establishment']",10,,https://www.google.com/maps/place/?q=place_id:ChIJgVKNFrT9aS4RZlYl4c_chUE,,
OPERATIONAL,"Jl. Permata Bunda I No.B2/8, Lippo, Kec. Curug, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.224857, 'lng': 106.590444}, 'viewport': {'northeast': {'lat': -6.223471670107278, 'lng': 106.5917967798927}, 'southwest': {'lat': -6.226171329892722, 'lng': 106.5890971201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,3J Home Lippo Karawaci,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105779227293649121435"">A Google User</a>'], 'photo_reference': 'AUGGfZniH2if35bT-PGrEtyA4naZceJRkOXJvk_B7nq9_9059retW-icWVIcYvTUJO5MHF_lNOXNvqMR9nq-sai7tRgZ4M8REWdSMNkL7ZsYRph4N8YaCK-HZt3MAyIH8pow2x4OprHRkAFRt3Up6g6EaiABLVFTT0kzOIyWjU192oJMGSks', 'width': 4000}]",ChIJPxLw1Sn8aS4RYJZLiuMVvCs,"{'compound_code': 'QHGR+35 Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHGR+35'}",3.7,ChIJPxLw1Sn8aS4RYJZLiuMVvCs,"['lodging', 'point_of_interest', 'establishment']",136,,https://www.google.com/maps/place/?q=place_id:ChIJPxLw1Sn8aS4RYJZLiuMVvCs,,
OPERATIONAL,"Jl. Permata Indah No.1/40, Binong, Kec. Curug, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.228688699999999, 'lng': 106.5906917}, 'viewport': {'northeast': {'lat': -6.227338270107278, 'lng': 106.5920350798927}, 'southwest': {'lat': -6.230037929892722, 'lng': 106.5893354201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,HM Social Karawaci,"[{'height': 3653, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107018456967378919719"">A Google User</a>'], 'photo_reference': 'AUGGfZnUaI53K5rEP1dF8fdz2Z5pJdvWzN3RZyHOy_KJ5-EL4OByr-6-BdGn_w4TwYhEvwys8B2pmkw5KwWPVSyec93bmmsdSqDeVSmDZXXVoFyy6bq2Bf44Hshd8EbbHRqCS2DgbvQEUjm3AO0waGm9y0YReWGBUqYhYYA_EIrHR6gqg5Xx', 'width': 6000}]",ChIJT_UDY5X9aS4RL7mhvGeBl14,"{'compound_code': 'QHCR+G7 Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHCR+G7'}",4.7,ChIJT_UDY5X9aS4RL7mhvGeBl14,"['lodging', 'point_of_interest', 'establishment']",156,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJT_UDY5X9aS4RL7mhvGeBl14,,
OPERATIONAL,"Ruko Asia Millenium, Jl. Vila Permata Jl. Raya Binong No.69-70, Binong, Kec. Curug, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.2242899, 'lng': 106.5915204}, 'viewport': {'northeast': {'lat': -6.222879320107277, 'lng': 106.5928763298927}, 'southwest': {'lat': -6.225578979892721, 'lng': 106.5901766701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Behomy Corner 8 Lippo Karawaci,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102446044861367666800"">A Google User</a>'], 'photo_reference': 'AUGGfZn2R-pq1wlvlm4Vtjn93UfLqb801Mjq7CFrR-UCdp3Bmf_4UwWqUWWCTULg7XCVrvBpEMlwWlF9IRUDfS6O_PjnbMQAeHlOrlcvZVK3yWbyWkHhJttQAY3Z5ypSfEW4IYq9M2thaTgsX4SdY7tNmFAWPrII8DxYf04SPmvaZQnSMSs', 'width': 1080}]",ChIJl-8W25z_aS4REC_1Gw6zllA,"{'compound_code': 'QHGR+7J Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHGR+7J'}",5.0,ChIJl-8W25z_aS4REC_1Gw6zllA,"['lodging', 'point_of_interest', 'establishment']",41,,https://www.google.com/maps/place/?q=place_id:ChIJl-8W25z_aS4REC_1Gw6zllA,,
OPERATIONAL,"Jl. Boulevard Diponegoro No.105 Floor 10, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15811, Indonesia","{'location': {'lat': -6.2269621, 'lng': 106.6070653}, 'viewport': {'northeast': {'lat': -6.225294420107279, 'lng': 106.6085967798927}, 'southwest': {'lat': -6.227994079892722, 'lng': 106.6058971201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,U Residence Karawaci by Ana Room,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118179703603372513976"">임창근</a>'], 'photo_reference': 'AUGGfZmnE8rQppU7Tk82yH9CE-fyeCUJoG9cs_qACSPdjB1ROdydTli5JsOmvGg4jRUXiuGCX1p5zJjqNKlUAS1JCSdW8DBcVOf0DNuHwUp3yqtu1jyR_v_inaE8SKYc1BvO6IKG69vk3zHR0sP-VdBqzsJDPr2LjshVaHJie9sLX-BHC-hp', 'width': 3000}]",ChIJ2f2YyWD9aS4RCUK50w8AICQ,"{'compound_code': 'QJF4+6R Bencongan, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QJF4+6R'}",4.7,ChIJ2f2YyWD9aS4RCUK50w8AICQ,"['lodging', 'point_of_interest', 'establishment']",7,,https://www.google.com/maps/place/?q=place_id:ChIJ2f2YyWD9aS4RCUK50w8AICQ,,
OPERATIONAL,"Lippo Village, Bulevar Raya, Boulevard, Kec. Klp. Dua, Kota Tangerang, Banten 15811, Indonesia","{'location': {'lat': -6.226035599999999, 'lng': 106.6020981}, 'viewport': {'northeast': {'lat': -6.224682520107278, 'lng': 106.6034058798927}, 'southwest': {'lat': -6.227382179892722, 'lng': 106.6007062201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cove Hillcrest,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112258162390267843635"">christ johan</a>'], 'photo_reference': 'AUGGfZnDHihWcGsKxEP-_Smrjgo2OI6zPjSc1e94zVgfS3iOKf0QsbPrYUtJDRkPi6mIuUMn5MC1A35gFz8ETF8Vwcanzx1_oxH8bgPg63eSYX6lsrbW5dXGHhFi5lfBaTx0nqCdQXH07dsns7bPM0fUsXG4b0v3fk9obTMQkv_-QOcsmRxS', 'width': 4032}]",ChIJ93trfCz9aS4RR10tVgFoJKc,"{'compound_code': 'QJF2+HR Bencongan, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QJF2+HR'}",4.1,ChIJ93trfCz9aS4RR10tVgFoJKc,"['lodging', 'point_of_interest', 'establishment']",467,,https://www.google.com/maps/place/?q=place_id:ChIJ93trfCz9aS4RR10tVgFoJKc,,
OPERATIONAL,"2, Jl. Raya DR. Dwiyo Sugondo Perum Harapan kita, Tangerang Blok C1 No.2 Bencongan, Kelapa Dua, Jakarta, Kabupaten Tangerang, Jawa Barat 15810, Indonesia","{'location': {'lat': -6.220157700000001, 'lng': 106.6014322}, 'viewport': {'northeast': {'lat': -6.218880670107277, 'lng': 106.6032724298927}, 'southwest': {'lat': -6.221580329892721, 'lng': 106.6005727701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 789 Pelangi Guest House,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117575494633676842628"">A Google User</a>'], 'photo_reference': 'AUGGfZknRi4IclkfeMpFBkxy_vGn70gSJCcXzXgTrj-7wFg7j5_ee7B0AvjTNQJLp5vzYhGfSfH63LeiVu1kCjtwJvGixFmPyz70aXICfJKb60jzjbfPYiqeqmJxUh9obWftfkPFZ_yMU0Q2KZOcbKZoJ7kV-HJ_5EdUH0nw3_RZbCygYYsn', 'width': 640}]",ChIJ7WZiDar_aS4RRitbjxXQQcM,"{'compound_code': 'QJH2+WH Bencongan, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QJH2+WH'}",3.4,ChIJ7WZiDar_aS4RRitbjxXQQcM,"['lodging', 'point_of_interest', 'establishment']",383,,https://www.google.com/maps/place/?q=place_id:ChIJ7WZiDar_aS4RRitbjxXQQcM,,
OPERATIONAL,"Jl. Permata Kasih Blok C7/1 Lippo Village, Binong, Kec. Curug, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.2281768, 'lng': 106.5907922}, 'viewport': {'northeast': {'lat': -6.226821720107279, 'lng': 106.5920909798927}, 'southwest': {'lat': -6.229521379892723, 'lng': 106.5893913201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,3J Living,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107844852180085986921"">Darma Arnaya</a>'], 'photo_reference': 'AUGGfZnPR-InbLaLz4keZyNxozGhb87PCw3ovmYSR0_VILuxZDvWRqEJ1eRzNdW0r8qtVNoW0Zo9aFid_gmhawfGLa-M0ZhSyGfvH3gPLbrKsj8dP8hA_dvyjOUQbhnPXJOFX6rnKD_60xN2FJquJ7s0BfVarj_VMAn68xwxWTyJS1RKcQh9', 'width': 4160}]",ChIJE2DRiCj8aS4RnIwXFCqGTXE,"{'compound_code': 'QHCR+P8 Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHCR+P8'}",3.9,ChIJE2DRiCj8aS4RnIwXFCqGTXE,"['lodging', 'point_of_interest', 'establishment']",143,,https://www.google.com/maps/place/?q=place_id:ChIJE2DRiCj8aS4RnIwXFCqGTXE,,
OPERATIONAL,"Jl. Raya Binong, Binong, Kec. Karawaci, Kabupaten Tangerang, Banten 15810, Indonesia","{'location': {'lat': -6.2274289, 'lng': 106.5956044}, 'viewport': {'northeast': {'lat': -6.226145170107277, 'lng': 106.5969653798927}, 'southwest': {'lat': -6.228844829892721, 'lng': 106.5942657201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Binong,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107464893993368285777"">A Google User</a>'], 'photo_reference': 'AUGGfZklKkRvSDsotPOiS2EuLB4kKCayH0w8LFsd_OksKp-z4MfOiQwMhhPVZexotX2gM-Uk-2LyQ2uo3IVhwZraSmHWMuRiUzFfmaj1IqNDEabvIY6z7zseht089IcVlcbCLq1aXSY8GMSRbyfZjDGtoMDrW9A5OH5nAwZ41n_elqSZYzI3', 'width': 3264}]",ChIJy3eHSyb8aS4ReKIHnxNJkcs,"{'compound_code': 'QHFW+26 Binong, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58QHFW+26'}",4.1,ChIJy3eHSyb8aS4ReKIHnxNJkcs,"['lodging', 'point_of_interest', 'establishment']",553,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJy3eHSyb8aS4ReKIHnxNJkcs,,
OPERATIONAL,"Ruko Kutajaya Blok, Jalan Raya Pasar Kemis No.A-18, Gembor, Periuk, Gelam Jaya, Pasar Kemis, Tangerang Regency, Banten 15135, Indonesia","{'location': {'lat': -6.1753654, 'lng': 106.5656224}, 'viewport': {'northeast': {'lat': -6.173971970107278, 'lng': 106.5669358798927}, 'southwest': {'lat': -6.176671629892722, 'lng': 106.5642362201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Kost Mama,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111647236786059741740"">A Google User</a>'], 'photo_reference': 'AUGGfZmG2iaSccVeETNBvri3maAmrqoCJXNv7Dkhphk69Q5RvTmLrATgsosrlusR69jGOnW71FPldKeWZ9aNQ5AaVrOoPUvaC42WI9gJoZ1HoCu0QPTyLZ0bTz7Op8QspP7BldlDU1OrZoBn-KeLlrf7mD1TSsPavHVieruwTJdey2fQVxh0', 'width': 1280}]",ChIJuZRJvrD_aS4RRU7cYTarrWI,"{'compound_code': 'RHF8+V6 Gelam Jaya, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58RHF8+V6'}",4.0,ChIJuZRJvrD_aS4RRU7cYTarrWI,"['lodging', 'point_of_interest', 'establishment']",288,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJuZRJvrD_aS4RRU7cYTarrWI,,
