business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,url,price_level,permanently_closed
OPERATIONAL,"Wijilan, Wijimulyo, Nanggulan, Kulon Progo Regency, Special Region of Yogyakarta 55671, Indonesia","{'location': {'lat': -7.7982878, 'lng': 110.235258}, 'viewport': {'northeast': {'lat': -7.796754370107278, 'lng': 110.2365162298927}, 'southwest': {'lat': -7.799454029892722, 'lng': 110.2338165701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Labarka Resort,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115867450322675404117"">A Google User</a>'], 'photo_reference': 'AUGGfZnpLyXZkNqMUcxhAvZ7LJCqIHEjKm972aVrIWh8i9uLCUob9oDn_R8IMjkRgjxABp0WBJsLQEvDZ-gJpH2W4MSB0XKxwQA2XqjbzdsBra4O-8BqZFXncU-tBlsAEniHQecD0B9905ZMnWt2vGbCUt2vP40mN5y-Gs8PVsIgE4W8i9sC', 'width': 3024}]",ChIJOY7Wurnxei4Ru2GmKYWSKHw,"{'compound_code': '662P+M4 Wijimulyo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G662P+M4'}",4.3,ChIJOY7Wurnxei4Ru2GmKYWSKHw,"['lodging', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJOY7Wurnxei4Ru2GmKYWSKHw,,
OPERATIONAL,"1, Temonkulon, Temon, Kulon Progo, Yogyakarta, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.886717099999998, 'lng': 110.0790372}, 'viewport': {'northeast': {'lat': -7.885498570107278, 'lng': 110.0803835298927}, 'southwest': {'lat': -7.888198229892722, 'lng': 110.0776838701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SUPER OYO Collection O Andono Hotel by GWA,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105588632241769590376"">A Google User</a>'], 'photo_reference': 'AUGGfZnqyYzXk7LT3obSljRt-XnDUsbYC8-Mze2NpOgC1JaiIYGFykxFJZXT0z-7JST2gt2kqCJflEnJYGIfL0Oi1bShajn_L5AVtXxkp5A5DOLfDi-ojllQdGA7h_Lzyw9UzLQ6YWmbTBxTrVY9RcjYVexa6A-Epb6_wFbrnUP5pYDAMt1N', 'width': 640}]",ChIJNVgz2Arlei4R2Kd_HXYUCXU,"{'compound_code': '437H+8J Temon Wetan, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G437H+8J'}",4.1,ChIJNVgz2Arlei4R2Kd_HXYUCXU,"['lodging', 'point_of_interest', 'establishment']",143,,https://www.google.com/maps/place/?q=place_id:ChIJNVgz2Arlei4R2Kd_HXYUCXU,,
OPERATIONAL,"Gamplong III, Sumberrahayu, Moyudan, Sleman Regency, Special Region of Yogyakarta, Indonesia","{'location': {'lat': -7.802169899999999, 'lng': 110.2351085}, 'viewport': {'northeast': {'lat': -7.801248570107278, 'lng': 110.2362719298927}, 'southwest': {'lat': -7.803948229892722, 'lng': 110.2335722701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Private Villa Jogja - Arimbi,"[{'height': 2216, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100116591301529603415"">A Google User</a>'], 'photo_reference': 'AUGGfZnn8zEMwaZ-HCbSUUCszHpWwOhBAEME_2tLvyCVVh3uP0yGQHUfKlS2ouCKiuC4PhGi8iYtJrTD7tMMuXmZlAJxLxjuTv1ZdxLaWKUxgpleMMnx96XvDlHMm4Rgg8cE7leyOPwV4yRoC9qJ7R6s_zQFa00DNIf4rjJ9et3uSE3LE61O', 'width': 3936}]",ChIJxb1nS0v3ei4Rr4sZT8r566g,"{'compound_code': '56XP+42 Sumberrahayu, Sleman Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G56XP+42'}",4.5,ChIJxb1nS0v3ei4Rr4sZT8r566g,"['point_of_interest', 'establishment']",31,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJxb1nS0v3ei4Rr4sZT8r566g,,
OPERATIONAL,"Jl. KH. Wahid Hasyim No.16, Conegaran, Triharjo, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651, Indonesia","{'location': {'lat': -7.8929057, 'lng': 110.1345198}, 'viewport': {'northeast': {'lat': -7.891536270107277, 'lng': 110.1358722798927}, 'southwest': {'lat': -7.894235929892721, 'lng': 110.1331726201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Griya Tetirah Syariah Mitra RedDoorz,"[{'height': 576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113146534252711132527"">A Google User</a>'], 'photo_reference': 'AUGGfZlVuCyPxiAIbIV6q6vyQpzC7sI90-Wg_Mh--P4Grg9-HyO84KYRUGBK_lP0elRWrtJlrk84jAcRIcD5812ann3OZ1PG8mpeK_gtcG-I8EiSKK-S8wpis4wdLFFS9Rt6i79MS5C-FMY5C89a3cE81WrSgjZNIyAL_5gS0nfji8hd0efP', 'width': 1024}]",ChIJBexXpmjjei4RYRJehqB6dIo,"{'compound_code': '444M+RR Triharjo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G444M+RR'}",3.8,ChIJBexXpmjjei4RYRJehqB6dIo,"['lodging', 'point_of_interest', 'establishment']",44,,https://www.google.com/maps/place/?q=place_id:ChIJBexXpmjjei4RYRJehqB6dIo,,
OPERATIONAL,"437H+8J7, RW.1, Kaliwangan, Temon Kulon, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8866985, 'lng': 110.0790385}, 'viewport': {'northeast': {'lat': -7.885489270107278, 'lng': 110.0803845798927}, 'southwest': {'lat': -7.888188929892721, 'lng': 110.0776849201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Andono RedPartner near YIA,,ChIJAd0DgE_lei4RndPko6UXyU0,,3.8,ChIJAd0DgE_lei4RndPko6UXyU0,"['lodging', 'point_of_interest', 'establishment']",6,,https://www.google.com/maps/place/?q=place_id:ChIJAd0DgE_lei4RndPko6UXyU0,,
OPERATIONAL,"Jalan, Jl. Pantai Glagah, Kadilangu Kidul, Temon Kulon, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.890495, 'lng': 110.077391}, 'viewport': {'northeast': {'lat': -7.889144670107278, 'lng': 110.0787346298927}, 'southwest': {'lat': -7.891844329892722, 'lng': 110.0760349701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 2314 Hotel Hapsari Syariah,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118389616380418411435"">A Google User</a>'], 'photo_reference': 'AUGGfZnxN9vBTURQtq7Zkplgu7XBZ3w-mzYmZQ0-LymAfrfrNYNBJ1a9wVL8qQEbyhu3a5zL1n3ivHcke7aXoGUbm7UVC3Y0WoPGb9uV70rmw6FIvBKmzlOWh44h1Gm7IJDn4J6qi9wDTaf0_unUnoB7nTaOwFwoJP7d-jC4RMYwwvyjA_FS', 'width': 640}]",ChIJY8wqjgLlei4R3YLrxOlX4DM,"{'compound_code': '435G+RX Temon Kulon, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G435G+RX'}",4.5,ChIJY8wqjgLlei4R3YLrxOlX4DM,"['lodging', 'point_of_interest', 'establishment']",274,,https://www.google.com/maps/place/?q=place_id:ChIJY8wqjgLlei4R3YLrxOlX4DM,,
OPERATIONAL,"Kadilangu Kidul, Temon Kulon, Temon, Kulon Progo Regency, Special Region of Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8870243, 'lng': 110.076931}, 'viewport': {'northeast': {'lat': -7.885607720107278, 'lng': 110.0782347298927}, 'southwest': {'lat': -7.888307379892722, 'lng': 110.0755350701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,NEW CITRA Hotel,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117268382794467933345"">hasim ikhwanudin</a>'], 'photo_reference': 'AUGGfZkKlIjwWZXNpogUaOsa-qDT1rqg_QhNwbX7k5yIumsRrpk8k5OFjen-qAnvu6yrjG_YhirVyo-kJXrshX4G90FjTKHXT6cmOO0CeaVb659kUmeIdzPGHRWbxlsSzeseLJJ6i31zOwR8PJ0y64YvmrHD3wePv0E2ZFyoXwR8uDZ9JQnf', 'width': 3468}]",ChIJ-zADKhXlei4R83f7Q4JdlM4,"{'compound_code': '437G+5Q Temon Kulon, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G437G+5Q'}",4.3,ChIJ-zADKhXlei4R83f7Q4JdlM4,"['lodging', 'point_of_interest', 'establishment']",132,,https://www.google.com/maps/place/?q=place_id:ChIJ-zADKhXlei4R83f7Q4JdlM4,,
OPERATIONAL,"International Airport Yogyakarta, 1 Karang Wuluh, Janten, Temon, Kulon Progo, Yogyakarta, Special Region of Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8849797, 'lng': 110.0648726}, 'viewport': {'northeast': {'lat': -7.883605620107279, 'lng': 110.0661676298927}, 'southwest': {'lat': -7.886305279892723, 'lng': 110.0634679701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 92101 Elma Guesthouse,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115260765923375497219"">A Google User</a>'], 'photo_reference': 'AUGGfZkoQsVXe7eTROxYEEOC5ihLbmTnlmbwgt8SpGenkqvLeEJ1q8XHYSXZ8GlRTjjvfXxwtWCULcCXE7mQ3S08exQrAIg34Qlj9ZnladF6dnE3wQrqY8bZQnZ9tmocEeIb56dBLT8MunRy2NSOFB9RgNXGHlFjJMFNbm3XZkUppodCf94R', 'width': 640}]",ChIJ1dyvBTjlei4RKb07_vsxSIA,"{'compound_code': '4387+2W Kebonrejo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G4387+2W'}",4.5,ChIJ1dyvBTjlei4RKb07_vsxSIA,"['lodging', 'point_of_interest', 'establishment']",31,,https://www.google.com/maps/place/?q=place_id:ChIJ1dyvBTjlei4RKb07_vsxSIA,,
OPERATIONAL,"Jl. KH Ahmad Dahlan, Jl. Wates - Purworejo KM.2 Sumberejo Triharjo Wates, Umbar, Triharjo, Gondokusuman, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651, Indonesia","{'location': {'lat': -7.875043100000001, 'lng': 110.1359083}, 'viewport': {'northeast': {'lat': -7.87366557010728, 'lng': 110.1372323298927}, 'southwest': {'lat': -7.876365229892723, 'lng': 110.1345326701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz near Terminal Wates Kulon Progo,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104656942760200987017"">kus wanto</a>'], 'photo_reference': 'AUGGfZnD_k0RMeS-262eWGE_l9D-1hy-iobNQNBzv_Kt1BRAzG7KF0gjTokdK63Js3Wo1zMrvBW6SmC8ZeWpAPpQg9NLNnAwm-WlgufxeY_7LX8jU3PuNY692cpintYqnk8EbEmeZXNSHejYv1WxOz06eP7fztzmYkUFtC5KmtxiSam2_kDq', 'width': 4160}]",ChIJF-9n6Sblei4RIoyHEFl7zPU,"{'compound_code': '44FP+X9 Triharjo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G44FP+X9'}",3.8,ChIJF-9n6Sblei4RIoyHEFl7zPU,"['lodging', 'point_of_interest', 'establishment']",95,,https://www.google.com/maps/place/?q=place_id:ChIJF-9n6Sblei4RIoyHEFl7zPU,,
OPERATIONAL,"Jl. Terbahsari 2, Terbah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55611, Indonesia","{'location': {'lat': -7.8555771, 'lng': 110.160514}, 'viewport': {'northeast': {'lat': -7.854223520107279, 'lng': 110.1618982798927}, 'southwest': {'lat': -7.856923179892723, 'lng': 110.1591986201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Syariah Kulonprogo,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109961962960290444485"">A Google User</a>'], 'photo_reference': 'AUGGfZmKkoSD0onrTOpx0imHnCIG0WNKbrO7fuXztJX0RJFLxcJsbTGb9igzBiRpjQLAyQRnO_uqyv-ffPdDtHkPTZMzXFPpxObe5bjUQnSggPTpTGIIF3O_00kO-v5mt_SomOoBq96YOJUq_dRTnFgvQiwxFN7eyozSsP1RbWHcN7hSb-og', 'width': 4000}]",ChIJVUjWH6b7ei4R-JqDJXaGWD4,"{'compound_code': '45V6+Q6 Wates, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G45V6+Q6'}",4.9,ChIJVUjWH6b7ei4R-JqDJXaGWD4,"['lodging', 'point_of_interest', 'establishment']",167,,https://www.google.com/maps/place/?q=place_id:ChIJVUjWH6b7ei4R-JqDJXaGWD4,,
OPERATIONAL,"Glagah, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa, Yogyakarta, Daerah Istimewa Yogyakarta 55654, Indonesia","{'location': {'lat': -7.9036788, 'lng': 110.078648}, 'viewport': {'northeast': {'lat': -7.902328970107278, 'lng': 110.0799978298927}, 'southwest': {'lat': -7.905028629892722, 'lng': 110.0772981701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz near Yogyakarta International Airport,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109582769866406441656"">A Google User</a>'], 'photo_reference': 'AUGGfZlGnz-6km-pbE2n9wzliwc4g0YyNW-Aqz44IOHLlyPlQK0q1PZrAJoM7BhisXIMbrlWbmOgMLgf0rsnw8XCxxOCkDRnz9ZMncEh5hoPrURXUxTYT4Aw8jYQoojIcjv_UksdF5DCxyYERet5omCSsBT37UjKL-WWTsXSKqry4EHdWwCF', 'width': 900}]",ChIJUwwMMcvjei4RwC94aLf13lg,"{'compound_code': '33WH+GF Glagah, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G33WH+GF'}",4.0,ChIJUwwMMcvjei4RwC94aLf13lg,"['lodging', 'point_of_interest', 'establishment']",75,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJUwwMMcvjei4RwC94aLf13lg,,
OPERATIONAL,"Umbar, Triharjo, Wates, Kulon Progo Regency, Special Region of Yogyakarta 55651, Indonesia","{'location': {'lat': -7.876508499999999, 'lng': 110.134296}, 'viewport': {'northeast': {'lat': -7.875115270107278, 'lng': 110.1355991798927}, 'southwest': {'lat': -7.877814929892722, 'lng': 110.1328995201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz @ Telaga Mulya Hotel Wates,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118085383255369396417"">A Google User</a>'], 'photo_reference': 'AUGGfZlNqQLwDzz_P43YLLAOkHQIyKsjzR-HjIzqrCoqa1uD0xwE1BuoxpW-AZFjPnDzzWO7Tc_Dmbo8hJhMpKEvhot21TqXUlCOzeQPZpTn_LPZnwDTOZurh3hjOXlfEGBqlUs3tYHFPLZ3Qqwowt8FJ6N3YdVxmd4JktKXf_KgKkiwoEjD', 'width': 1200}]",ChIJoXR0ajblei4RNUpNPJawqBE,"{'compound_code': '44FM+9P Triharjo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G44FM+9P'}",4.5,ChIJoXR0ajblei4RNUpNPJawqBE,"['lodging', 'point_of_interest', 'establishment']",67,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJoXR0ajblei4RNUpNPJawqBE,,
OPERATIONAL,"National Rte 3 No.327, Sumberan, Triharjo, Wates, Kulon Progo Regency, Special Region of Yogyakarta 55651, Indonesia","{'location': {'lat': -7.8921008, 'lng': 110.1271322}, 'viewport': {'northeast': {'lat': -7.890645070107278, 'lng': 110.1284926298927}, 'southwest': {'lat': -7.893344729892722, 'lng': 110.1257929701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,HOTEL PRIMITIF,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115661883712169908690"">hervinda 30</a>'], 'photo_reference': 'AUGGfZnYL48LQD8Qq8k6sJUJThM8qemerjJDmJof_iGG2BMRkTgGyv2pEwTB6_wOCpOxHBo2LWo1l1JP--OdmBXlIcB0oD2hYpHMnLGdN4wRhqkjIAiV9cyPaIbfmlT-myyjXqRMGYogR_UjaoDFRfcJoP0u9WZHWhUVxzfgbg08NhOlwCyM', 'width': 4160}]",ChIJD-QHM7Pjei4RFRbYpmGi4e0,"{'compound_code': '445G+5V Triharjo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G445G+5V'}",3.8,ChIJD-QHM7Pjei4RFRbYpmGi4e0,"['lodging', 'point_of_interest', 'establishment']",164,,https://www.google.com/maps/place/?q=place_id:ChIJD-QHM7Pjei4RFRbYpmGi4e0,,
OPERATIONAL,"Tanggalan, Palihan, Temon, Kulon Progo Regency, Special Region of Yogyakarta 55654, Indonesia","{'location': {'lat': -7.888812499999999, 'lng': 110.0580625}, 'viewport': {'northeast': {'lat': -7.887494320107279, 'lng': 110.0594025298927}, 'southwest': {'lat': -7.890193979892723, 'lng': 110.0567028701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 92418 Daffalvin Homestay Syariah,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105726940946430669014"">A Google User</a>'], 'photo_reference': 'AUGGfZm5Yz-nBqMV7Rv2MFtTHec1GAHx4LFou13DohLmIwEBc7thzbBKNtVa3Slg9PlpIfU3QaJx0a8PtkSG4CKdWdjiTINT38w_5a5xQhtz0QtBUQMzunMyr4DQSu5LhplVU4u3g0CKpulfv-kKqF1_wKqQYEh3wAWkOBIznwdmNLr5oX66', 'width': 640}]",ChIJfSBp1FHlei4RK4_YySV8V88,"{'compound_code': '4365+F6 Palihan, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G4365+F6'}",4.7,ChIJfSBp1FHlei4RK4_YySV8V88,"['lodging', 'point_of_interest', 'establishment']",107,,https://www.google.com/maps/place/?q=place_id:ChIJfSBp1FHlei4RK4_YySV8V88,,
OPERATIONAL,"Pripih, Hargomulyo, Kokap, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia","{'location': {'lat': -7.868727499999999, 'lng': 110.0624332}, 'viewport': {'northeast': {'lat': -7.867520770107277, 'lng': 110.0637385298927}, 'southwest': {'lat': -7.870220429892721, 'lng': 110.0610388701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Omah Pripih,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104097635314738851796"">A Google User</a>'], 'photo_reference': 'AUGGfZnjtwfBwzon-1_fUomkKktsYgFQ05gn3x1oHO-0dQPjta-VHvjT4MLOFOvAnemrg6kyKVh0rzdLQhbtm2px6LmqMBX39X3ETy8EsCGHKjHeGgy6pyPBls9jApkMWVL8-fMQUtjEMk5LHhnvsCnRaIMLfVSz1GXJ7GakbA8q0pjiC7s', 'width': 4032}]",ChIJt47HFX7lei4Rc6_fxOq87wk,"{'compound_code': '43J6+GX Hargomulyo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G43J6+GX'}",4.7,ChIJt47HFX7lei4Rc6_fxOq87wk,"['point_of_interest', 'establishment']",7,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJt47HFX7lei4Rc6_fxOq87wk,,
OPERATIONAL,"Ngringit, Palihan, Temon, Kulon Progo Regency, Special Region of Yogyakarta 55654, Indonesia","{'location': {'lat': -7.8861016, 'lng': 110.062874}, 'viewport': {'northeast': {'lat': -7.884864720107277, 'lng': 110.0642130798927}, 'southwest': {'lat': -7.887564379892721, 'lng': 110.0615134201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Modern House YIA,"[{'height': 1073, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111160050827815019343"">A Google User</a>'], 'photo_reference': 'AUGGfZk3Pyk7kBKr5KbiTUt1Q_7y7Cxj7WP48A0q1a6ptzPLjEs4aVTZASm87fwZaB93DECnGbehBTH1v6fUzwrgtCDKG63kKJaFYcIilVfzmn5tU2RU_XcK-dJFAlhGNgLjbVE0NyGDN2MFSFMBTTckLTWQvqrUJ1T6JpDM-lBbzTA_GQgj', 'width': 1280}]",ChIJq5RktOrlei4R2jB9bLgkyrU,"{'compound_code': '4377+G4 Palihan, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G4377+G4'}",4.6,ChIJq5RktOrlei4R2jB9bLgkyrU,"['lodging', 'point_of_interest', 'establishment']",79,,https://www.google.com/maps/place/?q=place_id:ChIJq5RktOrlei4R2jB9bLgkyrU,,
OPERATIONAL,"Candi Wetan, Karangwuluh, Temon, Kulon Progo Regency, Special Region of Yogyakarta 55654, Indonesia","{'location': {'lat': -7.871873399999999, 'lng': 110.0532666}, 'viewport': {'northeast': {'lat': -7.870355270107277, 'lng': 110.0546391798927}, 'southwest': {'lat': -7.873054929892721, 'lng': 110.0519395201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz @ Omah Candi Sari near Airport YIA,"[{'height': 9000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111974486365782786485"">Puro Sari</a>'], 'photo_reference': 'AUGGfZl8Yk8glvnYxSGaInM_9Y5VDqXxBDg3PMWT0_17kf8XnIsi-OuC1GlPRZo71n3Obusf7V_S0tErvMCLXdAJT4OTVdLp7hGCWVj2lmT34weXZIlidaDjJPmEV_Ks1wBZwkWZ8VJByETI-3daky7FvGgDiUq-F4EPk0BPXpnaMd5NF_gi', 'width': 12000}]",ChIJP6w7gmHlei4RU_G9D9Ddbh8,"{'compound_code': '43H3+68 Karangwuluh, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G43H3+68'}",4.8,ChIJP6w7gmHlei4RU_G9D9Ddbh8,"['lodging', 'point_of_interest', 'establishment']",74,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJP6w7gmHlei4RU_G9D9Ddbh8,,
OPERATIONAL,"Jl. Terbahsari 1, Terbah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651, Indonesia","{'location': {'lat': -7.8555808, 'lng': 110.1606144}, 'viewport': {'northeast': {'lat': -7.854222620107278, 'lng': 110.1619720798927}, 'southwest': {'lat': -7.856922279892721, 'lng': 110.1592724201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz Syariah Near Stasiun Wates,,ChIJ4_oYp3X7ei4RgVuKp4YOauA,"{'compound_code': '45V6+Q6 Wates, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G45V6+Q6'}",0.0,ChIJ4_oYp3X7ei4RgVuKp4YOauA,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ4_oYp3X7ei4RgVuKp4YOauA,,
CLOSED_TEMPORARILY,"Jl. Argorejo, Senowo, Bantul, Kec. Sedayu, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55752, Indonesia","{'location': {'lat': -7.836919699999999, 'lng': 110.2527843}, 'viewport': {'northeast': {'lat': -7.835536570107279, 'lng': 110.2540953298927}, 'southwest': {'lat': -7.838236229892723, 'lng': 110.2513956701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Puri Singgasana Sedayu,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111701324404952439693"">Ardhi Priyambodo</a>'], 'photo_reference': 'AUGGfZnPAT40Dykk1Mf7izqpYkXUBYJMo3qXIGZFTl5FkfbOegespVjpPXAYyEE2dvr0ZYZx_YCTLpAN9FdPcMR75IUSrkF7Ns9wwqaCDWBK23ISH8iPZP1hMoi21M7uzavBSB5cvTGIqDDB4477LQO0cvGVuwIiUJFfl7asLCRTaCbuK42K', 'width': 3120}]",ChIJoXtU75v5ei4RDZ6myD_PqoQ,"{'compound_code': '5773+64 Senowo, Argorejo, Bantul Regency, Special Region of Yogyakarta, Indonesia', 'global_code': '6P4G5773+64'}",4.1,ChIJoXtU75v5ei4RDZ6myD_PqoQ,"['lodging', 'point_of_interest', 'establishment']",15,,https://www.google.com/maps/place/?q=place_id:ChIJoXtU75v5ei4RDZ6myD_PqoQ,,True
