name,reviews,main_category,categories,rating,address,link,coordinates
Royal Malioboro by ASTON,1877,Hotel,"[""Hotel"", ""Tempat Acara"", ""Restoran"", ""Gedung Pernikahan""]",4.8,"Jl. Ps. Kembang No.29 001, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/Royal+Malioboro+by+ASTON/data=!4m10!3m9!1s0x2e7a5824385c08fd:0xd21b79ff2f93808b!5m2!4m1!1i2!8m2!3d-7.7900496!4d110.36444!16s%2Fg%2F11g_xzp030!19sChIJ_QhcOCRYei4Ri4CTL_95G9I?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7900496, ""longitude"": 110.36444}"
The Manohara Hotel Yogyakarta,1745,Hotel,"[""Hotel""]",4.7,"Jl. Affandi No.35, Gejayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/The+Manohara+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a593caf41c6a7:0x1f7b21bd01abaaff!5m2!4m1!1i2!8m2!3d-7.7745005!4d110.3891736!16s%2Fg%2F11j4mhsm99!19sChIJp8ZBrzxZei4R_6qrAb0hex8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.774500499999999, ""longitude"": 110.38917359999999}"
Hotel Malioboro Inn Yogyakarta,1581,Hotel,"[""Hotel""]",4.2,"Jl. Sosrowijayan No.23 - 25, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/Hotel+Malioboro+Inn+Yogyakarta/data=!4m10!3m9!1s0x2e7a582665745f9f:0x3ead943f1e03bcf0!5m2!4m1!1i2!8m2!3d-7.7918185!4d110.3642496!16s%2Fg%2F1tdhpfwc!19sChIJn190ZSZYei4R8LwDHj-UrT4?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7918185, ""longitude"": 110.3642496}"
Grand Kangen Hotel Urip Sumoharjo Yogyakarta,1227,Hotel,"[""Hotel""]",4.3,"Jl. Urip Sumoharjo No.137, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",https://www.google.com/maps/place/Grand+Kangen+Hotel+Urip+Sumoharjo+Yogyakarta/data=!4m10!3m9!1s0x2e7a59bf9c89c8c1:0x39ae9da2665f215e!5m2!4m1!1i2!8m2!3d-7.7829376!4d110.3869372!16s%2Fg%2F11qrkljhdx!19sChIJwciJnL9Zei4RXiFfZqKdrjk?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7829375999999995, ""longitude"": 110.38693719999999}"
Indonesia Hotel Yogyakarta,949,Hotel,"[""Hotel"", ""Pondok""]",4.2,"Jl. Sosrowijayan No.9, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/Indonesia+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a5826136cd5d5:0x7c459bb452b1727!5m2!4m1!1i2!8m2!3d-7.791749!4d110.365241!16s%2Fg%2F1tdj7455!19sChIJ1dVsEyZYei4RJxcrRbtZxAc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.791748999999999, ""longitude"": 110.365241}"
Metro Malioboro Living House,778,Hotel,"[""Hotel""]",4.5,"Jl. Ronodigdayan No.16, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211",https://www.google.com/maps/place/Metro+Malioboro+Living+House/data=!4m10!3m9!1s0x2e7a582a7d06dc89:0xb70c3dd72ca74547!5m2!4m1!1i2!8m2!3d-7.793462!4d110.374219!16s%2Fg%2F11g72ggf7s!19sChIJidwGfSpYei4RR0WnLNc9DLc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.793462, ""longitude"": 110.374219}"
The Packer Lodge,765,Hotel,"[""Hotel""]",4.4,"3, In, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",https://www.google.com/maps/place/The+Packer+Lodge/data=!4m10!3m9!1s0x2e7a5827b61f6e43:0xc07b38ec5cb1f280!5m2!4m1!1i2!8m2!3d-7.7940929!4d110.3650919!16s%2Fg%2F11bzs4gd_w!19sChIJQ24ftidYei4RgPKxXOw4e8A?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7940929, ""longitude"": 110.3650919}"
Por Aqui Stay & Dine,725,Hotel,"[""Hotel"", ""Restoran""]",4.5,"Jl. Prawirotaman No.31, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",https://www.google.com/maps/place/Por+Aqui+Stay+%26+Dine/data=!4m10!3m9!1s0x2e7a579d738b0b35:0xc131efb20bc31770!5m2!4m1!1i2!8m2!3d-7.8191226!4d110.3716084!16s%2Fg%2F11q229dt10!19sChIJNQuLc51Xei4RcBfDC7LvMcE?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8191226, ""longitude"": 110.3716084}"
Ceria Hotel Yogyakarta,644,Hotel,"[""Hotel""]",4.7,"Jl. Ibu Ruswo No.57, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",https://www.google.com/maps/place/Ceria+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a5785a7445009:0x67533ab298c9f3e6!5m2!4m1!1i2!8m2!3d-7.8035485!4d110.368612!16s%2Fg%2F1wbyyjmv!19sChIJCVBEp4VXei4R5vPJmLI6U2c?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8035485, ""longitude"": 110.368612}"
Front One Cabin Malioboro Jogja,640,Hotel,"[""Hotel""]",4.5,"Jl. Jagalan - Beji No.61, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",https://www.google.com/maps/place/Front+One+Cabin+Malioboro+Jogja/data=!4m10!3m9!1s0x2e7a578712fde2bd:0xba208e0d139f2670!5m2!4m1!1i2!8m2!3d-7.7970351!4d110.3704515!16s%2Fg%2F11ff5m_bpm!19sChIJveL9EodXei4RcCafEw2OILo?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7970350999999996, ""longitude"": 110.3704515}"
Carani Hotel Yogyakarta,474,Hotel,"[""Hotel""]",4.3,"Jl. Prof. Herman Yohanes No.16, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",https://www.google.com/maps/place/Carani+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a5905f7cfc329:0xea2fa699231e3d5b!5m2!4m1!1i2!8m2!3d-7.7801058!4d110.3793177!16s%2Fg%2F11p6c450m4!19sChIJKcPP9wVZei4RWz0eI5mmL-o?authuser=0&hl=id&rclk=1,"{""latitude"": -7.780105799999999, ""longitude"": 110.3793177}"
The Fort Hotel,469,Hotel,"[""Hotel""]",4.1,"Jl. Bugisan Selatan No.99, Senggotan, Tirtonirmolo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55181",https://www.google.com/maps/place/The+Fort+Hotel/data=!4m10!3m9!1s0x2e7a57c5c0b8a5d1:0xd3027921e0055d2b!5m2!4m1!1i2!8m2!3d-7.8263055!4d110.3473566!16s%2Fg%2F11bbx2t287!19sChIJ0aW4wMVXei4RK10F4CF5AtM?authuser=0&hl=id&rclk=1,"{""latitude"": -7.826305499999999, ""longitude"": 110.3473566}"
Liberta Malioboro,449,Hotel,"[""Hotel""]",4.5,"Jl. Pringgokusuman No.17, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",https://www.google.com/maps/place/Liberta+Malioboro/data=!4m10!3m9!1s0x2e7a59328022ba3f:0x95779f70fba53792!5m2!4m1!1i2!8m2!3d-7.7915121!4d110.3595666!16s%2Fg%2F11j8sm550l!19sChIJP7oigDJZei4Rkjel-3Cfd5U?authuser=0&hl=id&rclk=1,"{""latitude"": -7.791512099999999, ""longitude"": 110.3595666}"
RedDoorz near Jogja City Mall 3,307,Hotel,"[""Hotel""]",4.2,"Jl. Kragilan, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",https://www.google.com/maps/place/RedDoorz+near+Jogja+City+Mall+3/data=!4m10!3m9!1s0x2e7a59b0f99e25c1:0x45d44fdf49a7da74!5m2!4m1!1i2!8m2!3d-7.7686956!4d110.3600953!16s%2Fg%2F11h75trddj!19sChIJwSWe-bBZei4RdNqnSd9P1EU?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7686956, ""longitude"": 110.3600953}"
Crown Residence near Tugu Yogyakarta Mitra RedDoorz,302,Hotel,"[""Hotel""]",3.9,"1, Jl. Magelang No.16 A, Bumijo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",https://www.google.com/maps/place/Crown+Residence+near+Tugu+Yogyakarta+Mitra+RedDoorz/data=!4m10!3m9!1s0x2e7a59b762b1e5c1:0xc328ad6664d0352d!5m2!4m1!1i2!8m2!3d-7.7812021!4d110.361067!16s%2Fg%2F11j4xqv0mz!19sChIJweWxYrdZei4RLTXQZGatKMM?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7812021, ""longitude"": 110.36106699999999}"
Hotel Dewi Sri,256,Hotel,"[""Hotel""]",3.9,"Jl. Mangkuyudan No.65, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",https://www.google.com/maps/place/Hotel+Dewi+Sri/data=!4m10!3m9!1s0x2e7a57a4a7fbcea9:0xc53bebfb1275e3e0!5m2!4m1!1i2!8m2!3d-7.8217258!4d110.3675161!16s%2Fg%2F1vqt2g8z!19sChIJqc77p6RXei4R4ON1EvvrO8U?authuser=0&hl=id&rclk=1,"{""latitude"": -7.821725799999999, ""longitude"": 110.36751609999999}"
Hotel Madina Inn Yogyakarta,244,Hotel,"[""Hotel""]",4.7,"Jl. Taman Siswa No.56, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",https://www.google.com/maps/place/Hotel+Madina+Inn+Yogyakarta/data=!4m10!3m9!1s0x2e7a57d3c7119115:0x9f2fec94cce1ac77!5m2!4m1!1i2!8m2!3d-7.8072349!4d110.3773569!16s%2Fg%2F11fsmd0hl6!19sChIJFZERx9NXei4Rd6zhzJTsL58?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8072349, ""longitude"": 110.3773569}"
Hotel Limaran 1,218,Hotel,"[""Hotel""]",4.3,"Jl. Mayor Suryotomo No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",https://www.google.com/maps/place/Hotel+Limaran+1/data=!4m10!3m9!1s0x2e7a57867f31f173:0x28e905d1ac075500!5m2!4m1!1i2!8m2!3d-7.8011!4d110.369173!16s%2Fg%2F11gyb5d474!19sChIJc_Exf4ZXei4RAFUHrNEF6Sg?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8011, ""longitude"": 110.36917299999999}"
OYO 444 Rafitha Homestay,194,Hotel,"[""Hotel""]",4.4,"Jl. Perum Janti Residence kav Blok, Jl. Karangbendo Kulon Blok B4, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",https://www.google.com/maps/place/OYO+444+Rafitha+Homestay/data=!4m10!3m9!1s0x2e7a57f1377aaa2b:0x46b2317b83b74c68!5m2!4m1!1i2!8m2!3d-7.7990067!4d110.4171251!16s%2Fg%2F11h2h6882j!19sChIJK6p6N_FXei4RaEy3g3sxskY?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7990067, ""longitude"": 110.41712509999999}"
Soeka Jogja / RedDoorz Near Gejayan 3,92,Hotel,"[""Hotel""]",4.7,"Jl. Wulung 3 No.21, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/Soeka+Jogja+%2F+RedDoorz+Near+Gejayan+3/data=!4m10!3m9!1s0x2e7a59be924346b1:0x8a00bc95c1377b92!5m2!4m1!1i2!8m2!3d-7.7765251!4d110.3953124!16s%2Fg%2F11fwgz46t3!19sChIJsUZDkr5Zei4Rkns3wZW8AIo?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7765251, ""longitude"": 110.3953124}"
OYO 2402 Apartment Gateway Cicadas By Prisma,81,Hotel,"[""Hotel""]",4.6,"Jl. Permadi No.1552, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",https://www.google.com/maps/place/OYO+2402+Apartment+Gateway+Cicadas+By+Prisma/data=!4m10!3m9!1s0x2e68e7eaa0da183b:0xb7aeccc5fa38f045!5m2!4m1!1i2!8m2!3d-7.8112869!4d110.3774108!16s%2Fg%2F11j2f_zv3n!19sChIJOxjaoOrnaC4RRfA4-sXMrrc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8112869, ""longitude"": 110.37741079999999}"
De Patuk Homestay,77,Rumah wisata,"[""Rumah wisata""]",4.7,"Jl. Sastrodipuran No.15, Ngampilan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/De+Patuk+Homestay/data=!4m10!3m9!1s0x2e7a57c7b7a20143:0xa591254a916dbee1!5m2!4m1!1i2!8m2!3d-7.796774!4d110.3629304!16s%2Fg%2F11j_16nk1z!19sChIJQwGit8dXei4R4b5tkUolkaU?authuser=0&hl=id&rclk=1,"{""latitude"": -7.796773999999999, ""longitude"": 110.3629304}"
OMAH LEREN Mitra Reddoorz,18,Guest house,"[""Guest house""]",4.6,"Gg. Empu Gandring V No.22, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",https://www.google.com/maps/place/OMAH+LEREN+Mitra+Reddoorz/data=!4m10!3m9!1s0x2e7a57e469f3dc45:0x6f15f6f89cf44f7f!5m2!4m1!1i2!8m2!3d-7.8123326!4d110.3835463!16s%2Fg%2F11t1gf6k8x!19sChIJRdzzaeRXei4Rf0_0nPj2FW8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8123325999999995, ""longitude"": 110.38354629999999}"
FORRIZ Hotel Yogyakarta,4811,Hotel,"[""Hotel""]",4.5,"Jl. HOS Cokroaminoto No.60, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",https://www.google.com/maps/place/FORRIZ+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a581f9513164b:0x2a562cbb3d5af40c!5m2!4m1!1i2!8m2!3d-7.7954415!4d110.3535053!16s%2Fg%2F11dfgsvsvs!19sChIJSxYTlR9Yei4RDPRaPbssVio?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7954415, ""longitude"": 110.3535053}"
HOTEL FORTUNAGRANDE SETURAN YOGYAKARTA by FOSIA HOTELS,4676,Hotel,"[""Hotel""]",4.4,"Jl. Seturan Raya No.4b, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/HOTEL+FORTUNAGRANDE+SETURAN+YOGYAKARTA+by+FOSIA+HOTELS/data=!4m10!3m9!1s0x2e7a599103220c0b:0xb7adf9f9c334e2d9!5m2!4m1!1i2!8m2!3d-7.7656597!4d110.4108658!16s%2Fg%2F11b73mwk8r!19sChIJCwwiA5FZei4R2eI0w_n5rbc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7656597, ""longitude"": 110.4108658}"
Apartement Malioboro City,3914,Hotel,"[""Hotel""]",4.0,"Jl. Laksda Adisucipto KM.8 No.38, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/Apartement+Malioboro+City/data=!4m10!3m9!1s0x2e7a59f0a263e92d:0x47f2ae6260648340!5m2!4m1!1i2!8m2!3d-7.7809625!4d110.4187795!16s%2Fg%2F1yg6ngxxz!19sChIJLeljovBZei4RQINkYGKu8kc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.780962499999999, ""longitude"": 110.4187795}"
Tembok Batu Residence,3552,Hotel,"[""Hotel""]",4.1,"Jalan Sendowo E No. 106, Sendowo, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",https://www.google.com/maps/place/Tembok+Batu+Residence/data=!4m10!3m9!1s0x2e7a58490c857281:0x522ab0e31db2f2b9!5m2!4m1!1i2!8m2!3d-7.7719236!4d110.3709246!16s%2Fg%2F12hyszb8y!19sChIJgXKFDElYei4RufKyHeOwKlI?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7719236, ""longitude"": 110.3709246}"
Grand Senyum Hotel Yogyakarta,2101,Hotel,"[""Hotel""]",4.6,"Jl. Pangeran Diponegoro No.27, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",https://www.google.com/maps/place/Grand+Senyum+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a590b62cdfcd3:0xdaeea7dad208473d!5m2!4m1!1i2!8m2!3d-7.782991!4d110.36537!16s%2Fg%2F11g0gmpk_g!19sChIJ0_zNYgtZei4RPUcI0tqn7to?authuser=0&hl=id&rclk=1,"{""latitude"": -7.782991, ""longitude"": 110.36537}"
Nueve Malioboro Hotel Yogyakarta,2099,Hotel,"[""Hotel""]",4.3,"Jl. Mataram No.9, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",https://www.google.com/maps/place/Nueve+Malioboro+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a578787e392e7:0x5985e07adef795e5!5m2!4m1!1i2!8m2!3d-7.7959234!4d110.3688956!16s%2Fg%2F11bbx0v0_m!19sChIJ55Ljh4dXei4R5ZX33nrghVk?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7959233999999995, ""longitude"": 110.3688956}"
Laxston Hotel Jl. Magelang,1812,Hotel,"[""Hotel""]",4.3,"Jl. Magelang No.31, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",https://www.google.com/maps/place/Laxston+Hotel+Jl.+Magelang/data=!4m10!3m9!1s0x2e7a58394d5f64cf:0x6be10354a670bd3c!5m2!4m1!1i2!8m2!3d-7.7801258!4d110.3607582!16s%2Fg%2F11b66j1s7z!19sChIJz2RfTTlYei4RPL1wplQD4Ws?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7801257999999995, ""longitude"": 110.36075819999999}"
Hotel Adilla Syariah,1527,Hotel,"[""Hotel""]",4.4,"Jl. Nogorojo No.15, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",https://www.google.com/maps/place/Hotel+Adilla+Syariah/data=!4m10!3m9!1s0x2e7a59dd0034bd3b:0x7b0f18ce344e690b!5m2!4m1!1i2!8m2!3d-7.7864645!4d110.3993798!16s%2Fg%2F11cn9c82js!19sChIJO700AN1Zei4RC2lONM4YD3s?authuser=0&hl=id&rclk=1,"{""latitude"": -7.786464499999999, ""longitude"": 110.39937979999999}"
The Cabin Hotel Gandekan,1070,Hotel,"[""Hotel""]",4.3,"Jl. Gandekan Lor No.2, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/The+Cabin+Hotel+Gandekan/data=!4m10!3m9!1s0x2e7a5826d0af5a53:0x9ab4582409a183fb!5m2!4m1!1i2!8m2!3d-7.7933237!4d110.3615018!16s%2Fg%2F11rb09lyj!19sChIJU1qv0CZYei4R-4OhCSRYtJo?authuser=0&hl=id&rclk=1,"{""latitude"": -7.793323699999999, ""longitude"": 110.3615018}"
Hotel Agung Mas,965,Hotel,"[""Hotel""]",4.3,"Jl. HOS Cokroaminoto No.108, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",https://www.google.com/maps/place/Hotel+Agung+Mas/data=!4m10!3m9!1s0x2e7a5818b2a70e0f:0xb5519f2473ac173!5m2!4m1!1i2!8m2!3d-7.79143!4d110.3537798!16s%2Fg%2F1tjbbm0h!19sChIJDw6nshhYei4Rc8E6R_IZVQs?authuser=0&hl=id&rclk=1,"{""latitude"": -7.79143, ""longitude"": 110.3537798}"
The Cabin Hotel Sutomo,942,Hotel,"[""Hotel""]",4.4,"Jl. Doktor Sutomo No.2, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211",https://www.google.com/maps/place/The+Cabin+Hotel+Sutomo/data=!4m10!3m9!1s0x2e7a57803b4f2755:0xafc3414f461e4191!5m2!4m1!1i2!8m2!3d-7.7971316!4d110.3778493!16s%2Fg%2F11bbyfd5fy!19sChIJVSdPO4BXei4RkUEeRk9Bw68?authuser=0&hl=id&rclk=1,"{""latitude"": -7.797131599999999, ""longitude"": 110.3778493}"
Sky Hotel Hayam Wuruk,919,Hotel,"[""Hotel""]",4.0,"Jl. Hayam Wuruk No.51, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",https://www.google.com/maps/place/Sky+Hotel+Hayam+Wuruk/data=!4m10!3m9!1s0x2e7a582be9de726d:0xc9b3d4673cf35f2!5m2!4m1!1i2!8m2!3d-7.7917475!4d110.3736038!16s%2Fg%2F11bbx0h685!19sChIJbXLe6StYei4R8jXPc0Y9mww?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7917475, ""longitude"": 110.3736038}"
RedDoorz near Malioboro Mall 2,811,Hotel,"[""Hotel"", ""Hostel""]",4.3,"Jl. Mataram No.41, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",https://www.google.com/maps/place/RedDoorz+near+Malioboro+Mall+2/data=!4m10!3m9!1s0x2e7a59f0c8d592a9:0xb7e17f6e20f43bc5!5m2!4m1!1i2!8m2!3d-7.7945798!4d110.3684828!16s%2Fg%2F11h12x4w73!19sChIJqZLVyPBZei4RxTv0IG5_4bc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.794579799999999, ""longitude"": 110.3684828}"
The Winotosastro Renaissance Hotel Yogyakarta,630,Hotel,"[""Hotel""]",4.2,"A, Jl. Parangtritis No.92, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",https://www.google.com/maps/place/The+Winotosastro+Renaissance+Hotel+Yogyakarta/data=!4m10!3m9!1s0x2e7a57a3416a13a5:0xf5dc8b8a39844fc2!5m2!4m1!1i2!8m2!3d-7.8205609!4d110.3678343!16s%2Fg%2F11bvv4vk96!19sChIJpRNqQaNXei4Rwk-EOYqL3PU?authuser=0&hl=id&rclk=1,"{""latitude"": -7.820560899999999, ""longitude"": 110.3678343}"
Hotel Akur,612,Hotel,"[""Hotel""]",3.8,"Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",https://www.google.com/maps/place/Hotel+Akur/data=!4m10!3m9!1s0x2e7a582869eb3213:0x48f7571bd2d65c99!5m2!4m1!1i2!8m2!3d-7.7942443!4d110.3679081!16s%2Fg%2F1trry472!19sChIJEzLraShYei4RmVzW0htX90g?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7942443, ""longitude"": 110.3679081}"
Hotel Novatel,529,Hotel,"[""Hotel""]",3.8,"Jl. KH Wahid Hasyim No.61, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55262",https://www.google.com/maps/place/Hotel+Novatel/data=!4m10!3m9!1s0x2e7a578d160627b1:0xd553bf8626d70cd3!5m2!4m1!1i2!8m2!3d-7.8052034!4d110.3563461!16s%2Fg%2F1thlqpnf!19sChIJsScGFo1Xei4R0wzXJoa_U9U?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8052034, ""longitude"": 110.3563461}"
The Journey Hotel,486,Hotel,"[""Hotel""]",4.4,"Jl. Sorosutan No.2e, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",https://www.google.com/maps/place/The+Journey+Hotel/data=!4m10!3m9!1s0x2e7a57a0067eac1b:0x3e0508a431de0245!5m2!4m1!1i2!8m2!3d-7.8165934!4d110.3780788!16s%2Fg%2F11gcqwh7jj!19sChIJG6x-BqBXei4RRQLeMaQIBT4?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8165933999999995, ""longitude"": 110.3780788}"
Hotel Penak Malioboro,447,Hotel,"[""Hotel""]",4.3,"Jl. Mataram Gemblakan Atas DN I / 325, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",https://www.google.com/maps/place/Hotel+Penak+Malioboro/data=!4m10!3m9!1s0x2e7a5828937106bf:0x72f8b1143542db48!5m2!4m1!1i2!8m2!3d-7.7923491!4d110.3679418!16s%2Fg%2F11gf489t41!19sChIJvwZxkyhYei4RSNtCNRSx-HI?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7923491, ""longitude"": 110.3679418}"
Abrakadabra Homestay,425,Bed & Breakfast,"[""Bed & Breakfast""]",4.8,"Jl. Siliran Kidul No.65A, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",https://www.google.com/maps/place/Abrakadabra+Homestay/data=!4m10!3m9!1s0x2e7a57bc193b4f07:0x77239a176a5dd331!5m2!4m1!1i2!8m2!3d-7.814259!4d110.3679161!16s%2Fg%2F11c45tjfr0!19sChIJB087GbxXei4RMdNdaheaI3c?authuser=0&hl=id&rclk=1,"{""latitude"": -7.814259, ""longitude"": 110.36791609999999}"
Eclipse Hotel,380,Hotel,"[""Hotel"", ""Penginapan""]",4.4,"Jl. Prawirotaman No.35, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",https://www.google.com/maps/place/Eclipse+Hotel/data=!4m10!3m9!1s0x2e7a57a3ac9620d7:0xa78c051f16ae129f!5m2!4m1!1i2!8m2!3d-7.8191664!4d110.3720544!16s%2Fg%2F1trl7wq9!19sChIJ1yCWrKNXei4RnxKuFh8FjKc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.819166399999999, ""longitude"": 110.3720544}"
Golden Inn Yogyakarta 2,305,Hotel,"[""Hotel""]",3.8,"Jl. Kranggan, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",https://www.google.com/maps/place/Golden+Inn+Yogyakarta+2/data=!4m10!3m9!1s0x2e7a592939281461:0x67e06070ec66766e!5m2!4m1!1i2!8m2!3d-7.781486!4d110.3666915!16s%2Fg%2F11fhr1k2ch!19sChIJYRQoOSlZei4RbnZm7HBg4Gc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.781485999999999, ""longitude"": 110.3666915}"
LIVINN YOGYA HOTEL,253,Hotel,"[""Hotel"", ""Kafe""]",4.4,"Jl. Babaran No.103, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",https://www.google.com/maps/place/LIVINN+YOGYA+HOTEL/data=!4m10!3m9!1s0x2e7a57bd749bb17b:0x92e1486e65c71d08!5m2!4m1!1i2!8m2!3d-7.8123539!4d110.3912489!16s%2Fg%2F11j91qgwfd!19sChIJe7GbdL1Xei4RCB3HZW5I4ZI?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8123539, ""longitude"": 110.3912489}"
