business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,photos,opening_hours,url
OPERATIONAL,"XHW7+J3G, Oetuke, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0034371, 'lng': 124.5626882}, 'viewport': {'northeast': {'lat': -10.00202942010728, 'lng': 124.5640282298927}, 'southwest': {'lat': -10.00472907989272, 'lng': 124.5613285701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oetuke Hill Seaview,ChIJp8IzGQGr-CwRKxoweqJ3Ar8,,5.0,ChIJp8IzGQGr-CwRKxoweqJ3Ar8,"['tourist_attraction', 'point_of_interest', 'establishment']",16.0,,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110623303954851309367"">Budi Adnyana</a>'], 'photo_reference': 'AUGGfZl4K1ljw1vyZ5WLaVrbcC83saZt03PgM9RXQezYfcaoh4UuvZPormqxI_PfPexbVtFE1JjvVbqZClAIY9fguzSKFuEIwgC9uwp9wiKlSImUBngC1q8HcW4Nd1gx_olKM3l-1YRvaZGuPkrF_65iBhfxIvkpSt4PZhthcm6KR5zqiOM', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJp8IzGQGr-CwRKxoweqJ3Ar8
OPERATIONAL,"XGHQ+R8W, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0199116, 'lng': 124.5388262}, 'viewport': {'northeast': {'lat': -10.01845567010728, 'lng': 124.5399627798927}, 'southwest': {'lat': -10.02115532989272, 'lng': 124.5372631201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kolbano Kak Nono,ChIJM54QyiCr-CwRF1ktXXEAiXs,,4.5,ChIJM54QyiCr-CwRF1ktXXEAiXs,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,"[{'height': 1844, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113050718347591132654"">A Google User</a>'], 'photo_reference': 'AUGGfZmNxlP4Lcn3GmVQdFfTqH8j7IjAmkNVVaDCjYN7Zw3A33qQ5XDChwKIYP2xE_f9yfJ-xJsfyRxr0xJnWMuPkYaFkvU-0v2Y0w-uLfH4QO5I1qq-J43I47JjxMSs4S7HByE9pcisETHfkTODdgZfuALXERs9anHQXUruI1pU0PhiFCat', 'width': 4000}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJM54QyiCr-CwRF1ktXXEAiXs
OPERATIONAL,"3GVG+RR, Boti, Ki'e, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9054103, 'lng': 124.5270879}, 'viewport': {'northeast': {'lat': -9.904246220107277, 'lng': 124.5287473298928}, 'southwest': {'lat': -9.90694587989272, 'lng': 124.5260476701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sonaf Boti,ChIJU-FTYWNX_ywRQdUZjJ8mF5U,,4.9,ChIJU-FTYWNX_ywRQdUZjJ8mF5U,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",11.0,,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100221811809804208517"">Man Khoiru</a>'], 'photo_reference': 'AUGGfZm8K1K47kfzzHSA-lpRUbpkrZdx556ybgElvyZKt2BQyTGLgOOE8yaEypt4-UfCkGp9OCBDisKqQzwcePrzh5JSfVHcy02QMPbkmZC66uZxeJ77C1NdsitC4SwQdXz-GErELU6-pj5ekAExL4S9Lmz89_EQFHTSmyyv586nvFhUT90l', 'width': 4128}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJU-FTYWNX_ywRQdUZjJ8mF5U
OPERATIONAL,"3JW9+5QW, Fatu Ulan, Ki'e, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.904524799999999, 'lng': 124.6194572}, 'viewport': {'northeast': {'lat': -9.903592570107278, 'lng': 124.6204849298927}, 'southwest': {'lat': -9.906292229892722, 'lng': 124.6177852701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Camping Fatu'ulan,ChIJkTu3xZNR_ywRzRYHDKyXeSk,,5.0,ChIJkTu3xZNR_ywRzRYHDKyXeSk,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104523453635379287671"">A Google User</a>'], 'photo_reference': 'AUGGfZkftnwt6vrM2cuY90eouu46dV7Cvz3DV6gy0VlSld5ksGZ0svn7o5TGXVAtpZf7rgewTKt3Gq8vqsNqmkO1B7ynaVBkgn7HUZ203N6JQId_Dgr9MZJySTUpm6wyyR5znrPt8eQB37STPWJ4qmzKJx46Q-lfxHN3mxAUmnvx-tcTU-U', 'width': 2322}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJkTu3xZNR_ywRzRYHDKyXeSk
OPERATIONAL,"Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0343663, 'lng': 124.5330986}, 'viewport': {'northeast': {'lat': -10.03290432010728, 'lng': 124.5338074298927}, 'southwest': {'lat': -10.03560397989272, 'lng': 124.5311077701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kolbano,ChIJA1WSCv6r-CwROzUz-f5pBMw,"{'compound_code': 'XG8M+76 Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '5QX6XG8M+76'}",4.6,ChIJA1WSCv6r-CwROzUz-f5pBMw,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",7.0,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105096113828967791821"">vian lewowerang</a>'], 'photo_reference': 'AUGGfZljvkOHOJhiEhvqKph08k4wqqCmEm1rtPkNIRijM6vuN7R-_GXKPHRc_aaeRJxolGImoJg5_MnC5czaan2uomiLJWTOZ3Gk23bBmOPH75AYR0nRdlBNGnWd-FT8tCpdm_sP5Qfa17wOmLTOABY60CGpgIvV31Bg91iErt3ZKsOQYVt6', 'width': 4128}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJA1WSCv6r-CwROzUz-f5pBMw
OPERATIONAL,"Fatu Ulan, Ki'e, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9023111, 'lng': 124.6092718}, 'viewport': {'northeast': {'lat': -9.901160620107278, 'lng': 124.6099971798927}, 'southwest': {'lat': -9.903860279892722, 'lng': 124.6072975201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Fatu Ulan,ChIJPc3L5YtR_ywR8wla_ym1sus,"{'compound_code': '3JX5+3P Fatu Ulan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q263JX5+3P'}",4.9,ChIJPc3L5YtR_ywR8wla_ym1sus,"['tourist_attraction', 'point_of_interest', 'establishment']",65.0,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117575900853332963193"">Aji Satria</a>'], 'photo_reference': 'AUGGfZl4o3GY4Jh9d-Q-Te1LAMA9Guw5zxEPe4Wsnno2vvpAfIOo7MxAOrXjuazzg3Qx_KiAEnliDIdgQof9iNFm3plzwWDllb-wa0iwg6I12OPeJ7qYK9EeIjJLKxpm-ef7aZ8AUIwoQKKy19oXMe3knWVuB8bC0ShmGAM_r6amqKWerj5i', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJPc3L5YtR_ywR8wla_ym1sus
,"Kuanfatu, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0234119, 'lng': 124.446755}, 'viewport': {'northeast': {'lat': -9.917961, 'lng': 124.498132}, 'southwest': {'lat': -10.061342, 'lng': 124.3658511}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kuanfatu,ChIJrQLd9RH-VSwRNxBBIw2Kcdo,,,ChIJrQLd9RH-VSwRNxBBIw2Kcdo,"['administrative_area_level_3', 'political']",,,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106726211902707549224"">A Google User</a>'], 'photo_reference': 'AUGGfZmCkJcIrWPeC7sUSYYYkpbdxdc7YAyIyhy66eEDeTQsWhg3yx4EvHjNaByNTllrwGATINsa4-MFUQA9JqGL9wXvdweLC6c-nhllJ30dcpPz2nCA-vXUQU_TodlRoyEB718OLpNcenta5nPIPBJO0OAg2au7NY6cugBI51pyPA_OpcHa', 'width': 1232}]",,https://www.google.com/maps/place/?q=place_id:ChIJrQLd9RH-VSwRNxBBIw2Kcdo
OPERATIONAL,"76QH+W3Q, Fatukoto, Mollo Utara, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7101905, 'lng': 124.2277643}, 'viewport': {'northeast': {'lat': -9.708932720107278, 'lng': 124.2292052298928}, 'southwest': {'lat': -9.711632379892722, 'lng': 124.2265055701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Nausus,ChIJga9SUrqUVSwRvN7ELqBA7qU,,4.8,ChIJga9SUrqUVSwRvN7ELqBA7qU,"['tourist_attraction', 'point_of_interest', 'establishment']",77.0,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115171404922176308990"">Ethon Alomoy</a>'], 'photo_reference': 'AUGGfZkGuPThQHHs_x5DVsMxaFiZgONo8hgsqI0Tz7JAoJ_bUTuxHfjd8cz_zr0vboAQMG-KPzDijeqXyX33Kv_3mMaMKq9tiqGMeHFjSyOfM6TssB117tp0YoyaetFYB8kv9g1ASKkKpR3qLoIhe6tEXxpkcz_sFyxoWkHW6_ZtNjWm5mDG', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJga9SUrqUVSwRvN7ELqBA7qU
OPERATIONAL,"3JCH+8V, Fatuat, Kot'olin, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9291495, 'lng': 124.6296368}, 'viewport': {'northeast': {'lat': -9.927325070107278, 'lng': 124.6303302}, 'southwest': {'lat': -9.930024729892722, 'lng': 124.6275566}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Fatu Sene Fatuat,ChIJkYSnVqZT_ywRsdl9JhZmrUA,,5.0,ChIJkYSnVqZT_ywRsdl9JhZmrUA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 401, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114404871890684777751"">A Google User</a>'], 'photo_reference': 'AUGGfZl3pZtc2TwTHwcVYnje3W4cCv2o7TyjzvZF4iA782OPhWnl6TGkK9EG7Va8AN_O7t96vZHY4dqbMkwsrSEEGVxu1fii38pqhggG8eEEe6VTybFCURKhjb7V4mRdYxiXodCOwlOpUoxztYbfQMX46BEPFVxLXx9-Y-D7s4WKmSUHmQpQ', 'width': 535}]",,https://www.google.com/maps/place/?q=place_id:ChIJkYSnVqZT_ywRsdl9JhZmrUA
OPERATIONAL,"DJR.SANAM, Jalan, Oehala, Kec. Mollo Tengah, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8030144, 'lng': 124.3073775}, 'viewport': {'northeast': {'lat': -9.801627470107277, 'lng': 124.3086834798927}, 'southwest': {'lat': -9.804327129892721, 'lng': 124.3059838201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Oehala TTS,ChIJfzhimGzuVSwR19z9JHtYFzI,"{'compound_code': '58W4+QX Oelekam, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2658W4+QX'}",4.4,ChIJfzhimGzuVSwR19z9JHtYFzI,"['tourist_attraction', 'point_of_interest', 'establishment']",321.0,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113028728213601388281"">A Google User</a>'], 'photo_reference': 'AUGGfZmaM_-FInVD6qkVhkDugQI8_fURskdVNUofV5La88qZHuybmzbFo4QdZUaIQCxVDPnJr-TLcPI0qUQe7gHYPSQz5UKqhSHDQacRIYbvnvYiEsdXn8fqCdeLhk8Fk7GB6I7EP25Zmm9w7IBt4ASike3P1DwfRORIXWRyNExl2FNV-An4', 'width': 3000}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJfzhimGzuVSwR19z9JHtYFzI
OPERATIONAL,"49P5+P75, Jl. Ahmad Yani, Tublopo/Meometan, Kec. Amanuban Bar., Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8632347, 'lng': 124.3582445}, 'viewport': {'northeast': {'lat': -9.861826820107277, 'lng': 124.3597052798927}, 'southwest': {'lat': -9.86452647989272, 'lng': 124.3570056201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Tublopo,ChIJd4TjWbb7VSwRHoj0eFXyLZ8,,4.3,ChIJd4TjWbb7VSwRHoj0eFXyLZ8,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112581118475119465469"">A Google User</a>'], 'photo_reference': 'AUGGfZke5K03OGl15BcJceCTxtEAUO3XpG_cVXnalb-8nNdmDS9_a_20wM7BW5mNZHR-0VnjJumssS8-SSXaFDDSRUYvHw0B9sT3qithPXsRW-C3P24r5yUUL8UWJkp8KR7pSJ9HRjChu-pzl6TWO4ZvuwTJSkzt5sNZ0pNTdG3gK9292EHw', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJd4TjWbb7VSwRHoj0eFXyLZ8
OPERATIONAL,"3JX5+3PC, Fatu Ulan, Ki'e, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.901452599999999, 'lng': 124.608556}, 'viewport': {'northeast': {'lat': -9.900551270107277, 'lng': 124.6095053298927}, 'southwest': {'lat': -9.903250929892721, 'lng': 124.6068056701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fatu'ulan,ChIJ-713K4lR_ywRrf22kUNDyxA,,4.9,ChIJ-713K4lR_ywRrf22kUNDyxA,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100980699734107248482"">A Google User</a>'], 'photo_reference': 'AUGGfZk6kZ0jE9Oy_5roJkHri0MUAw_XwORhyra1gfGQYxq0ui4yjy9JqaMJzo49PNeU6ehNGSwxhkATYsvzdgQmMV2J7NxnaYddjaHv8t2WHCY-3E7YdH2KPUq5bEjfTXTOIYI0rGuP80lmOojlRLReg30O0tSVgrAZgM3ezGNNJiFoVOm2', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ-713K4lR_ywRrf22kUNDyxA
OPERATIONAL,"VC6W+R88, RT.018/RW.07, Kualin, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.1379706, 'lng': 124.4458411}, 'viewport': {'northeast': {'lat': -10.13634402010728, 'lng': 124.4470011298927}, 'southwest': {'lat': -10.13904367989272, 'lng': 124.4443014701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,FHMous,ChIJlURup6MDViwRSfGdFFk2VSo,,5.0,ChIJlURup6MDViwRSfGdFFk2VSo,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112241699896660387957"">Hendri Tamrin</a>'], 'photo_reference': 'AUGGfZlYtNzGmxXwGJJB04nXjsOHk5LoBrTNK4lk7OD5hJR7-5yrEpg1afh97zKGXz2C-V9lSGZOs8R7vDyYTL-PFPmeCLY8IiDtKFPhg_5ePHkahrKDUOHli9zjGrQebqwfRcQxwTTp4CaORF8jmi57MzhA1LWjBCeyahptueBUpXmmHSeM', 'width': 3024}]",,https://www.google.com/maps/place/?q=place_id:ChIJlURup6MDViwRSfGdFFk2VSo
OPERATIONAL,"8JHC+2J, Taebone, Fatukopa, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6724006, 'lng': 124.621623}, 'viewport': {'northeast': {'lat': -9.670388500000003, 'lng': 124.62402885}, 'southwest': {'lat': -9.678436899999998, 'lng': 124.62082105}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,FATUKOPA (F),ChIJKz3JjbBn_ywRuUgkS8gf8Z8,,5.0,ChIJKz3JjbBn_ywRuUgkS8gf8Z8,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,,"[{'height': 2240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106090648986639629205"">A Google User</a>'], 'photo_reference': 'AUGGfZk8JPprFDaeF2PtIa3bBlIdKONc46YPtUKNqC-lHiD7jSGJMAnJKMF0F-GDBVO2xQEw4HomJowxRKPiqAYrHC-vslccAvhqOOkFlGIIcVGTJS3pzB_xDD8VcJ0Pmto-5s2LLJqnBkd1bUqtI4d1-1hzQ-W4H53kW9sDVba4aQXpS2ej', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJKz3JjbBn_ywRuUgkS8gf8Z8
OPERATIONAL,"8M3W+2M8, Snok, Amanatun Utara, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6974576, 'lng': 124.6966994}, 'viewport': {'northeast': {'lat': -9.696331620107278, 'lng': 124.6980988298927}, 'southwest': {'lat': -9.699031279892722, 'lng': 124.6953991701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fautmae,ChIJa8888-dD_ywRYinUmRdZjm4,,5.0,ChIJa8888-dD_ywRYinUmRdZjm4,"['tourist_attraction', 'point_of_interest', 'establishment']",7.0,,"[{'height': 1380, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113535390776556065961"">A Google User</a>'], 'photo_reference': 'AUGGfZkL0UaGwfKxo_1e5P6i2wXfVvFZ1XH0HkDq70bLBBx3k7cwrAmWwSQXmUn0a7895ksShv_nVsCxPukRhnyx9nWlWFZk3KreKQLPClGKR0IzmL2yU6SXQMk6Lm4KnY3cyVJ8VgZRqJSICVx35ekF8GcfFjZLiRK9qBpky2QKn5J2EIRt', 'width': 2400}]",,https://www.google.com/maps/place/?q=place_id:ChIJa8888-dD_ywRYinUmRdZjm4
OPERATIONAL,"58RC+FCJ, Klani/Noinbila, Mollo Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8087924, 'lng': 124.3210218}, 'viewport': {'northeast': {'lat': -9.80774562010728, 'lng': 124.3225049798927}, 'southwest': {'lat': -9.810445279892724, 'lng': 124.3198053201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Tagepe Noinbila TTS,ChIJ4Wy11CLuVSwRSMfBm9DbgRw,,4.3,ChIJ4Wy11CLuVSwRSMfBm9DbgRw,"['tourist_attraction', 'point_of_interest', 'establishment']",70.0,,"[{'height': 2458, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116677321142675496977"">Janton Dwi H</a>'], 'photo_reference': 'AUGGfZlzSpifsYRzDmV8t6rHg6O7gZujDzhFrKAganvWTBPltMCNOLvLrWDXMV0QdDUDRT4YjszFs3NlQMZ-mzErIPi81zGzuyFIJNYremMlolXojXrRUwSpVZgpwZko-qYfR6GYWPy3ewEC2tNkUXYnSeMNImN9uRB6fdedfru2IrN61W_7', 'width': 2298}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJ4Wy11CLuVSwRSMfBm9DbgRw
OPERATIONAL,"3G57+7JW, Babuin, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9417682, 'lng': 124.5140637}, 'viewport': {'northeast': {'lat': -9.940341070107278, 'lng': 124.5150513298927}, 'southwest': {'lat': -9.943040729892722, 'lng': 124.5123516701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Oefau,ChIJmdb7YeFV_ywR_78CJDIB-Qc,,4.0,ChIJmdb7YeFV_ywR_78CJDIB-Qc,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJmdb7YeFV_ywR_78CJDIB-Qc
OPERATIONAL,"Pantai Kolbano, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0204408, 'lng': 124.5385041}, 'viewport': {'northeast': {'lat': -10.0094528, 'lng': 124.5545115}, 'southwest': {'lat': -10.0314284, 'lng': 124.5224967}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kolbano,ChIJTRsb0fGq-CwRDinamkgzsa8,,4.6,ChIJTRsb0fGq-CwRDinamkgzsa8,"['natural_feature', 'establishment']",959.0,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110430595760472586960"">M Josephine Wijiastuti</a>'], 'photo_reference': 'AUGGfZlpL9kOdfG1a599h23xqiAXBpKQxNiSEMseu8IDfp2E6bFIkLrLRfivOiE3l8ISkrWvGf0CPXDekn0VXJcnXtNvsVe2XN25Q9DWxR1LnIsQk3MLDHaTyZPHaY8fJJBrOfB6QN1NE-2SWceUHDYdeAyjy-oH-y8zwSmSpPO1SpHe3pjy', 'width': 3000}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJTRsb0fGq-CwRDinamkgzsa8
,"Kuanfatu, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0272747, 'lng': 124.4364621}, 'viewport': {'northeast': {'lat': -10.011333, 'lng': 124.4644661}, 'southwest': {'lat': -10.045145, 'lng': 124.4101751}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kuanfatu,ChIJHyYC7cMAViwRnU8YWuMLU60,,,ChIJHyYC7cMAViwRnU8YWuMLU60,"['administrative_area_level_4', 'political']",,,"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100044134101621317774"">winy tasekeb</a>'], 'photo_reference': 'AUGGfZn8-sl7RE7L3r_shKb_BPqXifmlDeWVmWNk6EGYBPZYbk29j3Sl36q_0FOLw_hN1vMHHHOe_A1MRZSTbFy4iJOY-dCReEP-VUVOo6ES_tW-Z8s-1IRGhNhDJsCivOA45wHsBY9WqGNSGqLl2WXJ4G_mLnTE4OWb1wwFyI1QwirGrLJN', 'width': 750}]",,https://www.google.com/maps/place/?q=place_id:ChIJHyYC7cMAViwRnU8YWuMLU60
CLOSED_TEMPORARILY,"W9Q4+V43, Noemuke, Amanuban Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0603731, 'lng': 124.3552824}, 'viewport': {'northeast': {'lat': -10.05895622010728, 'lng': 124.3565763798927}, 'southwest': {'lat': -10.06165587989272, 'lng': 124.3538767201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Cemara Noemuke,ChIJnf64AOkHViwRWvU5aQAMrjc,,0.0,ChIJnf64AOkHViwRWvU5aQAMrjc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJnf64AOkHViwRWvU5aQAMrjc
CLOSED_TEMPORARILY,"2924+H45, Unnamed Road, Fatutnana, Kec. Noebeba, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.9986164, 'lng': 124.3553454}, 'viewport': {'northeast': {'lat': -9.997266570107277, 'lng': 124.3566952298927}, 'southwest': {'lat': -9.99996622989272, 'lng': 124.3539955701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Salib,ChIJIdeQxCz9VSwRMdUKCSvoers,,4.0,ChIJIdeQxCz9VSwRMdUKCSvoers,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,True,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105024496443510852894"">Maryan Walker</a>'], 'photo_reference': 'AUGGfZnAa4urgmKaF4FU9dPfi3ueYpqyKpUQXSTWiAcjtSWEa5gMU1oEy7vF76ZnqVKnac9c0F1h2Ldv6mCxm0MN0bptCoxVwjuJa-9H5c_sh6fyGr752SLz6FCbn5XJabVal0CjT5NKBf--8u44DIh9L1zB-azPUY2jP1ylSWvEknl19FXV', 'width': 2560}]",,https://www.google.com/maps/place/?q=place_id:ChIJIdeQxCz9VSwRMdUKCSvoers
