formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,types,business_status,opening_hours,photos,rating,user_ratings_total,plus_code,permanently_closed,url
"VPJX+F28, Waitidal, Tanimbar Utara, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.1188401, 'lng': 131.7475661}, 'viewport': {'northeast': {'lat': -7.118052270107277, 'lng': 131.7489728298928}, 'southwest': {'lat': -7.120751929892721, 'lng': 131.7462731701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Lussabel,ChIJp5tf50qTJi0ROf5-Wlq_J0k,ChIJp5tf50qTJi0ROf5-Wlq_J0k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111495674229145634612"">A Google User</a>'], 'photo_reference': 'AUGGfZkSMs2LL4cjKHsAGr8wSdvoMMDCBhazrZADxj4Fgt-ATdq-_YNt-y0l_5wrIypLnLNtcSexheJTKd2Hfiix6qcT-lReGoDGngHFKn-Vx3yG6fBWvJy40VQ4y6wUU8ZGOvEnSQVJ9Hb0vnk2AoeT9xk5wfo-lxgL6cfe6YGrALVbTGWK', 'width': 4000}]",0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJp5tf50qTJi0ROf5-Wlq_J0k
"9JVH+WXP, Lumasebu, Kormomolin, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.605429799999999, 'lng': 131.6299321}, 'viewport': {'northeast': {'lat': -7.604107820107276, 'lng': 131.6313217798927}, 'southwest': {'lat': -7.60680747989272, 'lng': 131.6286221201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Webun,ChIJSwGqV9UXJy0RG8RkC_-zOjU,ChIJSwGqV9UXJy0RG8RkC_-zOjU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJSwGqV9UXJy0RG8RkC_-zOjU
"VVQ4+M8F, Tanimbar Utara, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.110810499999999, 'lng': 131.8557942}, 'viewport': {'northeast': {'lat': -7.110035249999999, 'lng': 131.8574070298927}, 'southwest': {'lat': -7.113136250000001, 'lng': 131.8547073701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Laut keliobar,ChIJ4TZ4UgCLJi0Rn0VjFBEJnr0,ChIJ4TZ4UgCLJi0Rn0VjFBEJnr0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ4TZ4UgCLJi0Rn0VjFBEJnr0
"494J+46, Wowonda, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.894654399999999, 'lng': 131.3805212}, 'viewport': {'northeast': {'lat': -7.893304570107277, 'lng': 131.3818710298927}, 'southwest': {'lat': -7.896004229892721, 'lng': 131.3791713701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cinta Kasih Desa Tumbur,ChIJtWUlX1lRJy0R6BySZHn3vTk,ChIJtWUlX1lRJy0R6BySZHn3vTk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118329337932721450019"">A Google User</a>'], 'photo_reference': 'AUGGfZmG0N-xQUGt4_-C-bErDVpBU_hT9CRpaU3vCIVvhHCTVBlLprBxyRJ57ap1ELOvHcTOl1UOY0VLBbg2dIXv5Z3CpT12QNbNZ3B_rH1RxZwchg2m3siA7IE3DFbKM0eCIArEapv8EXo9Z05N7CcnV7jKv5zt-O3-owFBYQtL56R4Eng1', 'width': 1560}]",0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJtWUlX1lRJy0R6BySZHn3vTk
"735J+P9, Themin, Wer Maktian, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.7406919, 'lng': 131.0809959}, 'viewport': {'northeast': {'lat': -7.739342070107277, 'lng': 131.0823457298928}, 'southwest': {'lat': -7.742041729892721, 'lng': 131.0796460701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Oretal,ChIJHT16RgDHIC0R7rkeMtNUloU,ChIJHT16RgDHIC0R7rkeMtNUloU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJHT16RgDHIC0R7rkeMtNUloU
"38V2+QJ, Kabiarat Raya, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.9056145, 'lng': 131.3015962}, 'viewport': {'northeast': {'lat': -7.904489720107279, 'lng': 131.3027605298927}, 'southwest': {'lat': -7.907189379892722, 'lng': 131.3000608701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air kaca Bomaki,ChIJ7fXN2EhTJy0RMAvNd8YoSkg,ChIJ7fXN2EhTJy0RMAvNd8YoSkg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110961735410396135099"">A Google User</a>'], 'photo_reference': 'AUGGfZl4BXOmG6z21LMd3dDeNrt1QCMc8HFPp17lKuVMia3QGulSyF2C1_yJginXyKW4bqpFZ7OLFoZd9BSAYyD125e7eBm3dyxWJtYnl80GMydPdnBu6bx1hSny9vaIkJ_ojRWG9o3rOXUDaG5xOU7PmZPXrciZIy5ozBsfTqzhffKQn9eQ', 'width': 4000}]",5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ7fXN2EhTJy0RMAvNd8YoSkg
"946F+6H, Weratan, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.639491899999999, 'lng': 131.1239853}, 'viewport': {'northeast': {'lat': -7.638142070107276, 'lng': 131.1253351298927}, 'southwest': {'lat': -7.64084172989272, 'lng': 131.1226354701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ngortutul,ChIJ9dJPCwDPIC0RywbqfPYCaFE,ChIJ9dJPCwDPIC0RywbqfPYCaFE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ9dJPCwDPIC0RywbqfPYCaFE
"W7RF+FM, Olilit, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.0587094, 'lng': 131.2741341}, 'viewport': {'northeast': {'lat': -8.057359570107279, 'lng': 131.2754839298927}, 'southwest': {'lat': -8.060059229892722, 'lng': 131.2727842701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai,ChIJx4BvPQBV3ywRUet-QpALuSk,ChIJx4BvPQBV3ywRUet-QpALuSk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJx4BvPQBV3ywRUet-QpALuSk
"W23X+GGM, Jalan Nifmas indah, Adaut, Kec. Selaru, Kab. Kepulauan Tanimbar, Maluku, Indonesia","{'location': {'lat': -8.096173499999999, 'lng': 131.0487869}, 'viewport': {'northeast': {'lat': -8.095149199999998, 'lng': 131.049588}, 'southwest': {'lat': -8.099246400000002, 'lng': 131.0463836}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tnyafar Nifmas,ChIJH7wHMgBZ3ywRXhP-dKQfCuc,ChIJH7wHMgBZ3ywRXhP-dKQfCuc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJH7wHMgBZ3ywRXhP-dKQfCuc
"WX2W+7X6, Di, Adaut, Kec. Selaru, Kab. Kepulauan Tanimbar, Maluku, Indonesia","{'location': {'lat': -8.0993396, 'lng': 130.9973794}, 'viewport': {'northeast': {'lat': -8.097989770107278, 'lng': 130.9987292298927}, 'southwest': {'lat': -8.100689429892721, 'lng': 130.9960295701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tnyafar Bunga Tanjung,ChIJGWH8txlf3ywRv55AGkR-Ls0,ChIJGWH8txlf3ywRv55AGkR-Ls0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111368956802730222661"">A Google User</a>'], 'photo_reference': 'AUGGfZnlHL_QSf3epfwgmSThxyJUfw4oy17uRbteTIulSrZafkLUliFozEq2ANKJEa9Jx-Qgq3nk_PnWZ5LqCHdPsiu31avhhkhIbqKSLIFp8iasxnbaM_ffU_am0blaFYiJQZuWFm04_Rn5aJr5-MB2h_meWop4z3PGrY7FICMa095RzkjG', 'width': 2448}]",4.0,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJGWH8txlf3ywRv55AGkR-Ls0
"9J2C+5C, Meyano Raya, Kormomolin, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.6495213, 'lng': 131.6210993}, 'viewport': {'northeast': {'lat': -7.645977849999998, 'lng': 131.6218198798927}, 'southwest': {'lat': -7.65070245, 'lng': 131.6191202201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung kormomolin,ChIJWVvIHqcVJy0RAAq8RmUylps,ChIJWVvIHqcVJy0RAAq8RmUylps,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJWVvIHqcVJy0RAAq8RmUylps
"85G4+WG, Wermatang, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.6727379, 'lng': 131.1562841}, 'viewport': {'northeast': {'lat': -7.671388070107278, 'lng': 131.1576339298927}, 'southwest': {'lat': -7.674087729892722, 'lng': 131.1549342701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Nafa,ChIJ2x71XQDPIC0Rd5GKzspKB74,ChIJ2x71XQDPIC0Rd5GKzspKB74,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ2x71XQDPIC0Rd5GKzspKB74
"PCV2+MH, Labobar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.255754999999999, 'lng': 131.4014911}, 'viewport': {'northeast': {'lat': -7.254405170107277, 'lng': 131.4028409298927}, 'southwest': {'lat': -7.257104829892721, 'lng': 131.4001412701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ngurngafaii,ChIJ9QAZOVTJJi0Ru7Vw-m_5TGk,ChIJ9QAZOVTJJi0Ru7Vw-m_5TGk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104461536219073881501"">Dwi Wahyu Alfajar</a>'], 'photo_reference': 'AUGGfZn4mhcBu4NuMyxLtF9YCHvW0KBGB7tTyJ9SxOdRtsfRPTCzaJOYo_Nio_zMF-f2KNv3X9hutwAGJMuSjIExjOv06QBi84TOLgkToprhEfQLmTEmGM-TgtlDaBgBTTsRR963ZT4lFonIfsv9IlDmqeP3J9PFOCHmfMiqYfxRxWd_Nx9h', 'width': 3264}]",5.0,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ9QAZOVTJJi0Ru7Vw-m_5TGk
"W7QJ+R7, Olilit, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.060476999999999, 'lng': 131.280708}, 'viewport': {'northeast': {'lat': -8.059127170107278, 'lng': 131.2820578298928}, 'southwest': {'lat': -8.061826829892722, 'lng': 131.2793581701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Rama,ChIJQYMbun1V3ywRa2XMRiTnOhg,ChIJQYMbun1V3ywRa2XMRiTnOhg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104632726132030298731"">Iers Shop Online</a>'], 'photo_reference': 'AUGGfZkNmll3OyTECAwwKrCcD99HTX7E0IPlhHVDlji-4hWe5ZqniLtpFYOGmIwLmDKDooGOaby6228jPdCnnl3uqeuRhhthVNtvRnVzavz-XLe18RtKoDQZV_MzDvOsba1VXsAmUr1qeIUMzvVLG0UzDtyHA5dURJaEDLoQUfFd_VHP5UTs', 'width': 3024}]",5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJQYMbun1V3ywRa2XMRiTnOhg
"38QR+3GJ, Unnamed Road, Kabiarat Raya, Tanimbar Sel., Kab. Kepulauan Tanimbar, Maluku, Indonesia","{'location': {'lat': -7.912291700000001, 'lng': 131.3412647}, 'viewport': {'northeast': {'lat': -7.910912620107277, 'lng': 131.3423065798927}, 'southwest': {'lat': -7.913612279892721, 'lng': 131.3396069201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai DesaI lngei,ChIJ43dARfZTJy0RpMsC69ADcVQ,ChIJ43dARfZTJy0RpMsC69ADcVQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 1308, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115750178853465997531"">Marselino Kore</a>'], 'photo_reference': 'AUGGfZkN2oxwKtk64GA6r29YiLh_W1Q3F5_VokabyFMyCvrmtMtBVBHDlqytOhfhSNgt2hFFtORLMevELKDPXWmc2mWo_D9o-OErY3y9h1tEixAT78IiBYZn6sIr_RJpm2QTqcmlvTFoTQt-yFpDdC6RoQmKq1MLMbczHKqw42lVO7bn8Tmg', 'width': 736}]",4.3,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ43dARfZTJy0RpMsC69ADcVQ
"W26Q+VMV, Adaut, Selaru, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.087753, 'lng': 131.0391612}, 'viewport': {'northeast': {'lat': -8.08671765, 'lng': 131.04014465}, 'southwest': {'lat': -8.09085905, 'lng': 131.03621085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat rekreasi,ChIJJ6xudABf3ywRMajllGa9tZ4,ChIJJ6xudABf3ywRMajllGa9tZ4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJJ6xudABf3ywRMajllGa9tZ4
"Labobar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.205267500000001, 'lng': 131.3844299}, 'viewport': {'northeast': {'lat': -7.203917670107279, 'lng': 131.3857797298927}, 'southwest': {'lat': -7.206617329892723, 'lng': 131.3830800701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Labobar,ChIJTQN-UEjJJi0R2OfJuWJBa9c,ChIJTQN-UEjJJi0R2OfJuWJBa9c,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104461536219073881501"">Dwi Wahyu Alfajar</a>'], 'photo_reference': 'AUGGfZkyNPIbX1NLGEvmThDnp__YTkqRki06RU4XJa21zY2F8cQv-qFMaczWsLCaJIeIvvxKfb5LOFaxrMGUxSjx97ckPLM_GL43biWk2K5xRWrUIChreDi5DQ1S5u98SasIwyQtPTuR_Ffl0dX9ZCLSiV0FfnfGbuAG7JXcrn4qfkm9qB0h', 'width': 3264}]",4.7,3.0,"{'compound_code': 'Q9VM+VQ Labobar, Tanimbar Islands, Maluku, Indonesia', 'global_code': '6Q4HQ9VM+VQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJTQN-UEjJJi0R2OfJuWJBa9c
"W26Q+RMW, Adaut, Selaru, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.0878768, 'lng': 131.0392044}, 'viewport': {'northeast': {'lat': -8.086863650000003, 'lng': 131.0401668}, 'southwest': {'lat': -8.090916249999994, 'lng': 131.0363172}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tujuan wisata,ChIJF7KJVABf3ywRnUXSAI-USRE,ChIJF7KJVABf3ywRnUXSAI-USRE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111368956802730222661"">A Google User</a>'], 'photo_reference': 'AUGGfZny7YJ9S8DQgMWCk_8AOr5J6o2vdYL0rqvIPBY0g_mgLHJfc1fp3OdRf2p4YQF0FKIC5NHTgfiER8Drc8FQ5RYPMviNbN_ihFjeA3a3c6_ySE9WEq0YkTO5ZJ3xLhKWtHsTeace4TasGqwCPFI3_XxA0zBhwks_6LZLSYLM22c2hBnw', 'width': 4000}]",5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJF7KJVABf3ywRnUXSAI-USRE
"W35M+RG, Adaut, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.0903996, 'lng': 131.0837522}, 'viewport': {'northeast': {'lat': -8.089049770107275, 'lng': 131.0851020298927}, 'southwest': {'lat': -8.091749429892719, 'lng': 131.0824023701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nuyanat Beach,ChIJ6SiKJUVZ3ywREQg_A_4K3Sk,ChIJ6SiKJUVZ3ywREQg_A_4K3Sk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100751740517954978358"">A Google User</a>'], 'photo_reference': 'AUGGfZlboGOqrUdOJrzdkjXG2_zGWCfvgbcTT9MtTpeVRdjsfEeYlVLXZ-sEbJ3-XucnvMcSPr-a-F8ULAY0lTXrLyKxQdacJsQEI7d5T-dmNBjmcVlSA2B-PFX652ZL1NbCB0nBaxg8-JLVO3CI0OYezaGjvJV-IaykVARbtaRe-P9KUq4', 'width': 720}]",5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ6SiKJUVZ3ywREQg_A_4K3Sk
"C6P3+FJV, Makatian, Wer Maktian, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.5637577, 'lng': 131.2040543}, 'viewport': {'northeast': {'lat': -7.562407870107278, 'lng': 131.2054041298927}, 'southwest': {'lat': -7.565107529892722, 'lng': 131.2027044701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lakbora/ pasir panjang,ChIJ4cOzUgDTIC0RLOHfX2zt828,ChIJ4cOzUgDTIC0RLOHfX2zt828,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ4cOzUgDTIC0RLOHfX2zt828
"28J4+VGQ, Olilit, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.9689076, 'lng': 131.3067263}, 'viewport': {'northeast': {'lat': -7.967547170107276, 'lng': 131.3080829298927}, 'southwest': {'lat': -7.97024682989272, 'lng': 131.3053832701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Kosan Bapa kace rangko,ChIJVfSYfgBVJy0RPsaDqtchXro,ChIJVfSYfgBVJy0RPsaDqtchXro,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJVfSYfgBVJy0RPsaDqtchXro
"28J6+RH9, Jl. Ir. Soekarno, Olilit, Tanimbar Sel., Kab. Kepulauan Tanimbar, Maluku, Indonesia","{'location': {'lat': -7.967964200000001, 'lng': 131.3114714}, 'viewport': {'northeast': {'lat': -7.966704770107279, 'lng': 131.3130301298927}, 'southwest': {'lat': -7.969404429892723, 'lng': 131.3103304701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Kota Saumlaki,ChIJ66rsQwpVJy0RFF8Dl25zFC8,ChIJ66rsQwpVJy0RFF8Dl25zFC8,"['park', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 5504, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110689609234186224299"">Imam Basori</a>'], 'photo_reference': 'AUGGfZmqN_2Ue7iXetOVZhMJcHeJyNJAX1nepLorVyPqP4nLY_fm0EgfJUzxxBKEJKuRFfX1S_yW_44ui010jmSW4i4LH2sxdLsYRo11ePbaHFObHDhiIbCynuAMDIHewh8VOGGlsiOP-vYK6vDueFbKswHhTRPBcfulehbBy1BXAnmIl-rk', 'width': 3096}]",4.3,60.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ66rsQwpVJy0RFF8Dl25zFC8
"W6X4+H2R, Unnamed Road, Saumlaki, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.0510171, 'lng': 131.2050249}, 'viewport': {'northeast': {'lat': -8.049813220107277, 'lng': 131.2065406298927}, 'southwest': {'lat': -8.05251287989272, 'lng': 131.2038409701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Wisata Matakus,ChIJyWe4O-5V3ywR_qRY-0t83Ns,ChIJyWe4O-5V3ywR_qRY-0t83Ns,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111302368034415800079"">A Google User</a>'], 'photo_reference': 'AUGGfZnHCJmwH6Gd9T7x1B9RP17YZ_k0V_NsGEqEPNQydUPCSArHdZCJq_d_64nkIuDELRU-rvMf-dGG7zWLs4sHVoftbsml-PKF4LVxoioQuudq1RaVYrAsfOuuTWTWX3TnpNSJFPWqzJQLYUbWIQxJiKv5iXBg-ipjvuKN06hBnPj2zKrO', 'width': 3120}]",0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJyWe4O-5V3ywR_qRY-0t83Ns
"288R+2M8, Olilit, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.984966999999999, 'lng': 131.341705}, 'viewport': {'northeast': {'lat': -7.983617170107276, 'lng': 131.3430548298927}, 'southwest': {'lat': -7.986316829892719, 'lng': 131.3403551701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasir,ChIJ55CZfi9VJy0RtS2bIPLStH0,ChIJ55CZfi9VJy0RtS2bIPLStH0,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ55CZfi9VJy0RtS2bIPLStH0
"28J5+R9H, Jl. Ir. Soekarno, Olilit, Tanimbar Sel., Kab. Kepulauan Tanimbar, Maluku, Indonesia","{'location': {'lat': -7.9683883, 'lng': 131.3084058}, 'viewport': {'northeast': {'lat': -7.967042570107278, 'lng': 131.3097771798927}, 'southwest': {'lat': -7.969742229892722, 'lng': 131.3070775201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rahmat Tahalu,ChIJRaWTGftVJy0Rvu--Uyl1XP8,ChIJRaWTGftVJy0Rvu--Uyl1XP8,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,"[{'height': 4208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108133890546957842303"">A Google User</a>'], 'photo_reference': 'AUGGfZkD-_9i42jcHykuTAAevBUwTlB18KHsD91dh0BlQOPiW0WLeqJyGP5hmlds3ZhuYJpec8bJKB0P_MWsL1vv96l8wWJ6zTaMzfvU8r-tEAjgsdq3-9L81Zwwh4F-7BE52rQdWzhLA1izhwK0bqPCpTSeuvF0houlFtIMmpOInGiGoZW_', 'width': 3120}]",0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJRaWTGftVJy0Rvu--Uyl1XP8
"X7XP+FW6, Olilit, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.0013265, 'lng': 131.2872524}, 'viewport': {'northeast': {'lat': -8.000180220107277, 'lng': 131.2890299798927}, 'southwest': {'lat': -8.00287987989272, 'lng': 131.2863303201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasir panjang,ChIJL3Tmd1JVJy0Rz8-XDJLOD7k,ChIJL3Tmd1JVJy0Rz8-XDJLOD7k,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJL3Tmd1JVJy0Rz8-XDJLOD7k
