formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,plus_code,rating,user_ratings_total,opening_hours,permanently_closed,url
"Sebrang Kantor, Jl. Berhias, RT.002/RW.004, Ps. Baru, Kec. Karawaci, Kota Tangerang, Banten 15112, Indonesia","{'location': {'lat': -6.168457699999999, 'lng': 106.6308337}, 'viewport': {'northeast': {'lat': -6.167051720107278, 'lng': 106.6321865798927}, 'southwest': {'lat': -6.169751379892721, 'lng': 106.6294869201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Berhias,"[{'height': 899, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115127016161643663166"">al hudari</a>'], 'photo_reference': 'AUGGfZnBUF23UYtbwbpeXV7aGJzaZBJU065_G5tWKZb-KCiakWTv7H5_Se0qvg14pwgAD_f1k_xPOYhh_UFC3VHKg87SYnjbP0ZhWX2xwiFv6XWf5M5o7A_813AtDgu2fzjdHPSzh5ChFDfwuHNOdWxgkGOKg_FUk7J7dIpQP471kIDDrxF_', 'width': 1599}]",ChIJ4cCs1Lv5aS4RJlyBohai5K4,ChIJ4cCs1Lv5aS4RJlyBohai5K4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJJJ+J8 Pasar Baru, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJJJ+J8'}",5.0,2.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ4cCs1Lv5aS4RJlyBohai5K4
"Jl. Raya Merdeka No.19, RT.002/RW.007, Gerendeng, Kec. Karawaci, Kota Tangerang, Banten 15113, Indonesia","{'location': {'lat': -6.177737899999999, 'lng': 106.6254593}, 'viewport': {'northeast': {'lat': -6.176414720107278, 'lng': 106.6268173798927}, 'southwest': {'lat': -6.179114379892722, 'lng': 106.6241177201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gg.karang mulya,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107227736644546941511"">Mr Otodidak</a>'], 'photo_reference': 'AUGGfZklhaIHibsyzWNkRJvse3wqUxKYdk0G7sSolDQK7o1H5O6qWukEuZhUm7mTcpc8FtsnA2aB3RWRrZsQBvbewBjHo6WheRaLHLZW9B5aO_hGE9VaOVj5CNIvcUBt4bVaPlLQBowIGdtCRP21PeGBrrDdwOSxFaqxIGHy2mNQvjjtiIRV', 'width': 3264}]",ChIJl9EdNJP_aS4R9eWXCK1-95g,ChIJl9EdNJP_aS4R9eWXCK1-95g,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJCG+X5 Gerendeng, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJCG+X5'}",4.8,5.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJl9EdNJP_aS4R9eWXCK1-95g
"RJR7+2C9, RT.001/RW.003, Periuk Jaya, Periuk, Tangerang City, Banten 15131, Indonesia","{'location': {'lat': -6.1599612, 'lng': 106.6136248}, 'viewport': {'northeast': {'lat': -6.158526420107276, 'lng': 106.6150281298927}, 'southwest': {'lat': -6.16122607989272, 'lng': 106.6123284701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan irigasi kali bayur kali sabi,"[{'height': 1388, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108221213958332709271"">Ed Edwin</a>'], 'photo_reference': 'AUGGfZl-Y7ojlHhGZjyw17ryQd9EP-biqnCI5k2QsOs5m0gd1mBmvg2cAloNVJCnJUUKK1sJRk8DJkYxovnfqioLYfC93ZGJRkMNJmZwd097JcxAXOxxMa-TEx4CId9ru9ylN2g_zvxaUnEERhmwWrbsI42kSTZuLInBJVmqKX21fKBZi-5S', 'width': 2328}]",ChIJ96oYQT7_aS4R4sRn3gRFNl8,ChIJ96oYQT7_aS4R4sRn3gRFNl8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ96oYQT7_aS4R4sRn3gRFNl8
"VJRW+PP2, Bojong Renged, Teluknaga, Tangerang Regency, Banten 15510, Indonesia","{'location': {'lat': -6.108231399999999, 'lng': 106.6467794}, 'viewport': {'northeast': {'lat': -6.106850120107278, 'lng': 106.6481270298927}, 'southwest': {'lat': -6.109549779892721, 'lng': 106.6454273701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Fauzi Baehaqi S.E,,ChIJdwdGUwADai4RB0phkWznLwo,ChIJdwdGUwADai4RB0phkWznLwo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJdwdGUwADai4RB0phkWznLwo
"Jl. Pintu Kapuk No.5, RT.16/RW.6, Bojong Renged, Kec. Teluknaga, Kabupaten Tangerang, Banten 15510, Indonesia","{'location': {'lat': -6.1044344, 'lng': 106.647673}, 'viewport': {'northeast': {'lat': -6.103219720107277, 'lng': 106.6490191298927}, 'southwest': {'lat': -6.105919379892722, 'lng': 106.6463194701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam ikAn lele bapak tabar,,ChIJE3IlYX4Dai4RhPg1eWL2tPI,ChIJE3IlYX4Dai4RhPg1eWL2tPI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'VJWX+73 Bojong Renged, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58VJWX+73'}",5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJE3IlYX4Dai4RhPg1eWL2tPI
"RJHR+W4G, Sukaasih, Bumiayu, Tangerang City, Banten, Indonesia","{'location': {'lat': -6.1701796, 'lng': 106.6403236}, 'viewport': {'northeast': {'lat': -6.168828670107278, 'lng': 106.6416732798927}, 'southwest': {'lat': -6.171528329892721, 'lng': 106.6389736201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan nila,,ChIJCR7NBQD5aS4R8nzpiSvL9qc,ChIJCR7NBQD5aS4R8nzpiSvL9qc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJCR7NBQD5aS4R8nzpiSvL9qc
"Jl. Raya Merdeka No.11, RT.002/RW.007, Gerendeng, Kec. Karawaci, Kota Tangerang, Banten 15113, Indonesia","{'location': {'lat': -6.177299, 'lng': 106.6249672}, 'viewport': {'northeast': {'lat': -6.175950270107278, 'lng': 106.6263129298927}, 'southwest': {'lat': -6.178649929892722, 'lng': 106.6236132701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Warung Bi Yayan,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101185584251636609732"">Sandy Apriyanto</a>'], 'photo_reference': 'AUGGfZmBQTvdd3qFvzfAMp9DBRMEwlMrtF8L3iJP7fN9kIJ6sbxMeNJ1FnvXg0yZNmIIfjWDwwDUFyzq2DDuqSWpLtVBX3swtpG2hxCt1p5nw_g6dEB5sS5-W6polyj0QMtmGZNnEXUG8yHWCXoRP-oYN2tR-CTPNfIZWD6wLqSrOVpZqdf8', 'width': 1920}]",ChIJe3DYtBb_aS4Ri_8MyoM4E48,ChIJe3DYtBb_aS4Ri_8MyoM4E48,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJFF+3X Gerendeng, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJFF+3X'}",5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJe3DYtBb_aS4Ri_8MyoM4E48
"RJHH+939, RT.002/RW.012, Gerendeng, Karawaci, Tangerang City, Banten 15113, Indonesia","{'location': {'lat': -6.1715887, 'lng': 106.6277419}, 'viewport': {'northeast': {'lat': -6.170244570107278, 'lng': 106.6290497798927}, 'southwest': {'lat': -6.172944229892722, 'lng': 106.6263501201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Dayung,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107001104719429174631"">Reza Maha</a>'], 'photo_reference': 'AUGGfZkXayaOVvVjIOyIHR6vHobIq28KE27ZkxcNiwZxIbWCqIdN-GtFuHIZKgQveViYjvEGZ1v1rZOVvjsPrDtwkbrTlL2kWnrH1QJS9UyxKYV7uCRwgF5aH0FozS8c_evu0_iTMjbWRU31w48P_aY9uWXag8lghiTGTs80PCLzNerhVzxV', 'width': 4160}]",ChIJHZvfwTL_aS4RwiwTsxI1ZaM,ChIJHZvfwTL_aS4RwiwTsxI1ZaM,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.6,1018.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJHZvfwTL_aS4RwiwTsxI1ZaM
"Jalan Cilame No. 18&20, RT.001/RW.004, Pasar Lama, Kec. Tangerang, Kota Tangerang, Banten 15118, Indonesia","{'location': {'lat': -6.1786869, 'lng': 106.6296684}, 'viewport': {'northeast': {'lat': -6.177340070107278, 'lng': 106.6310502298927}, 'southwest': {'lat': -6.180039729892722, 'lng': 106.6283505701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Benteng Heritage Museum,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105862654016900151843"">Lazuardi Ardiman</a>'], 'photo_reference': 'AUGGfZlRghJwb_CxRSsmHP_fV7NZRxjPlmvEGixejrXazqqOHKBRL_G-V7mWZdTio9IguyKehQrRLlD77nCbCFVfJzU7-k5djFHOaHwuiBgiejOXf0bAfbM6zFpHejslKPVyxEL_cC9xju4WNeEXbO9R_tDMxITysg-pnWUlwzg6zRmUKREr', 'width': 3840}]",ChIJ4ZEtv9T4aS4RO3t-Fz3SvT0,ChIJ4ZEtv9T4aS4RO3t-Fz3SvT0,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJCH+GV Sukasari, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJCH+GV'}",4.5,902.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ4ZEtv9T4aS4RO3t-Fz3SvT0
"RT.005/RW.003, West Kedaung, Sepatan Timur, Tangerang Regency, Banten 15520, Indonesia","{'location': {'lat': -6.1244609, 'lng': 106.6141253}, 'viewport': {'northeast': {'lat': -6.123140520107279, 'lng': 106.6156869298927}, 'southwest': {'lat': -6.125840179892723, 'lng': 106.6129872701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Benny Farm kedaung Tangerang,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103098710635242531893"">A Google User</a>'], 'photo_reference': 'AUGGfZmtTzT1gyR5hQ42wU2eTvmhTn1WlQm192h7403ihU8uDJ2DCM1Dsk1BSKOWHX9oiCN0z0q-JOMkOFb6fnX9AoH5POg_SN_KHvX48UCOMjluqeXuBbAGp7kvmxJpNMvWXjWa3US4aKfWh92g3yCG8lCWuvc9XtF5gg1807-IIzbZl7Iv', 'width': 4160}]",ChIJoYg5qUYBai4RTIL7shuTOZ0,ChIJoYg5qUYBai4RTIL7shuTOZ0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'VJG7+6M West Kedaung, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58VJG7+6M'}",3.5,11.0,,,https://www.google.com/maps/place/?q=place_id:ChIJoYg5qUYBai4RTIL7shuTOZ0
"Jl. Kp. Rawalini No.36, Kb. Cau, Kec. Teluknaga, Kabupaten Tangerang, Banten 15510, Indonesia","{'location': {'lat': -6.0946612, 'lng': 106.6523995}, 'viewport': {'northeast': {'lat': -6.093285170107279, 'lng': 106.6537607798927}, 'southwest': {'lat': -6.095984829892723, 'lng': 106.6510611201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Airport Teluknaga,"[{'height': 653, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100485687795707535246"">A Google User</a>'], 'photo_reference': 'AUGGfZnujF-K6_yE4h_JiUrPgUdQ3KBgyYtPMIjnnN7TurzAgm3tXiPzKlr12O-Ta0Rru9LuRlkqh2fyJbUvL_Gj1xfkwnkfQ0J4cH0Jn_vOAQvrAPQdgjdMyXiES5DqFm0xXjOSZ5WvgbiOpyP25lZUVBfcj3VaU-DQh8seIMhVEf1rz8vT', 'width': 1160}]",ChIJndZcaOYDai4RnXIN4QaTxY8,ChIJndZcaOYDai4RnXIN4QaTxY8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'WM42+4X Kebon Cau, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58WM42+4X'}",4.8,49.0,,,https://www.google.com/maps/place/?q=place_id:ChIJndZcaOYDai4RnXIN4QaTxY8
"RJHH+W7C, Jemb. Brendeng, Gerendeng, Kec. Karawaci, Kota Tangerang, Banten, Indonesia","{'location': {'lat': -6.170188700000001, 'lng': 106.6281362}, 'viewport': {'northeast': {'lat': -6.168886320107278, 'lng': 106.6294859298927}, 'southwest': {'lat': -6.171585979892722, 'lng': 106.6267862701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Brendebg,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109860667105578558618"">Pram Sopoyono</a>'], 'photo_reference': 'AUGGfZm6X2oDymlWtf9sQsktzefckirBgQstCevnsBADh8NZ6EYrNjSitnFf3ESwsOiKl47HQELtlAfkDlNFTQ2-sTcfrO9DlJH47bVPkLl6IpCOzLMAe1vj26GBbN-K6ottp1BOkXFiwQ4VOtXDaDDk_SZfn6XYj3pd9qePxn9gQxFeLooX', 'width': 2296}]",ChIJxf6z96H_aS4ROS1ViWCJFUc,ChIJxf6z96H_aS4ROS1ViWCJFUc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.0,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJxf6z96H_aS4ROS1ViWCJFUc
"Jl. Raya Kohod No.42, RT.1/RW.1, Pd. Kelor, Kec. Sepatan Tim., Kabupaten Tangerang, Banten 15520, Indonesia","{'location': {'lat': -6.1069565, 'lng': 106.6322799}, 'viewport': {'northeast': {'lat': -6.105853020107278, 'lng': 106.6335086298927}, 'southwest': {'lat': -6.108552679892722, 'lng': 106.6308089701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan bambu,,ChIJddORwKkDai4RUk3zzDx1apY,ChIJddORwKkDai4RUk3zzDx1apY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'VJVJ+6W Pondok Kelor, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58VJVJ+6W'}",0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJddORwKkDai4RUk3zzDx1apY
"RJGG+67V, Jl. Otto Iskandardinata, RT.003/RW.008, Gerendeng, Kec. Karawaci, Kota Tangerang, Banten 15113, Indonesia","{'location': {'lat': -6.174392999999999, 'lng': 106.6256739}, 'viewport': {'northeast': {'lat': -6.173022770107279, 'lng': 106.6270750298927}, 'southwest': {'lat': -6.175722429892723, 'lng': 106.6243753701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_dharma-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kelenteng Sampo Tay Jin,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115750761967748103966"">A Google User</a>'], 'photo_reference': 'AUGGfZl3MAsr6KPmpZyb8RbHOhEBU16k8JtjlapDFqB01e1tqn19AYuzx29dIAbPUFDeSviSv-l_s_Azw17wHKfx0QluKj63rUh4x2wl97YFb9cXq2ucJ8oCrXq-vRo98MbhQYhiIoK7oRvQUZU2qwACNLuyLvLgpgDtD35ouiXfxf_EHFzV', 'width': 3120}]",ChIJvctgpy3_aS4RsX6ZwU9fhzs,ChIJvctgpy3_aS4RsX6ZwU9fhzs,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,,4.5,45.0,,,https://www.google.com/maps/place/?q=place_id:ChIJvctgpy3_aS4RsX6ZwU9fhzs
"Jl. KS Tubun No. 43 RT. 01 RW. 03, Koang Jaya, RT.004/RW.004, Ps. Baru, Kec. Tangerang, Kota Tangerang, Banten 15112, Indonesia","{'location': {'lat': -6.1679092, 'lng': 106.6290763}, 'viewport': {'northeast': {'lat': -6.166593920107277, 'lng': 106.6304373798927}, 'southwest': {'lat': -6.169293579892721, 'lng': 106.6277377201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_dharma-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Vihara Boen San Bio,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112634783777329164870"">Eka Setiawan</a>'], 'photo_reference': 'AUGGfZnZiODvYrshYha2M9EPdoZ2HLjqeYOIbHt1PKnwqNBwfE5kVUucsZYCMO0601c03rFp-HMtvW2ESebsY0SbFT-TUSTXdieCs8HMrQE57x4KnIaGAdTrCwTAKDJ_ddmTP2x2sUwHO-dQb7S6e4fIC6SFW5oP3OMVz1sjJZmi5-X3tK1F', 'width': 6000}]",ChIJi-l7p8z4aS4RnNKxZJ4CtHg,ChIJi-l7p8z4aS4RnNKxZJ4CtHg,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJJH+RJ Pasar Baru, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJJH+RJ'}",4.8,953.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJi-l7p8z4aS4RnNKxZJ4CtHg
"RJHR+X2Q, Jl. Satria - Sudirman, RT.002/RW.001, Sukaasih, Kec. Tangerang, Kota Tangerang, Banten 15111, Indonesia","{'location': {'lat': -6.170042700000001, 'lng': 106.6401173}, 'viewport': {'northeast': {'lat': -6.168788920107278, 'lng': 106.6414792298927}, 'southwest': {'lat': -6.171488579892721, 'lng': 106.6387795701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Elektrik,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116054931244936409438"">Dafid Dafid</a>'], 'photo_reference': 'AUGGfZkNnMkNK30uETdjNOWeBFVMRB7AT6Z4VxmNaxD2ROcVbLI8uTjI770Y5Cuu2rGbOjh85gYOLm8TwKtTc2sY60sJFjhLHZL7PHLTpueg1SR2DKdqgROt_IT0x72cZUEz-9ulUWwVivP7ULSqpPtsrXtH9oWU3IkSqtIhYTCvTsu4-Ida', 'width': 3024}]",ChIJJaUmm8_4aS4RBTAlBnBQCl8,ChIJJaUmm8_4aS4RBTAlBnBQCl8,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.7,1081.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJJaUmm8_4aS4RBTAlBnBQCl8
"Bojong Renged, Teluknaga, Tangerang Regency, Banten 15215, Indonesia","{'location': {'lat': -6.106317499999999, 'lng': 106.6418361}, 'viewport': {'northeast': {'lat': -6.104967670107277, 'lng': 106.6431859298927}, 'southwest': {'lat': -6.10766732989272, 'lng': 106.6404862701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ghope Playstation,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112387453386882425072"">A Google User</a>'], 'photo_reference': 'AUGGfZkLE9gIrj2O_rUyBWwyXJV49v8Qi4Tn4JBbQNaEHI7FLzlBFugIYO0tN44RSo-F-FC6Ji8cuQ1DdL_hvWs1W0FN5yer3f-23P27UJWN1WUdGEPu2JqUGttE00x3i8DuPJQjmWeU9iUO6CQp6tNlJpHWK9EJ__mwflYh7JrnHH-wfCBG', 'width': 4032}]",ChIJB5aB_3QDai4RzE-pCtHrYvo,ChIJB5aB_3QDai4RzE-pCtHrYvo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'VJVR+FP Bojong Renged, Tangerang Regency, Banten, Indonesia', 'global_code': '6P58VJVR+FP'}",4.8,5.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJB5aB_3QDai4RzE-pCtHrYvo
"Jl. Bhakti No.14, RT.001/RW.004, Sukasari, Kec. Tangerang, Kota Tangerang, Banten 15118, Indonesia","{'location': {'lat': -6.179190999999999, 'lng': 106.6296771}, 'viewport': {'northeast': {'lat': -6.177823020107278, 'lng': 106.6310247298927}, 'southwest': {'lat': -6.180522679892722, 'lng': 106.6283250701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_dharma-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Boen Tek Bio Chinese Temple,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110833255519084914609"">Muiz Novaldio</a>'], 'photo_reference': 'AUGGfZlSP4X5kZRmAy-qMFcn46BEXX_5hzx02xKV_lphd4Ue-DemgK7Gh8tjv8Ji-ByQ2AlhIu86QSj4WgxvkbKAHxP3e1mySWPhc7XFjjAl-t1zOiiRdvTjB56VFEG2u00RMitW7bAnIjvA7nyTqafgaD6NUXZyz4L91nw1M64cU-P1X2FU', 'width': 4032}]",ChIJuyP_2dT4aS4RxYP2OnPFDek,ChIJuyP_2dT4aS4RxYP2OnPFDek,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJCH+8V Sukasari, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJCH+8V'}",4.8,1839.0,,,https://www.google.com/maps/place/?q=place_id:ChIJuyP_2dT4aS4RxYP2OnPFDek
"VJPH+F4X, Pondok Kelor, Sepatan Timur, Tangerang Regency, Banten 15520, Indonesia","{'location': {'lat': -6.1137539, 'lng': 106.6278462}, 'viewport': {'northeast': {'lat': -6.112239570107278, 'lng': 106.6289638798927}, 'southwest': {'lat': -6.114939229892721, 'lng': 106.6262642201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Empang waduk tanggulun,,ChIJc3rQdVYBai4RZjsEa5LBPX8,ChIJc3rQdVYBai4RZjsEa5LBPX8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJc3rQdVYBai4RZjsEa5LBPX8
"komp. serbaguna, Karang Sari, Kec. Neglasari, Kota Tangerang, Banten 15127, Indonesia","{'location': {'lat': -6.161286899999999, 'lng': 106.6386653}, 'viewport': {'northeast': {'lat': -6.159935070107279, 'lng': 106.6400739798927}, 'southwest': {'lat': -6.162634729892723, 'lng': 106.6373743201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,lorong adventure,"[{'height': 527, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100146214922463184547"">A Google User</a>'], 'photo_reference': 'AUGGfZlNTocRv5e6xNf-Wju6Eot1oDdPwHSf2isLVYcnZEEt7xbSqUOZ4RDjC_1xTp7SN-8WLE9DSOc9XHlKSJjxx-lmc6BExm-FPhhe0XRw4EDEekVEGbLBHhEbZFWstEr1HSDzl9owPNWZq10KmJHtDwqPlJPzZbEwlh68yGJEWzpGSlqZ', 'width': 720}]",ChIJSamb1c_5aS4RoR9KdedK5QA,ChIJSamb1c_5aS4RoR9KdedK5QA,"['travel_agency', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'RJQQ+FF Karang Sari, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJQQ+FF'}",0.0,0.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJSamb1c_5aS4RoR9KdedK5QA
"VJ25+588, Jl. Kampung Bayur, RT.003/RW.004, Periuk Jaya, Kec. Periuk, Kota Tangerang, Banten 15131, Indonesia","{'location': {'lat': -6.1495755, 'lng': 106.6083222}, 'viewport': {'northeast': {'lat': -6.148264820107278, 'lng': 106.6096685298927}, 'southwest': {'lat': -6.150964479892722, 'lng': 106.6069688701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Pintu Seribu Mosque,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111821278199548131926"">Nurman Riyadi</a>'], 'photo_reference': 'AUGGfZnn9HAr8y2GwwD0_NTUMkNbv5T2Et2nDNmdarjPtNmaXHIFTH999xBRyuwuQh5baLUfg07gyjsJ0fHZuQQ7bcT9vmP8w_9fgEEwL_np11sQjGzJVZe_YjCh07eMhvAs-lgJgxk2N-3mI9lLir7L4BD3VhqPnTG7T6zTY6GahnI3CmYW', 'width': 4032}]",ChIJ11vqRVn_aS4RruGA5K8QPkw,ChIJ11vqRVn_aS4RruGA5K8QPkw,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,,4.4,928.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ11vqRVn_aS4RruGA5K8QPkw
