formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,types,photos,business_status,rating,user_ratings_total,opening_hours,plus_code,url
"W4V6+FJ, Tatakan, Tapin Selatan, Tapin Regency, South Kalimantan 71181, Indonesia","{'location': {'lat': -3.056355, 'lng': 115.1115283}, 'viewport': {'northeast': {'lat': -3.054334120107278, 'lng': 115.1129610298927}, 'southwest': {'lat': -3.057033779892723, 'lng': 115.1102613701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok Pangulu,ChIJP1Imtx-55S0RwowifJ7b9Fo,ChIJP1Imtx-55S0RwowifJ7b9Fo,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJP1Imtx-55S0RwowifJ7b9Fo
"X53C+6W, Pantai Cabe, Salam Babaris, Tapin Regency, South Kalimantan 71185, Indonesia","{'location': {'lat': -3.046974, 'lng': 115.172373}, 'viewport': {'northeast': {'lat': -3.045637370107277, 'lng': 115.1737618298927}, 'southwest': {'lat': -3.048337029892722, 'lng': 115.1710621701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,EBT,ChIJu2V5joi55S0Rl-fZmn78EZE,ChIJu2V5joi55S0Rl-fZmn78EZE,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJu2V5joi55S0Rl-fZmn78EZE
"28X7+3M6, Batu Ampar, Piani, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.9523375, 'lng': 115.3141406}, 'viewport': {'northeast': {'lat': -2.94994845, 'lng': 115.3156868798927}, 'southwest': {'lat': -2.953133850000001, 'lng': 115.3129872201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Riam Kariaman,ChIJKRtnHACX5S0RP5HpRNsJYP0,ChIJKRtnHACX5S0RP5HpRNsJYP0,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118220859775644836298"">A Google User</a>'], 'photo_reference': 'AUGGfZlvU2ZRlk78rEObg9f5_z3JmxG_tl_bAVr_qyO-26zGZ8wAutSWTpIQ3b4giIEvwpWJZcpNgpr7BBj4fTZSn1lClqAXtXbgiAP1guKHbNHSBScUP0cn4j6Z66Vgb8htkqs42VCl1De17SauBN-r4-sItg_NzYcVnq8gpH-MwmMldYc4', 'width': 4096}]",OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJKRtnHACX5S0RP5HpRNsJYP0
"X5X4+3GM Dusun 4, Sawang, Kec. Tapin Sel., Kabupaten Tapin, Kalimantan Selatan, Indonesia","{'location': {'lat': -3.0022956, 'lng': 115.1563072}, 'viewport': {'northeast': {'lat': -3.000544170107278, 'lng': 115.1587057}, 'southwest': {'lat': -3.003243829892722, 'lng': 115.1555077}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Binaraal beach,ChIJQ3VywTu75S0Rb6yt8c1pYcY,ChIJQ3VywTu75S0Rb6yt8c1pYcY,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJQ3VywTu75S0Rb6yt8c1pYcY
"X468+9M, Suato Tatakan, Tapin Selatan, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -3.0391173, 'lng': 115.1167031}, 'viewport': {'northeast': {'lat': -3.037905270107278, 'lng': 115.1173973798927}, 'southwest': {'lat': -3.040604929892722, 'lng': 115.1146977201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Balangiran,ChIJfWGMQLO55S0Roym9AKQRcRU,ChIJfWGMQLO55S0Roym9AKQRcRU,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJfWGMQLO55S0Roym9AKQRcRU
"4569+7F, Bitahan, Lokpaikat, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.889272, 'lng': 115.168666}, 'viewport': {'northeast': {'lat': -2.887922170107278, 'lng': 115.1700158298927}, 'southwest': {'lat': -2.890621829892722, 'lng': 115.1673161701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Majelis Al Busyra,ChIJ-2itOgCl5S0Rrx2grntkGq0,ChIJ-2itOgCl5S0Rrx2grntkGq0,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103265808257406855016"">andrians medie</a>'], 'photo_reference': 'AUGGfZlLJjQiNpgHkYIrku0t6Hx-rdNEgUAAcrVBvCvrnirBqh8j4HJo6rhZ2C_RMW5YYpqaZ4Q9tvv28lWgSGRhgUjyD1VEiiMW9-307-o4AkS5mva3RqMX4iDTyqHt6yERG-Wr4fXGU19c0P6zsrnV1eT1iwcXmlRC6H4ngjVzvuHLsHOh', 'width': 2084}]",OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-2itOgCl5S0Rrx2grntkGq0
"27FP+2F, Buni'in Jaya, Piani, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.9774315, 'lng': 115.2861852}, 'viewport': {'northeast': {'lat': -2.97574745, 'lng': 115.2876037798927}, 'southwest': {'lat': -2.98248365, 'lng': 115.2849041201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Riam Jujurin,ChIJu48xDACX5S0RCDqI1XuSNZ4,ChIJu48xDACX5S0RCDqI1XuSNZ4,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 930, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117137859165658125654"">ifan firmino</a>'], 'photo_reference': 'AUGGfZkDZijqF1QQMub2gjBQeLCTmzLTXdax1irzWnDuP-rAXdiY4Iz0S57T5eZd7zevADkBfFkPsVhmABlB19s-2RUgWIL3tnUf73kib5OapEFQ9XTKbK0QhGF5zJAel-8tDdCR87ETX19bWfcMGcrbWCfYuflqPJiZPIciitLyqxUG4ryI', 'width': 1080}]",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJu48xDACX5S0RCDqI1XuSNZ4
"24W6+G9C, Mandurian Hilir, Tapin Tengah, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.9536829, 'lng': 115.1108797}, 'viewport': {'northeast': {'lat': -2.949557449999999, 'lng': 115.1123746798927}, 'southwest': {'lat': -2.955058050000001, 'lng': 115.1096750201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,tarji,ChIJyXepKgC75S0RztnSM1pybPI,ChIJyXepKgC75S0RztnSM1pybPI,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,0.0,0.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJyXepKgC75S0RztnSM1pybPI
"34G4+6HG, Tangkawang, Bakarangan, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.9244468, 'lng': 115.1064609}, 'viewport': {'northeast': {'lat': -2.923097620107278, 'lng': 115.1078391798927}, 'southwest': {'lat': -2.925797279892723, 'lng': 115.1051395201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Daerah persawahan dan lahan,ChIJYT4LCgCl5S0R25tzRHbOgYI,ChIJYT4LCgCl5S0R25tzRHbOgYI,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJYT4LCgCl5S0R25tzRHbOgYI
"243F+FF7, Tambarangan, Tapin Selatan, Tapin Regency, South Kalimantan 71161, Indonesia","{'location': {'lat': -2.9968457, 'lng': 115.1232805}, 'viewport': {'northeast': {'lat': -2.995185820107277, 'lng': 115.1248554798927}, 'southwest': {'lat': -2.997885479892722, 'lng': 115.1221558201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambarangan,ChIJv1WVRgC75S0RkLyZe74CdNs,ChIJv1WVRgC75S0RkLyZe74CdNs,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,5.0,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJv1WVRgC75S0RkLyZe74CdNs
"Jl. KH Mahyudin Durait No.rt 07, RT.07/RW.03, Harapan Masa, Kec. Tapin Sel., Kabupaten Tapin, Kalimantan Selatan 71153, Indonesia","{'location': {'lat': -2.9941957, 'lng': 115.1570133}, 'viewport': {'northeast': {'lat': -2.992825220107278, 'lng': 115.1583183298927}, 'southwest': {'lat': -2.995524879892722, 'lng': 115.1556186701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Abah Agung,ChIJHx87h8y75S0RIl4dEj2doqE,ChIJHx87h8y75S0RIl4dEj2doqE,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118148089408895526447"">Dedy Madiun</a>'], 'photo_reference': 'AUGGfZlOha2Z_CKvbx0Oiry5Npf5D2HZII598HbSMjsQqRzFXlAxBhx6ZffF9JUBk-NazagyOaxezU69qLUSMcgacx-3L_DLr74D_04CeXKe8tEBYkWdhP4UO8HZphItoHhuU_TwxecNiwoFn_4Ti6clOUOortc-z1SBc3UjIUDTNVQmpsOD', 'width': 2160}]",OPERATIONAL,4.8,5.0,{'open_now': False},"{'compound_code': '2544+8R Harapan Masa, Tapin Regency, South Kalimantan, Indonesia', 'global_code': '6P9Q2544+8R'}",https://www.google.com/maps/place/?q=place_id:ChIJHx87h8y75S0RIl4dEj2doqE
"27WF+FW9, Miawa, Piani, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.953844, 'lng': 115.2748682}, 'viewport': {'northeast': {'lat': -2.952925520107277, 'lng': 115.2761513298928}, 'southwest': {'lat': -2.955625179892722, 'lng': 115.2734516701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buniin jaya,ChIJSSRj1RG95S0RKAWpCSSZFt0,ChIJSSRj1RG95S0RKAWpCSSZFt0,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111448537611811702279"">A Google User</a>'], 'photo_reference': 'AUGGfZnKXmtHOsWkXZne2YyzVV2Bs86FdVa9yhMXVfg5e9nYexIdtS0gOdetN-rGyGu3IDozg5XIMYJVTQecixeRWjXqUsxO-sIREFZknKrbf8OJMQ4zBCauQBj4ww0iLcrhPS-h6sKBYDeEGRA9qoFnfAC6bWQOVwoQIjaZmM1de5i7SNst', 'width': 4032}]",OPERATIONAL,4.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJSSRj1RG95S0RKAWpCSSZFt0
"34PQ+8V8, Jl. paul, Paul, Kec. Bakarangan, Kabupaten Tapin, Kalimantan Selatan 71152, Indonesia","{'location': {'lat': -2.9132855, 'lng': 115.140102}, 'viewport': {'northeast': {'lat': -2.912157070107277, 'lng': 115.1416314798927}, 'southwest': {'lat': -2.914856729892722, 'lng': 115.1389318201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tapus,ChIJgah4tUCl5S0RCX_ejkvyVcE,ChIJgah4tUCl5S0RCX_ejkvyVcE,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJgah4tUCl5S0RCX_ejkvyVcE
"27X9+F86, Baramban, Piani, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.9513368, 'lng': 115.2682808}, 'viewport': {'northeast': {'lat': -2.949462220107278, 'lng': 115.2691038}, 'southwest': {'lat': -2.952161879892722, 'lng': 115.2658118}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gua Baramban,ChIJza_2h0u95S0RpXxuTmtWCCg,ChIJza_2h0u95S0RpXxuTmtWCCg,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111431335398871940278"">A Google User</a>'], 'photo_reference': 'AUGGfZnezV1Eyk2soAgLLkuP7ipVOmmzcy8uHbuk8OwRca2XCMPCLhTMvDRN0H57Jx6D8cKetoZMoTTjPkjg9xNW26RV3IPIN2pikeudaSc3r1du4dgrjcdEjjPylbfhUxJFobgFIBhWgtMZ6bVJKlxSqzHTgYY-_8ffVT05k4pdoyI-Cj4j', 'width': 1200}]",OPERATIONAL,5.0,1.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJza_2h0u95S0RpXxuTmtWCCg
"252M+857, Kalumpang, Bungur, Tapin Regency, South Kalimantan 71153, Indonesia","{'location': {'lat': -2.9980648, 'lng': 115.182153}, 'viewport': {'northeast': {'lat': -2.996674620107278, 'lng': 115.1835626798927}, 'southwest': {'lat': -2.999374279892722, 'lng': 115.1808630201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Hikmah Kalumpang,ChIJmT-9Pxa75S0RKTOCpZlCp5c,ChIJmT-9Pxa75S0RKTOCpZlCp5c,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110681620104327170019"">A Google User</a>'], 'photo_reference': 'AUGGfZnXXbFccNunMZPICLurpE5tlDSjQhsqjhoppzTVONb6vwl43MkEAcVRmZqqKiXn1-a7xjuFxbv4VPzZ-3oU2OkFPD-3RAzC1TCtpTD7_o5RHOXT_KuRfzIFtxTQrn1JCwieazVlC_V4zN6MqmeTa_U3T3eHIhmWwiUxPyeUYwYaTzMW', 'width': 720}]",OPERATIONAL,5.0,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJmT-9Pxa75S0RKTOCpZlCp5c
"R4W2+7GV, Pualam Sari, Binuang, Tapin Regency, South Kalimantan 71183, Indonesia","{'location': {'lat': -3.1542557, 'lng': 115.1012996}, 'viewport': {'northeast': {'lat': -3.152961470107277, 'lng': 115.1027153298927}, 'southwest': {'lat': -3.155661129892722, 'lng': 115.1000156701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,F&D Kidsland,ChIJrXUVzzfH5S0Rna6LZE_njRQ,ChIJrXUVzzfH5S0Rna6LZE_njRQ,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112945369132860468426"">Ardiyas Tazar</a>'], 'photo_reference': 'AUGGfZmycIFM73TVZNTJjoyJudjNZYZtYzxaoWNhwvGzNVZW7dIkHU3RUa1z-6mVxEMYewaIWh-E65XQfB7XGVsA0UuVi-3-rVBV05g8o-8yJ6sJWGtmPvjVSgdoni_XpBDEw6sy6H4AfacoDXKsTYgdxcdjdDDlmv1aTqLgg7Yk58zlJ6tI', 'width': 720}]",OPERATIONAL,5.0,3.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJrXUVzzfH5S0Rna6LZE_njRQ
"28X7+3G, Batu Ampar, Piani, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.952285, 'lng': 115.313825}, 'viewport': {'northeast': {'lat': -2.9499129, 'lng': 115.3154609298927}, 'southwest': {'lat': -2.953075699999999, 'lng': 115.3127612701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tamiyang Landung,ChIJORRGDwCX5S0Rg9nOkNigwKc,ChIJORRGDwCX5S0Rg9nOkNigwKc,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106004675336605651049"">A Google User</a>'], 'photo_reference': 'AUGGfZl0jL-9VGQyqb8bmt6X_jrMb66eg74o_Ax43TcwmvDPaSmFixQADfvpofY40tL5sMMLx5F--6RiFxtEgy51UXZRwvk_8OHxLiW8zCcPCwZegR5Vwywa5rJID96JF-4qyq6_iEPR_SPtml7uFOlLgZaPvZmyC7TgFx8CAdeof0hFEEa7', 'width': 3000}]",OPERATIONAL,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJORRGDwCX5S0Rg9nOkNigwKc
"2734+WCX, Hangui, Bungur, Tapin Regency, South Kalimantan 71153, Indonesia","{'location': {'lat': -2.9951355, 'lng': 115.2561223}, 'viewport': {'northeast': {'lat': -2.9941758, 'lng': 115.2577718798928}, 'southwest': {'lat': -2.9980146, 'lng': 115.2550722201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Hangui,ChIJ4_yOB0G95S0RGpRhgxm5UyM,ChIJ4_yOB0G95S0RGpRhgxm5UyM,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114900631030011690403"">A Google User</a>'], 'photo_reference': 'AUGGfZl1CcPbZeyH1sNIgI0mbdcd6U5HB4bVBad0SnJ-S6k0D9LSNNdPXTTIieNjCBk4lJUjRzdYfbxTUgJ8SsDOszt1prWVOZfZjizsMzhiY05QTqReYjywAlLKcWKOdSPCYrTIHO7coe-EwmYjcx-6FGHORwzaHJQS7Rc4543LMSR_mxYE', 'width': 4032}]",OPERATIONAL,4.8,24.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ4_yOB0G95S0RGpRhgxm5UyM
"27X3+5JH, Baramban, Piani, Tapin Regency, South Kalimantan 71154, Indonesia","{'location': {'lat': -2.9520721, 'lng': 115.2541233}, 'viewport': {'northeast': {'lat': -2.950193670107277, 'lng': 115.25543655}, 'southwest': {'lat': -2.952893329892722, 'lng': 115.25018355}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata goa bramban piani tapin,ChIJV5ukXTC95S0RTCLbGjvzFCM,ChIJV5ukXTC95S0RTCLbGjvzFCM,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114900631030011690403"">A Google User</a>'], 'photo_reference': 'AUGGfZnCDNPwp1KoAMXxA0IwQoy6C57hB8xjZrpqhVHpDnnVMalvkgoSSx8ljYu-qoX7Q4xcp42Z2Y0qCREVUfJb4GbbM45c-bCQeZq-i-RqcPbExCT6qmQFjFxJLP1F6_UtfT7vtsjRY7xEWhTpfkts7SVzDHJ_58iUPk95ncQ71YvrmbEu', 'width': 4032}]",OPERATIONAL,4.4,5.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJV5ukXTC95S0RTCLbGjvzFCM
"W59M+HP5, Suato Lama, Salam Babaris, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -3.0811077, 'lng': 115.1843746}, 'viewport': {'northeast': {'lat': -3.079951320107278, 'lng': 115.1855063798927}, 'southwest': {'lat': -3.082650979892722, 'lng': 115.1828067201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata danau suato lama,ChIJ7fujie255S0RoLDUfXL3syU,ChIJ7fujie255S0RoLDUfXL3syU,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103259550390407536581"">Sidik M</a>'], 'photo_reference': 'AUGGfZmQv_9Ta7XcgcdahCiF3UXrIACf8h7nrpyXuIvVX-bJY-Lql3qqXzeZLJdzeMRizw7oTMjlHaDc3LKvHDBi0voiJJ3ShkxfpxNCxj43cA_i9Pu85YxyWaAZ5adMezoLovBe3j51rq49cKWRuYhDFyUAYNP8TWWfGi2DADuR_xy1wEd5', 'width': 3472}]",OPERATIONAL,4.8,6.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ7fujie255S0RoLDUfXL3syU
"36WP+8FX, Budi Mulya, Lokpaikat, Tapin Regency, South Kalimantan 71154, Indonesia","{'location': {'lat': -2.9041299, 'lng': 115.2362411}, 'viewport': {'northeast': {'lat': -2.902801070107278, 'lng': 115.23735025}, 'southwest': {'lat': -2.905500729892722, 'lng': 115.23291365}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Peranginan Ratu,ChIJ-YuXMq2j5S0R887OH2wcoiw,ChIJ-YuXMq2j5S0R887OH2wcoiw,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 2368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106704999784339945340"">Roni Akbar Ramadhan</a>'], 'photo_reference': 'AUGGfZkxJUgfTpFUdO_qIVbCkXIBCcbLpuQ3OTF5e5iJh2xhxu36lGKxdYQi_Ysa5HdwjuyXU_mizfXkpQw9qBZTk61CuL5QlgXThZkc0r5Zfdgt4IlDJ3tz7HOKL5WdWFyaQ43Dqn63014eGRfimhfztI-SzYCUtdH2nsKLJUIkMAj32X8L', 'width': 4208}]",OPERATIONAL,3.4,18.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-YuXMq2j5S0R887OH2wcoiw
"3597+JCC, Rantau Kiwa, Tapin Utara, Tapin Regency, South Kalimantan 71152, Indonesia","{'location': {'lat': -2.930945, 'lng': 115.1635204}, 'viewport': {'northeast': {'lat': -2.929701220107278, 'lng': 115.1651995298928}, 'southwest': {'lat': -2.932400879892723, 'lng': 115.1624998701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Danau Siring Rantau Baru,ChIJrXzUmeqk5S0RKkgKkrwHt6M,ChIJrXzUmeqk5S0RKkgKkrwHt6M,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']","[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114383069650668177758"">A Google User</a>'], 'photo_reference': 'AUGGfZkyrnVzWqli_1cyVhtiEuOZaXGvw0YYBDtpZAKBuIOnOafso7HPfU6Za98prvaPtgcbA_up3e1XnN7zV29bu8EQMzKX94BMMS6QucbOLskRg7rw-DL8zU9QJEAZbnUBVzxmgm_Am65ebz2jA9GarKFlQL9RFsFaE8x4vI1RQ3bVPgCo', 'width': 3200}]",OPERATIONAL,4.3,877.0,,,https://www.google.com/maps/place/?q=place_id:ChIJrXzUmeqk5S0RKkgKkrwHt6M
"25Q3+G9H, Bungur, Tapin Regency, South Kalimantan 71114, Indonesia","{'location': {'lat': -2.9609266, 'lng': 115.1532643}, 'viewport': {'northeast': {'lat': -2.959581420107277, 'lng': 115.1546046298927}, 'southwest': {'lat': -2.962281079892722, 'lng': 115.1519049701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TIKUNGAN SAIF,ChIJh1h_BgC75S0RChePBSh-Qzg,ChIJh1h_BgC75S0RChePBSh-Qzg,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJh1h_BgC75S0RChePBSh-Qzg
"V439+RW, Padang Sari, Binuang, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -3.1454208, 'lng': 115.1197826}, 'viewport': {'northeast': {'lat': -3.143783020107278, 'lng': 115.1207120298927}, 'southwest': {'lat': -3.146482679892723, 'lng': 115.1180123701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Asbah,ChIJ-Xp7ra3H5S0RGMc3jg4S5o8,ChIJ-Xp7ra3H5S0RGMc3jg4S5o8,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114404289351025307805"">A Google User</a>'], 'photo_reference': 'AUGGfZmaR7A7YRDdKGi0aqOpnVcLqGyRBnJ_ua-fvVZDK2QvNOOmANltPiTUMRg5pjlFsvKOmehqB2_PJgTJjkR7jv4j2QAXtvyovplx8Z3wmlwO5ZbAGmOihNw2NQlOPDcLpGGnW-eUiMd21tOZIqC1hBMHHG6MxgJHCliRTl7Qyk_3qXUn', 'width': 4000}]",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-Xp7ra3H5S0RGMc3jg4S5o8
