formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,plus_code,opening_hours,permanently_closed,url
"8G87+2X, Sindangpanon, Bojong, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.6848939, 'lng': 107.5149475}, 'viewport': {'northeast': {'lat': -6.683547770107277, 'lng': 107.5163095298927}, 'southwest': {'lat': -6.686247429892721, 'lng': 107.5136098701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,M&M Farm,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110409256364482436435"">A Google User</a>'], 'photo_reference': 'AUGGfZkIMoweMci4f7gbXVpzzxVT-KF8e6DSG-hBAm8drEnWr6zGVqu_-arZIYH4r5BBDOUGncvjqPZ-wNvD-w-rqYTZXi5vgNalvXOCExoMXIbPgfxODeaKVwZniRe2faZzoWA9WoMEFEMPPuadYu141khM6MCJjoeDYJLWQeAOra3QBN1o', 'width': 2304}]",ChIJzeLLNwAbaS4Rg__UBpHibkE,ChIJzeLLNwAbaS4Rg__UBpHibkE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJzeLLNwAbaS4Rg__UBpHibkE
"8FFM+4HP, Cileunca, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.677150699999999, 'lng': 107.4839541}, 'viewport': {'northeast': {'lat': -6.675753320107279, 'lng': 107.4853545298927}, 'southwest': {'lat': -6.678452979892723, 'lng': 107.4826548701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam renang Cileunca bojong,,ChIJC7FJQQAbaS4Rq2bdXbNTZ04,ChIJC7FJQQAbaS4Rq2bdXbNTZ04,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJC7FJQQAbaS4Rq2bdXbNTZ04
"8FFM+4HP, Cileunca, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.677150699999999, 'lng': 107.4839541}, 'viewport': {'northeast': {'lat': -6.675753320107279, 'lng': 107.4853545298927}, 'southwest': {'lat': -6.678452979892723, 'lng': 107.4826548701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Krajan Desa Cileunca Kec Bojong Purwakarta,,ChIJ-XUHAFobaS4R594bvRaZJZ0,ChIJ-XUHAFobaS4R594bvRaZJZ0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-XUHAFobaS4R594bvRaZJZ0
"8FFX+MQ, Cipeundeuy, Bojong, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.675773599999999, 'lng': 107.4994468}, 'viewport': {'northeast': {'lat': -6.673984470107277, 'lng': 107.5006315298927}, 'southwest': {'lat': -6.676684129892721, 'lng': 107.4979318701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Balong Om PutuElisa,,ChIJWXnafQwbaS4RSarGfrZ0G5g,ChIJWXnafQwbaS4RSarGfrZ0G5g,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJWXnafQwbaS4RSarGfrZ0G5g
"7GV3+X5V, West Bojong, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.705013699999999, 'lng': 107.5029185}, 'viewport': {'northeast': {'lat': -6.703628520107277, 'lng': 107.5043695798927}, 'southwest': {'lat': -6.706328179892721, 'lng': 107.5016699201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Villa mimpi yang terbeli,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111978104635869967361"">A Google User</a>'], 'photo_reference': 'AUGGfZk4FxDbX6eqgO_D1R7_kd_W_0JqEZXZVs5Ev0V0LmiQJ_qTdWA9dz9KgNpndfaLWkSLjtDtAI02L5qGeBHQOBx29JoG77Hx-khS1ejnz2ygnYZifIQV60_JC-pClMif5uM2K7HTG_IrCKsp6TVqc1-fE8SZnFBbTjquhv-4nBWQIFiG', 'width': 5152}]",ChIJ4bCpa40daS4RUYXgi33DAuE,ChIJ4bCpa40daS4RUYXgi33DAuE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4bCpa40daS4RUYXgi33DAuE
"7GFH+78, Pasanggrahan, Bojong, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.7267966, 'lng': 107.5282986}, 'viewport': {'northeast': {'lat': -6.725466270107278, 'lng': 107.5295934298927}, 'southwest': {'lat': -6.728165929892722, 'lng': 107.5268937701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah paniisan uwa iyak tajur,,ChIJbyR4A78daS4RjgLFZTLXWUM,ChIJbyR4A78daS4RjgLFZTLXWUM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJbyR4A78daS4RjgLFZTLXWUM
"Cileunca, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.6798125, 'lng': 107.4876875}, 'viewport': {'northeast': {'lat': -6.678589370107279, 'lng': 107.4888856798927}, 'southwest': {'lat': -6.681289029892723, 'lng': 107.4861860201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun dokter tani T5+,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102467701778898865727"">A Google User</a>'], 'photo_reference': 'AUGGfZn2PTbVnMpvkREDJsbqDKqOs0m09F_7qOcr09bZfVNzElB31IA67sOX2BAcMc0zI4W7-f7DiLAKei1JLQiB47QhiDoU9HeWSkOZ4sr3LinNrl8Aa7_QxM01IWz1Oxq0UfdmB7uQ0JhOZG6GFwpElfrPlR8swVw_B9f35W1G6YRez6Ke', 'width': 3024}]",ChIJZWyjLwAbaS4Rh-b8HkO-GVg,ChIJZWyjLwAbaS4Rh-b8HkO-GVg,"['tourist_attraction', 'point_of_interest', 'general_contractor', 'establishment']",OPERATIONAL,0.0,0.0,"{'compound_code': '8FCQ+33 Cileunca, Purwakarta Regency, West Java, Indonesia', 'global_code': '6P598FCQ+33'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJZWyjLwAbaS4Rh-b8HkO-GVg
"8G9C+JRR, Sindangsari, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.680884499999999, 'lng': 107.52202}, 'viewport': {'northeast': {'lat': -6.679509970107278, 'lng': 107.5233894798927}, 'southwest': {'lat': -6.682209629892722, 'lng': 107.5206898201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ADF,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115066965504995337478"">A Google User</a>'], 'photo_reference': 'AUGGfZmoTSApgSgkAsifbEWS3XA7luaKMUtvZxNw7OiHZL7oVDTCOOcjYmB1WcZu6PyOEAHzOCO5GNcjXWib9Nn4yhVDL-kh5V50BpDY0AnFIQ42cqZFuAlq4T59LwphEaFPEUfmoXp9FzV-eW0qHYIAw_w9IYMyouzE07HhOV0B3a3Qe5VG', 'width': 1920}]",ChIJQQvLcQcbaS4ReJrM_JmHC8s,ChIJQQvLcQcbaS4ReJrM_JmHC8s,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,0.0,0.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJQQvLcQcbaS4ReJrM_JmHC8s
"6HP5+RQ6, Gg. Masjid Jami, Pasanggrahan, Kec. Bojong, Kabupaten Purwakarta, Jawa Barat, Indonesia","{'location': {'lat': -6.7629512, 'lng': 107.5593913}, 'viewport': {'northeast': {'lat': -6.761601370107278, 'lng': 107.5607411298927}, 'southwest': {'lat': -6.764301029892722, 'lng': 107.5580414701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung Aki Herman,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115022820538800568964"">A Google User</a>'], 'photo_reference': 'AUGGfZkahKZtx2EdpZZ7HOyexeA689XmlaiKIIeiLhODNGOifdbCLmXEcX4tx0xTf0xna9tJGh4qH9XIeeULmnSxin4v9NEC4L0Srglx0B7P2vLs1lhh3o21fROBb0k3ipbTF9E20Z7vFSGkqqp1ozHptzX1NKudkbtuw3DT3HIyCzq1PM_8', 'width': 720}]",ChIJ6SYmyeIdaS4RCLAUD7H3FK8,ChIJ6SYmyeIdaS4RCLAUD7H3FK8,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,0.0,0.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ6SYmyeIdaS4RCLAUD7H3FK8
"8GPX+FXM, Sumbersari, Kiarapedes, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.6637907, 'lng': 107.5499289}, 'viewport': {'northeast': {'lat': -6.662345770107278, 'lng': 107.5513022798927}, 'southwest': {'lat': -6.665045429892722, 'lng': 107.5486026201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Situ Cibeber,,ChIJy14zYxwbaS4RhsH2d8DNAZ4,ChIJy14zYxwbaS4RhsH2d8DNAZ4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJy14zYxwbaS4RhsH2d8DNAZ4
"Kp.Bojong Kambang, RT.10/RW.04, Cihanjawar, Kec. Wanayasa, Kabupaten Purwakarta, Jawa Barat 41164, Indonesia","{'location': {'lat': -6.7109385, 'lng': 107.5352518}, 'viewport': {'northeast': {'lat': -6.709152420107277, 'lng': 107.5359768798927}, 'southwest': {'lat': -6.711852079892721, 'lng': 107.5332772201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Bedul,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101793601008421935459"">A Google User</a>'], 'photo_reference': 'AUGGfZk20Kl1mraTOb7oJ6hpocrcZmiSes1aNg0BP6bYhf9w9YTvRELvfrDVRzTi7yPKyKWobwoEnLSqw0VECfPMIFVubvk9LELLw1UpyS0AuXqgbNxH5NRgKHJ-z6PvW4_y1KMGdO-wj4Cg8b8Ds9dSbPtZzFEbdTkl_AQ5GdqDUyaP_P9C', 'width': 4160}]",ChIJRU5oGXUdaS4RfIbpJy6wACQ,ChIJRU5oGXUdaS4RfIbpJy6wACQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.6,7.0,"{'compound_code': '7GQP+J4 Cihanjawar, Purwakarta Regency, West Java, Indonesia', 'global_code': '6P597GQP+J4'}",,,https://www.google.com/maps/place/?q=place_id:ChIJRU5oGXUdaS4RfIbpJy6wACQ
"9GF3+F5R, Jl. Kapten Halim, Salem, Kec. Pondoksalam, Kabupaten Purwakarta, Jawa Barat 41115, Indonesia","{'location': {'lat': -6.6268577, 'lng': 107.5027578}, 'viewport': {'northeast': {'lat': -6.625495070107276, 'lng': 107.5041238298927}, 'southwest': {'lat': -6.62819472989272, 'lng': 107.5014241701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Abah Farm,,ChIJe8i-rQcbaS4RBSj7S0lFuII,ChIJe8i-rQcbaS4RBSj7S0lFuII,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJe8i-rQcbaS4RBSj7S0lFuII
"7GW6+PPW, Pawenang, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.703233699999999, 'lng': 107.5117903}, 'viewport': {'northeast': {'lat': -6.701906320107278, 'lng': 107.5131080798927}, 'southwest': {'lat': -6.704605979892722, 'lng': 107.5104084201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,rencana resort meeting,,ChIJiZEsYLEdaS4RLjckFoDGCuc,ChIJiZEsYLEdaS4RLjckFoDGCuc,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,0.0,0.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJiZEsYLEdaS4RLjckFoDGCuc
