business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,url
OPERATIONAL,"Jalan lintas PALI dan PRABUMULIH Jl.tanjung dalam, Sedupi, Tanah Abang, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan, Indonesia","{'location': {'lat': -3.3449687, 'lng': 104.1971999}, 'viewport': {'northeast': {'lat': -3.343622920107278, 'lng': 104.1985363798927}, 'southwest': {'lat': -3.346322579892723, 'lng': 104.1958367201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rawang,,,ChIJCUdE8Ms1Oi4RCyAOdJd6QmY,0.0,ChIJCUdE8Ms1Oi4RCyAOdJd6QmY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJCUdE8Ms1Oi4RCyAOdJd6QmY
OPERATIONAL,"East Mangkunegara, Penukal, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.1638518, 'lng': 104.0250208}, 'viewport': {'northeast': {'lat': -3.162311120107277, 'lng': 104.0262309798927}, 'southwest': {'lat': -3.165010779892722, 'lng': 104.0235313201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,sumur dan pemandian warga,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107752807590179793783"">A Google User</a>'], 'photo_reference': 'AUGGfZmignCtcSPwr_MC7BL39OQjaOoM0_kuAlbaSrDFnz9TZe83TcbiGTXkY5WMh2_gUkteRz__Tj04ywLZgGMUCns167hyEWrTd7zsyShFG8rnx2Y1145VfKBQZiT3UgW4v2HwzKeB5GaOvA0r6ma_4uYutB1eyN-LxnTAm-PyWjiDo8v5', 'width': 1080}]",ChIJoZ2wAgBFOi4Rx6rWeM1AIkY,0.0,ChIJoZ2wAgBFOi4Rx6rWeM1AIkY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"{'compound_code': 'R2PG+F2 East Mangkunegara, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia', 'global_code': '6P86R2PG+F2'}",,https://www.google.com/maps/place/?q=place_id:ChIJoZ2wAgBFOi4Rx6rWeM1AIkY
OPERATIONAL,"Q786+6M9, Penandingan, Sungai Rotan, Muara Enim Regency, South Sumatra 31357, Indonesia","{'location': {'lat': -3.234451, 'lng': 104.2617439}, 'viewport': {'northeast': {'lat': -3.232880270107278, 'lng': 104.2625246298927}, 'southwest': {'lat': -3.235579929892722, 'lng': 104.2598249701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Lebak Luar,,,ChIJWVL36wpNOi4RnJ-4Qvuva0w,0.0,ChIJWVL36wpNOi4RnJ-4Qvuva0w,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJWVL36wpNOi4RnJ-4Qvuva0w
OPERATIONAL,"GV7X+X96, Sidomulyo, Gunung Megang, Muara Enim Regency, South Sumatra 31352, Indonesia","{'location': {'lat': -3.4851792, 'lng': 103.8981292}, 'viewport': {'northeast': {'lat': -3.483764970107278, 'lng': 103.8993854798927}, 'southwest': {'lat': -3.486464629892723, 'lng': 103.8966858201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pembibitan jamur merang, menggunakan media tanam tandan kelapa sawit",,,ChIJbY_bCQAZOi4RkJb_lTQQRiM,0.0,ChIJbY_bCQAZOi4RkJb_lTQQRiM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJbY_bCQAZOi4RkJb_lTQQRiM
OPERATIONAL,"R799+GRJ, Petar Luar, Sungai Rotan, Muara Enim Regency, South Sumatra 31357, Indonesia","{'location': {'lat': -3.1794741, 'lng': 104.2697638}, 'viewport': {'northeast': {'lat': -3.178128470107279, 'lng': 104.2710661298927}, 'southwest': {'lat': -3.180828129892723, 'lng': 104.2683664701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Helen kurniawan,,,ChIJCytBAABNOi4RnnJMyww1lw4,0.0,ChIJCytBAABNOi4RnnJMyww1lw4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJCytBAABNOi4RnnJMyww1lw4
OPERATIONAL,"J6WQ+H9R, Petanang, Lembak, Muara Enim Regency, South Sumatra 31145, Indonesia","{'location': {'lat': -3.3535224, 'lng': 104.2383906}, 'viewport': {'northeast': {'lat': -3.352202920107278, 'lng': 104.2397319298927}, 'southwest': {'lat': -3.354902579892722, 'lng': 104.2370322701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,toko hani,,"[{'height': 3488, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112217820389684811842"">A Google User</a>'], 'photo_reference': 'AUGGfZmieF_glU9Z9sgB-1fL3e11kXuumR6YxjujMYERd0HwGfSZidCJ9Xg6bnYb28I7r_rf5M7P8O2dksNfLNFgjlMujZhn7mmNMqsjGwIc8v97EgLe5DgnN_MHca-bWN2FCjCPpBqxSsTCDoipROLUt5Xc3G_45K_rmLNWoyUqamIzwhFP', 'width': 2304}]",ChIJWW_Tdbs1Oi4R57nhh9q-MZo,4.0,ChIJWW_Tdbs1Oi4R57nhh9q-MZo,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJWW_Tdbs1Oi4R57nhh9q-MZo
OPERATIONAL,"R799+GRJ, Petar Luar, Sungai Rotan, Muara Enim Regency, South Sumatra 31357, Indonesia","{'location': {'lat': -3.1811657, 'lng': 104.2695213}, 'viewport': {'northeast': {'lat': -3.179820470107277, 'lng': 104.2709129298927}, 'southwest': {'lat': -3.182520129892722, 'lng': 104.2682132701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Gelanggang,,"[{'height': 774, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109610584392945284933"">Muhammad Syahid</a>'], 'photo_reference': 'AUGGfZk0tQT9Jcx66IOMZFDKsaK7BYqKlcys029kM34-pAKT1405YYCm1E5Jh7b54QUnHufxuPySMU25W2gbPg-7-xCS0a5gqf9zUMJD_08-kdvqHZtdVGcmUTfR11yYAs9ZKQI2O_DpjKE0YOqmD6kG129NI_qQ2OKcwHndFWYAPfUzgST7', 'width': 1032}]",ChIJBSWZvjBNOi4RhljzgWOHx_o,4.6,ChIJBSWZvjBNOi4RhljzgWOHx_o,"['tourist_attraction', 'point_of_interest', 'establishment']",13.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJBSWZvjBNOi4RhljzgWOHx_o
OPERATIONAL,"HX76+XH, Tanjung, Gunung Megang, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -3.4350567, 'lng': 103.96138}, 'viewport': {'northeast': {'lat': -3.433746120107277, 'lng': 103.9626428298927}, 'southwest': {'lat': -3.436445779892722, 'lng': 103.9599431701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Pisang,,"[{'height': 899, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102653465205459598683"">Rian Indra</a>'], 'photo_reference': 'AUGGfZn3ZWE8XnArHwJoyg2yeeISoqfkgRmAeQeam09IDA-od6nqOtKZsa5hqum3GGyZ9zPlCOPodqSidaSeo9xSAIboc40h3SsZxozJMXffXvVTb0dnyADOhGrSOB7rr6N9nPOsllppsZsiZ1z7OMg5-9Rjo2929QOOp4JPsqpd5EQ5QrkR', 'width': 1599}]",ChIJCdHOUZE9Oi4R0hPUS8iZ-4A,0.0,ChIJCdHOUZE9Oi4R0hPUS8iZ-4A,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJCdHOUZE9Oi4R0hPUS8iZ-4A
OPERATIONAL,"HW9P+768, Tanjung Muning, Gunung Megang, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -3.4318375, 'lng': 103.9355781}, 'viewport': {'northeast': {'lat': -3.4307151, 'lng': 103.9368721298927}, 'southwest': {'lat': -3.4352047, 'lng': 103.9341724701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Rudi,,,ChIJx3Cs3cs9Oi4RNCMvpdFHOW0,5.0,ChIJx3Cs3cs9Oi4RNCMvpdFHOW0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJx3Cs3cs9Oi4RNCMvpdFHOW0
OPERATIONAL,"Tanjung Kurung, Abab, Penukal Abab Lematang Ilir Regency, South Sumatra 31315, Indonesia","{'location': {'lat': -3.1353418, 'lng': 104.1830868}, 'viewport': {'northeast': {'lat': -3.134004570107277, 'lng': 104.1844585798927}, 'southwest': {'lat': -3.136704229892722, 'lng': 104.1817589201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau biru prini anton,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108457843783634894843"">A Google User</a>'], 'photo_reference': 'AUGGfZkPOjoJ9OmhOZb5GOwHpddULOp0vSUDR75L0t55hssLx1tBu_ZBTHFdWadbdpHcu4NA4T0Vl4Wj1e7b7Kd6vRWe90yLnE5bsWUmXRwOwJeas7LlljBSMhzPHI9Vw45jCqWkKdJhU9hECKzU8z1VEKSUgSStjTQXhAqY7aXy_AzvM0Iy', 'width': 2256}]",ChIJL0mLb39ROi4Rr9snSGqUSKA,2.0,ChIJL0mLb39ROi4Rr9snSGqUSKA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"{'compound_code': 'V57M+V6 Tanjung Kurung, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia', 'global_code': '6P86V57M+V6'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJL0mLb39ROi4Rr9snSGqUSKA
OPERATIONAL,"H2C5+5JF, Jl. Desa Dalam, Dalam, Kec. Gn. Megang, Kabupaten Muara Enim, Sumatera Selatan 31172, Indonesia","{'location': {'lat': -3.4295728, 'lng': 104.0090375}, 'viewport': {'northeast': {'lat': -3.4249243, 'lng': 104.0109055798927}, 'southwest': {'lat': -3.431122299999999, 'lng': 104.0082059201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau ulu Desa Dalam kec.Belimbing,,,ChIJQ61a_lo7Oi4Riy-_uqN1XUs,5.0,ChIJQ61a_lo7Oi4Riy-_uqN1XUs,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJQ61a_lo7Oi4Riy-_uqN1XUs
OPERATIONAL,"R453+4G, West Betung, Abab, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.192223, 'lng': 104.103812}, 'viewport': {'northeast': {'lat': -3.190873170107277, 'lng': 104.1051618298927}, 'southwest': {'lat': -3.193572829892722, 'lng': 104.1024621701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian dan Pemancingan,,,ChIJdyKzfQBPOi4RE_AkvdDBR7U,0.0,ChIJdyKzfQBPOi4RE_AkvdDBR7U,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJdyKzfQBPOi4RE_AkvdDBR7U
OPERATIONAL,"RQGH+RMV, Dua River, Sungai Keruh, Musi Banyuasin Regency, South Sumatra 30757, Indonesia","{'location': {'lat': -3.1722316, 'lng': 103.7795675}, 'viewport': {'northeast': {'lat': -3.170899920107277, 'lng': 103.7809372298927}, 'southwest': {'lat': -3.173599579892722, 'lng': 103.7782375701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata danau kongar A2YU,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102184332388551994420"">A Google User</a>'], 'photo_reference': 'AUGGfZmaRMYZVJ9g5XVGgRea3EdA65gbpereoA9bXATCy6pTWFcZ_g93uwtRuo03ledhxyX-jIebf9WVR8hP6ADCouru6u4Rp53ASa3QgcEeBoWCDqwzCADtHdQv6aG3D6RNGTBIJFOn0kvuYknewU9ftURM8x-LDUYtCnghjUZvzAkTTRwp', 'width': 1800}]",ChIJ35WrGJhvOi4RWO9x1uXQMeg,3.7,ChIJ35WrGJhvOi4RWO9x1uXQMeg,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ35WrGJhvOi4RWO9x1uXQMeg
OPERATIONAL,"Jl. Perintis Kemerdekaan No.1, Air Itam, Kec. Penukal, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan 31315, Indonesia","{'location': {'lat': -3.1117989, 'lng': 104.0715344}, 'viewport': {'northeast': {'lat': -3.110462120107278, 'lng': 104.0729108298927}, 'southwest': {'lat': -3.113161779892722, 'lng': 104.0702111701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Satya family karaoke,,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102730555634090865715"">Wawan Jz</a>'], 'photo_reference': 'AUGGfZmbO540z3IPuRH77ji8A1y2nr1HHPf5VAOJRVIvj-JlxMtmUNKUQs1KOgvEuybZ8BKSU5UD83pfrz7CUoWdyEKHIZ8q98i6WTWnK3Tt0y6ja1IeV1GCw2K7-8Vlp2ZyAkZPpnio1A-NUtaGVoXXzstnAHz4TOubLtvWwbID9VXihPvK', 'width': 4160}]",ChIJEQaBbiVbOi4RZc5w27zg7sM,5.0,ChIJEQaBbiVbOi4RZc5w27zg7sM,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"{'compound_code': 'V3QC+7J Air Itam, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia', 'global_code': '6P86V3QC+7J'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJEQaBbiVbOi4RZc5w27zg7sM
OPERATIONAL,"WQH5+356, Tebing Bulang, Sungai Keruh, Musi Banyuasin Regency, South Sumatra 30757, Indonesia","{'location': {'lat': -3.0723369, 'lng': 103.7578815}, 'viewport': {'northeast': {'lat': -3.070913470107277, 'lng': 103.7593361798927}, 'southwest': {'lat': -3.073613129892722, 'lng': 103.7566365201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tepakan,,,ChIJYUe6YQBjOi4RNERu18fZQAE,0.0,ChIJYUe6YQBjOi4RNERu18fZQAE,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJYUe6YQBjOi4RNERu18fZQAE
OPERATIONAL,"Q32Q+JC6, Purun, Penukal, Penukal Abab Lematang Ilir Regency, South Sumatra 31315, Indonesia","{'location': {'lat': -3.248452, 'lng': 104.088517}, 'viewport': {'northeast': {'lat': -3.247102170107278, 'lng': 104.0898668298927}, 'southwest': {'lat': -3.249801829892723, 'lng': 104.0871671701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Losari Desa purun,,,ChIJF_cANABHOi4RQL6R9du6U-c,3.0,ChIJF_cANABHOi4RQL6R9du6U-c,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJF_cANABHOi4RQL6R9du6U-c
,"Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.239825, 'lng': 104.0072348}, 'viewport': {'northeast': {'lat': -3.003073, 'lng': 104.2484029}, 'southwest': {'lat': -3.413731, 'lng': 103.606949}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Penukal Abab Lematang Ilir Regency,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107336275406629286525"">A Google User</a>'], 'photo_reference': 'AUGGfZls4bUfTgP4aDI_Oe_56xoHF8dZydsAXio1RkgCZEUwSTnCcPcwDdvQrZo1bXnlZxS3KVUhmCF2QJd3eMoNzPimuk6QqoWbqK1xB_g_ZdGMx5S1tkv0ess9ynNT6qSgaQki1nhvr1oFq-hsu_kthLg_nEJokvx6ZyWQgcMJLtuqel0T', 'width': 2448}]",ChIJaawC6WRCOi4R5rEpJHUpEpM,,ChIJaawC6WRCOi4R5rEpJHUpEpM,"['administrative_area_level_2', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJaawC6WRCOi4R5rEpJHUpEpM
OPERATIONAL,"M32Q+QFQ, Bumiayu, Tanah Abang, Muara Enim Regency, South Sumatra 31314, Indonesia","{'location': {'lat': -3.348033, 'lng': 104.088745}, 'viewport': {'northeast': {'lat': -3.346375370107278, 'lng': 104.0900676298927}, 'southwest': {'lat': -3.349075029892723, 'lng': 104.0873679701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bumi Ayu Temple,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101899440422063129718"">Bambang Heryanto</a>'], 'photo_reference': 'AUGGfZn3Tny32QKXTN1ijWiNsB7Visfj15UJ3af6Vgu3knRTSjHZl0cW1BPt-LxgU9DEolu051i1LmIaOIBtrNHc6thyksOkq7MIt-40Fq8kI_qrFrZ--stHLlp2vzSlnD_RtAERuM6z-mCI4f2SeEB3y7pUzd-BWn6kIfcFa8Pdl-BdGEym', 'width': 4160}]",ChIJObf72C84Oi4Rg8F6RVnTJAg,4.5,ChIJObf72C84Oi4Rg8F6RVnTJAg,"['tourist_attraction', 'point_of_interest', 'establishment']",207.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJObf72C84Oi4Rg8F6RVnTJAg
OPERATIONAL,"RP46+CX6, Jl. Genjer, Setia Jaya, Kec. Sungai Keruh, Kabupaten Musi Banyuasin, Sumatera Selatan 30757, Indonesia","{'location': {'lat': -3.1939826, 'lng': 103.7124062}, 'viewport': {'northeast': {'lat': -3.192566120107277, 'lng': 103.7137434798927}, 'southwest': {'lat': -3.195265779892722, 'lng': 103.7110438201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Manau Kuning,,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100611272690106007241"">A Google User</a>'], 'photo_reference': 'AUGGfZlc001f3PysqcTu-QnM6FHgU037JiTxHe6Y2tJycaw_Cqe_Tn7Rdyf9wmlXr6eAbIHQUGupv6cqvg-YG927eBXUdVgoyLRelVBM7MpP8CqzBxNwcoDuZ5shNdxx2kIQA-6nepb-1CT_ldkRQTLNRta6yoDgi7avFeQO5zWRuuFVP0J3', 'width': 1600}]",ChIJ4RNcUuRxOi4RkFSt4wzxvRg,4.3,ChIJ4RNcUuRxOi4RkFSt4wzxvRg,"['tourist_attraction', 'point_of_interest', 'establishment']",25.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ4RNcUuRxOi4RkFSt4wzxvRg
,"Handayani Mulya, Talang Ubi, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.3098072, 'lng': 103.902799}, 'viewport': {'northeast': {'lat': -3.275717, 'lng': 103.9740611}, 'southwest': {'lat': -3.331683, 'lng': 103.8354609}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Handayani Mulya,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108288582754597842559"">Firmansyah Firman</a>'], 'photo_reference': 'AUGGfZknf8vZ3fGz4TQdtK0kD-p_1KrC31A16Je_FJpuNTQQepNegWHiYt0MAVFDJTPfLSJzqTbKBISbjRGXphieDCY97Z-kHOUhNDliC1V1Vz9d-VaBq-OJzE_P5069ULH-uzdcEK1iVReq9t7JkMJyh5gCuV88GKfusiKbPzdPyRNXP6Z8', 'width': 2448}]",ChIJTWbabKNqOi4Rz3-Nxtq3buw,,ChIJTWbabKNqOi4Rz3-Nxtq3buw,"['administrative_area_level_4', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJTWbabKNqOi4Rz3-Nxtq3buw
OPERATIONAL,"Jl. Lintas Pagar Alam-Lahat, Muara Siban, Kec. Pulau Pinang, Kabupaten Lahat, Sumatera Selatan 31419, Indonesia","{'location': {'lat': -3.8064313, 'lng': 103.5183824}, 'viewport': {'northeast': {'lat': -3.805061570107277, 'lng': 103.5197110798927}, 'southwest': {'lat': -3.807761229892721, 'lng': 103.5170114201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,PERTIGAAN GUMAY ULU LAHAT Dan KOTA PAGAR ALAM,,"[{'height': 921, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100302653823270326664"">A Google User</a>'], 'photo_reference': 'AUGGfZkFskHwt5IPZPAW2FS_mbrD_izHkxqYvcAnW2txXCeu0hji73_u8asRblakCkIgOVdEyzEeMIGpW_Y6-J-aKsvgnkEBccZRtP4b55YuP-usErwmrMejutwT95F3eJGz2smDbWEf7qxUIx3b8QcI05CTeVlYSK-kUfn8xq6JOXYe6ZDk', 'width': 1920}]",ChIJpxBgWQNZNy4Rx6P55BScRbY,4.6,ChIJpxBgWQNZNy4Rx6P55BScRbY,"['park', 'point_of_interest', 'establishment']",28.0,"{'compound_code': '5GV9+C9 Muara Siban, Lahat Regency, South Sumatra, Indonesia', 'global_code': '6P855GV9+C9'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJpxBgWQNZNy4Rx6P55BScRbY
OPERATIONAL,"Purun, Penukal, Muara Enim Regency, South Sumatra 31315, Indonesia","{'location': {'lat': -3.243966, 'lng': 104.074521}, 'viewport': {'northeast': {'lat': -3.242616170107278, 'lng': 104.0758708298927}, 'southwest': {'lat': -3.245315829892723, 'lng': 104.0731711701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PAYE DESA PURUN,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106085750078116382336"">A Google User</a>'], 'photo_reference': 'AUGGfZnb9q2brhH2trF5j3MNcFhJkcPy0bg9Rd4c9BuyZZRyXGHs9DMgmtpuxoiZHIIYxHQ9x3Y83ktAmv0BbmjcXc1_Yn7A7avksG4GYp2EQgEAQ6DXLOxU3-eRbj33G0mCNuIQ4MukXGb9nvuPw3hcuxg3Fnu30PZJl8-5J-yrcPWlr3xn', 'width': 3000}]",ChIJucwKIoRHOi4R0c0V91Zw84Q,4.3,ChIJucwKIoRHOi4R0c0V91Zw84Q,"['tourist_attraction', 'point_of_interest', 'establishment']",16.0,"{'compound_code': 'Q34F+CR Purun, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia', 'global_code': '6P86Q34F+CR'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJucwKIoRHOi4R0c0V91Zw84Q
OPERATIONAL,"Kerta Mulya, Gelumbang, Muara Enim Regency, South Sumatra 31357, Indonesia","{'location': {'lat': -3.2119062, 'lng': 104.3597417}, 'viewport': {'northeast': {'lat': -3.210914920107278, 'lng': 104.3606385298927}, 'southwest': {'lat': -3.213614579892722, 'lng': 104.3579388701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampoeng Malaka Kartamulia,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100183163867578467372"">MJ Oxtaverdi</a>'], 'photo_reference': 'AUGGfZk1mGS1j5SrdgIyl4Ll2LZ8C-F6DvCPDw9aiDA9bnRzzlb6Zu7B4Lz6PnkPVSyEDtKg8afLPIMfgag2FJl69K2uTxTGaW7_833mLFDpIayDNrSvimy5rC62sL-zx1wkE5nAFMqnpimZHpRHM7ZS92wSdsbl-tPrM3x-rQGlZ0xUwitl', 'width': 4608}]",ChIJtXGtHwuzOy4Rtc0oNRy5X5o,4.3,ChIJtXGtHwuzOy4Rtc0oNRy5X5o,"['tourist_attraction', 'point_of_interest', 'establishment']",65.0,"{'compound_code': 'Q9Q5+6V Kerta Mulya, Muara Enim Regency, South Sumatra, Indonesia', 'global_code': '6P86Q9Q5+6V'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJtXGtHwuzOy4Rtc0oNRy5X5o
