business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"4743+CRP, Keli, Central Keo, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.893925, 'lng': 121.2545797}, 'viewport': {'northeast': {'lat': -8.889212299999997, 'lng': 121.255638}, 'southwest': {'lat': -8.8954959, 'lng': 121.2514048}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wolo Wata,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101050624332225003881"">moonth G</a>'], 'photo_reference': 'AUGGfZkFH0Yan_BWQc_He4CbEW7k_WB4Idchk3rGO6TK-y8Rk2JdWf1OcyOUn4RJ0OQt4S8V-E8awDogYKVpBIHpgNZ49wx-2aIPsBrTr38hZII-jVE2xbbogvzXKm8GiPWxnwQ7fGtgCEHFM5AorGOy8WHFuEN3tYYr3gsWLeTCbfJH74Hy', 'width': 4608}]",ChIJG_zruovHsi0RSmeTal9cGxw,,0.0,ChIJG_zruovHsi0RSmeTal9cGxw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJG_zruovHsi0RSmeTal9cGxw
OPERATIONAL,"4754+7HW, Keli, Central Keo, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8917593, 'lng': 121.2564649}, 'viewport': {'northeast': {'lat': -8.88989372010728, 'lng': 121.2584506000001}, 'southwest': {'lat': -8.892593379892723, 'lng': 121.2505078}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ena Bhala Maunori,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116569914745103459467"">A Google User</a>'], 'photo_reference': 'AUGGfZlTYMh8Gdi50oypQmfBqnfnZZt5HLdr2Xm-iqoqaOCWptweLg8eZHFDKpyhjCOv1fruUFnsBjMs0TXuXEmtiltcSPJ6lQssg6e6HUGYkAgcbP0PvD2exTpVDTZ0WAXkwMYAlMJAp7896PIyXslWxtpXGZvSPM3uv2pQif9sawib_Ytk', 'width': 3264}]",ChIJ62bn5l3Hsi0R-hIzDYruilk,,4.2,ChIJ62bn5l3Hsi0R-hIzDYruilk,"['tourist_attraction', 'point_of_interest', 'establishment']",9,,https://www.google.com/maps/place/?q=place_id:ChIJ62bn5l3Hsi0R-hIzDYruilk
CLOSED_TEMPORARILY,"55MR+5C4, Mulakoli, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8171065, 'lng': 121.1910636}, 'viewport': {'northeast': {'lat': -8.815756670107278, 'lng': 121.1924134298927}, 'southwest': {'lat': -8.818456329892722, 'lng': 121.1897137701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Gunung Abu Lobo,"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106090648986639629205"">A Google User</a>'], 'photo_reference': 'AUGGfZmvh0-tZBH6xLX4ekhdS-2uX1LF5ORes-YTxsqLzlHs5CHpjRVotIe9bpqUukD3i72n_8dW_6ckmTrIXgUK4dNJCRENpSEIeghDirxxi2Z8P9tlP3X74psmK7r8TDDeHjoyEXr-RMrFBmqfkol8-7NzL8PTI4mZmIR1r9VnGqd5L6tz', 'width': 1080}]",ChIJbYieOcTBsi0RIF6NackTeqk,,4.4,ChIJbYieOcTBsi0RIF6NackTeqk,"['tourist_attraction', 'point_of_interest', 'establishment']",5,True,https://www.google.com/maps/place/?q=place_id:ChIJbYieOcTBsi0RIF6NackTeqk
CLOSED_TEMPORARILY,"566X+3X2, Selalejo, Mauponggo, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8398655, 'lng': 121.2499049}, 'viewport': {'northeast': {'lat': -8.838486070107278, 'lng': 121.2512219298927}, 'southwest': {'lat': -8.841185729892722, 'lng': 121.2485222701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Lejo, Mauponggo, Nagekeo, NTT","[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117885291288733769735"">mr.yosu</a>'], 'photo_reference': 'AUGGfZk3knnC_WqHlpZS41eRJZZUzVD72lLbdvojnjxhZse6cb0Pt3qclyADt_e3VHNtupA-aINXZKEvT-aXX_mVWOCGKEVbtEVUoAOkx0grz1FnEw0reDUdFfQNX6Sx7zrcS83qB15pd9VuSW3OsZ8P53iXWhmWRpE5OiJFh1xlcvFCO0NZ', 'width': 4000}]",ChIJY5ATz9_Bsi0R28reRCIP5qw,,5.0,ChIJY5ATz9_Bsi0R28reRCIP5qw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,https://www.google.com/maps/place/?q=place_id:ChIJY5ATz9_Bsi0R28reRCIP5qw
CLOSED_TEMPORARILY,"932H+PV, Denatana, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.648147699999999, 'lng': 121.0796577}, 'viewport': {'northeast': {'lat': -8.646416499999997, 'lng': 121.08069565}, 'southwest': {'lat': -8.6533413, 'lng': 121.07654385}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Persawahan Aeja,,ChIJLQzyB1Lxsi0RkZUhIOHvxUE,,0.0,ChIJLQzyB1Lxsi0RkZUhIOHvxUE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJLQzyB1Lxsi0RkZUhIOHvxUE
CLOSED_TEMPORARILY,"88F5+V93, Labolewa, Aesesa, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6753545, 'lng': 121.3084088}, 'viewport': {'northeast': {'lat': -8.674004670107276, 'lng': 121.3097586298928}, 'southwest': {'lat': -8.67670432989272, 'lng': 121.3070589701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wolo Wata,,ChIJsYSjay6Tsi0RBROHe8UWSFY,,0.0,ChIJsYSjay6Tsi0RBROHe8UWSFY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJsYSjay6Tsi0RBROHe8UWSFY
CLOSED_TEMPORARILY,"86P5+FW, Dhereisa, Aesesa Selatan, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6638021, 'lng': 121.2098059}, 'viewport': {'northeast': {'lat': -8.661241749999999, 'lng': 121.2112592798927}, 'southwest': {'lat': -8.664655550000003, 'lng': 121.2085596201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata Air Koga Dika,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106878716911864241391"">A Google User</a>'], 'photo_reference': 'AUGGfZmn4Y9WqLalX2rp-4YxMoVJTp3JicWi7UZoLC89c08hoKpveJpUo62Tw-u67Uyf9JnWlwnreZ3Em0mLgZsUEfRmu_Ibt9hGYKia9E_8EJaBh-HnUo8gRId137KWhFkYcPBrYlAbXw9wvPCvKfV97K4NjwpAckQJ-lz1eKJOrQA1IOHl', 'width': 6016}]",ChIJ49UQVDvtsi0R9hJiqGCo8ZE,,0.0,ChIJ49UQVDvtsi0R9hJiqGCo8ZE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJ49UQVDvtsi0R9hJiqGCo8ZE
CLOSED_TEMPORARILY,"83VH+2PX, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.657381899999999, 'lng': 121.0793705}, 'viewport': {'northeast': {'lat': -8.656493020107277, 'lng': 121.08020355}, 'southwest': {'lat': -8.65919267989272, 'lng': 121.07687135}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wolowaru,,ChIJte_zWaXlsi0R6CaI8pmcyRc,,0.0,ChIJte_zWaXlsi0R6CaI8pmcyRc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJte_zWaXlsi0R6CaI8pmcyRc
CLOSED_TEMPORARILY,"78VG+2M6, Ulupulu, Nangaroro, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7074602, 'lng': 121.3266339}, 'viewport': {'northeast': {'lat': -8.70559252010728, 'lng': 121.3282129298927}, 'southwest': {'lat': -8.708292179892723, 'lng': 121.3255132701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan Aeca,"[{'height': 2112, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111764983658109677317"">A Google User</a>'], 'photo_reference': 'AUGGfZnMwrcB20wd6Q8GC8jBERVbfe1EXpXoIF4VthABNH7nMCT9qbY1CX5mqSuE1TjBuRf0L3im5NviZTs3abXqpIl_Rs9AP6UPRSMOiKCjluc5lq7H5BqO-N1LprpmDs8Ym6ubCZDQse5I5cxnt0U4OIlYcprMLIntfkLRXq_QXC90hgo', 'width': 5920}]",ChIJCxzAqS-Tsi0RHK0yNysjfsM,,0.0,ChIJCxzAqS-Tsi0RHK0yNysjfsM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJCxzAqS-Tsi0RHK0yNysjfsM
CLOSED_TEMPORARILY,"83VH+2PX, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.657381899999999, 'lng': 121.0793705}, 'viewport': {'northeast': {'lat': -8.656493020107277, 'lng': 121.08020355}, 'southwest': {'lat': -8.65919267989272, 'lng': 121.07687135}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lelokasen,,ChIJ5VxNKlXlsi0RNptvbo88ae8,,0.0,ChIJ5VxNKlXlsi0RNptvbo88ae8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJ5VxNKlXlsi0RNptvbo88ae8
CLOSED_TEMPORARILY,"877R+X5, Labolewa, Aesesa, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6850554, 'lng': 121.2904916}, 'viewport': {'northeast': {'lat': -8.683705570107277, 'lng': 121.2918414298927}, 'southwest': {'lat': -8.68640522989272, 'lng': 121.2891417701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lowo Rawa,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110368284627739096902"">A Google User</a>'], 'photo_reference': 'AUGGfZkZ2vMy5S_3IXt0JHnI1ZHlzBMWtZJPg-cw0xb03NPS2Y4KxJtbM5cxYMchja3BLsm69X6Op5oEM4mJpbpuUysPaH8OgvLrEEIgKgOH8eNYZjKtEEFcBwQxSuH9hGQo_lTmhbQraUQ_mTiDYHrGdVNbO0HK6ecoxuJnRdjoN7Vymuh1', 'width': 1920}]",ChIJu7Q3TCiTsi0RbWq7I1YbuNU,,0.0,ChIJu7Q3TCiTsi0RbWq7I1YbuNU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJu7Q3TCiTsi0RbWq7I1YbuNU
CLOSED_TEMPORARILY,"96FH+29X, Langedhawe, Aesesa Selatan, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6266728, 'lng': 121.2283836}, 'viewport': {'northeast': {'lat': -8.625538320107278, 'lng': 121.2298621798927}, 'southwest': {'lat': -8.628237979892722, 'lng': 121.2271625201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung adat tulubadha,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115665366265412975476"">A Google User</a>'], 'photo_reference': 'AUGGfZlvJ1T-IyrbjZK961wj02zKn12-lsz9hpKHTPc_0m5-szVPjvr8L0i3M76o3X5iAtYziNrc6czoBRV49PoxZ1ytauXygwdJhIi1gW0f1inCpTBKbenDpMhlucpth_w0-xaCrQOsBfSQJr861HqURVLpDMagMoYtzAvxmwEvhDrQtfpW', 'width': 3264}]",ChIJsxOKPlHzsi0RAK5Vl_wfO1U,,5.0,ChIJsxOKPlHzsi0RAK5Vl_wfO1U,"['tourist_attraction', 'point_of_interest', 'establishment']",3,True,https://www.google.com/maps/place/?q=place_id:ChIJsxOKPlHzsi0RAK5Vl_wfO1U
CLOSED_TEMPORARILY,"545P+78W, Takatunga, Golewa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8417618, 'lng': 121.1358282}, 'viewport': {'northeast': {'lat': -8.840732020107279, 'lng': 121.1372969298927}, 'southwest': {'lat': -8.843431679892722, 'lng': 121.1345972701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Malawira,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117913622883380596888"">A Google User</a>'], 'photo_reference': 'AUGGfZmWQ0CFno_s_8hdK9v5eHtJsOV6HabH5ijKx3Zl0Ui7ZskzKKArks7oMvuA9r5m6QTsXujcyK_4eAzxmqCSL-OQX-ZvmO8H38eQwMrLbcwzFHrF1OVDCMNm1NiHj-_H-H9qNb0GfO7S1x8o4UEHs8L7MIO_oP6WmnzxlTO4EKAo4YKH', 'width': 3120}]",ChIJf3yIjdjDsi0RqXiTiV9NSUo,,0.0,ChIJf3yIjdjDsi0RqXiTiV9NSUo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJf3yIjdjDsi0RqXiTiV9NSUo
CLOSED_TEMPORARILY,"96FM+73, Langedhawe, Aesesa Selatan, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6267978, 'lng': 121.2326473}, 'viewport': {'northeast': {'lat': -8.62492347010728, 'lng': 121.2337406798927}, 'southwest': {'lat': -8.627623129892724, 'lng': 121.2310410201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rest Area,,ChIJi9aj9s_zsi0RfTQ7uVfPPac,,0.0,ChIJi9aj9s_zsi0RfTQ7uVfPPac,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJi9aj9s_zsi0RfTQ7uVfPPac
