name,reviews,main_category,categories,rating,address,link,coordinates
Kebun Jati YKRI - BRIN - BKSDK,6,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. Ali Andong Blok, Gg. Timan No.65, RT.2/RW.8, Bojongsari Lama, Bojongsari, Depok City, West Java 16516",https://www.google.com/maps/place/Kebun+Jati+YKRI+-+BRIN+-+BKSDK/data=!4m7!3m6!1s0x2e69e9fd77ca74c7:0x75f18c13cece5836!8m2!3d-6.390599!4d106.749992!16s%2Fg%2F11s84d2805!19sChIJx3TKd_3paS4RNljOzhOM8XU?authuser=0&hl=id&rclk=1,"{""latitude"": -6.390599, ""longitude"": 106.74999199999999}"
Pemancingan telaga balong padukair,6,Tujuan Wisata,"[""Tujuan Wisata""]",4.5,"Gg. Lb. 1 No.RT. 04/06, Sawangan Lama, Kec. Sawangan, Kota Depok, Jawa Barat 16511",https://www.google.com/maps/place/Pemancingan+telaga+balong+padukair/data=!4m7!3m6!1s0x2e69e93916412d1f:0x4f0cf561a005aada!8m2!3d-6.3867843!4d106.7641185!16s%2Fg%2F11rcdg904r!19sChIJHy1BFjnpaS4R2qoFoGH1DE8?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3867842999999995, ""longitude"": 106.7641185}"
Pemancingan Rasiwan,5,Tujuan Wisata,"[""Tujuan Wisata""]",4.4,"Jl. Sawah Masjid Al-amin, RT 006/03 no 103, Sukamaju Baru, Kec. Tapos, Kota Depok, Jawa Barat 16455",https://www.google.com/maps/place/Pemancingan+Rasiwan/data=!4m7!3m6!1s0x2e69eb7b0a8ae4fb:0x491f0ac2e05e4afe!8m2!3d-6.3997007!4d106.8729705!16s%2Fg%2F11pcm_1f2h!19sChIJ--SKCnvraS4R_kpe4MIKH0k?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3997006999999995, ""longitude"": 106.8729705}"
Pintu Masuk Pemancingan Gerry,5,Tujuan Wisata,"[""Tujuan Wisata""]",4.2,"HPGW+FG8, Jl. Kasiba Lasiba, Duren Seribu, Kec. Bojongsari, Kota Depok, Jawa Barat 16518",https://www.google.com/maps/place/Pintu+Masuk+Pemancingan+Gerry/data=!4m7!3m6!1s0x2e69e90cd84ebce5:0x16fd415199f09408!8m2!3d-6.4238465!4d106.7463325!16s%2Fg%2F11q99z4kk9!19sChIJ5bxO2AzpaS4RCJTwmVFB_RY?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4238465, ""longitude"": 106.7463325}"
Pokdarwis Situ Jatijajar,5,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. Setu Jatijajar 1, RT.01/RW.02, Jatijajar, Kec. Tapos, Kota Depok, Jawa Barat 16451",https://www.google.com/maps/place/Pokdarwis+Situ+Jatijajar/data=!4m7!3m6!1s0x2e69ebe94022ed9f:0x4c55fa91881e8f16!8m2!3d-6.4208052!4d106.8610756!16s%2Fg%2F11s2_s14rd!19sChIJn-0iQOnraS4RFo8eiJH6VUw?authuser=0&hl=id&rclk=1,"{""latitude"": -6.420805199999999, ""longitude"": 106.86107559999999}"
PMC THE JAVA TELAGA KOPO,4,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. Pendowo Jl. Gg. Kopo, Grogol, Krukut, Kec. Limo, Kota Depok, Jawa Barat 16515",https://www.google.com/maps/place/PMC+THE+JAVA+TELAGA+KOPO/data=!4m7!3m6!1s0x2e69efae3c7598d9:0xd1f402d91c46bd89!8m2!3d-6.3683914!4d106.7819526!16s%2Fg%2F11sbtmcm2n!19sChIJ2Zh1PK7vaS4Rib1GHNkC9NE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3683914, ""longitude"": 106.7819526}"
Pemancingan & Restoran,4,Tujuan Wisata,"[""Tujuan Wisata""]",4.3,"Jl. Mawar 3 No.b2/12, Serua, Kec. Bojongsari, Kota Depok, Jawa Barat 16517",https://www.google.com/maps/place/Pemancingan+%26+Restoran/data=!4m7!3m6!1s0x2e69ef1e8f517be7:0xaa59d0e6676297e7!8m2!3d-6.3702295!4d106.7436596!16s%2Fg%2F11r8mmt8zf!19sChIJ53tRjx7vaS4R55diZ-bQWao?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3702295, ""longitude"": 106.7436596}"
Pendopo Qur'an,4,Tujuan Wisata,"[""Tujuan Wisata""]",4.8,"HVQF+CMX, Gg. Bp. Saut, Sukamaju Baru, Kec. Tapos, Kota Depok, Jawa Barat 16455",https://www.google.com/maps/place/Pendopo+Qur%27an/data=!4m7!3m6!1s0x2e69ebd24e07fc3f:0xf550090be670826a!8m2!3d-6.4113934!4d106.8742198!16s%2Fg%2F11pklttksg!19sChIJP_wHTtLraS4RaoJw5gsJUPU?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4113934, ""longitude"": 106.87421979999999}"
Wisata Air Bebekan,4,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"HR5Q+F4F, Kalibaru, Kec. Cilodong, Kota Depok, Jawa Barat 16413",https://www.google.com/maps/place/Wisata+Air+Bebekan/data=!4m7!3m6!1s0x2e69eb03d6cdece5:0xa4b69790dd9411e6!8m2!3d-6.4413091!4d106.8377847!16s%2Fg%2F11ghzl26t9!19sChIJ5ezN1gPraS4R5hGU3ZCXtqQ?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4413091, ""longitude"": 106.8377847}"
Aviary Abi M15NO,3,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jalan Kompleks Marinir Rangkapan Jaya No.49, Rangkapan Jaya Baru, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16434",https://www.google.com/maps/place/Aviary+Abi+M15NO/data=!4m7!3m6!1s0x2e69e935cde511ed:0x1c9bc7188eadf5f!8m2!3d-6.3869052!4d106.7723026!16s%2Fg%2F11stsck_h1!19sChIJ7RHlzTXpaS4RX9_qiHG8yQE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.386905199999999, ""longitude"": 106.77230259999999}"
Jalan Raya Parung - Ciputat,3,Tujuan Wisata,"[""Tujuan Wisata""]",4.3,"JPFW+C59, Jl. Raya Parung - Ciputat, Kedaung, Kec. Sawangan, Kota Depok, Jawa Barat 16517",https://www.google.com/maps/place/Jalan+Raya+Parung+-+Ciputat/data=!4m7!3m6!1s0x2e69efcb4f21f97f:0x4b05d7f1293f20c3!8m2!3d-6.3764668!4d106.7454778!16s%2Fg%2F11llghrds8!19sChIJf_khT8vvaS4RwyA_KfHXBUs?authuser=0&hl=id&rclk=1,"{""latitude"": -6.376466799999999, ""longitude"": 106.74547779999999}"
PEMANCINGAN UJANG,3,Tujuan Wisata,"[""Tujuan Wisata""]",4.7,"JQCV+72H, Grogol, Kec. Limo, Kota Depok, Jawa Barat 16514",https://www.google.com/maps/place/PEMANCINGAN+UJANG/data=!4m7!3m6!1s0x2e69ef1012d08971:0x63a7378ad8700986!8m2!3d-6.3792656!4d106.7926139!16s%2Fg%2F11jzh1mjmm!19sChIJcYnQEhDvaS4Rhglw2Io3p2M?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3792656, ""longitude"": 106.79261389999999}"
Pemancingan Muara Fishing,3,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"JRFR+M9V, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16424",https://www.google.com/maps/place/Pemancingan+Muara+Fishing/data=!4m7!3m6!1s0x2e69ed9c301c75cd:0xd4c4215dc526b168!8m2!3d-6.3757557!4d106.8409081!16s%2Fg%2F11rbxh5pbx!19sChIJzXUcMJztaS4RaLEmxV0hxNQ?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3757557, ""longitude"": 106.8409081}"
Pemancingan Mukti,3,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"HQVR+99Q, Rangkapan Jaya, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16435",https://www.google.com/maps/place/Pemancingan+Mukti/data=!4m7!3m6!1s0x2e69e9158a8a4641:0xb662bb1c66614abb!8m2!3d-6.40655!4d106.79094!16s%2Fg%2F11pw25hv73!19sChIJQUaKihXpaS4Ru0phZhy7YrY?authuser=0&hl=id&rclk=1,"{""latitude"": -6.406549999999999, ""longitude"": 106.79093999999999}"
Syaiful Farm,3,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. PLN No.46, RT.01/RW.06, Gandul, Kec. Cinere, Kota Depok, Jawa Barat 16514",https://www.google.com/maps/place/Syaiful+Farm/data=!4m7!3m6!1s0x2e69ef010ea84223:0x852469d2f480b83b!8m2!3d-6.3417679!4d106.7910355!16s%2Fg%2F11q2y27sby!19sChIJI0KoDgHvaS4RO7iA9NJpJIU?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3417679, ""longitude"": 106.79103549999999}"
Apart Enjoy,2,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. H. Salim No.34, RT./RW/RW.03, 10, Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451",https://www.google.com/maps/place/Apart+Enjoy/data=!4m7!3m6!1s0x2e69ed754c09f8fb:0x1bc4eaf891b22ae6!8m2!3d-6.3604541!4d106.8445616!16s%2Fg%2F11v3h46b2h!19sChIJ-_gJTHXtaS4R5iqykfjqxBs?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3604541, ""longitude"": 106.84456159999999}"
Curug Trans,2,Tujuan Wisata,"[""Tujuan Wisata""]",4.0,"JRH2+H67, Jl. R. Sanim, Tanah Baru, Kecamatan Beji, Kota Depok, Jawa Barat 16426",https://www.google.com/maps/place/Curug+Trans/data=!4m7!3m6!1s0x2e69eeba0464e0f7:0x50d86786f1915ab4!8m2!3d-6.3710801!4d106.8005606!16s%2Fg%2F1q64r_wh9!19sChIJ9-BkBLruaS4RtFqR8YZn2FA?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3710800999999995, ""longitude"": 106.8005606}"
Empang YaRaBi,2,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"HQ64+CJ6, Jl. Setapak Jl. Panggulan, RT.04/RW.04, Pengasinan, Kec. Sawangan, Kota Depok, Jawa Barat 16518",https://www.google.com/maps/place/Empang+YaRaBi/data=!4m7!3m6!1s0x2e69e9006b72b62b:0x4eeb15e87a90233c!8m2!3d-6.4389536!4d106.7565081!16s%2Fg%2F11vymq9gfv!19sChIJK7ZyawDpaS4RPCOQeugV604?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4389536, ""longitude"": 106.75650809999999}"
HoME AloNE,2,Taman Hiburan,"[""Taman Hiburan"", ""Wahana Taman Hiburan"", ""Bangunan pusaka"", ""Museum tempat bersejarah"", ""Museum Sejarah"", ""Taman bermain"", ""Tujuan Wisata""]",5.0,"Bojong Pd. Terong, Kec. Cipayung, Kota Depok, Jawa Barat 16436",https://www.google.com/maps/place/HoME+AloNE/data=!4m7!3m6!1s0x2e69e9f7042a2807:0x826538f640705bae!8m2!3d-6.4509459!4d106.8006361!16s%2Fg%2F11t5r6yxg0!19sChIJBygqBPfpaS4RrltwQPY4ZYI?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4509459, ""longitude"": 106.80063609999999}"
Mata Air Pucuk Ampel,2,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"HRP9+RJR, Depok, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412",https://www.google.com/maps/place/Mata+Air+Pucuk+Ampel/data=!4m7!3m6!1s0x2e69ebc1a480c935:0x1e34ca8db67875f3!8m2!3d-6.4128973!4d106.8190154!16s%2Fg%2F11kr7r95qj!19sChIJNcmApMHraS4R83V4to3KNB4?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4128973, ""longitude"": 106.8190154}"
Pemancingan Ajis Setu gugur,2,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. H. Dulwanih No.65, RT.3/RW.4, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519",https://www.google.com/maps/place/Pemancingan+Ajis+Setu+gugur/data=!4m7!3m6!1s0x2e69e91b917be68b:0x710014227acdca5f!8m2!3d-6.4237439!4d106.7728846!16s%2Fg%2F11pkjt_3v4!19sChIJi-Z7kRvpaS4RX8rNeiIUAHE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4237439, ""longitude"": 106.7728846}"
Pemancingan H aman suherman,2,Tujuan Wisata,"[""Tujuan Wisata""]",4.0,"Jl. Pemuda No.1, Sawangan Baru, Kec. Sawangan, Kota Depok, Jawa Barat 16511",https://www.google.com/maps/place/Pemancingan+H+aman+suherman/data=!4m7!3m6!1s0x2e69e964b2b3c157:0x7160242961546701!8m2!3d-6.3978093!4d106.7705103!16s%2Fg%2F11lsyx7l5d!19sChIJV8GzsmTpaS4RAWdUYSkkYHE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3978093, ""longitude"": 106.7705103}"
SITU PLADEN,2,Tujuan Wisata,"[""Tujuan Wisata""]",4.0,"JR79+3QP, Setu Pladen, RT.03/RW.03, Beji, Kecamatan Beji, Kota Depok, Jawa Barat 16421",https://www.google.com/maps/place/SITU+PLADEN/data=!4m7!3m6!1s0x2e69eb697707099f:0xb0bb74bcf6eb7cb5!8m2!3d-6.3872927!4d106.8194561!16s%2Fg%2F11vdk1dzg0!19sChIJnwkHd2nraS4RtXzr9rx0u7A?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3872927, ""longitude"": 106.8194561}"
STRONGERS BASECAMP,2,Tujuan Wisata,"[""Tujuan Wisata""]",2.0,"Jl. Kp. Ratu Jaya No.39-34, Ratu Jaya, Kec. Cipayung, Kota Depok, Jawa Barat 16439",https://www.google.com/maps/place/STRONGERS+BASECAMP/data=!4m7!3m6!1s0x2e69eb0fa85dcb55:0x7ffd2105adf7da0b!8m2!3d-6.4208703!4d106.818966!16s%2Fg%2F11rg4v1_27!19sChIJVctdqA_raS4RC9r3rQUh_X8?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4208703, ""longitude"": 106.81896599999999}"
Setu Kramat beji,2,Tujuan Wisata,"[""Tujuan Wisata""]",4.0,"JR76+VP4, Beji, Kecamatan Beji, Kota Depok, Jawa Barat 16421",https://www.google.com/maps/place/Setu+Kramat+beji/data=!4m7!3m6!1s0x2e69e96ab9d317ef:0x92f7521d04856947!8m2!3d-6.3853515!4d106.8118437!16s%2Fg%2F11n5d2bvvd!19sChIJ7xfTuWrpaS4RR2mFBB1S95I?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3853515, ""longitude"": 106.8118437}"
Wisata Alam kp sindang karsa,2,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. Ripan No.32, Sukamaju Baru, Kec. Tapos, Kota Depok, Jawa Barat 16451",https://www.google.com/maps/place/Wisata+Alam+kp+sindang+karsa/data=!4m7!3m6!1s0x2e69eb0cfa5b0ea5:0xb13ea9ed2c5f56f8!8m2!3d-6.4167363!4d106.8774955!16s%2Fg%2F11j9cyx4mr!19sChIJpQ5b-gzraS4R-FZfLO2pPrE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.416736299999999, ""longitude"": 106.8774955}"
BC GTBC+POSBID,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. R. Sanim No.22, Tanah Baru, Kecamatan Beji, Kota Depok, Jawa Barat 16426",https://www.google.com/maps/place/BC+GTBC%2BPOSBID/data=!4m7!3m6!1s0x2e69e9002e47e583:0x4dc184c472a62511!8m2!3d-6.3823005!4d106.8036302!16s%2Fg%2F11ldgvspls!19sChIJg-VHLgDpaS4RESWmcsSEwU0?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3823004999999995, ""longitude"": 106.8036302}"
Empang bawal babeh,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"HPGW+XPP, Duren Seribu, Kec. Bojongsari, Kota Depok, Jawa Barat",https://www.google.com/maps/place/Empang+bawal+babeh/data=!4m7!3m6!1s0x2e69e93ebd086723:0x13f41ba8e404b537!8m2!3d-6.4225138!4d106.7468534!16s%2Fg%2F11kp_6_2r2!19sChIJI2cIvT7paS4RN7UE5Kgb9BM?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4225138, ""longitude"": 106.74685339999999}"
Jalan Malioboro,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Grand Depok City, Jl. Boulevard Grand Depok City, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412",https://www.google.com/maps/place/Jalan+Malioboro/data=!4m7!3m6!1s0x2e69eb001ab9058d:0xf6e55465000f34f!8m2!3d-6.4198933!4d106.8284624!16s%2Fg%2F11y2y_dg10!19sChIJjQW5GgDraS4RT_MAUEZVbg8?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4198933, ""longitude"": 106.82846239999999}"
Komunitas Ampel,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. Kp. Parung Serab No.21, RT.3/RW.3, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412",https://www.google.com/maps/place/Komunitas+Ampel/data=!4m7!3m6!1s0x2e69ebd63415a939:0xb2aff3072cf2019e!8m2!3d-6.4133765!4d106.8184992!16s%2Fg%2F11q3mv3y8p!19sChIJOakVNNbraS4RngHyLAfzr7I?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4133765, ""longitude"": 106.81849919999999}"
Lokasi shoting,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. Sarinembah No.117, RT.05/RW.3, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat 16454",https://www.google.com/maps/place/Lokasi+shoting/data=!4m7!3m6!1s0x2e69ed1bba585b1b:0xcf73efe64caa9a58!8m2!3d-6.3777349!4d106.8909347!16s%2Fg%2F11l23vqpt6!19sChIJG1tYuhvtaS4RWJqqTObvc88?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3777349, ""longitude"": 106.89093469999999}"
PEMANCINGAN BOON FISING,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. Kabel Jl. Pitara No.131, Pancoran MAS, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16436",https://www.google.com/maps/place/PEMANCINGAN+BOON+FISING/data=!4m7!3m6!1s0x2e69e9b10b69fb09:0xdf63b576b01cef01!8m2!3d-6.4127681!4d106.8022592!16s%2Fg%2F11s0t0xn23!19sChIJCftpC7HpaS4RAe8csHa1Y98?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4127681, ""longitude"": 106.8022592}"
Pemancingan Jangkar Emas Taman Jaya Cipayung Depok,1,Tujuan Wisata,"[""Tujuan Wisata""]",1.0,"Jl. Taman Jaya No.247, Cipayung, Kec. Cipayung, Kota Depok, Jawa Barat 16439",https://www.google.com/maps/place/Pemancingan+Jangkar+Emas+Taman+Jaya+Cipayung+Depok/data=!4m7!3m6!1s0x2e69e9f4e19885c9:0x89e72bdbd58a0a52!8m2!3d-6.4190185!4d106.8019809!16s%2Fg%2F11s8cpj1z3!19sChIJyYWY4fTpaS4RUgqK1dsr54k?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4190185, ""longitude"": 106.80198089999999}"
Pemancingan Rengas Fishing,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"HQMG+M8R, Jl. Raya Bedahan, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519",https://www.google.com/maps/place/Pemancingan+Rengas+Fishing/data=!4m7!3m6!1s0x2e69e90408e0cabd:0x280072728a0dd812!8m2!3d-6.4157554!4d106.7757777!16s%2Fg%2F11tww20_cq!19sChIJvcrgCATpaS4REtgNinJyACg?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4157554, ""longitude"": 106.77577769999999}"
SARMADA FISHING,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"JV54+9G3, Jl. Laut Maluku I, Abadijaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16417",https://www.google.com/maps/place/SARMADA+FISHING/data=!4m7!3m6!1s0x2e69eb00218133a1:0xe4721bf7cff97959!8m2!3d-6.3916109!4d106.8563027!16s%2Fg%2F11vwlpqs0b!19sChIJoTOBIQDraS4RWXn5z_cbcuQ?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3916109, ""longitude"": 106.8563027}"
Setu Alam Baru Depok Timur,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"HRMV+MQ8 Situ Sidomukti, Sukmajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412",https://www.google.com/maps/place/Setu+Alam+Baru+Depok+Timur/data=!4m7!3m6!1s0x2e69eb47ab400ea1:0xfd2564481390b9c5!8m2!3d-6.4158333!4d106.8444444!16s%2Fg%2F11rkp4smn_!19sChIJoQ5Aq0fraS4RxbmQE0hkJf0?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4158333, ""longitude"": 106.8444444}"
Setu Grogol Rawakalong,1,Tujuan Wisata,"[""Tujuan Wisata""]",1.0,"Jl. Kp. Rw. Kalong No.20, RT.2/RW.7, Grogol, Kec. Limo, Kota Depok, Jawa Barat 16514",https://www.google.com/maps/place/Setu+Grogol+Rawakalong/data=!4m7!3m6!1s0x2e69efba6720b47f:0xa2125e284576e48d!8m2!3d-6.3794535!4d106.7922163!16s%2Fg%2F11pp_d140k!19sChIJf7QgZ7rvaS4RjeR2RSheEqI?authuser=0&hl=id&rclk=1,"{""latitude"": -6.379453499999999, ""longitude"": 106.79221629999999}"
Setu Patinggi Depok Timur,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"HVHR+PMR, Situ Patinggi, Tapos, Kec. Tapos, Kota Depok, Jawa Barat 16457",https://www.google.com/maps/place/Setu+Patinggi+Depok+Timur/data=!4m7!3m6!1s0x2e69eb563ca16fa1:0x7b1376bb13863e74!8m2!3d-6.4206401!4d106.8916478!16s%2Fg%2F11pklmxmqd!19sChIJoW-hPFbraS4RdD6GE7t2E3s?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4206401, ""longitude"": 106.8916478}"
Setu Sukatani Depok Timur,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"JV6Q+J2F, Sukatani, Kec. Tapos, Kota Depok, Jawa Barat 16454",https://www.google.com/maps/place/Setu+Sukatani+Depok+Timur/data=!4m7!3m6!1s0x2e69ebb8c1e9f3a9:0xd3143b32b498a76d!8m2!3d-6.3884452!4d106.8875464!16s%2Fg%2F11sh7641k8!19sChIJqfPpwbjraS4RbaeYtDI7FNM?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3884452, ""longitude"": 106.88754639999999}"
Waduk Ical,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"No.Cj, Jl. Pesona Khayangan, Mekar Jaya, Sukmajaya, Depok City, West Java 16411",https://www.google.com/maps/place/Waduk+Ical/data=!4m7!3m6!1s0x2e69eb001a131545:0x71acacaacedd537f!8m2!3d-6.3869701!4d106.8341842!16s%2Fg%2F11vph4220_!19sChIJRRUTGgDraS4Rf1PdzqqsrHE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3869701, ""longitude"": 106.8341842}"
ATK CENTRE,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Gg. Langgar IV No.90, RT.01/RW.03, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16423",https://www.google.com/maps/place/ATK+CENTRE/data=!4m7!3m6!1s0x2e69ed00385f23a3:0x37b46ba6b9096c4a!8m2!3d-6.3761643!4d106.835621!16s%2Fg%2F11vpn9vrgk!19sChIJoyNfOADtaS4RSmwJuaZrtDc?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3761643, ""longitude"": 106.83562099999999}"
ATK Tour & Education,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Gg. Langgar No.90, RT.1/RW.3, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16424",https://www.google.com/maps/place/ATK+Tour+%26+Education/data=!4m7!3m6!1s0x2e69ed004377c06b:0x778f9b5c75f3da03!8m2!3d-6.3679028!4d106.8325872!16s%2Fg%2F11vpn9s78z!19sChIJa8B3QwDtaS4RA9rzdVybj3c?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3679027999999995, ""longitude"": 106.83258719999999}"
"BASE,GH,TEPI",0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"JR28+V2R, Depok, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16432","https://www.google.com/maps/place/BASE,GH,TEPI/data=!4m7!3m6!1s0x2e69e9c45c60e9c9:0xd398a08d576e46e4!8m2!3d-6.3977559!4d106.8150201!16s%2Fg%2F11rfnm25w_!19sChIJyelgXMTpaS4R5EZuV42gmNM?authuser=0&hl=id&rclk=1","{""latitude"": -6.3977559, ""longitude"": 106.8150201}"
Banjir Abadi Depok,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"HQFQ+QH9, Cipayung, Kec. Cipayung, Kota Depok, Jawa Barat 16519",https://www.google.com/maps/place/Banjir+Abadi+Depok/data=!4m7!3m6!1s0x2e69e9007d9e210f:0xd70a06f2fad22af6!8m2!3d-6.4256!4d106.7890272!16s%2Fg%2F11vzpjb621!19sChIJDyGefQDpaS4R9irS-vIGCtc?authuser=0&hl=id&rclk=1,"{""latitude"": -6.425599999999999, ""longitude"": 106.78902719999999}"
Ecoriparian gdc,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Kp. Parung Serab No.1, RT.3/RW.3, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412",https://www.google.com/maps/place/Ecoriparian+gdc/data=!4m7!3m6!1s0x2e69eb27dc4fef19:0xd1bcf6a553b99e2f!8m2!3d-6.4133775!4d106.8191716!16s%2Fg%2F11q3l3krqf!19sChIJGe9P3CfraS4RL565U6X2vNE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.413377499999999, ""longitude"": 106.81917159999999}"
Ecosistem Bisnis Depok,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Jati No.75, Sawangan Baru, Kec. Sawangan, Kota Depok, Jawa Barat 16511",https://www.google.com/maps/place/Ecosistem+Bisnis+Depok/data=!4m7!3m6!1s0x2e69e9ddde448503:0xfea3327eb6e233a6!8m2!3d-6.3998546!4d106.765705!16s%2Fg%2F11l3528nkx!19sChIJA4VE3t3paS4RpjPitn4yo_4?authuser=0&hl=id&rclk=1,"{""latitude"": -6.399854599999999, ""longitude"": 106.765705}"
Empang H.Manaf,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"samping tol, Jl. Tanah Baru, Tanah Baru, Kecamatan Beji, Kota Depok, Jawa Barat",https://www.google.com/maps/place/Empang+H.Manaf/data=!4m7!3m6!1s0x2e69ef00424d9523:0xbcb3ff026a7715d1!8m2!3d-6.3791636!4d106.808691!16s%2Fg%2F11vwyyw44y!19sChIJI5VNQgDvaS4R0RV3agL_s7w?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3791636, ""longitude"": 106.808691}"
Holly spirit motor,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"JRGP+PC6, Jl. Mawar II, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16424",https://www.google.com/maps/place/Holly+spirit+motor/data=!4m7!3m6!1s0x2e69ed004e93c0cf:0xf7504873621ed42b!8m2!3d-6.3730509!4d106.8357233!16s%2Fg%2F11ld824rj0!19sChIJz8CTTgDtaS4RK9QeYnNIUPc?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3730509, ""longitude"": 106.8357233}"
