name,reviews,main_category,categories,rating,address,link,coordinates
Kagungan Dalem nDalem Ageng Prabayaksa (ꦥꦿꦧꦪꦏ꧀ꦱ),11,Kantor Pemerintah Negara Bagian,"[""Kantor Pemerintah Negara Bagian"", ""Tujuan Wisata""]",4.6,"59R7+WCH, Patehan, Kraton, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",https://www.google.com/maps/place/Kagungan+Dalem+nDalem+Ageng+Prabayaksa+%28%EA%A6%A5%EA%A6%BF%EA%A6%A7%EA%A6%AA%EA%A6%8F%EA%A7%80%EA%A6%B1%29/data=!4m7!3m6!1s0x2e7a5793e5555555:0xaed464d2667b2b39!8m2!3d-7.8076866!4d110.3636021!16s%2Fg%2F1pztnm44p!19sChIJVVVV5ZNXei4ROSt7ZtJk1K4?authuser=0&hl=id&rclk=1,"{""latitude"": -7.807686599999999, ""longitude"": 110.3636021}"
GROJOGAN TANJUNG WINONGO CULTURAL PARK,10,Tujuan Wisata,"[""Tujuan Wisata""]",4.6,"59Q2+XMX, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251",https://www.google.com/maps/place/GROJOGAN+TANJUNG+WINONGO+CULTURAL+PARK/data=!4m7!3m6!1s0x2e7a57fd74e07505:0x9daf5490cc21d4ef!8m2!3d-7.8100045!4d110.3517491!16s%2Fg%2F11t401mxpg!19sChIJBXXgdP1Xei4R79QhzJBUr50?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8100045, ""longitude"": 110.35174909999999}"
Kampung Keparakan RT.43 RW.09 Yogakarta,1,Tujuan Wisata,"[""Tujuan Wisata""]",2.0,"Keparakan Lor, RT.43/RW.09, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55152",https://www.google.com/maps/place/Kampung+Keparakan+RT.43+RW.09+Yogakarta/data=!4m7!3m6!1s0x2e7a57570e5b9487:0x55cb9d94cc4d232b!8m2!3d-7.8106958!4d110.3741876!16s%2Fg%2F11jvl42sgx!19sChIJh5RbDldXei4RKyNNzJSdy1U?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8106957999999995, ""longitude"": 110.3741876}"
Kampung Wisata Tahunan,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. Soga, Tahunan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167",https://www.google.com/maps/place/Kampung+Wisata+Tahunan/data=!4m7!3m6!1s0x2e7a576dabe6a4b7:0xb308943da49fcd93!8m2!3d-7.8065705!4d110.3826303!16s%2Fg%2F11s34w7dwv!19sChIJt6Tmq21Xei4Rk82fpD2UCLM?authuser=0&hl=id&rclk=1,"{""latitude"": -7.806570499999999, ""longitude"": 110.38263029999999}"
Daerah Istimewa Yogyakarta,0,,,0.0,,https://www.google.com/maps/place/Daerah+Istimewa+Yogyakarta/data=!4m7!3m6!1s0x2e7a5787bd5b6bc5:0x6d1b92b2cac8b3f0!8m2!3d-7.8753849!4d110.4262088!16zL20vMDE1djc3!19sChIJxWtbvYdXei4R8LPIyrKSG20?authuser=0&hl=id&rclk=1,"{""latitude"": -7.875384899999999, ""longitude"": 110.4262088}"
Yogyakarta,0,,,0.0,"Kota Yogyakarta, Daerah Istimewa Yogyakarta",https://www.google.com/maps/place/Yogyakarta/data=!4m7!3m6!1s0x2e7a5787bd5b6bc5:0x21723fd4d3684f71!8m2!3d-7.8013672!4d110.3647568!16zL20vMGRnNnl4!19sChIJxWtbvYdXei4RcU9o09Q_ciE?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8013672, ""longitude"": 110.3647568}"
Tugu Jogja,38287,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Monumen""]",4.8,"Jl. Jend. Sudirman, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",https://www.google.com/maps/place/Tugu+Jogja/data=!4m7!3m6!1s0x2e7a591a4d553bd5:0xc0f964003add568b!8m2!3d-7.7829218!4d110.3670757!16s%2Fg%2F122zk22q!19sChIJ1TtVTRpZei4Ri1bdOgBk-cA?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7829218, ""longitude"": 110.3670757}"
Hutan Pinus Pengger,26182,Hutan Nasional,"[""Hutan Nasional"", ""Tujuan Wisata""]",4.5,"Jl. Dlingo-Patuk, Sendangsari, Terong, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",https://www.google.com/maps/place/Hutan+Pinus+Pengger/data=!4m7!3m6!1s0x2e7a53d8d54f0903:0xf33314fb0104fc60!8m2!3d-7.8712041!4d110.4595144!16s%2Fg%2F11f3cxtg5q!19sChIJAwlP1dhTei4RYPwEAfsUM_M?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8712041, ""longitude"": 110.45951439999999}"
Pasar Legi Kotagede,16022,Pasar tradisional,"[""Pasar tradisional"", ""Pasar"", ""Tujuan Wisata""]",4.6,"59CX+MW7, Jl. Mentaok Raya, Purbayan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55173",https://www.google.com/maps/place/Pasar+Legi+Kotagede/data=!4m7!3m6!1s0x2e7a5718fb6c5bf7:0x8bea519e87424677!8m2!3d-7.8283312!4d110.3997949!16s%2Fg%2F1ptw49sl1!19sChIJ91ts-xhXei4Rd0ZCh55R6os?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8283312, ""longitude"": 110.39979489999999}"
Pasar Ngasem,8137,Pasar tradisional,"[""Pasar tradisional"", ""Pasar"", ""Tujuan Wisata""]",4.6,"Jl. Polowijan No.11, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",https://www.google.com/maps/place/Pasar+Ngasem/data=!4m7!3m6!1s0x2e7a5792252f4e3f:0x36fbd296a07c1da7!8m2!3d-7.8081285!4d110.3600188!16s%2Fg%2F11b5m2phht!19sChIJP04vJZJXei4Rpx18oJbS-zY?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8081285, ""longitude"": 110.36001879999999}"
Situs Warungboto,6204,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.4,"Jl. Veteran No.77, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",https://www.google.com/maps/place/Situs+Warungboto/data=!4m7!3m6!1s0x2e7a576dd45f6243:0x47c4825dd428cf01!8m2!3d-7.8101941!4d110.3932803!16s%2Fg%2F11h5rqc5md!19sChIJQ2Jf1G1Xei4RAc8o1F2CxEc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8101940999999995, ""longitude"": 110.3932803}"
Taman Pelangi Jogja,6057,Taman Hiburan,"[""Taman Hiburan"", ""Taman"", ""Tujuan Wisata""]",4.3,"Jl. Ring Road Utara, Jongkang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",https://www.google.com/maps/place/Taman+Pelangi+Jogja/data=!4m7!3m6!1s0x2e7a58f975c66097:0x99331d342ee5862d!8m2!3d-7.7503027!4d110.3694988!16s%2Fg%2F11x7vl1rr!19sChIJl2DGdflYei4RLYblLjQdM5k?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7503027, ""longitude"": 110.36949879999999}"
Kawasan Wisata Malioboro,5186,Tujuan Wisata,"[""Tujuan Wisata""]",4.7,"Jl. Margo Mulyo Jl. Jend. Ahmad Yani No.106, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Kawasan+Wisata+Malioboro/data=!4m7!3m6!1s0x2e7a578819c338f1:0x72aa3ad97ecccfb6!8m2!3d-7.7982487!4d110.3652793!16s%2Fg%2F11dd_kfc0g!19sChIJ8TjDGYhXei4Rts_Mftk6qnI?authuser=0&hl=id&rclk=1,"{""latitude"": -7.798248699999999, ""longitude"": 110.3652793}"
Pasar Sore Malioboro,3702,Pasar Loak,"[""Pasar Loak"", ""Tujuan Wisata""]",4.6,"6928+8C2, Jl. Jend. Ahmad Yani, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Pasar+Sore+Malioboro/data=!4m7!3m6!1s0x2e7a57889294e623:0xbc443b8ba7b436d6!8m2!3d-7.7992325!4d110.3660017!16s%2Fg%2F1hm246mv_!19sChIJI-aUkohXei4R1ja0p4s7RLw?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7992325, ""longitude"": 110.3660017}"
Plengkung Gading,2999,Tempat Bersejarah,"[""Tempat Bersejarah"", ""Tujuan Wisata""]",4.6,"Jl. Patehan Kidul No.4, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",https://www.google.com/maps/place/Plengkung+Gading/data=!4m7!3m6!1s0x2e7a5796f097cf41:0x89fc8d46097f458b!8m2!3d-7.8137278!4d110.3629074!16s%2Fg%2F11btlnnlpx!19sChIJQc-X8JZXei4Ri0V_CUaN_Ik?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8137278, ""longitude"": 110.3629074}"
Panggung Krapyak,2963,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.6,"Krapyak Kulon, panggung, krpayak, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",https://www.google.com/maps/place/Panggung+Krapyak/data=!4m7!3m6!1s0x2e7a57b753031cad:0xec9485ff1320ab71!8m2!3d-7.8276355!4d110.3606071!16s%2Fg%2F11c5zs51gj!19sChIJrRwDU7dXei4RcasgE_-FlOw?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8276354999999995, ""longitude"": 110.3606071}"
Jembatan Sayidan,2134,Jembatan,"[""Jembatan"", ""Tujuan Wisata""]",4.6,"59XC+9GJ, Jl. Sultan Agung, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",https://www.google.com/maps/place/Jembatan+Sayidan/data=!4m7!3m6!1s0x2e7a578417f276ef:0x59d5c16a7bdfca7d!8m2!3d-7.8015418!4d110.3712511!16s%2Fg%2F11f106s78j!19sChIJ73byF4RXei4Rfcrfe2rB1Vk?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8015418, ""longitude"": 110.3712511}"
Candi Ijo,1455,Pura,"[""Pura"", ""Tujuan Wisata""]",4.8,"Jl. Candi Ijo, Nglengkong, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",https://www.google.com/maps/place/Candi+Ijo/data=!4m7!3m6!1s0x2e7a5b1232407aa5:0x645c50631c5aaaeb!8m2!3d-7.783827!4d110.5118835!16s%2Fm%2F0s8ww5l!19sChIJpXpAMhJbei4R66paHGNQXGQ?authuser=0&hl=id&rclk=1,"{""latitude"": -7.783827, ""longitude"": 110.5118835}"
Masjid Margo Yuwono,939,Masjid,"[""Masjid"", ""Tujuan Wisata""]",4.8,"Jl. Langenastran Lor No.9, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",https://www.google.com/maps/place/Masjid+Margo+Yuwono/data=!4m7!3m6!1s0x2e7a5790cc9772bb:0x1f6f8bcfba3e40e6!8m2!3d-7.8114471!4d110.3647766!16s%2Fg%2F11gxgpc4sm!19sChIJu3KXzJBXei4R5kA-us-Lbx8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8114471, ""longitude"": 110.3647766}"
Gereja Sayidan,730,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.3,"59W9+HWP, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",https://www.google.com/maps/place/Gereja+Sayidan/data=!4m7!3m6!1s0x2e7a57850056ca21:0xa8efa0b92ac530ca!8m2!3d-7.8035488!4d110.3698419!16s%2Fg%2F11h7dclrlr!19sChIJIcpWAIVXei4RyjDFKrmg76g?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8035488, ""longitude"": 110.3698419}"
Bringin Kembar Alun-Alun Selatan (Masangin) Yogyakarta,501,Tempat Bersejarah,"[""Tempat Bersejarah"", ""Tujuan Wisata""]",4.7,"59Q7+67G, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",https://www.google.com/maps/place/Bringin+Kembar+Alun-Alun+Selatan+%28Masangin%29+Yogyakarta/data=!4m7!3m6!1s0x2e7a5796d474c38b:0xa29ec3628bcfcdc0!8m2!3d-7.8119357!4d110.363194!16s%2Fg%2F11c464q4v6!19sChIJi8N01JZXei4RwM3Pi2LDnqI?authuser=0&hl=id&rclk=1,"{""latitude"": -7.811935699999999, ""longitude"": 110.363194}"
Omah UGM Kotagede Yogyakarta,275,Museum,"[""Museum"", ""Tujuan Wisata""]",4.7,"Bodon, Jagalan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55192",https://www.google.com/maps/place/Omah+UGM+Kotagede+Yogyakarta/data=!4m7!3m6!1s0x2e7a571415555555:0x298e76cc357e1d99!8m2!3d-7.8293112!4d110.3956256!16s%2Fg%2F11b_2xts7s!19sChIJVVVVFRRXei4RmR1-Ncx2jik?authuser=0&hl=id&rclk=1,"{""latitude"": -7.829311199999999, ""longitude"": 110.39562559999999}"
Taman Tino Sidin,269,Museum Seni,"[""Museum Seni"", ""Tujuan Wisata""]",4.7,"Jl. Tino Sidin No.297, Kdipiro, Ngestiharjo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",https://www.google.com/maps/place/Taman+Tino+Sidin/data=!4m7!3m6!1s0x2e7a57f7a67dd48d:0x3733d2276e53b089!8m2!3d-7.7995125!4d110.3449674!16s%2Fg%2F11g6_crbgh!19sChIJjdR9pvdXei4RibBTbifSMzc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7995125, ""longitude"": 110.3449674}"
Klenteng Poncowinatan,265,Vihara,"[""Vihara"", ""Tujuan Wisata""]",4.5,"Jl. Poncowinatan No.12-18, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",https://www.google.com/maps/place/Klenteng+Poncowinatan/data=!4m7!3m6!1s0x2e7a583a6db35027:0x8fdad0a9d21bc2cc!8m2!3d-7.7819564!4d110.3656838!16s%2Fg%2F11dztwz3lz!19sChIJJ1CzbTpYei4RzMIb0qnQ2o8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.781956399999999, ""longitude"": 110.3656838}"
Museum Bahari - Jogja,225,Museum,"[""Museum"", ""Tujuan Wisata""]",4.4,"Jl. R. E. Martadinata No.69, Wirobrajan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55182",https://www.google.com/maps/place/Museum+Bahari+-+Jogja/data=!4m7!3m6!1s0x2e7a57f48f265911:0x4373216e201026a8!8m2!3d-7.8011406!4d110.3493008!16s%2Fg%2F1hdztbs4h!19sChIJEVkmj_RXei4RqCYQIG4hc0M?authuser=0&hl=id&rclk=1,"{""latitude"": -7.801140599999999, ""longitude"": 110.3493008}"
Monumen Batik Yogyakarta꧋ꦩꦺꦴꦤꦸꦩꦺꦤ꧀ꦧꦠꦶꦏ꧀ꦪꦺꦴꦒꦾꦏꦂꦠ,222,Monumen,"[""Monumen"", ""Tujuan Wisata""]",4.5,"59X7+HR5, Jl. KH. Ahmad Dahlan, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Monumen+Batik+Yogyakarta%EA%A7%8B%EA%A6%A9%EA%A6%BA%EA%A6%B4%EA%A6%A4%EA%A6%B8%EA%A6%A9%EA%A6%BA%EA%A6%A4%EA%A7%80%EA%A6%A7%EA%A6%A0%EA%A6%B6%EA%A6%8F%EA%A7%80%EA%A6%AA%EA%A6%BA%EA%A6%B4%EA%A6%92%EA%A6%BE%EA%A6%8F%EA%A6%82%EA%A6%A0/data=!4m7!3m6!1s0x2e7a5788ccf98665:0x528f314a0e4136d4!8m2!3d-7.8011159!4d110.3646172!16s%2Fg%2F11bbx04r8z!19sChIJZYb5zIhXei4R1DZBDkoxj1I?authuser=0&hl=id&rclk=1,"{""latitude"": -7.801115899999999, ""longitude"": 110.3646172}"
Between Two Gates,209,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.7,"Jl. Masjid Besar No.905, Purbayan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55173",https://www.google.com/maps/place/Between+Two+Gates/data=!4m7!3m6!1s0x2e7a571ed79fac7b:0x4fdc3035ff68b9c5!8m2!3d-7.830939!4d110.3990766!16s%2Fg%2F11c0xtht4l!19sChIJe6yf1x5Xei4Rxblo_zUw3E8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.830939, ""longitude"": 110.3990766}"
Pulo Kenanga,151,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.6,"59R5+FWW, Jl. Polowijan No.5, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",https://www.google.com/maps/place/Pulo+Kenanga/data=!4m7!3m6!1s0x2e7a5793e5555555:0x671d03b55e0bf9e6!8m2!3d-7.8089581!4d110.3598416!16s%2Fg%2F1pzt1xyzd!19sChIJVVVV5ZNXei4R5vkLXrUDHWc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8089581, ""longitude"": 110.3598416}"
Sebastian Yogyakarta Tours꧋ꦄꦁꦏꦿꦶꦔꦤ꧀,113,Biro Perjalanan dan Wisata,"[""Biro Perjalanan dan Wisata"", ""Agen Tur Bus"", ""Agen Tur Keliling Kota"", ""Biro Wisata"", ""Penyelenggara Perjalanan"", ""Tujuan Wisata"", ""Pusat Informasi Pariwisata""]",4.9,"Jl. Krasak No.11, Kotabaru, gk II, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55283",https://www.google.com/maps/place/Sebastian+Yogyakarta+Tours%EA%A7%8B%EA%A6%84%EA%A6%81%EA%A6%8F%EA%A6%BF%EA%A6%B6%EA%A6%94%EA%A6%A4%EA%A7%80/data=!4m7!3m6!1s0x2e7a5958bb04270b:0x383219484f66f4c6!8m2!3d-7.7886589!4d110.3730048!16s%2Fg%2F11h4zgrhtm!19sChIJCycEu1hZei4RxvRmT0gZMjg?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7886589, ""longitude"": 110.37300479999999}"
Ndalem Jogonegaran,101,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.5,"6936+WV2, Pringgokusuman , Gedong Tengen , Yogyakarta , Daerah Istimewa Yogyakart, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",https://www.google.com/maps/place/Ndalem+Jogonegaran/data=!4m7!3m6!1s0x2e7a5827155f7a39:0x68947bcde35ef704!8m2!3d-7.795237!4d110.362155!16s%2Fg%2F1pzqczcfz!19sChIJOXpfFSdYei4RBPde4817lGg?authuser=0&hl=id&rclk=1,"{""latitude"": -7.795236999999999, ""longitude"": 110.362155}"
Roller Pop & Studiogram Yogyakarta,94,Arena Sepatu Roda,"[""Arena Sepatu Roda"", ""Tujuan Wisata""]",4.5,"Jl. Veteran No.150-151, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",https://www.google.com/maps/place/Roller+Pop+%26+Studiogram+Yogyakarta/data=!4m7!3m6!1s0x2e7a570f04d4be95:0x30a1e43dcd5fe894!8m2!3d-7.8163681!4d110.3866164!16s%2Fg%2F11kj73xlfs!19sChIJlb7UBA9Xei4RlOhfzT3koTA?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8163681, ""longitude"": 110.3866164}"
Taman Kehati,55,Taman Kota,"[""Taman Kota"", ""Tujuan Wisata""]",4.5,"696P+GW8, Demangan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55221",https://www.google.com/maps/place/Taman+Kehati/data=!4m7!3m6!1s0x2e7a59d12057f9b1:0x83fc2342553d4c50!8m2!3d-7.7887054!4d110.3873403!16s%2Fg%2F11hchthf54!19sChIJsflXINFZei4RUEw9VUIj_IM?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7887054, ""longitude"": 110.38734029999999}"
Situs Benteng Cepuri,43,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.5,"599X+FH7, Jl. Masjid Besar, Purbayan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55192",https://www.google.com/maps/place/Situs+Benteng+Cepuri/data=!4m7!3m6!1s0x2e7a571edc636189:0x1124e96fbf460566!8m2!3d-7.8313443!4d110.3989364!16s%2Fg%2F11hvh2_99j!19sChIJiWFj3B5Xei4RZgVGv2_pJBE?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8313443, ""longitude"": 110.3989364}"
Malioboro Yogyakarta Indonesia,36,Tujuan Wisata,"[""Tujuan Wisata""]",4.9,"6948+W8Q, Jl. Malioboro, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/Malioboro+Yogyakarta+Indonesia/data=!4m7!3m6!1s0x2e7a59a09badba5f:0x143793e2164c82d7!8m2!3d-7.7926389!4d110.3658611!16s%2Fg%2F11t4bg9wkq!19sChIJX7qtm6BZei4R14JMFuKTNxQ?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7926389, ""longitude"": 110.36586109999999}"
LEMBAH WOLULAS,35,Tujuan Wisata,"[""Tujuan Wisata""]",4.3,"Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",https://www.google.com/maps/place/LEMBAH+WOLULAS/data=!4m7!3m6!1s0x2e7a571b80bedc17:0x21f16c776efbfef7!8m2!3d-7.8303282!4d110.3936026!16s%2Fg%2F11dfl5vrnc!19sChIJF9y-gBtXei4R9_77bnds8SE?authuser=0&hl=id&rclk=1,"{""latitude"": -7.830328199999999, ""longitude"": 110.3936026}"
Kampung Wisata Warungboto,31,Tujuan Wisata,"[""Tujuan Wisata""]",4.9,"Balai, Jl. Umbul Raya, RT.38/RW.09, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",https://www.google.com/maps/place/Kampung+Wisata+Warungboto/data=!4m7!3m6!1s0x2e7a57e2083b1b59:0xd58c23699705d0d0!8m2!3d-7.8133932!4d110.392982!16s%2Fg%2F11rfd6mky3!19sChIJWRs7COJXei4R0NAFl2kjjNU?authuser=0&hl=id&rclk=1,"{""latitude"": -7.813393199999999, ""longitude"": 110.39298199999999}"
wisata ikan gajahwong,27,Tujuan Wisata,"[""Tujuan Wisata""]",4.9,"599V+GJ9, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",https://www.google.com/maps/place/wisata+ikan+gajahwong/data=!4m7!3m6!1s0x2e7a5711040a5553:0x1e80a3dcf57a69d5!8m2!3d-7.8312141!4d110.3941223!16s%2Fg%2F11mhx1rcgj!19sChIJU1UKBBFXei4R1Wl69dyjgB4?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8312140999999995, ""longitude"": 110.39412229999999}"
Kampung Wisata Prenggan Kotagede,24,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Jl. Tegal Gendu No.20, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",https://www.google.com/maps/place/Kampung+Wisata+Prenggan+Kotagede/data=!4m7!3m6!1s0x2e7a5796dd76a631:0xe42517672992f577!8m2!3d-7.8265222!4d110.3918679!16s%2Fg%2F11s9czv_8n!19sChIJMaZ23ZZXei4Rd_WSKWcXJeQ?authuser=0&hl=id&rclk=1,"{""latitude"": -7.826522199999999, ""longitude"": 110.3918679}"
Kampung Wisata Gunungketur (ꦏꦩ꧀ꦥꦸꦁꦮꦶꦱꦠꦒꦸꦤꦸꦁꦏꦺꦠꦸꦂ),22,Tujuan Wisata,"[""Tujuan Wisata""]",4.9,"Jl. Purwanggan No.74, Gunungketur, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55111",https://www.google.com/maps/place/Kampung+Wisata+Gunungketur+%28%EA%A6%8F%EA%A6%A9%EA%A7%80%EA%A6%A5%EA%A6%B8%EA%A6%81%EA%A6%AE%EA%A6%B6%EA%A6%B1%EA%A6%A0%EA%A6%92%EA%A6%B8%EA%A6%A4%EA%A6%B8%EA%A6%81%EA%A6%8F%EA%A6%BA%EA%A6%A0%EA%A6%B8%EA%A6%82%29/data=!4m7!3m6!1s0x2e7a578b37557855:0x976cb966ab7a3822!8m2!3d-7.798334!4d110.3776827!16s%2Fg%2F11tj2zjp9k!19sChIJVXhVN4tXei4RIjh6q2a5bJc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.798334, ""longitude"": 110.3776827}"
"Begrafplaats van Rijksbestuurder - Pêpatih Dalêm Djogdja , Makam Cendonosari(ꦩꦏꦩ꧀ꦕꦼꦤ꧀ꦝꦺꦴꦤꦺꦴꦱꦫꦶ)",21,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.4,"Jl. Garuda No.429, Wonocatur, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198","https://www.google.com/maps/place/Begrafplaats+van+Rijksbestuurder+-+P%C3%AApatih+Dal%C3%AAm+Djogdja+,+Makam+Cendonosari%28%EA%A6%A9%EA%A6%8F%EA%A6%A9%EA%A7%80%EA%A6%95%EA%A6%BC%EA%A6%A4%EA%A7%80%EA%A6%9D%EA%A6%BA%EA%A6%B4%EA%A6%A4%EA%A6%BA%EA%A6%B4%EA%A6%B1%EA%A6%AB%EA%A6%B6%29/data=!4m7!3m6!1s0x2e7a575bb5aaa3db:0xfcd24385154841d!8m2!3d-7.8003762!4d110.4111255!16s%2Fg%2F11c0r5l6lb!19sChIJ26OqtVtXei4RHYRUUTgkzQ8?authuser=0&hl=id&rclk=1","{""latitude"": -7.8003762, ""longitude"": 110.4111255}"
Griya Abhipraya Yogyakarta,17,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"59X7+3W4, Jl. Pangurakan, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Griya+Abhipraya+Yogyakarta/data=!4m7!3m6!1s0x2e7a57fb311dd5b3:0x5c3ae7197455a80b!8m2!3d-7.8023566!4d110.3648154!16s%2Fg%2F11kbl782yr!19sChIJs9UdMftXei4RC6hVdBnnOlw?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8023565999999995, ""longitude"": 110.3648154}"
Embung Giwangan,11,Tujuan Wisata,"[""Tujuan Wisata""]",4.3,"Jl. Tegalturi No.41, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",https://www.google.com/maps/place/Embung+Giwangan/data=!4m7!3m6!1s0x2e7a57c7c33c67c5:0xc7fca388cda6b568!8m2!3d-7.8249889!4d110.3866389!16s%2Fg%2F11l29drt3k!19sChIJxWc8w8dXei4RaLWmzYij_Mc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.824988899999999, ""longitude"": 110.3866389}"
