business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,price_level,permanently_closed,url
OPERATIONAL,"Jl. Merdeka Selatan, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","{'location': {'lat': -7.9826145, 'lng': 112.6308113}, 'viewport': {'northeast': {'lat': -7.980890750000001, 'lng': 112.6324209298927}, 'southwest': {'lat': -7.98430735, 'lng': 112.6297212701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Alun Alun Malang,{'open_now': True},ChIJx2CsGxgo1i0RtBA4m_YOH-c,"{'compound_code': '2J8J+X8 Kiduldalem, Malang City, East Java, Indonesia', 'global_code': '6P4J2J8J+X8'}",4.5,ChIJx2CsGxgo1i0RtBA4m_YOH-c,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",62664,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113446152324228921083"">cartim</a>'], 'photo_reference': 'AUGGfZla0kRzJgqnUEGibrbbf1sBINZ7ZguwsINZ3k4TOuBhlnvP1DwisevM2vmGVSJUsRqgyCHCbH_YFMd1-I4LK0urRqBOB5ZVv531VRQCv6gnccG0EHt2qC7pBXrjPwdvs2_RO-ErwWYNNo_uTi-i0hkSzgotbAEJEDYJLhNzcruCURzN', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJx2CsGxgo1i0RtBA4m_YOH-c
OPERATIONAL,"2J9Q+F3G, Kiduldalem, Klojen, Malang City, East Java 65119, Indonesia","{'location': {'lat': -7.981305099999998, 'lng': 112.6376925}, 'viewport': {'northeast': {'lat': -7.979968670107277, 'lng': 112.6390753798927}, 'southwest': {'lat': -7.982668329892721, 'lng': 112.6363757201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Biru Arema,,ChIJLUnu-D0o1i0RNWRF_2Rx4ck,,4.5,ChIJLUnu-D0o1i0RNWRF_2Rx4ck,"['tourist_attraction', 'point_of_interest', 'establishment']",859,"[{'height': 1421, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104140420185292936244"">Yudit Christiawan</a>'], 'photo_reference': 'AUGGfZnm-WrflNmud7rvwqZsL9aZPJ9xZx_htpwNGhFU0KBIKAFB1X1Gh_E09xEkuDVFRxzskSo7PVnD1ftm7e5YY0Vj7YsmRU4Klyvq9TYiVCgnmKti03Ur18cYvjRVUD9u_Kyxy-y6OjWiKeY5W3pvirHjkBbJsBashGMzUwHZ4RX8Op1i', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJLUnu-D0o1i0RNWRF_2Rx4ck
OPERATIONAL,"2J26+M6H, Bandungrejosari, Sukun, Malang City, East Java 65146, Indonesia","{'location': {'lat': -7.998307400000001, 'lng': 112.6105973}, 'viewport': {'northeast': {'lat': -7.996927820107278, 'lng': 112.6119334798927}, 'southwest': {'lat': -7.999627479892722, 'lng': 112.6092338201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN D'TEGALAN,{'open_now': False},ChIJC05d2aKDeC4RhfU7iQXUuog,,3.8,ChIJC05d2aKDeC4RhfU7iQXUuog,"['tourist_attraction', 'point_of_interest', 'establishment']",10,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113048723366446194815"">A Google User</a>'], 'photo_reference': 'AUGGfZlrYfB55X_gSy9cfbVS39AlXg6qR8GMi4AP2UNIejNfUq93gFg6k23RXJcbU_LKaavTqvAl8_39-n0ZMsm1v1OVcrpFfoO4rrdkHBiKl6Y-v_dmwXf7r0mDnocBhmRrJ4x2lmV8xgkheLrln7DsSpbSdqBadm4y7dYguHpxl6C8MnuZ', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJC05d2aKDeC4RhfU7iQXUuog
OPERATIONAL,"Ijen St No.73, Oro-oro Dowo, Klojen, Malang City, East Java 65119, Indonesia","{'location': {'lat': -7.967782599999999, 'lng': 112.6238808}, 'viewport': {'northeast': {'lat': -7.966447270107277, 'lng': 112.6252683298927}, 'southwest': {'lat': -7.969146929892721, 'lng': 112.6225686701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Ijen Park,{'open_now': True},ChIJEwohbyko1i0R3apowbfPXTk,"{'compound_code': '2JJF+VH Oro-oro Dowo, Malang City, East Java, Indonesia', 'global_code': '6P4J2JJF+VH'}",4.6,ChIJEwohbyko1i0R3apowbfPXTk,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",3217,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111327589735922755868"">Mochammad Musafa&#39;ul Anam</a>'], 'photo_reference': 'AUGGfZn28KDisb1GIHfJEG-utwcsLh1TTbbEIrGsZkaeEpEx7q0QRVZMQ_ExNDVN4OlQqr2o_0ws8TUmHF6_DAfPC7h3ReDQ3SIl7rZFtUaCfhAWcBIwF34h4VcIoy58GLlfdiHuop_BNCI3ptQWqDCLTk2rAJiPt2-RoqPazJZkia8ht7jK', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJEwohbyko1i0R3apowbfPXTk
OPERATIONAL,"2JCM+C2X, Jl. Mojopahit, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","{'location': {'lat': -7.9788915, 'lng': 112.6326248}, 'viewport': {'northeast': {'lat': -7.977539520107277, 'lng': 112.6339765298927}, 'southwest': {'lat': -7.980239179892721, 'lng': 112.6312768701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Tarekot Malang City Park,,ChIJl1cP9SEo1i0RXJ2TcxOAVQg,,4.0,ChIJl1cP9SEo1i0RXJ2TcxOAVQg,"['amusement_park', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",1322,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106253277894054010110"">A Google User</a>'], 'photo_reference': 'AUGGfZkMjs07n7q8h4G-_fqY51a8RNbt5Nz_zUdlltp8Q7AdsTEOx0uh5_1-L8o5Co4rGMFC8N4ZuKjqrowntE9Lx1b_EwDXVqUgYoLlHDj2yC6BAmsbfrqEgk1X-Myx3m1rzirTkk1Ku8TJYKIhBnjs4QyvfrWLS4pm7OEit1zNlC85vSn-', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJl1cP9SEo1i0RXJ2TcxOAVQg
OPERATIONAL,"2JJG+R88, Jl. Merbabu, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","{'location': {'lat': -7.967958, 'lng': 112.6258225}, 'viewport': {'northeast': {'lat': -7.966661670107277, 'lng': 112.6271804798927}, 'southwest': {'lat': -7.96936132989272, 'lng': 112.6244808201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Merbabu Family Park,{'open_now': True},ChIJGZkISyko1i0Rp52mUl5OyMg,,4.4,ChIJGZkISyko1i0Rp52mUl5OyMg,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1130,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111882958768910107062"">Surya Hardhiyana</a>'], 'photo_reference': 'AUGGfZn_gxD0ODVkXKjrz6CZ0RpRoXcRXDgB6_7edHCPK2WOzOTXWl9JgRzgYEYZlnKKEH79QAS04w__4RRrXn71MhbGI6FffUnboK3aoCWNhWTGj_OC9nLFlQyHOD52UzHa-oGWP_kun_qJa7c4rsdyRbHaAoIQMfulmgPPlVDhb2L97c1R', 'width': 3264}]",,,https://www.google.com/maps/place/?q=place_id:ChIJGZkISyko1i0Rp52mUl5OyMg
OPERATIONAL,"Jl. Bareng Tenes 4B No.638a, RT.6/RW.2, BarengKec, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia","{'location': {'lat': -7.9787022, 'lng': 112.6222447}, 'viewport': {'northeast': {'lat': -7.977358020107276, 'lng': 112.6235915798927}, 'southwest': {'lat': -7.980057679892719, 'lng': 112.6208919201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kandang ELANG JAWA,{'open_now': True},ChIJjYbEKgAp1i0R5-ZP7qQ-ZMc,"{'compound_code': '2JCC+GV Bareng, Malang City, East Java, Indonesia', 'global_code': '6P4J2JCC+GV'}",0.0,ChIJjYbEKgAp1i0R5-ZP7qQ-ZMc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJjYbEKgAp1i0R5-ZP7qQ-ZMc
OPERATIONAL,"Jl. Panglima Sudirman No.64, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65153, Indonesia","{'location': {'lat': -7.973733999999999, 'lng': 112.6403979}, 'viewport': {'northeast': {'lat': -7.972384170107277, 'lng': 112.6417477298927}, 'southwest': {'lat': -7.97508382989272, 'lng': 112.6390480701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lapangan Rampal,{'open_now': True},ChIJb2P6J4cp1i0RKOlBijtKgMQ,"{'compound_code': '2JGR+G5 Kesatrian, Malang City, East Java, Indonesia', 'global_code': '6P4J2JGR+G5'}",4.7,ChIJb2P6J4cp1i0RKOlBijtKgMQ,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",7477,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102282201660157707790"">Ardita Nadia</a>'], 'photo_reference': 'AUGGfZlkYacTlm7MwvAqn8CtEjioIGbiUyxtN1dUBYOwtP1ZgDzrYu-XcXR817P8Nrivs0fxXQeNrQlNrHc4tGAnKuamvlIZzR8XtmQjs1EOSyuM2yL8YhXD7s2rjwbDwOhigj_XomIhBt8SxSdVF1gYdv5Dd4gtOjo6InGQN3SqwgbJXAnm', 'width': 3024}]",,,https://www.google.com/maps/place/?q=place_id:ChIJb2P6J4cp1i0RKOlBijtKgMQ
CLOSED_TEMPORARILY,"Jl. Kemantren 3 No.21, Bandungrejosari, Kec. Sukun, Kota Malang, Jawa Timur 65148, Indonesia","{'location': {'lat': -8.0017347, 'lng': 112.6076168}, 'viewport': {'northeast': {'lat': -8.000300120107278, 'lng': 112.6090123798927}, 'southwest': {'lat': -8.002999779892722, 'lng': 112.6063127201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Omahku,,ChIJTfc4uHGDeC4RXibE2gZMWTw,"{'compound_code': 'XJX5+83 Bandungrejosari, Malang City, East Java, Indonesia', 'global_code': '6P3JXJX5+83'}",0.0,ChIJTfc4uHGDeC4RXibE2gZMWTw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJTfc4uHGDeC4RXibE2gZMWTw
CLOSED_TEMPORARILY,"2J35+5QC, Bandungrejosari, Sukun, Malang City, East Java 65146, Indonesia","{'location': {'lat': -7.996816099999998, 'lng': 112.609067}, 'viewport': {'northeast': {'lat': -7.995498870107277, 'lng': 112.6103985298927}, 'southwest': {'lat': -7.998198529892721, 'lng': 112.6076988701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok Jendral,,ChIJ47utIfCDeC4RrX3xUF7-LJU,,0.0,ChIJ47utIfCDeC4RrX3xUF7-LJU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ47utIfCDeC4RrX3xUF7-LJU
CLOSED_TEMPORARILY,"2J66+P7G, Jl. Terusan Mergan Raya, Tanjungrejo, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia","{'location': {'lat': -7.9881926, 'lng': 112.6107075}, 'viewport': {'northeast': {'lat': -7.986839070107278, 'lng': 112.6120580298927}, 'southwest': {'lat': -7.989538729892722, 'lng': 112.6093583701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,karjo,,ChIJD8fg7nWDeC4ROzx3735wxrs,,0.0,ChIJD8fg7nWDeC4ROzx3735wxrs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116372189932852712790"">A Google User</a>'], 'photo_reference': 'AUGGfZndvkOGFPgOeVkkv7zlfg8kaMRzlQ3akKONOz0VXiWotqcRmgxwG52AYJ1WcdDqwoUX6v7vRydc22gO9OpBZra2HQdacmyLt01bStF-c7Nf4vBor4X4h3tfULEfmwk8cWz6_OO790b4APO0iobfjIGz0h0iNhMKQk9GZtXs9EPJU7Nz', 'width': 2304}]",,True,https://www.google.com/maps/place/?q=place_id:ChIJD8fg7nWDeC4ROzx3735wxrs
CLOSED_TEMPORARILY,"Jl. Griya Tj. Priok 2 No.G7, Bakalankrajan, Kec. Sukun, Kota Malang, Jawa Timur 65148, Indonesia","{'location': {'lat': -8.0037737, 'lng': 112.6000614}, 'viewport': {'northeast': {'lat': -8.002423870107277, 'lng': 112.6014112298927}, 'southwest': {'lat': -8.005123529892721, 'lng': 112.5987115701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,RUMAH ORANG GANTENG,,ChIJ4VSr9sCDeC4R2AwnoiNbKVU,"{'compound_code': 'XJW2+F2 Bakalankrajan, Malang City, East Java, Indonesia', 'global_code': '6P3JXJW2+F2'}",0.0,ChIJ4VSr9sCDeC4R2AwnoiNbKVU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ4VSr9sCDeC4R2AwnoiNbKVU
CLOSED_TEMPORARILY,"Jl. Candi 3A No.412, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65149, Indonesia","{'location': {'lat': -7.962564599999999, 'lng': 112.6074447}, 'viewport': {'northeast': {'lat': -7.961212820107278, 'lng': 112.6087755798927}, 'southwest': {'lat': -7.963912479892722, 'lng': 112.6060759201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kontrakan tahu telur,,ChIJF_j0wWqDeC4RqHffYuMCSx8,"{'compound_code': '2JP4+XX Karangbesuki, Malang City, East Java, Indonesia', 'global_code': '6P4J2JP4+XX'}",0.0,ChIJF_j0wWqDeC4RqHffYuMCSx8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJF_j0wWqDeC4RqHffYuMCSx8
CLOSED_TEMPORARILY,"2JMM+932, Samaan, Klojen, Malang City, East Java, Indonesia","{'location': {'lat': -7.9666204, 'lng': 112.6326321}, 'viewport': {'northeast': {'lat': -7.965254620107279, 'lng': 112.6339412798927}, 'southwest': {'lat': -7.967954279892723, 'lng': 112.6312416201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,America,,ChIJU22cO64p1i0RObCT6VEx9FI,,0.0,ChIJU22cO64p1i0RObCT6VEx9FI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJU22cO64p1i0RObCT6VEx9FI
