formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,price_level,url
"Langir, Kangae, Sikka Regency, East Nusa Tenggara 86181, Indonesia","{'location': {'lat': -8.6551817, 'lng': 122.2445843}, 'viewport': {'northeast': {'lat': -8.653731320107278, 'lng': 122.2458524798927}, 'southwest': {'lat': -8.656430979892722, 'lng': 122.2431528201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata desa kolidogon hills,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110026580704086999509"">A Google User</a>'], 'photo_reference': 'AUGGfZlNbKA6EMREXkBCNc59qX2c3LBHKox0DpbfgQhANmQl3_zr7msH6nShrzxbk81OR4QBRN_fZmNTxpJOUj2pjp_73y29VpFXZz_fsm7358-PqsB0iWePY_ox5Nk8kNoNOa6eiGNvS4M6tSVM-JYdnXllqq6m9mzoY6GQnTfjOjFqnMw', 'width': 1600}]",ChIJ6WzTDysZrS0RoBmCBgPyXf8,ChIJ6WzTDysZrS0RoBmCBgPyXf8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,"{'compound_code': '86VV+WR Langir, Sikka Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q3486VV+WR'}",,https://www.google.com/maps/place/?q=place_id:ChIJ6WzTDysZrS0RoBmCBgPyXf8
"966C+3J7, Lkr. Luar Maumere, Beru, Kec. Alok Tim., Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.6389982, 'lng': 122.2217102}, 'viewport': {'northeast': {'lat': -8.637596970107278, 'lng': 122.2230608298927}, 'southwest': {'lat': -8.640296629892722, 'lng': 122.2203611701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air panas boto,,ChIJhwSktwQZrS0R0TD-8ZrhLXI,ChIJhwSktwQZrS0R0TD-8ZrhLXI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJhwSktwQZrS0R0TD-8ZrhLXI
"88JP+R7V, Pogon, Waigete, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6678923, 'lng': 122.3356708}, 'viewport': {'northeast': {'lat': -8.666570370107278, 'lng': 122.3370058298927}, 'southwest': {'lat': -8.669270029892722, 'lng': 122.3343061701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Siku pauwolot,,ChIJuzC9Oe8frS0RGQEeSrn3ctk,ChIJuzC9Oe8frS0RGQEeSrn3ctk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJuzC9Oe8frS0RGQEeSrn3ctk
"96G7+5VG, Madawat, Alok, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.624551499999999, 'lng': 122.2146964}, 'viewport': {'northeast': {'lat': -8.623201670107278, 'lng': 122.2160462298928}, 'southwest': {'lat': -8.625901329892724, 'lng': 122.2133465701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Shelter MARTHASPRING,,ChIJE1IbIgAbrS0Rb7g3nX4-oJc,ChIJE1IbIgAbrS0Rb7g3nX4-oJc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJE1IbIgAbrS0Rb7g3nX4-oJc
"7899+CJR, Ipir, Bola, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7313878, 'lng': 122.3190285}, 'viewport': {'northeast': {'lat': -8.730040520107277, 'lng': 122.3203837298927}, 'southwest': {'lat': -8.732740179892721, 'lng': 122.3176840701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dusun Krado - Mahe Lepo Tana Puan,,ChIJAYN3IwAhrS0RbXAIaEs8y-s,ChIJAYN3IwAhrS0RbXAIaEs8y-s,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJAYN3IwAhrS0RbXAIaEs8y-s
"99J2+FG, Hoder, Waigete, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.618846699999999, 'lng': 122.3513617}, 'viewport': {'northeast': {'lat': -8.618146399999997, 'lng': 122.3530656798928}, 'southwest': {'lat': -8.620947600000003, 'lng': 122.3503660201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mage sayang,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115637914498909037018"">A Google User</a>'], 'photo_reference': 'AUGGfZlO2Nr2Cm9BZIsKPAQ1X-ttgo--rs3QihgTShJ69R0QqQs8LmglBYcShehDRtDMb15qI3PDeIEFn5i72ppuv3ckgA2EvXLFR9MBNVcjyO1a4J-RkylgzXLSepVJDVt_mxrVWLVKrFaYnyNvEiDOpSXUaA6EFXjAdA1syQD2rXQFJY2M', 'width': 1920}]",ChIJ21kC-gIfrS0RGOH4FoIrs1Q,ChIJ21kC-gIfrS0RGOH4FoIrs1Q,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ21kC-gIfrS0RGOH4FoIrs1Q
"86HR+56, Tekaiku, Kangae, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6720153, 'lng': 122.2405916}, 'viewport': {'northeast': {'lat': -8.670840070107278, 'lng': 122.2418095798927}, 'southwest': {'lat': -8.673539729892722, 'lng': 122.2391099201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KOLIDOGON HILLS,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110334224184491311589"">A Google User</a>'], 'photo_reference': 'AUGGfZk3vk0EELzco9VsA0ohwjyhMxXlLtd2mlFsHVkpRmsvo4GXxExv-Y9SWPRON9VQYDy2U0YE7VhFP9at4eBurPAZF4QOsv6mJF6zhNSU9MNu4x8bR7wU5rMHzcTsX9vOzuemuN8haNJLzuW0rKeIq4wTOmewi4mVkfiKRh7U5IyZ8vic', 'width': 4080}]",ChIJ86p6MwAZrS0R6UhKB8LT710,ChIJ86p6MwAZrS0R6UhKB8LT710,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ86p6MwAZrS0R6UhKB8LT710
"88HW+9HW, Aibura, Waigete, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6715277, 'lng': 122.3471232}, 'viewport': {'northeast': {'lat': -8.670138370107278, 'lng': 122.3484367798927}, 'southwest': {'lat': -8.672838029892722, 'lng': 122.3457371201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung igot,,ChIJmUTpcMgfrS0RNU6D75F8f68,ChIJmUTpcMgfrS0RNU6D75F8f68,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJmUTpcMgfrS0RNU6D75F8f68
"8CXP+H98, Nangatobong, Waigete, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6510824, 'lng': 122.4359663}, 'viewport': {'northeast': {'lat': -8.649445270107279, 'lng': 122.43980705}, 'southwest': {'lat': -8.652144929892723, 'lng': 122.43468605}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Panas Blidit,"[{'height': 1350, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101493642014070603491"">A Google User</a>'], 'photo_reference': 'AUGGfZmxGcgK_Jzylsr1W5d2wPqO2Uc3VeKSJPwIwJMrk-_nRTUt7yJ9W7Q-A7P8aEJoW5HAvy90BANWmh3sRZbgqJocHqcWitHW5GpB96jbNWFEvNN6qPakaIH0lQZCD18NwKW3d_6UbZioBAZMjXithHQKwNiCDgKdgBB3pn1Q9fJJnKVl', 'width': 1080}]",ChIJ-5BYHr_hrC0RKeLf_TMAsMg,ChIJ-5BYHr_hrC0RKeLf_TMAsMg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,3.9,17.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-5BYHr_hrC0RKeLf_TMAsMg
"77MX+FWV, Rohe, Umauta, Kec. Bola, Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.7163618, 'lng': 122.2998607}, 'viewport': {'northeast': {'lat': -8.714972470107279, 'lng': 122.3012066798927}, 'southwest': {'lat': -8.717672129892723, 'lng': 122.2985070201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sanggar Budaya Pesa Lin Tahi Puhen,,ChIJ8ZVvFQAhrS0Rq6bJyiReCBI,ChIJ8ZVvFQAhrS0Rq6bJyiReCBI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8ZVvFQAhrS0Rq6bJyiReCBI
"Jl. Raya Maumere - Magepanda, Hewuli, Kec. Alok Bar., Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.573624299999999, 'lng': 122.1737474}, 'viewport': {'northeast': {'lat': -8.572842350000002, 'lng': 122.1750045}, 'southwest': {'lat': -8.575970149999996, 'lng': 122.1699761}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pintar Asia Beach,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105244314827196352336"">novel yushar yahya</a>'], 'photo_reference': 'AUGGfZk-dqyP963LKunNJzSJCg4HAtimLbSt-ZAYEBhOlRgbSs7_Bi-goI9TSz6MYa8TBHYor-FS7dNU-00JfKsSW8kmlNqggksSCKp1nAAW3bdVneFfqBA6ju_LbY-xkZD5N4tB_qay2FhamAwYOmuWE_GA7JC1Gj8ujdbs3sEIiqyBg3yj', 'width': 4032}]",ChIJre_U_y8RrS0RQH-IIbshzD4,ChIJre_U_y8RrS0RQH-IIbshzD4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,143.0,{'open_now': False},"{'compound_code': 'C5GF+HF Hewuli, Sikka Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q34C5GF+HF'}",,https://www.google.com/maps/place/?q=place_id:ChIJre_U_y8RrS0RQH-IIbshzD4
"96GG+FH2, Wairotang, Alok Timur, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.623885699999999, 'lng': 122.2263757}, 'viewport': {'northeast': {'lat': -8.622692220107279, 'lng': 122.2276546298927}, 'southwest': {'lat': -8.625391879892723, 'lng': 122.2249549701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wailiti,,ChIJMaw03_obrS0RQZRe8x1KGTg,ChIJMaw03_obrS0RQZRe8x1KGTg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJMaw03_obrS0RQZRe8x1KGTg
"95XM+XG, Wailiti, Alok Barat, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.600007, 'lng': 122.183752}, 'viewport': {'northeast': {'lat': -8.598721320107277, 'lng': 122.1851699798927}, 'southwest': {'lat': -8.60142097989272, 'lng': 122.1824703201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Dagar,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100928803969943121693"">A Google User</a>'], 'photo_reference': 'AUGGfZl-T_n6v4XplfgxdDHPQmfysEWF1PmsVdGeguX_eWrWvu6JdtEdWpaR9IfO4K8yzara9AodetENxhlwhDWMKoxkwZ45wEnt4TvwZ6sd7_nrZOWgolBQs6VtPlxGE5tMFVkL08UOU4I2St07gyT8ZKPb7DpIPixLO2aSvfMgPz74cemj', 'width': 1440}]",ChIJDeqYImgbrS0R9_1nG6o1Arc,ChIJDeqYImgbrS0R9_1nG6o1Arc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJDeqYImgbrS0R9_1nG6o1Arc
"7927+3RF, Wolonterang, Doreng, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.749803199999999, 'lng': 122.3645539}, 'viewport': {'northeast': {'lat': -8.744985649999999, 'lng': 122.3659951798927}, 'southwest': {'lat': -8.75140905, 'lng': 122.3632955201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Ogor Paret,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111956246354779454008"">A Google User</a>'], 'photo_reference': 'AUGGfZmo4odA5f4T5VVR_UjUBUKmKbPVpHukHng-A9-87kVP_c2HijK85_iuphcc5UfIFalA0OlqGQFduvdwe9Ux-E3Q_Wqv81lhy_EwXm4zKKptLO3ewIGtFguZuuW52d0qzaaFna8AbBiY53CUOa0qcghwnC4B1gOUPD9CFtfnuIuCud8E', 'width': 4160}]",ChIJPReueGffrC0RKsmDnXfDsR8,ChIJPReueGffrC0RKsmDnXfDsR8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,22.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJPReueGffrC0RKsmDnXfDsR8
"C5MC+PG, Hewuli, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5656313, 'lng': 122.1712571}, 'viewport': {'northeast': {'lat': -8.564859400000001, 'lng': 122.1722847}, 'southwest': {'lat': -8.567947000000004, 'lng': 122.1681743}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan dobo,,ChIJBxMuwo4RrS0RaFa0DgLG1L4,ChIJBxMuwo4RrS0RaFa0DgLG1L4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJBxMuwo4RrS0RaFa0DgLG1L4
"764M+4R3, Hokor, Bola, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7447266, 'lng': 122.2345576}, 'viewport': {'northeast': {'lat': -8.743376770107277, 'lng': 122.2359074298927}, 'southwest': {'lat': -8.746076429892721, 'lng': 122.2332077701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Watu Melur,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108984167709964897374"">A Google User</a>'], 'photo_reference': 'AUGGfZnHNOnUVE3cAaqV0BKuNrfPBHc0JY0IIgxkWgySJl00GfevJxiSY4OnMREtrWeKf3kyfutMUci5Llm0tKqG1LZn1v0cD6WXMYWwRpq60lIquc2pugeFpQckSM_d3mwEcizHZWNx_82NTVqJbLkav6nEcydmr-g0OpLwAjZcK_o5CLEO', 'width': 5184}]",ChIJo9pNyrMjrS0R3-pklP1cSy0,ChIJo9pNyrMjrS0R3-pklP1cSy0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJo9pNyrMjrS0R3-pklP1cSy0
"G89X+79, Kojadoi, Alok Timur, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.481767, 'lng': 122.348441}, 'viewport': {'northeast': {'lat': -8.48044292010728, 'lng': 122.3498015798927}, 'southwest': {'lat': -8.483142579892723, 'lng': 122.3471019201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dusun Le Bantour,,ChIJX8ZELgADrS0Rk8ttQuSk6Uk,ChIJX8ZELgADrS0Rk8ttQuSk6Uk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJX8ZELgADrS0Rk8ttQuSk6Uk
"8569+RMM, Tebuk, Nita, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6879098, 'lng': 122.1691708}, 'viewport': {'northeast': {'lat': -8.686457520107277, 'lng': 122.1703982298927}, 'southwest': {'lat': -8.689157179892721, 'lng': 122.1676985701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sanggar Budaya Rudun Blutuk,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101337480086639633065"">benarivo tp</a>'], 'photo_reference': 'AUGGfZnumctLKWHrWwZnoJqDTXZugEUIvz_GSXMe_QypdOhvdfOJfplGW_xnOY3AAAWYLpLHYr7YgKyGpdDEq-s8fpCbjWXLaU5wuEhEVnCzZHlkl69GD6OpjnUhaPqyBFP-ud5TT48nlLayMYbJlOuc7NrzQzv6Ay04NfpNiS-oHRAGzEh2', 'width': 3840}]",ChIJM13EBLUXrS0RF6GHqaMkSps,ChIJM13EBLUXrS0RF6GHqaMkSps,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJM13EBLUXrS0RF6GHqaMkSps
"74CF+R5, Kolidetung, Lela, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7279164, 'lng': 122.1229983}, 'viewport': {'northeast': {'lat': -8.726566570107279, 'lng': 122.1243120798927}, 'southwest': {'lat': -8.729266229892723, 'lng': 122.1216124201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patimoa Beach,,ChIJwSk67uk9rS0RDqLhshsEe5M,ChIJwSk67uk9rS0RDqLhshsEe5M,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJwSk67uk9rS0RDqLhshsEe5M
"86P5+HF, Nelle Urung, Nelle, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.663507, 'lng': 122.20866}, 'viewport': {'northeast': {'lat': -8.66231625, 'lng': 122.2103565000001}, 'southwest': {'lat': -8.66707925, 'lng': 122.2035705}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah Bpk aliando,"[{'height': 1537, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106084351298907184391"">A Google User</a>'], 'photo_reference': 'AUGGfZmlQ-jxlD7xsXrHndA_U21wu8vwz99SEnexBSS_rg7GiL_MlnTpnOnGDjWIwm1P9QoGxFEQGi0XR2g2_GPJUjxXyQFX4C7G9LKKoaUVg6FORbWlINxmVw94YJCOrHLKTtGM5dEZhdlIgBcI6XUh70cED0Kcg0EusZWpVWfBrS0gyVsP', 'width': 1011}]",ChIJHfa-NgAZrS0RlIC9aKmz_7Y,ChIJHfa-NgAZrS0RlIC9aKmz_7Y,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJHfa-NgAZrS0RlIC9aKmz_7Y
"7626+4WH, Sikka, Lela, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.749678, 'lng': 122.2123631}, 'viewport': {'northeast': {'lat': -8.748328170107278, 'lng': 122.2137129298927}, 'southwest': {'lat': -8.751027829892722, 'lng': 122.2110132701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan Alam Wukur,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106585376953318662895"">oswaldbl oswald</a>'], 'photo_reference': 'AUGGfZmKoO9mNEBlEoNiHZLGxZEEn6nn_FE2SDzlR4pZMeNCXhusawII70n1rDjrMLBWFcz-wfgolkeTUPH5SC61W49GaC7W2bx71PgsSs2VBjV99rBMs8vGg7EYJi0mRKksj41lbL479ryVOyL96CzoIhW80fL7DOkSu8t_X_EyNzdXi0OL', 'width': 5184}]",ChIJ6zOr_p8jrS0RMpDbiNJyrOg,ChIJ6zOr_p8jrS0RMpDbiNJyrOg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,7.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6zOr_p8jrS0RMpDbiNJyrOg
"C537+FJ6, Wailiti, Alok Barat, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5963323, 'lng': 122.1640259}, 'viewport': {'northeast': {'lat': -8.59481825, 'lng': 122.1648560500001}, 'southwest': {'lat': -8.600874450000001, 'lng': 122.16153545}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Aimitat,"[{'height': 957, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110867180862049665896"">A Google User</a>'], 'photo_reference': 'AUGGfZmtl89VxtlTgzBSh4LbM6hyf8OITpAYirB7pbJhb72bqtxU_VwULW5ETxH9xEqxyVgCkqdJAdcCk72C2Fa82pcq2KR8xTHGg24jOaL0FsVtBGuRMGShXI472atbDjZRkRctBOZ4V4wlPgFxurlCRGtZ6wWgCqdRo9w4c-Slvr_9gFAX', 'width': 1280}]",ChIJ29CUiIgQrS0R9eKfBAKPrI0,ChIJ29CUiIgQrS0R9eKfBAKPrI0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,4.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ29CUiIgQrS0R9eKfBAKPrI0
"9FGC+VPV, Wairterang, Waigete, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6227577, 'lng': 122.471802}, 'viewport': {'northeast': {'lat': -8.621407870107278, 'lng': 122.4731518298928}, 'southwest': {'lat': -8.624107529892722, 'lng': 122.4704521701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wairhoret Waterfall,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108996164072644847431"">A Google User</a>'], 'photo_reference': 'AUGGfZkzAkn6XgYybwiallQsoUj2LdSmaN4fo1a3iAgTE8GixSp-VYSGj5gSrOUNQK_QyNaLX9FqGyQPGk-hvWpIcHbvUqoq4S7_8BSIPUSE2QNMQASI_gmnJxQGnzqtapsxVUE3A-sN0UcOom2y4uuHurTkllSI-LHBUG_jKZn6QGY8a_ok', 'width': 3120}]",ChIJRTxjzCTnrC0RTvHyOmcHqic,ChIJRTxjzCTnrC0RTvHyOmcHqic,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJRTxjzCTnrC0RTvHyOmcHqic
"85H7+WMC, Nitakloang, Nita, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6701952, 'lng': 122.164138}, 'viewport': {'northeast': {'lat': -8.66881037010728, 'lng': 122.1655643798927}, 'southwest': {'lat': -8.671510029892724, 'lng': 122.1628647201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wolon bekor,,ChIJ-aXmBwQXrS0R3D8b4bQ4-jM,ChIJ-aXmBwQXrS0R3D8b4bQ4-jM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-aXmBwQXrS0R3D8b4bQ4-jM
"C623+242, Jl. Bengkunis, Wolomarang, Kec. Alok Bar., Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.5999805, 'lng': 122.2027536}, 'viewport': {'northeast': {'lat': -8.598617020107277, 'lng': 122.2040736298927}, 'southwest': {'lat': -8.60131667989272, 'lng': 122.2013739701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wuring,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103880317300518867989"">Fitrah Aditya</a>'], 'photo_reference': 'AUGGfZkVhIRnEUEJYITHa3M8k90zaCKRT4O9tEyPSCdSdNfdCBKMM2WhlUYmwFxSy0PGToME4W1B2v9TwRl3ILw_l0Qg15djnvWXrG7UfCIxxoAK90yftz_5pkdgdqx4eBOeY1jzcIgzQiDHLvGLMKajreLD9AUvWhFwgmA8rZjrb3ZQ1SEg', 'width': 3024}]",ChIJUZyospobrS0R69t4pNIwnUU,ChIJUZyospobrS0R69t4pNIwnUU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.2,48.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJUZyospobrS0R69t4pNIwnUU
