business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,price_level,permanently_closed,plus_code,url
OPERATIONAL,"975M+73, Prailiu, Kambera, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6418389, 'lng': 120.2826732}, 'viewport': {'northeast': {'lat': -9.640428620107278, 'lng': 120.2840368298927}, 'southwest': {'lat': -9.643128279892721, 'lng': 120.2813371701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padadita pinggir pantai dekat batu payung,ChIJB6wMIgCbTCwR5-yPn_IlYyg,0.0,ChIJB6wMIgCbTCwR5-yPn_IlYyg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJB6wMIgCbTCwR5-yPn_IlYyg
OPERATIONAL,"Bukit Tanau, Desa Tanau, Kec. Kambera, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.7066912, 'lng': 120.2989509}, 'viewport': {'northeast': {'lat': -9.705349370107278, 'lng': 120.3003557298927}, 'southwest': {'lat': -9.708049029892722, 'lng': 120.2976560701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Ruaka Bandil,ChIJiwLaKQCFTCwR47YpdF6zN5Y,0.0,ChIJiwLaKQCFTCwR47YpdF6zN5Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,{'open_now': True},,,"{'compound_code': '77VX+8H Mauliru, East Sumba Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2277VX+8H'}",https://www.google.com/maps/place/?q=place_id:ChIJiwLaKQCFTCwR47YpdF6zN5Y
OPERATIONAL,"7HGH+34, Wanga, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.724801099999999, 'lng': 120.5777932}, 'viewport': {'northeast': {'lat': -9.723451270107278, 'lng': 120.5791430298927}, 'southwest': {'lat': -9.726150929892722, 'lng': 120.5764433701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara enses,ChIJPbJgXYT1TCwRGN3uyZOTWIk,3.0,ChIJPbJgXYT1TCwRGN3uyZOTWIk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112328958774492090330"">musman suharto</a>'], 'photo_reference': 'AUGGfZm9KszcmZWCG9wjiN47IvNHfd83pmm3gt3EG7H8nWKshvuYROCn2g_sYNw2L0uY7-RbSZzL8iKqEJddfq3_Ok_88C_Z-l88cGHCZQDitGmLi-RzZglrNE5NQ_BuLIly1h99SkEA9eLUL6EhQ82okg1A_wgU1SoCjAQWB5ZMBATcWCJX', 'width': 1920}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJPbJgXYT1TCwRGN3uyZOTWIk
OPERATIONAL,"8G7P+2QC, Kadumbul, Umalulu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.687439699999999, 'lng': 120.536901}, 'viewport': {'northeast': {'lat': -9.686089870107276, 'lng': 120.5382508298927}, 'southwest': {'lat': -9.68878952989272, 'lng': 120.5355511701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kadumbul Beach,ChIJnxQ9FQfzTCwRM-KzNr6p1g0,4.8,ChIJnxQ9FQfzTCwRM-KzNr6p1g0,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112066406446181438656"">fathonikudo</a>'], 'photo_reference': 'AUGGfZlC-xXu7wacjAH9mdvJs4G_rnj8CRi_hHFJBBf6VEv4WTNq_cMCgagSvPUBPeEL6SXw41caGkB8M0mgpsyEybbDMJET-FTdpXvfSBOPK5OtONu7ycJStPGd9eODJ6wetgWn_m7tqEvzCFl6wCaxE1WTKNnmAhmEX9hVYFE_zN7MTSJr', 'width': 4160}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJnxQ9FQfzTCwRM-KzNr6p1g0
OPERATIONAL,"9CFW+2HR, Unnamed Road, Palakahembi, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6273808, 'lng': 120.4464016}, 'viewport': {'northeast': {'lat': -9.626413070107278, 'lng': 120.4478834798927}, 'southwest': {'lat': -9.629112729892721, 'lng': 120.4451838201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,RUMAH SANTAI MISI REDEMPTORIS,ChIJAe_pAf2TTCwRRc-UySWGPNA,5.0,ChIJAe_pAf2TTCwRRc-UySWGPNA,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100567717211301118841"">LKBH Sarnelli</a>'], 'photo_reference': 'AUGGfZmvoBgMfpeACGdG3IKQ_AFG4TqbzAWQ10rahy_58p6y8yGOEMDYR0pkF2QUVuY9K1bf46B9qTp5mmkUQFfTLHpe6f2JCqAPPdlSiVYCThDOInZHnrnCye5HlMeNNG6NZPdJOGrQIpCkJS2LGQPBUw84DHYYfnwc4J5xgEMThCfMRsfa', 'width': 4000}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJAe_pAf2TTCwRRc-UySWGPNA
OPERATIONAL,"Lai Mbonga, Kahaungu Eti, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8760985, 'lng': 120.4277998}, 'viewport': {'northeast': {'lat': -9.874748670107277, 'lng': 120.4291496298927}, 'southwest': {'lat': -9.87744832989272, 'lng': 120.4264499701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata air Lakokur Panggadu,ChIJJaspcB1jTCwRC9HXIScsRfA,5.0,ChIJJaspcB1jTCwRC9HXIScsRfA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105541872254159347719"">A Google User</a>'], 'photo_reference': 'AUGGfZlQxFVM9k8kBbmdL8-FpuV5fbVnBXIllWYR1KjoRAELZSvAEI76pkro32eIOHpbmLhZqHArX2zxGZsHBcbPOpJiqQOGeQA5YLj9wwlvW6cMLcGbFkEMQbacbhbGHXjoDteOiDx6sCEOpp8IP6dOszuBcI_rsPrvJ9786lWWQz4vKuzQ', 'width': 4000}]",,,,"{'compound_code': '4CFH+H4 Lai Mbonga, East Sumba Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q224CFH+H4'}",https://www.google.com/maps/place/?q=place_id:ChIJJaspcB1jTCwRC9HXIScsRfA
OPERATIONAL,"384G+PX7, Unnamed Road, Katiku Luku, Kec. Matawai La Pawu, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.9432022, 'lng': 120.3274121}, 'viewport': {'northeast': {'lat': -9.94189282010728, 'lng': 120.3286597798927}, 'southwest': {'lat': -9.944592479892723, 'lng': 120.3259601201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Lai Muda Piarakuku,ChIJkRLNtYF7TCwRZydFMb-9TeA,5.0,ChIJkRLNtYF7TCwRZydFMb-9TeA,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107037874833209889695"">A Google User</a>'], 'photo_reference': 'AUGGfZlkyL9tivdJRYfqXhXDEVzoaN-M3agudTI0vxXfVf-n7_hJtGf-K6zCCTR3xaBuFJpl00V_h3ns3Blj5800t8bZ53oVQeXDjpLZmXzI8CU0munxOHb0f2YkCS4g8cfpZRy4b5aBcbMiIqEtXpiBqAzNRE7b3j6QyIVSs29h8jw6k3t7', 'width': 4928}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJkRLNtYF7TCwRZydFMb-9TeA
OPERATIONAL,"48FF+7C, Katiku Luku, Matawai La Pawu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.876788800000002, 'lng': 120.3235584}, 'viewport': {'northeast': {'lat': -9.875450770107276, 'lng': 120.3249143298927}, 'southwest': {'lat': -9.87815042989272, 'lng': 120.3222146701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,View Point Suka Traveling Indonesia,ChIJ084aPh99TCwRXXv4abAmlrY,0.0,ChIJ084aPh99TCwRXXv4abAmlrY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJ084aPh99TCwRXXv4abAmlrY
OPERATIONAL,"48FC+2W6, Katiku Luku, Matawai La Pawu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.877458299999999, 'lng': 120.3222556}, 'viewport': {'northeast': {'lat': -9.876177820107277, 'lng': 120.3236790798927}, 'southwest': {'lat': -9.87887747989272, 'lng': 120.3209794201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Hiliwuku Hils,ChIJ68-MSXR9TCwRH3Nl4ITaTDA,4.8,ChIJ68-MSXR9TCwRH3Nl4ITaTDA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",250,"[{'height': 2600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109852802510448000975"">marvel pulungtana</a>'], 'photo_reference': 'AUGGfZnuBP5Yl0r_4ktscn_13UXctXlTKyZmQmM01nf8-JyV5tVZSTFXVE1_2NzhiO8BAJNakcmWGpmV6G0AWSF1PT2tjhsco7O15XYGtmIMWXxS6kU1iSn27JcGn_oCmCUe46iXTs5UHJDJ0fzjxn_A4tPcEULu3vGtIvS9JZEw4Iwp_QW0', 'width': 4624}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJ68-MSXR9TCwRH3Nl4ITaTDA
OPERATIONAL,"87XJ+23X, Jl. Erlangga, Prailiu, Kec. Kambera, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.652387599999999, 'lng': 120.2802488}, 'viewport': {'northeast': {'lat': -9.651039570107278, 'lng': 120.2815998298927}, 'southwest': {'lat': -9.653739229892722, 'lng': 120.2789001701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,GNR PADADITA,ChIJo2x_eY-bTCwRj0w7N_SyGig,5.0,ChIJo2x_eY-bTCwRj0w7N_SyGig,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109023834326413591110"">A Google User</a>'], 'photo_reference': 'AUGGfZnz9JxBnoMAvMtda8V92HSpRtNqnmeB2eucK7VTqHXiSo3bcYqpD23lFZA2MpmWzfPMS5SDkR3SKPIdKGDdIBlRZLZu7xRjq1zAKNsoJhtWpM_Ok3wxYGZF0Y_mgkF7d9kzWvoLnixrNA3V7fQJHyK4V9ymUKdrVZnY5NVKjl5ahRip', 'width': 1080}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJo2x_eY-bTCwRj0w7N_SyGig
OPERATIONAL,"975C+VF9, Jl. Airlangga Padadita Timur -NTT, Kec. Kota Waingapu, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.6403415, 'lng': 120.271245}, 'viewport': {'northeast': {'lat': -9.639455920107277, 'lng': 120.2726699298928}, 'southwest': {'lat': -9.642155579892721, 'lng': 120.2699702701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Timur Padadita,ChIJ0ceoY3KbTCwRNYokF-SX_sw,4.8,ChIJ0ceoY3KbTCwRNYokF-SX_sw,"['tourist_attraction', 'point_of_interest', 'establishment']",12,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100896687913522093861"">jack nuwa</a>'], 'photo_reference': 'AUGGfZkl-LUCSISdWngqqXXXsRaMiHTOZYsC9bGbQi0wU0OsOy6buIMo8uKBpQK6JS6ofGJse08Sz22XZ4FNfDe8IxHLQG74HNSAadU7hot90wjjWe0X-66p9IlwU7126aA9J-0HaArSZqkg9QY8jibQ7H-ZXUvnQO-5UYSgyZaHM9aEjsNt', 'width': 4160}]",{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJ0ceoY3KbTCwRNYokF-SX_sw
CLOSED_PERMANENTLY,"9FCH+QHG, Palakahembi, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.628068899999999, 'lng': 120.4789587}, 'viewport': {'northeast': {'lat': -9.626969370107279, 'lng': 120.4800787798927}, 'southwest': {'lat': -9.629669029892723, 'lng': 120.4773791201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kemping,ChIJkz5Mz3-TTCwRUvEPfNG6DjQ,0.0,ChIJkz5Mz3-TTCwRUvEPfNG6DjQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJkz5Mz3-TTCwRUvEPfNG6DjQ
CLOSED_TEMPORARILY,"8F6R+87, Palakahembi, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6891593, 'lng': 120.4907023}, 'viewport': {'northeast': {'lat': -9.684478249999996, 'lng': 120.4917598}, 'southwest': {'lat': -9.690719650000004, 'lng': 120.4875298}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau kirindeha,ChIJMSZp0RuNTCwRTtaf5o-iAlc,5.0,ChIJMSZp0RuNTCwRTtaf5o-iAlc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJMSZp0RuNTCwRTtaf5o-iAlc
CLOSED_TEMPORARILY,"8988+CQM, Unnamed Road, Watumbaka, Kec. Pandawai, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.683907699999999, 'lng': 120.3669314}, 'viewport': {'northeast': {'lat': -9.681451000000001, 'lng': 120.3680572298927}, 'southwest': {'lat': -9.684726599999998, 'lng': 120.3653575701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Andy Kore Nguru,ChIJg3JIdEiPTCwRCVzZTVEBW1U,0.0,ChIJg3JIdEiPTCwRCVzZTVEBW1U,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111370944907208836987"">Andy KoreNguru</a>'], 'photo_reference': 'AUGGfZlODEXiV7eH649aOZMBFlcN4pULp-gRoPNBLD1gAJT6GRN4G7xEHNCR-WsAAGo9JlL0KTn0ljP50GhqS4eGvlKgY7aO1j_fi9wVc4Gwb9_Yv6TK5DRggoPwLmTZ6WouVuYz9J3Kx7G1Rf1EnlWX9K4m1HPqvXUW8xdRiwJIbK41gbP-', 'width': 1920}]",,,True,,https://www.google.com/maps/place/?q=place_id:ChIJg3JIdEiPTCwRCVzZTVEBW1U
CLOSED_TEMPORARILY,"8H26+3H, Kadumbul, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6998125, 'lng': 120.5614375}, 'viewport': {'northeast': {'lat': -9.69856167010728, 'lng': 120.5627014798928}, 'southwest': {'lat': -9.701261329892723, 'lng': 120.5600018201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Antai virgin,ChIJhyAVXA_zTCwRXDALK8Pinsg,5.0,ChIJhyAVXA_zTCwRXDALK8Pinsg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112328958774492090330"">musman suharto</a>'], 'photo_reference': 'AUGGfZkbGVzTPjPjjvb5RLPTeQGl6E7GKFSiaJKSeom1xx0gYJIj2UEB-Xplm6SZdn6juMcwGToQ5zebdAQzdlvqtTWgzo1wqLZeLdRSvyukfrrEff2pW2BwCup-aAcTLyh1CfgTlx_Tq4YdgmLIk1Yt-S-oDB60K6PBwfQG4D0qXmPx1GgV', 'width': 3264}]",,,True,,https://www.google.com/maps/place/?q=place_id:ChIJhyAVXA_zTCwRXDALK8Pinsg
CLOSED_TEMPORARILY,"58P7+245, Waimbidi, Kambata Mapambuhang, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8149978, 'lng': 120.3128635}, 'viewport': {'northeast': {'lat': -9.81364797010728, 'lng': 120.3142133298927}, 'southwest': {'lat': -9.816347629892723, 'lng': 120.3115136701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KAWULLUR Desa Laindeha,ChIJXTXxiU-HTCwRBbXmXr6rP38,5.0,ChIJXTXxiU-HTCwRBbXmXr6rP38,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 792, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104422064255003549767"">umbu nggala</a>'], 'photo_reference': 'AUGGfZmBfQgS45ov7TbPmAW65vbH62pD6yrR18aRskqvZ67OGmr1wEBPiIQpKLdgGwpqwZd8qYtzzVlAMXsg_q9RLuOxgNAKkRuPQpcjFf286-4JvqYHQ130x8b9J3I14Dc9Sox_HpXwRHDR2gaHbIgvD_Xu5bK8EnUwXbojVm2r8vkaGStl', 'width': 1080}]",,,True,,https://www.google.com/maps/place/?q=place_id:ChIJXTXxiU-HTCwRBbXmXr6rP38
CLOSED_TEMPORARILY,"87JR+F6, Mau Hau, Kambera, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.668813, 'lng': 120.29051}, 'viewport': {'northeast': {'lat': -9.667624620107278, 'lng': 120.2919314798927}, 'southwest': {'lat': -9.670324279892721, 'lng': 120.2892318201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alytho house,ChIJJwoAL6ubTCwRJXgYpWFvWUE,0.0,ChIJJwoAL6ubTCwRJXgYpWFvWUE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJJwoAL6ubTCwRJXgYpWFvWUE
CLOSED_TEMPORARILY,"7HCM+8P, Wanga, Umalulu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7291875, 'lng': 120.5843125}, 'viewport': {'northeast': {'lat': -9.727837670107279, 'lng': 120.5856623298928}, 'southwest': {'lat': -9.730537329892723, 'lng': 120.5829626701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah wanga UR,ChIJWcKh48b1TCwRgKBfY7vsvlg,0.0,ChIJWcKh48b1TCwRgKBfY7vsvlg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJWcKh48b1TCwRgKBfY7vsvlg
CLOSED_TEMPORARILY,"48GJ+P7, Katiku Luku, Matawai La Pawu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8731356, 'lng': 120.3307273}, 'viewport': {'northeast': {'lat': -9.871119670107277, 'lng': 120.3319039}, 'southwest': {'lat': -9.87381932989272, 'lng': 120.3271975}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Pala Kambera,ChIJe-9Ik-59TCwRNjPJhgoNrPg,0.0,ChIJe-9Ik-59TCwRNjPJhgoNrPg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJe-9Ik-59TCwRNjPJhgoNrPg
CLOSED_TEMPORARILY,"8G53+CQQ, Palakahembi, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6914222, 'lng': 120.5044724}, 'viewport': {'northeast': {'lat': -9.690199770107279, 'lng': 120.5056931298927}, 'southwest': {'lat': -9.692899429892723, 'lng': 120.5029934701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Foto Sawah Palakahembi Pandawai,ChIJ169bWe6NTCwR-paOG7W2MGU,0.0,ChIJ169bWe6NTCwR-paOG7W2MGU,"['point_of_interest', 'establishment']",0,,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJ169bWe6NTCwR-paOG7W2MGU
