formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,rating,user_ratings_total,business_status,opening_hours,plus_code,url
"MQQP+RR, Pondok Batu, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.6896161, 'lng': 98.78705819999999}, 'viewport': {'northeast': {'lat': 1.690965929892722, 'lng': 98.78840802989272}, 'southwest': {'lat': 1.688266270107278, 'lng': 98.78570837010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau mandiling,,ChIJHZDADwDzLjARxp6xKLRRLIU,ChIJHZDADwDzLjARxp6xKLRRLIU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJHZDADwDzLjARxp6xKLRRLIU
"RVQM+WJ3, Jl. Sibolga - Tarutung, Pagaran Lambung I, Kec. Adian Koting, Kabupaten Tapanuli Utara, Sumatera Utara 22461, Indonesia","{'location': {'lat': 1.8374973, 'lng': 98.87009940000002}, 'viewport': {'northeast': {'lat': 1.838821479892722, 'lng': 98.87146712989272}, 'southwest': {'lat': 1.836121820107278, 'lng': 98.86876747010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Panatapan Adian Koting,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117861785483609359086"">Raja Jonggi</a>'], 'photo_reference': 'AUGGfZlN6rgdQoEVaqfX_7RshkPEa334lqIbsPYlSCvFE-EBL30Dz22fM4Kt4n1hElEFi9KyKWbnguawvo8c_kLK-qGY4E0LrunhAGcUAtkO9pNcCrfGNj8OHWW3qrOXpIg2L83so_38rMOB-gUgcqjMuwCUL0Kmg2WJ0w4HHCsz3YD2nLLP', 'width': 1600}]",ChIJ7wkwHYBhLjARPs15HrVvNwU,ChIJ7wkwHYBhLjARPs15HrVvNwU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ7wkwHYBhLjARPs15HrVvNwU
"29P2+25J, Pantai Kahona, Lobu Tua, Kec. Andam Dewi, Kabupaten Tapanuli Tengah, Sumatera Utara 22564, Indonesia","{'location': {'lat': 2.035093, 'lng': 98.3503959}, 'viewport': {'northeast': {'lat': 2.036442829892722, 'lng': 98.35174572989271}, 'southwest': {'lat': 2.033743170107277, 'lng': 98.34904607010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kahona Beach,,ChIJYZ42quaxLzARBc1tD4w5BUk,ChIJYZ42quaxLzARBc1tD4w5BUk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJYZ42quaxLzARBc1tD4w5BUk
"RQ65+67J, Tapian Nauli III, Tapian Nauli, Central Tapanuli Regency, North Sumatra 22562, Indonesia","{'location': {'lat': 1.8105805, 'lng': 98.7581258}, 'viewport': {'northeast': {'lat': 1.812448679892722, 'lng': 98.75943552989271}, 'southwest': {'lat': 1.809749020107278, 'lng': 98.75673587010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,aek godang sidikkil,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112054402244502173114"">romatua hasibuan</a>'], 'photo_reference': 'AUGGfZnOh7gYE6xXnQuJX6z0V-asFiDlRsyJj6DEdPXzoeAHAh7wtLFTl6K032IEk2RkWLRtwwkxtpGv7rHO1epGLffaJDuLO6gfKEr5jC5uzWm7fuJhfEEXtXaIFCeGNqJOQgUAD4zEFWvWQV89aOxq0btOHdSXPcMwWulQthWjfl-hQCCO', 'width': 3000}]",ChIJj6MgU8FfLjARBgYf0RP5lfc,ChIJj6MgU8FfLjARBgYf0RP5lfc,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJj6MgU8FfLjARBgYf0RP5lfc
"RQMQ+7G5, Tapian Nauli IV, Tapian Nauli, Central Tapanuli Regency, North Sumatra 22618, Indonesia","{'location': {'lat': 1.8331343, 'lng': 98.7888533}, 'viewport': {'northeast': {'lat': 1.834486229892722, 'lng': 98.79020367989273}, 'southwest': {'lat': 1.831786570107278, 'lng': 98.78750402010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sunrise Rampah,"[{'height': 3175, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113786689735342048088"">Neyler Sinaga</a>'], 'photo_reference': 'AUGGfZnPkFpQsnCEbEFa4btCeHaZrZeAqcWRa4GXt0M9Kc00nQ0IDKCQumI0ZcUpOMgUk4DfCWrC3CtnVDRhpn1WeOluWbBO4GWBAIJ3Q-l8eU-bJnKbiJ0z-KObrdHPcz2bwuUrwVSSP6lrxiBGHRoboC2TVuR0neLXuw1w4D16b6G6e5P4', 'width': 2240}]",ChIJ2bNvJbRfLjARlMemd0vTcpY,ChIJ2bNvJbRfLjARlMemd0vTcpY,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,5.0,OPERATIONAL,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ2bNvJbRfLjARlMemd0vTcpY
"MQMV+WPF, Pondok Batu, Sarudik, Central Tapanuli Regency, North Sumatra 22536, Indonesia","{'location': {'lat': 1.684808, 'lng': 98.7942817}, 'viewport': {'northeast': {'lat': 1.686157829892722, 'lng': 98.79563152989274}, 'southwest': {'lat': 1.683458170107278, 'lng': 98.7929318701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ujung Patikalo,,ChIJwdAmWbvzLjARGpxq29mKb9A,ChIJwdAmWbvzLjARGpxq29mKb9A,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJwdAmWbvzLjARGpxq29mKb9A
"PQXW+HQ, Simaninggir, Sitahuis, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.7489783, 'lng': 98.79691419999999}, 'viewport': {'northeast': {'lat': 1.749781979892722, 'lng': 98.79800995}, 'southwest': {'lat': 1.747082320107278, 'lng': 98.79362694999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sijoang nahilang,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105540023620036193830"">A Google User</a>'], 'photo_reference': 'AUGGfZlBhcv8zSJyCxzAyPtWcOJVA1SBqVDDIn4lVakgQbtvHe8N9B4hBqUJCj2aXDjddxPLjLLhVEdK0JJ8AjdGStXF7SLpu9rRWMVAxPwZaYiR-_U21FzUqZPO6cDmL-PeB5L2cW2sswCI5r5Dq--rr2hTtqxWy604wPJzADvtu_OHqR4', 'width': 720}]",ChIJL8rh3Ej1LjARBk_tZZqVpVA,ChIJL8rh3Ej1LjARBk_tZZqVpVA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,1.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJL8rh3Ej1LjARBk_tZZqVpVA
"MQXP+R58, Pondok Batu, Sarudik, Central Tapanuli Regency, North Sumatra 22531, Indonesia","{'location': {'lat': 1.6995289, 'lng': 98.7854419}, 'viewport': {'northeast': {'lat': 1.700878729892722, 'lng': 98.78679172989271}, 'southwest': {'lat': 1.698179070107278, 'lng': 98.78409207010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Labuan Mandailing,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102971590836320413174"">A Google User</a>'], 'photo_reference': 'AUGGfZl7fb71n9n1O53A5XV1cfwtkO83jsWaG5AxqZfyB7RBviwW3XQZUVBib2HZTGMP2MK7MPUyFpBpzbfLkI11SNWC3CMIjVGjteJm87K2aHzv_Hgzq5jWIhhmhQEDcrTaoisA4MHhGxMKoiqeRZJezzfgW2DgNoqrHgg_VYceMOmLNLaz', 'width': 1920}]",ChIJJedqMnnzLjARfThCYaQPfWE,ChIJJedqMnnzLjARfThCYaQPfWE,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,OPERATIONAL,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJJedqMnnzLjARfThCYaQPfWE
"MR2M+CW8, Hajoran, Pandan, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.6510463, 'lng': 98.83483369999999}, 'viewport': {'northeast': {'lat': 1.652556979892722, 'lng': 98.83636622989272}, 'southwest': {'lat': 1.649857320107278, 'lng': 98.83366657010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga pemancing,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103379096401037020333"">alamanda pasaribu</a>'], 'photo_reference': 'AUGGfZn8NDkq1Qqb-SDPZ6YcSH6FVB8LLN7MNWoH1HNjXTHq62Knr0nR7D6gAab1Qw6c05tgK3qhFPS_JozxVei2-zDTsXV8BHvyYP9lry-qDQm2l9NjOlvhNpmBRpH-KTZ75LOzLWOlTq4U1wSfHNbXVruIIyVs5mPESU807x0OB5-dsAXW', 'width': 4160}]",ChIJHezlSaDtLjARL8U2vg9WGzg,ChIJHezlSaDtLjARL8U2vg9WGzg,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,4.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJHezlSaDtLjARL8U2vg9WGzg
"Jl. KH. Dewantara No.1, Sibuluan Indah, Kec. Pandan, Kabupaten Tapanuli Tengah, Sumatera Utara 22538, Indonesia","{'location': {'lat': 1.6919708, 'lng': 98.82679949999999}, 'viewport': {'northeast': {'lat': 1.693286679892722, 'lng': 98.82814647989271}, 'southwest': {'lat': 1.690587020107278, 'lng': 98.82544682010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun STPK Matauli,,ChIJF8IVXADzLjARG7lhaaLqZ1A,ChIJF8IVXADzLjARG7lhaaLqZ1A,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,{'open_now': False},"{'compound_code': 'MRRG+QP Sibuluan Indah, Central Tapanuli Regency, North Sumatra, Indonesia', 'global_code': '6MHWMRRG+QP'}",https://www.google.com/maps/place/?q=place_id:ChIJF8IVXADzLjARG7lhaaLqZ1A
"RQVM+8H8, Naga Timbul, Sitahuis, Central Tapanuli Regency, North Sumatra 22562, Indonesia","{'location': {'lat': 1.8432913, 'lng': 98.7839559}, 'viewport': {'northeast': {'lat': 1.844641129892723, 'lng': 98.78530572989271}, 'southwest': {'lat': 1.841941470107278, 'lng': 98.78260607010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Lehu,"[{'height': 576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100949388462025186587"">Erick Tulus</a>'], 'photo_reference': 'AUGGfZmUNxI96ncjinAkbvc7rnvGyHw5jdllRu6jRgZgDRD48V_rK7tmsBe4ahVkzJI7nxt91ljOnnKmdqwNqD5LyVO6_LRtC2-AvcE4qW7K-L8Yw_GMFqDu0rQtRyQwvx5838mTxaHoRuI6VylRwRCgpH9pb-oCcx-CRti5XRmp0shiwagk', 'width': 576}]",ChIJ72IhYhVfLjARl6bLCTAfeAg,ChIJ72IhYhVfLjARl6bLCTAfeAg,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,4.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJ72IhYhVfLjARl6bLCTAfeAg
"PRRQ+64H, Sipan, Sarudik, Central Tapanuli Regency, North Sumatra 22611, Indonesia","{'location': {'lat': 1.7405539, 'lng': 98.8378589}, 'viewport': {'northeast': {'lat': 1.741916929892722, 'lng': 98.83911377989273}, 'southwest': {'lat': 1.739217270107278, 'lng': 98.83641412010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam pemandian batu godang,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100809796897282757462"">A Google User</a>'], 'photo_reference': 'AUGGfZlqhYANj8bChyEWnb3M8_8umTVwNLvNpgu5MYeHtsa3dsQP_rfRLAHGs2Y3MtTGZc0EkEDad6UrUuVAigAdPHgh19cNv8BxtfoHoDAmgcLUCBWcHALWvoojkal1fWZAexTWbKUVq6KTxzJzeiXkg7iIsI0IIRg5CFdJ7IycxuzxEIsu', 'width': 4160}]",ChIJ5R6HIrOLLjARN6ZEMfqZyQE,ChIJ5R6HIrOLLjARN6ZEMfqZyQE,"['tourist_attraction', 'point_of_interest', 'establishment']",4.2,5.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJ5R6HIrOLLjARN6ZEMfqZyQE
"WG9J+Q3, Maduma, Sorkam Barat, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.9193883, 'lng': 98.5301983}, 'viewport': {'northeast': {'lat': 1.920807679892722, 'lng': 98.53165052989273}, 'southwest': {'lat': 1.918108020107277, 'lng': 98.52895087010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Warung Sihombing Binasih,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102264989668645010168"">Sonny Lee Hutagalung</a>'], 'photo_reference': 'AUGGfZkMDQehiNgnPEdq9WUmYJOKdhk2BY-QocyR-B4Kd57tYR57Bcy-kfTw4R4cBArY7jvAlYp25sh8qzb2on9MRlVgWLBOS3_Mz2ui8ZdHSKAsFsPm0zS1HfGDvafAkHFh9CMUAfaGG2dfD5vZ1fsh7Uv4hfUZkVku_v6-MarOjicfqDX6', 'width': 4000}]",ChIJvS2lOEpTLjARKsaMfLbf_5A,ChIJvS2lOEpTLjARKsaMfLbf_5A,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,OPERATIONAL,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJvS2lOEpTLjARKsaMfLbf_5A
"XF8Q+4X, Barambang, Sosor Gadong, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.9653123, 'lng': 98.48999990000002}, 'viewport': {'northeast': {'lat': 1.966727379892723, 'lng': 98.49143087989275}, 'southwest': {'lat': 1.964027720107278, 'lng': 98.4887312201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cappucin Beach,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109209196117038686969"">Yustinus Waruwu</a>'], 'photo_reference': 'AUGGfZnYuu6E7IvEq4k0qXLtktcsu4Yi9dUM6MkpimZo2xCK8rVTLuM8wNL1Xs1PuEQj_x6MvBW85dJmzSsROQHvqCQj65TVOn_7R8M2oa5beyPEfeRFHsze0kK322xlnsl1qySfpaitec8V2IXyRkF60tsmhNPMQq_5lcwVzaJO0VnE4B_d', 'width': 4032}]",ChIJvaqunY1TLjARo4xvw0m9AiM,ChIJvaqunY1TLjARo4xvw0m9AiM,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,2.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJvaqunY1TLjARo4xvw0m9AiM
"Pondok Batu, Sarudik, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.7162554, 'lng': 98.7820271}, 'viewport': {'northeast': {'lat': 1.717605229892722, 'lng': 98.78337692989273}, 'southwest': {'lat': 1.714905570107278, 'lng': 98.78067727010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pandaratan beach Pondok Sejoli pak juntak,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109375657989996419089"">A Google User</a>'], 'photo_reference': 'AUGGfZkYCA8bPNZuiTbCvgAM5tElg4Hd_iJUwW_cCIgFJEDniFeNG3x5_0UHSc6-2cJBgmQgKmtLpmso2beWahX4Q2CUbqQdagbRAhSc2lEmcBoPhEEPZaAnlVc4wZz4i5cBZRrr8HvypkeihkEXQkgYG-jAeehkhTJsI7j-BEkehueb3wKw', 'width': 3120}]",ChIJy8HTB5bzLjARsbTuLpTKfhM,ChIJy8HTB5bzLjARsbTuLpTKfhM,"['tourist_attraction', 'point_of_interest', 'establishment']",3.6,5.0,OPERATIONAL,{'open_now': True},"{'compound_code': 'PQ8J+GR Pondok Batu, Central Tapanuli Regency, North Sumatra, Indonesia', 'global_code': '6MHWPQ8J+GR'}",https://www.google.com/maps/place/?q=place_id:ChIJy8HTB5bzLjARsbTuLpTKfhM
"PQ7J+5G, Pondok Batu, Sarudik, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.7129377, 'lng': 98.7813297}, 'viewport': {'northeast': {'lat': 1.714287529892722, 'lng': 98.78267952989272}, 'southwest': {'lat': 1.711587870107278, 'lng': 98.77997987010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bunga karang pondok batu,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112705552940007738229"">Mia Suwarno</a>'], 'photo_reference': 'AUGGfZnJrrD8vFq4Yq-h1eUewINNAdQq1SAoHeiRPDuEWFEMYiv3P6PSBJyCYF6TECQ6us46zwTT1r9MNCuk4BaT5gHzqs10alLNeib9WJ70A7oG9Z5eO8hiTgPLkIgOp2JYzuEc-Hptb2nQOtcg4zeGwuKUGKkz-4vYOz92Q-eFNOxOqDtC', 'width': 4080}]",ChIJHWJZ0WvzLjAR-7IPjlvtLvU,ChIJHWJZ0WvzLjAR-7IPjlvtLvU,"['tourist_attraction', 'point_of_interest', 'establishment']",3.3,3.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJHWJZ0WvzLjAR-7IPjlvtLvU
"WHMV+59C, Suga-Suga Hutagodang, Sorkam, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.9329574, 'lng': 98.5934381}, 'viewport': {'northeast': {'lat': 1.934310829892722, 'lng': 98.59480712989271}, 'southwest': {'lat': 1.931611170107278, 'lng': 98.59210747010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Home bg wanto,,ChIJKa2zPQBRLjARHrWY4iBC7RA,ChIJKa2zPQBRLjARHrWY4iBC7RA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJKa2zPQBRLjARHrWY4iBC7RA
"QVJ6+VG4, Mardame, Sitahuis, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.7821296, 'lng': 98.8613269}, 'viewport': {'northeast': {'lat': 1.783479429892722, 'lng': 98.86267672989273}, 'southwest': {'lat': 1.780779770107278, 'lng': 98.85997707010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara Air Terjun Panggabean,,ChIJp-wP_L6LLjAR4nU2V2d1r8s,ChIJp-wP_L6LLjAR4nU2V2d1r8s,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJp-wP_L6LLjAR4nU2V2d1r8s
"GQMP+VGP, Sitardas, Badiri, Central Tapanuli Regency, North Sumatra 22654, Indonesia","{'location': {'lat': 1.5347072, 'lng': 98.7863163}, 'viewport': {'northeast': {'lat': 1.5361347, 'lng': 98.78742922989274}, 'southwest': {'lat': 1.5304247, 'lng': 98.78472957010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Simalimali,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107186888718532969783"">martin sianturi</a>'], 'photo_reference': 'AUGGfZmKXbJ5U0kQEneYBpQiEPLwRnGpy9fTjV6RG3vFEZ3gdvcvlYYj08bcgiVFlHD_kI4KTwkqjI4bjzK85zt9QcZZ2NkfWXaIdhM7rk6zFQSyqprj77PGxRiEEi-dWD008znN-QM4QdEg2kdUJ3wzD1DZtqXcutK2B-4UJx7vBlrCw2jH', 'width': 4000}]",ChIJ-bPhie7rLjARi4TLFk8h2FE,ChIJ-bPhie7rLjARi4TLFk8h2FE,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,4.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJ-bPhie7rLjARi4TLFk8h2FE
"QM68+H2, Tapian Nauli I, Tapian Nauli, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.7614617, 'lng': 98.66509180000001}, 'viewport': {'northeast': {'lat': 1.762811529892722, 'lng': 98.66644162989274}, 'southwest': {'lat': 1.760111870107278, 'lng': 98.6637419701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muaro Bandang,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117435852570548062385"">Sadat Spi</a>'], 'photo_reference': 'AUGGfZmzmfQAsNAElBsI0Ln18N6I8oq0cWTiWqj_DeA5SzmkHcEI4VU8WISNV4DZNvsQ46ZWeChjTKxqoyLa47yvI7L-cF2Tcb-_u2z9HqkQE7Hu5yAI1-xMYRY2rZ_LTjO8ZFRhG8G-GlSRal7K5Ps1utKfvU6Ms8-r2uM6KOGqgFiCmL9m', 'width': 2268}]",ChIJQajsnqz3LjARdwOcE87mmS8,ChIJQajsnqz3LjARdwOcE87mmS8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,1.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJQajsnqz3LjARdwOcE87mmS8
"QQX2+F4W, Jl. Poriaha Julu, Tapian Nauli III, Kec. Tapian Nauli, Kabupaten Tapanuli Tengah, Sumatera Utara 22618, Indonesia","{'location': {'lat': 1.7987304, 'lng': 98.75032639999999}, 'viewport': {'northeast': {'lat': 1.800103779892722, 'lng': 98.75163752989272}, 'southwest': {'lat': 1.797404120107278, 'lng': 98.74893787010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Sibustak bustak,,ChIJ278HBTP1LjARvTIfRUpJh4Y,ChIJ278HBTP1LjARvTIfRUpJh4Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ278HBTP1LjARvTIfRUpJh4Y
"PQJ3+53, I, Kec. Tapian Nauli, Kabupaten Tapanuli Tengah, Sumatera Utara, Indonesia","{'location': {'lat': 1.7304225, 'lng': 98.7526482}, 'viewport': {'northeast': {'lat': 1.731772329892722, 'lng': 98.75399802989273}, 'southwest': {'lat': 1.729072670107278, 'lng': 98.75129837010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108726289217013310607"">A Google User</a>'], 'photo_reference': 'AUGGfZlW0XcBKdkyb_DpCwl465D_titN3pi4dqSmvGInDIIEdIJRnhN9Oc6xuN2WqmCR95DMWBxtcffdf5mFA9fusjPKu6gxqcDLgeiqGAUnc9j6j2smIpXFwyfcQ6a7s3NC2m1tj6ySruL_1rKe6YXEqKjC2ou9Qe4rRhB8B79xBMZ-dnIW', 'width': 3120}]",ChIJ809-Hh_zLjARP2R2k05WmZs,ChIJ809-Hh_zLjARP2R2k05WmZs,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJ809-Hh_zLjARP2R2k05WmZs
"XJQ5+PR2, Sidaling, Pasaribu Tobing, Central Tapanuli Regency, North Sumatra 22563, Indonesia","{'location': {'lat': 1.9892515, 'lng': 98.60953119999999}, 'viewport': {'northeast': {'lat': 1.990601329892722, 'lng': 98.61088102989272}, 'southwest': {'lat': 1.987901670107277, 'lng': 98.60818137010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Aek Logan,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101531895098599761535"">Fahrin</a>'], 'photo_reference': 'AUGGfZmeLrIZhiauP9raXcqQ_38duxGPFavIBA5NQG0jCFdyFPVft65VKbb2JI6pOtF3ctdN8sk6v0VXko-1xFznDxdJHrU6yelV8gmYbj2E_OiBL8GdeeYs3E_U5iz-frrJrBiws1DksILZ67SMzNtEb1UvZUISYP86TuvqcTuCxygfoY0Q', 'width': 4128}]",ChIJIZp3RklOLjAReuHHQhBj0es,ChIJIZp3RklOLjAReuHHQhBj0es,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,7.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJIZp3RklOLjAReuHHQhBj0es
