formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,price_level,permanently_closed,url
"XRJ3+9JX, Beting Kuala Kapias, Teluk Nibung, Tanjung Balai City, North Sumatra, Indonesia","{'location': {'lat': 2.9809787, 'lng': 99.8041245}, 'viewport': {'northeast': {'lat': 2.982253579892723, 'lng': 99.80505105}, 'southwest': {'lat': 2.979553920107278, 'lng': 99.80134485}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Lebos,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115799879441019840072"">ckdelta delta</a>'], 'photo_reference': 'AUGGfZkjrVj6hQ7BHYfn0G301bVV_CMCsq9fDOKKYcsckEfWphy7ucfNNqblhXLyA3Us0WqxQHb7VuDNlXHu93sc0H_WVGTfXefLJ2WqhqwjU-3CN7gpsg1D0SscOIz29vIebRmwlnX9MhdQxikdmBnUUb70qW22xv-ByJo6YQPVuxilE5X1', 'width': 1920}]",ChIJ3S0fIHNTMjAREGEsioR1gtE,ChIJ3S0fIHNTMjAREGEsioR1gtE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3S0fIHNTMjAREGEsioR1gtE
"Jl. Kereta Api No.lk. 1, Pematang Pasir, Kec. Tlk. Nibung, Kota Tanjung Balai, Sumatera Utara 21352, Indonesia","{'location': {'lat': 2.9979098, 'lng': 99.8078104}, 'viewport': {'northeast': {'lat': 2.999219279892723, 'lng': 99.80918947989272}, 'southwest': {'lat': 2.996519620107278, 'lng': 99.80648982010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sambu/gang pinang sebatang,,ChIJ5QKdWwBTMjARqGzOYfN0WvU,ChIJ5QKdWwBTMjARqGzOYfN0WvU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,1.0,1.0,"{'compound_code': 'XRX5+54 Pematang Pasir, Tanjung Balai City, North Sumatra, Indonesia', 'global_code': '6MJXXRX5+54'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ5QKdWwBTMjARqGzOYfN0WvU
"WRH9+4J, Selat Tanjung Medan, Datuk Bandar Timur, Tanjung Balai City, North Sumatra, Indonesia","{'location': {'lat': 2.927853, 'lng': 99.81902099999999}, 'viewport': {'northeast': {'lat': 2.929202829892723, 'lng': 99.82037082989272}, 'southwest': {'lat': 2.926503170107278, 'lng': 99.81767117010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok atok On,,ChIJY0xuCABXMjAR_dDNL7K7GCU,ChIJY0xuCABXMjAR_dDNL7K7GCU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,1.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJY0xuCABXMjAR_dDNL7K7GCU
"2V85+7JM, Bagan Asahan, Tanjung Balai, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 3.0157222, 'lng': 99.8590349}, 'viewport': {'northeast': {'lat': 3.017064529892722, 'lng': 99.86035917989273}, 'southwest': {'lat': 3.014364870107277, 'lng': 99.85765952010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pangkalan,,ChIJFag4RgBVMjARH7B0qXwPquM,ChIJFag4RgBVMjARH7B0qXwPquM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJFag4RgBVMjARH7B0qXwPquM
"WPRW+MHR, Sungai Lama, Simpang Empat, Asahan Regency, North Sumatra 21361, Indonesia","{'location': {'lat': 2.94173, 'lng': 99.7463872}, 'viewport': {'northeast': {'lat': 2.943078979892722, 'lng': 99.74776282989272}, 'southwest': {'lat': 2.940379320107278, 'lng': 99.74506317010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KUDA KEPANG PUTRO SAMUDERO KENCONO,"[{'height': 2598, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106253075397899803072"">A Google User</a>'], 'photo_reference': 'AUGGfZmdlLw22GWyZ2V_Cr6MzSeGL-_IPgQ6trPQFtncz1vXEENn9G4hNlzWz0bExE7OCx71PaZp7bAG6Nt38fTKyMJYge0G4UFutbW_LNzOmnxX1zjr7WUihsn3mLpSEqYwrl4hHgCX8ZwnCa8KeZWZXtZSmnCsCqBITnkqDS2Lpuh1uSAg', 'width': 2336}]",ChIJ75I3ik5RMjARi-H0pO2-XNE,ChIJ75I3ik5RMjARi-H0pO2-XNE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.5,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ75I3ik5RMjARi-H0pO2-XNE
"WP9C+355, Sipaku Area, Simpang Empat, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 2.9176365, 'lng': 99.7204805}, 'viewport': {'northeast': {'lat': 2.918998629892722, 'lng': 99.72161662989272}, 'southwest': {'lat': 2.916298970107277, 'lng': 99.71891697010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WB sipaku,,ChIJp6R5aABPMjAR9HUsCmM-4Jg,ChIJp6R5aABPMjAR9HUsCmM-4Jg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJp6R5aABPMjAR9HUsCmM-4Jg
"XJ4X+3F2 Rumah wrna coklat, Jl. Nenas dusun v(5, Sentang, Kec. Pulo Bandring, Kabupaten Asahan, Sumatera Utara, Indonesia","{'location': {'lat': 2.9551407, 'lng': 99.6486554}, 'viewport': {'northeast': {'lat': 2.956490529892723, 'lng': 99.65000522989274}, 'southwest': {'lat': 2.953790870107278, 'lng': 99.64730557010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumatra Utara,,ChIJqfQSOsRPMjARuji51v-6akw,ChIJqfQSOsRPMjARuji51v-6akw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJqfQSOsRPMjARuji51v-6akw
"2MMX+R64, Pasar Lembu, Air Joman, Asahan Regency, North Sumatra 21264, Indonesia","{'location': {'lat': 3.0345208, 'lng': 99.6980809}, 'viewport': {'northeast': {'lat': 3.035903029892722, 'lng': 99.69943182989272}, 'southwest': {'lat': 3.033203370107278, 'lng': 99.69673217010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SIMPANG GADIS PASAR LEMBU,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106472590045154219963"">A Google User</a>'], 'photo_reference': 'AUGGfZlJXVA9UvkaFf9vOm1pv4_wlHeeb6-8rKWgvnZPSBfvRykmVUm5hh67TWRvKecsjL2H71DG0xtyLI53QjlvB3mNo0P74ZdX1ucc-AGfGNGQTEGh3imDL32Mv_NS4kqqWUt1ZxYf9r-HmCVX0cMoyWIamU3cocg32Uynj34hberKWZt2', 'width': 3120}]",ChIJZ-fPtvhNMjARe070GEtEML8,ChIJZ-fPtvhNMjARe070GEtEML8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,3.5,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJZ-fPtvhNMjARe070GEtEML8
"2MQX+P7R, Pasar Lembu, Air Joman, Asahan Regency, North Sumatra 21264, Indonesia","{'location': {'lat': 3.0393647, 'lng': 99.6981282}, 'viewport': {'northeast': {'lat': 3.040715129892723, 'lng': 99.69944207989272}, 'southwest': {'lat': 3.038015470107279, 'lng': 99.69674242010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang Janda Pasar Lembu,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102642331395731877066"">A Google User</a>'], 'photo_reference': 'AUGGfZkFV-lgPxvexsVD7vzOBxgoUmNPgV7i2nLrHQOXY2XOssmwYVtAS1IQ2Z1fJRuvdp-gJZWTLRh2ImA3csXO2fxAqXyZTaRErtGXqL9exrb37P7an9SVpp0EkQcw6KXVrjcnf1VJLjQOqvbJbu8TQYdJ8juuQI0GDSA4tVx2SeYuE0xf', 'width': 720}]",ChIJBUNiYnBNMjARaGWIyPxVtOE,ChIJBUNiYnBNMjARaGWIyPxVtOE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,3.0,5.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJBUNiYnBNMjARaGWIyPxVtOE
"XJC7+J4C, Tanjung Alam, Sei Dadap, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 2.9715583, 'lng': 99.6127719}, 'viewport': {'northeast': {'lat': 2.972873779892722, 'lng': 99.61412512989273}, 'southwest': {'lat': 2.970174120107278, 'lng': 99.61142547010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang Tanjung Alam,,ChIJTRzgHwBJMjAR6q4kh2LJnb8,ChIJTRzgHwBJMjAR6q4kh2LJnb8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.5,4.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJTRzgHwBJMjAR6q4kh2LJnb8
"WMHP+RWF, Jalinsum Desa Hessa Perlompongan Dsn II Jln. Bupati H.R. Sihotang, Kec. Air Batu, Kabupaten Asahan, Indonesia","{'location': {'lat': 2.9295644, 'lng': 99.6873061}, 'viewport': {'northeast': {'lat': 2.930728879892722, 'lng': 99.68864782989272}, 'southwest': {'lat': 2.928029220107278, 'lng': 99.68594817010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam renang ANREZA,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111878460517561705341"">A Google User</a>'], 'photo_reference': 'AUGGfZnErSRQhdfDSj-r0AD9NseRe_9RIP3KZsPItNMmCioIcxVVIWSb92Q1gjTUas7rENoxszHx7usmFChuSrnrLMsCT4l3i_KBHMao1ENPRYnXkr5fsKO3vnEs8jq7u5bD5V9TNSNN00hh6pW5-iRVMLfKVV3Joi0aLZBhguUrKFhWmAnl', 'width': 1920}]",ChIJ26bq0IRPMjARSH4K6-ypkNk,ChIJ26bq0IRPMjARSH4K6-ypkNk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ26bq0IRPMjARSH4K6-ypkNk
"WP47+MJ5, Jl. Sei Dua Dusun, Sipaku Area, Kec. Simpang Empat, Kabupaten Asahan, Sumatera Utara 21271, Indonesia","{'location': {'lat': 2.9066415, 'lng': 99.71411379999999}, 'viewport': {'northeast': {'lat': 2.908108279892722, 'lng': 99.71562657989271}, 'southwest': {'lat': 2.905408620107278, 'lng': 99.71292692010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agrowisata sei dua,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111664199182280562085"">risai yoanda</a>'], 'photo_reference': 'AUGGfZkMr5mS3dvTB_uLO4I0sv87qOuV6C-61hrMxblW3M8oimiTU6AwQC_UNrEgJEYCmo3wFuzZfLaxRyS5grj11_AXKnqoqT2PjoDVkbN6fury_ow0PNiAkQnjkm42vKh75viuM0t41slYcTNZ5Qwkqh7xYBlkFF-xMwNm_rz7s8isE2DK', 'width': 720}]",ChIJs8MjD5RPMjARWvTAeffh56Y,ChIJs8MjD5RPMjARWvTAeffh56Y,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,5.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJs8MjD5RPMjARWvTAeffh56Y
"2PRF+6M5, Pasar Lembu, Air Joman, Asahan Regency, North Sumatra 21263, Indonesia","{'location': {'lat': 3.0405051, 'lng': 99.72423649999999}, 'viewport': {'northeast': {'lat': 3.041853829892722, 'lng': 99.72559012989272}, 'southwest': {'lat': 3.039154170107278, 'lng': 99.72289047010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung banjar,,ChIJ28yH011TMjARskfwzcsDNmY,ChIJ28yH011TMjARskfwzcsDNmY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ28yH011TMjARskfwzcsDNmY
"2VC6+J59, Bagan Asahan, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 3.021549, 'lng': 99.8604927}, 'viewport': {'northeast': {'lat': 3.022898329892722, 'lng': 99.86183142989272}, 'southwest': {'lat': 3.020198670107277, 'lng': 99.85913177010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bagan Asahan,,ChIJF2mBbABVMjARL1DhgYe3i6k,ChIJF2mBbABVMjARL1DhgYe3i6k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJF2mBbABVMjARL1DhgYe3i6k
"VQ97+FRV, Sei Dua Hulu, Simpang Empat, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 2.8687435, 'lng': 99.7645598}, 'viewport': {'northeast': {'lat': 2.870287179892722, 'lng': 99.76668680000002}, 'southwest': {'lat': 2.867587520107278, 'lng': 99.76385080000001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang empat,,ChIJ3aEoQABbMjARoZ1P8SyQg5k,ChIJ3aEoQABbMjARoZ1P8SyQg5k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3aEoQABbMjARoZ1P8SyQg5k
"WP48+HVG, Jl. Sei Dua Sipaku, Sipaku Area, Kec. Simpang Empat, Kabupaten Asahan, Sumatera Utara 21271, Indonesia","{'location': {'lat': 2.9064487, 'lng': 99.71720069999999}, 'viewport': {'northeast': {'lat': 2.90880745, 'lng': 99.71866332989272}, 'southwest': {'lat': 2.905662449999999, 'lng': 99.71596367010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pancing & Renang Yolanda,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102242767694094119222"">A Google User</a>'], 'photo_reference': 'AUGGfZmBTfOAEeTnDYyHvkvoo7OObEW2XjhIxW3wv87PizfPUEfWwVqB1jpVsYPswwOPjas-aDyZ7YUbgWF4wvMIkhYD2bvKJ8Y4o9VZ-xqHzibdf4nYbPCYuy93KN79y0ENAD0f9vOtoGgznYDmhd6x6BIay9Hqh8pczfxrwtcrF8wgPUg', 'width': 4160}]",ChIJo8r2Q7JPMjARuj6cEvukRvc,ChIJo8r2Q7JPMjARuj6cEvukRvc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.5,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJo8r2Q7JPMjARuj6cEvukRvc
"3PV3+5R4, Silo Lama, Silau Laut, Asahan Regency, North Sumatra 21253, Indonesia","{'location': {'lat': 3.0928832, 'lng': 99.7045863}, 'viewport': {'northeast': {'lat': 3.094193729892722, 'lng': 99.70593897989272}, 'southwest': {'lat': 3.091494070107278, 'lng': 99.70323932010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Dayung Sampan silau laut,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105672142005287737553"">A Google User</a>'], 'photo_reference': 'AUGGfZnntJz3oFD2uJUzRpcualMw1JrwxI-98GvBbyU0GGGWIx1pn-4Q0zNK-YibbfvFgRM1ZZP7MCcNcZjeqiTq3IMBoSoScQTWMj23lNuTDsAWBLvrsRrhr1tEeiWAmO0O4S2jQTB0Q8DgErL3utmoDKSu22KHUu9jib6ubGTWAMZhFQ8e', 'width': 3120}]",ChIJ22uuAWizMzAREXTBXnaz-e4,ChIJ22uuAWizMzAREXTBXnaz-e4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.4,5.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ22uuAWizMzAREXTBXnaz-e4
"PPQR+99 Kawasan Hutam Lindung, Kw. Hutam Lindung, Kec. Pulau Rakyat, Kabupaten Asahan, Sumatera Utara 21273, Indonesia","{'location': {'lat': 2.7384375, 'lng': 99.74093750000002}, 'viewport': {'northeast': {'lat': 2.739787329892722, 'lng': 99.74228732989273}, 'southwest': {'lat': 2.737087670107277, 'lng': 99.73958767010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pesanggrahan Aiman Eid Badawi,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107202342138100681031"">A Google User</a>'], 'photo_reference': 'AUGGfZnbV95eLUK_xM21W8SiBDCJ_jwoRcGFW8Y64LN5y8kpEJOSWs_Hcu-KhLSN31Ysq6QyisQpjFvI72HrpyyJ-FfOTfayhaAmxjNXvb1fAzB6D4JsSnggHQiTn1Cnmejf0FH7LopCkczST7y5AhP4IbHNwGNsTGK3fsbqZUje2M71y_1v', 'width': 4608}]",ChIJgxpS-i5dMjARmjueXpS184g,ChIJgxpS-i5dMjARmjueXpS184g,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.0,4.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJgxpS-i5dMjARmjueXpS184g
"Jl. Pancasila No.43a, Perwira, Tanjungbalai Selatan, Kota Tanjung Balai, Sumatera Utara, Indonesia","{'location': {'lat': 2.9578559, 'lng': 99.8058893}, 'viewport': {'northeast': {'lat': 2.959158829892722, 'lng': 99.80719912989272}, 'southwest': {'lat': 2.956459170107277, 'lng': 99.80449947010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Gang tiung,,ChIJ69EZQwBRMjAR7TVUVk4lhO4,ChIJ69EZQwBRMjAR7TVUVk4lhO4,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,"{'compound_code': 'XR54+49 Perwira, Tanjung Balai City, North Sumatra, Indonesia', 'global_code': '6MJXXR54+49'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ69EZQwBRMjAR7TVUVk4lhO4
"Sei Raja, Sei Tualang Raso, Tanjung Balai City, North Sumatra, Indonesia","{'location': {'lat': 2.9885529, 'lng': 99.7846002}, 'viewport': {'northeast': {'lat': 3.008976, 'lng': 99.79876879999999}, 'southwest': {'lat': 2.976746, 'lng': 99.766016}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sei Raja,,ChIJuwlxcMdTMjAR6ZcFB1Cdj5E,ChIJuwlxcMdTMjAR6ZcFB1Cdj5E,"['administrative_area_level_4', 'political']",,,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJuwlxcMdTMjAR6ZcFB1Cdj5E
"Jl. Kamboja, Kisaran Naga, Kec. Kota Kisaran Timur, Kabupaten Asahan, Sumatera Utara 21271, Indonesia","{'location': {'lat': 2.967236, 'lng': 99.6284402}, 'viewport': {'northeast': {'lat': 2.968571429892722, 'lng': 99.62976217989272}, 'southwest': {'lat': 2.965871770107277, 'lng': 99.62706252010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Raja jamur,,ChIJ1f4A3YhJMjAR-Gm4c0l3I8k,ChIJ1f4A3YhJMjAR-Gm4c0l3I8k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},0.0,0.0,"{'compound_code': 'XJ8H+V9 Kisaran Naga, Asahan Regency, North Sumatra, Indonesia', 'global_code': '6MJXXJ8H+V9'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ1f4A3YhJMjAR-Gm4c0l3I8k
"XJC7+3HR, Kisaran Naga, Kota Kisaran Timur, Asahan Regency, North Sumatra 21211, Indonesia","{'location': {'lat': 2.9702428, 'lng': 99.61388199999999}, 'viewport': {'northeast': {'lat': 2.971504529892723, 'lng': 99.61491472989272}, 'southwest': {'lat': 2.968804870107278, 'lng': 99.61221507010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Kelapa Gading,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111727541869829438331"">Iin Angelina</a>'], 'photo_reference': 'AUGGfZlc29eUeMfFrkOjFJAd8d7aHqyCE_gmTO-qPDw3UCBPFeYsG0t-Medrp-1ScTxca1EuBq9KNCjA2-Fm5NAJUKQfCAjKOgTAA0nH9iTTtgSJfJFM9MdPMTIZc5Ere2SDf7caMVHXkAxWBbGxc9-RhR8MP6uRhvWwezeEcXx8kAgwLOlN', 'width': 4624}]",ChIJT-P4eV5JMjARdCEQfHDiqg8,ChIJT-P4eV5JMjARdCEQfHDiqg8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.1,431.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJT-P4eV5JMjARdCEQfHDiqg8
"Jl. Kijang. Kel. Sri Renggas, Kec. Kisaran Barat, Kisaran, Kabupaten Asahan, Sumatera Utara 21212, Indonesia","{'location': {'lat': 2.962137, 'lng': 99.59843699999999}, 'viewport': {'northeast': {'lat': 2.963477129892722, 'lng': 99.59975927989274}, 'southwest': {'lat': 2.960777470107277, 'lng': 99.59705962010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BARAK TANI,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110484221107663779246"">A Google User</a>'], 'photo_reference': 'AUGGfZmvd4zPpDBTIDfJDGoxhLvXHkC93atScMW41TfXUKtRxJ2rAIAf5i6F00LGa_oyVEDOHalz4XFgdn54OFPuWBqxfej4WtiGeKrPx_5ot-7PnEu3rRrwPPmSLybVUbCq2yU-NwYDq3V52Ln_E9lqVh96-PGYE6TCMLTRYb_cZ42zn23e', 'width': 4160}]",ChIJh24Rx-pJMjARbChupnZHfJs,ChIJh24Rx-pJMjARbChupnZHfJs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},5.0,1.0,"{'compound_code': 'XH6X+V9 Sei Renggas, Asahan Regency, North Sumatra, Indonesia', 'global_code': '6MJXXH6X+V9'}",,,https://www.google.com/maps/place/?q=place_id:ChIJh24Rx-pJMjARbChupnZHfJs
"2H8P+2RG, West Bunut, Kota Kisaran Barat, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 3.0150573, 'lng': 99.5870908}, 'viewport': {'northeast': {'lat': 3.016409229892723, 'lng': 99.58806942989274}, 'southwest': {'lat': 3.013709570107278, 'lng': 99.58536977010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lahan Pertanian Berdikari,"[{'height': 963, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107574089045102971385"">A Google User</a>'], 'photo_reference': 'AUGGfZnAe8v3bAuYuBK9JAn5QDb7unCV62tuEQSzXFI10f4d3Kgu8DJMLGgC65vPnnX3oBKy24hjQTz7nac7wt-whMmfiGwFOOMU3eOZRo6is82KQBOUMrGhtEqcEnIO0Nm1j6f3QX0OzkSKN0cupbYrMw8joY6jdClMuBjlNDITi17veq5P', 'width': 1280}]",ChIJqfahjwtLMjARf-C0cqay7dc,ChIJqfahjwtLMjARf-C0cqay7dc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJqfahjwtLMjARf-C0cqay7dc
"Dusun IX, Sukadamai, Pulo Bandring, Asahan Regency, North Sumatra 21264, Indonesia","{'location': {'lat': 2.9872843, 'lng': 99.5466611}, 'viewport': {'northeast': {'lat': 2.988491229892722, 'lng': 99.54803827989272}, 'southwest': {'lat': 2.985791570107278, 'lng': 99.54533862010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Air Dmandor,"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102847872364701462322"">A Google User</a>'], 'photo_reference': 'AUGGfZn-YPkYqMJuRl2HHDmxUE7grVTlKcHRNOwQlTjVxnk8MMsnr4LNaNCCtjM55oG8ECAxIsmIaL9etOHlAXQZZPAwfwLeAFfGDtSXv0ZXConoczpXt3TD17278GyAguzs9IH62YqsC3YSp3DoD0Vk6KP8NhI5AXKx1t41q5jI7dPc1P0', 'width': 1440}]",ChIJEZcoyvNLMjARYX2fEy3GPMk,ChIJEZcoyvNLMjARYX2fEy3GPMk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},5.0,1.0,"{'compound_code': 'XGPW+WM Sukadamai, Asahan Regency, North Sumatra, Indonesia', 'global_code': '6MJXXGPW+WM'}",,,https://www.google.com/maps/place/?q=place_id:ChIJEZcoyvNLMjARYX2fEy3GPMk
