business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,plus_code,opening_hours,price_level,url
CLOSED_TEMPORARILY,"CG74+283, Yahim, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5874982, 'lng': 140.5057971}, 'viewport': {'northeast': {'lat': -2.585765920107278, 'lng': 140.5074573298927}, 'southwest': {'lat': -2.588465579892723, 'lng': 140.5047576701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tracking yoboi.danau sentani papua,,ChIJZ_RWjZbtbGgRTor9xg9wM2Q,3.0,ChIJZ_RWjZbtbGgRTor9xg9wM2Q,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJZ_RWjZbtbGgRTor9xg9wM2Q
OPERATIONAL,"CH8R+G3M, Asei Kecil, Sentani Timur, Jayapura Regency, Papua 99351, Indonesia","{'location': {'lat': -2.583661, 'lng': 140.5901635}, 'viewport': {'northeast': {'lat': -2.582241320107277, 'lng': 140.5921287298927}, 'southwest': {'lat': -2.584940979892722, 'lng': 140.5894290701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Telaga Ria,"[{'height': 2133, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108779841725768486899"">Ronald Montolalu</a>'], 'photo_reference': 'AUGGfZmMK8YO7AoY3hEaDHuE0rfNdPJUPYZBPQXQx1-JX_Q-jcZPE_ChUV-CuBVe1d-CG9C8dt2GwFST9tlXsfVuYE952S-qKHa8YVOHU-k2CRCPqN_cDy6YZQUYInqvessrlhnnG4e99Vs0Uc1m2EZsCxoosewDqsbY_MmW5Yw9UpFX5HnF', 'width': 3717}]",ChIJLyiEzJfzbGgRTe6Nkm_j5Ow,5.0,ChIJLyiEzJfzbGgRTe6Nkm_j5Ow,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJLyiEzJfzbGgRTe6Nkm_j5Ow
OPERATIONAL,"CH8C+3GJ, Nolokla, Sentani Timur, Jayapura Regency, Papua, Indonesia","{'location': {'lat': -2.5847757, 'lng': 140.5712522}, 'viewport': {'northeast': {'lat': -2.583515320107278, 'lng': 140.5730133798928}, 'southwest': {'lat': -2.586214979892723, 'lng': 140.5703137201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali yabawi,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102137907956923958806"">A Google User</a>'], 'photo_reference': 'AUGGfZl6VhA5V-SguAp4inFdu8FCq5waPa2xji4fXpjUy7vzYiS2m4BVhTQ_RfBOAQvJBBNl6vpJchnEqMaO6RKF7GYMmP2hVgdf4FXvk0lW1iRlHCP_UeTYzZbkWyezkxT47kddINhdxhtyocjrRSLmG-0uXBMqJf9ZYQCCTTD83BJTgZXh', 'width': 720}]",ChIJ-6AbG1HzbGgRbaglgXze_Hc,0.0,ChIJ-6AbG1HzbGgRbaglgXze_Hc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-6AbG1HzbGgRbaglgXze_Hc
OPERATIONAL,"CG2H+HXJ, Ifar Besar, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5985471, 'lng': 140.5299029}, 'viewport': {'northeast': {'lat': -2.597218070107278, 'lng': 140.5307456798927}, 'southwest': {'lat': -2.599917729892723, 'lng': 140.5280460201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,HOKHOIBEY YOMO,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109414358340910536663"">Piet Soyan</a>'], 'photo_reference': 'AUGGfZm485un7Amo8DtxjsA8NMfz0_xzjzE3R3AwB-mmps0oz1DInnKBbhvgIl02tjd8BsowAMW8b9gk2nVaDkc2Y4CEuhCSdlcYF6To4DEx3n0ypaXBHQBBpPAMbuZOKIP9N12Wdct_XR6T2ZeF9sY_J4omHGkrzcHNzSyXBgrtGJF5_la4', 'width': 4000}]",ChIJD_pAe5DzbGgRGbxVdUeL_eg,4.7,ChIJD_pAe5DzbGgRGbxVdUeL_eg,"['tourist_attraction', 'point_of_interest', 'establishment']",10,,,,,https://www.google.com/maps/place/?q=place_id:ChIJD_pAe5DzbGgRGbxVdUeL_eg
CLOSED_TEMPORARILY,"8JV3+43R, Itakiwa, Sentani Timur, Jayapura Regency, Papua 99351, Indonesia","{'location': {'lat': -2.6571396, 'lng': 140.6026535}, 'viewport': {'northeast': {'lat': -2.655817320107277, 'lng': 140.6040410298928}, 'southwest': {'lat': -2.658516979892722, 'lng': 140.6013413701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mente-mente Puay,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100700477761193835993"">A Google User</a>'], 'photo_reference': 'AUGGfZlEidAhGtwtdqwzVBwENDhzQaa-v-SRIEAIWSHYWrW030Q3AWkM5cFEF9sX-eeRNWosgG_IyrAY5osUMd8DgebQFeobGFU4QFzYGxAaDhhOEEoNBXl1O2uqvFWYZ7LaSh7SXfQuSSgwAw8CYWhayBhVI0WzYE5T-hWekw8qSXiOzg1r', 'width': 5184}]",ChIJN-ZtnNCLbGgR58AlEv2mK5M,4.0,ChIJN-ZtnNCLbGgR58AlEv2mK5M,"['tourist_attraction', 'point_of_interest', 'establishment']",2,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJN-ZtnNCLbGgR58AlEv2mK5M
OPERATIONAL,"FFHM+226, Doyo Baru, Waibu, Jayapura Regency, Papua, Indonesia","{'location': {'lat': -2.5224674, 'lng': 140.4825173}, 'viewport': {'northeast': {'lat': -2.521117570107278, 'lng': 140.4838671298927}, 'southwest': {'lat': -2.523817229892722, 'lng': 140.4811674701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sentani dunlop,,ChIJ5Tlm1q7vbGgRAlLigVrS5J8,0.0,ChIJ5Tlm1q7vbGgRAlLigVrS5J8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5Tlm1q7vbGgRAlLigVrS5J8
OPERATIONAL,"CG5J+3M3, Ifar Besar, Sentani, Jayapura Regency, Papua, Indonesia","{'location': {'lat': -2.5923549, 'lng': 140.5316737}, 'viewport': {'northeast': {'lat': -2.588362500000001, 'lng': 140.53438285}, 'southwest': {'lat': -2.5936857, 'lng': 140.53077065}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Khulang Mokho,"[{'height': 4068, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109111469547866670171"">A Google User</a>'], 'photo_reference': 'AUGGfZl8itAShkLo7GyAoxKJiEBOv1pzQzpyiBFUKnhT-mfa5KbInt4pDJRzqDcq5RoIMn9f6N4GpPGG5sRsfDcSgJaIwJv8lffPyqnDo46O2dPheWVZW5Q3gpMZxXJaB0UVY6BGEkOaqjwbu9srmEvKjeHU3o-SMqMN-1fgb_vM4T6NKjLl', 'width': 3019}]",ChIJZURYVv_zbGgRTizJYZ3yQFA,5.0,ChIJZURYVv_zbGgRTizJYZ3yQFA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJZURYVv_zbGgRTizJYZ3yQFA
CLOSED_TEMPORARILY,"Jl. Raya Waena Sentani No.35, Kp. Waena, Kec. Heram, Kota Jayapura, Papua 99225, Indonesia","{'location': {'lat': -2.5952417, 'lng': 140.6320542}, 'viewport': {'northeast': {'lat': -2.593887970107278, 'lng': 140.6333963798927}, 'southwest': {'lat': -2.596587629892723, 'lng': 140.6306967201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kota 1001 kancingan,,ChIJGwOE3w31bGgRWE9y-4gEKH4,0.0,ChIJGwOE3w31bGgRWE9y-4gEKH4,"['point_of_interest', 'establishment']",0,True,"{'compound_code': 'CJ3J+WR Kampung Waena, Jayapura City, Papua, Indonesia', 'global_code': '6R92CJ3J+WR'}",,,https://www.google.com/maps/place/?q=place_id:ChIJGwOE3w31bGgRWE9y-4gEKH4
OPERATIONAL,"9GXP+45, Ifar Besar, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.6021356, 'lng': 140.5354236}, 'viewport': {'northeast': {'lat': -2.600785770107279, 'lng': 140.5367734298927}, 'southwest': {'lat': -2.603485429892723, 'lng': 140.5340737701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Bhololio,"[{'height': 3781, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109111469547866670171"">A Google User</a>'], 'photo_reference': 'AUGGfZnuqK-gos35K-DnIB_3Pn5WS1Gmri2UXuyAL9IU-D_UwAwto8YaHjx0_zSfN9sqfs4BhXmpoYuLXVJcSi7fmH0p-6QbPPWZ3ViwKmQdwkHybjaGxULaz_-6W8YjnHFZfeLx9CsBRdgsjq172XmIHifV3bFBvKychweZ2rn4vPxbcd1Q', 'width': 5672}]",ChIJ73cTadPzbGgRCapxnEpQbec,5.0,ChIJ73cTadPzbGgRCapxnEpQbec,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ73cTadPzbGgRCapxnEpQbec
OPERATIONAL,"CH86+2J7, Nendali, Sentani Timur, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5849639, 'lng': 140.5615621}, 'viewport': {'northeast': {'lat': -2.583191070107278, 'lng': 140.5626549798927}, 'southwest': {'lat': -2.585890729892722, 'lng': 140.5599553201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Fii hole,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111759791448577783621"">A Google User</a>'], 'photo_reference': 'AUGGfZk-KPS_RSA_DODek6qZ0kPSocdy9tcrHta2aRYLDLOwKYrOG8W-NHLhYRaR5DWzgTlETqT_9dXqNqxGcx5tbf-JJSCea2RR0jZyFyMMd87cCta40TLlo_0vwUvtnQnHaF39_KLqK7gDKLd05YmU9gZaBxzBMKofQci5luMzLyv83c7Y', 'width': 2296}]",ChIJgSVkHDXzbGgR7bMlFEVQ60M,0.0,ChIJgSVkHDXzbGgR7bMlFEVQ60M,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJgSVkHDXzbGgR7bMlFEVQ60M
OPERATIONAL,"FF3P+P83, Jl. Raya Kemiri, Hinekombe, Kec. Sentani, Kabupaten Jayapura, Papua 99352, Indonesia","{'location': {'lat': -2.545738, 'lng': 140.4857833}, 'viewport': {'northeast': {'lat': -2.544619120107278, 'lng': 140.4872546298927}, 'southwest': {'lat': -2.547318779892723, 'lng': 140.4845549701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok Sagu HIROSI,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109327608137143850824"">A Google User</a>'], 'photo_reference': 'AUGGfZkDy15VNLJl4gIwyD-Gk2DBvIZRF-GgsFsKgKbeYoz67kqoN6CUStsZN2ljfmBQldMIX8PtXgQ3M7BMwvzElEOBlptpP3A0iEcnHdwGpislzu316MLcKwPJGkx10QDcvuPYQIVYLImpPQwZ1yb66mamAsF2h_Z0wT0nGSmdkv3Cw94l', 'width': 960}]",ChIJ8zn7hWTvbGgRHJ5__Y01_Ug,5.0,ChIJ8zn7hWTvbGgRHJ5__Y01_Ug,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8zn7hWTvbGgRHJ5__Y01_Ug
OPERATIONAL,"9GRM+JCJ, Ifar Besar, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.6084111, 'lng': 140.5335055}, 'viewport': {'northeast': {'lat': -2.607060920107278, 'lng': 140.5347157298927}, 'southwest': {'lat': -2.609760579892723, 'lng': 140.5320160701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Destinasi Wisata Bukit Hoboy,"[{'height': 5885, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116311785840148995356"">A Google User</a>'], 'photo_reference': 'AUGGfZk3e7GmxtPcU3ucscAThZplE65k5oUM1kbDEeeXyh55qVWM0tjwKipoSoxk5oN8qbUJW2LinEbS0HdR0J_CwR-kbY1RXBHQ7epde8ze1wCLCfUeav-JgHf4ad3i9S5uOBSC8NXAg-tYyEmiMnT-50Y9OFyVWD82RHy25E6VrxaB4zmN', 'width': 7848}]",ChIJz5pjeWTzbGgRS74hGNjh5FI,4.8,ChIJz5pjeWTzbGgRS74hGNjh5FI,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,,https://www.google.com/maps/place/?q=place_id:ChIJz5pjeWTzbGgRS74hGNjh5FI
OPERATIONAL,"9GVJ+4V, Ifar Besar, Sentani, Jayapura Regency, Papua, Indonesia","{'location': {'lat': -2.6071277, 'lng': 140.5321392}, 'viewport': {'northeast': {'lat': -2.605568770107278, 'lng': 140.5337142298928}, 'southwest': {'lat': -2.608268429892723, 'lng': 140.5310145701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Bhulem Mokho,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108207264360272403808"">A Google User</a>'], 'photo_reference': 'AUGGfZlrF7hfLES0R3SUTGjPuSiejsq-Qx97wKbxdZ2o_jeT2-r90aIn4vOu-R_KPOc0_miBDaBOkpKfzDd0PEd6Rc-sN5DrkyBxR9aPPLC-_ElaHgGEqMRFKh9Wfs-7WlLVeJsF7tW4V-xoaw22vjdLLChM1Z_I733Nh5Fx99OsGJk6-MLr', 'width': 1079}]",ChIJpVl68WXzbGgR01tBZcvd7aM,4.7,ChIJpVl68WXzbGgR01tBZcvd7aM,"['tourist_attraction', 'point_of_interest', 'establishment']",19,,,,,https://www.google.com/maps/place/?q=place_id:ChIJpVl68WXzbGgR01tBZcvd7aM
CLOSED_TEMPORARILY,"FG3W+J6F, Sentani Kota, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5459957, 'lng': 140.5452755}, 'viewport': {'northeast': {'lat': -2.544618670107277, 'lng': 140.5465939298927}, 'southwest': {'lat': -2.547318329892722, 'lng': 140.5438942701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mey pu rumah,,ChIJ72nG9efxbGgRSuNYR9yoZbE,0.0,ChIJ72nG9efxbGgRSuNYR9yoZbE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJ72nG9efxbGgRSuNYR9yoZbE
OPERATIONAL,"Sentani Kota, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5620863, 'lng': 140.5181458}, 'viewport': {'northeast': {'lat': -2.560740270107278, 'lng': 140.5195519298927}, 'southwest': {'lat': -2.563439929892722, 'lng': 140.5168522701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit kolang,"[{'height': 1376, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109660607057991028462"">A Google User</a>'], 'photo_reference': 'AUGGfZnvMgeivG8opEMYSBYj4mGpDbgrauClg_gwM_hLEaAVNSjf6Y6SLMb4cgrTkqQHz_JeaLJERGjAXCkY7gY6XIm9ybz_q4wMKGGJHuei8sVviMvrPcJkWXbmB9IW3NY-a_wR5B4ONCeIUqsyath65uK8y2sH4Rdbs3PBeZ4zAR5fBmy4', 'width': 1836}]",ChIJs2MxRqbxbGgRYW5gWsPYphw,4.4,ChIJs2MxRqbxbGgRYW5gWsPYphw,"['tourist_attraction', 'point_of_interest', 'establishment']",58,,"{'compound_code': 'CGQ9+57 Sentani Kota, Jayapura Regency, Papua, Indonesia', 'global_code': '6R92CGQ9+57'}",,,https://www.google.com/maps/place/?q=place_id:ChIJs2MxRqbxbGgRYW5gWsPYphw
CLOSED_TEMPORARILY,"CGR9+CJH, Sentani Kota, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5589358, 'lng': 140.5191221}, 'viewport': {'northeast': {'lat': -2.558154470107278, 'lng': 140.5208051298927}, 'southwest': {'lat': -2.560854129892722, 'lng': 140.5181054701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sagudua,,ChIJuWROXiHxbGgRKA3OrzTiRWk,0.0,ChIJuWROXiHxbGgRKA3OrzTiRWk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJuWROXiHxbGgRKA3OrzTiRWk
OPERATIONAL,"CG3C+F66, Huruwakha, Sentani, Jayapura Regency, Papua, Indonesia","{'location': {'lat': -2.5963307, 'lng': 140.5205297}, 'viewport': {'northeast': {'lat': -2.594997320107277, 'lng': 140.5217506}, 'southwest': {'lat': -2.597696979892722, 'lng': 140.516867}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Huruwakha,,ChIJE3eeTSzzbGgROXZKDAjmcTM,1.0,ChIJE3eeTSzzbGgROXZKDAjmcTM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJE3eeTSzzbGgROXZKDAjmcTM
OPERATIONAL,"CGM7+Q6H Hawe, Sentani Kota, Kec. Sentani, Kabupaten Jayapura, Papua 99359, Indonesia","{'location': {'lat': -2.565507, 'lng': 140.5131265}, 'viewport': {'northeast': {'lat': -2.564143020107278, 'lng': 140.5144773798927}, 'southwest': {'lat': -2.566842679892722, 'lng': 140.5117777201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Hawe,"[{'height': 2983, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109111469547866670171"">A Google User</a>'], 'photo_reference': 'AUGGfZlo4kqtwgQ4_e6XrfMZZSrFq4vvL80J_oTS7RluMxs2DoGYK3Bj_urJ8baO6nYU7BvfJB9We_eCne3yGt000428egRkW5kjwA_kRzH04ik-ihFOMovRQX_NsKoRhiz1JJ3sTLj-QK1ToU1iYDwJNpXgd1IhSPN8GgiVLx6rC__l5jp6', 'width': 4020}]",ChIJ0zTg45PvbGgRj8Da6I_D07E,5.0,ChIJ0zTg45PvbGgRj8Da6I_D07E,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0zTg45PvbGgRj8Da6I_D07E
OPERATIONAL,"Btn sosial sentani permai, Hinekombe, Kec. Sentani, Kabupaten Jayapura, Papua 99359, Indonesia","{'location': {'lat': -2.5544036, 'lng': 140.5013606}, 'viewport': {'northeast': {'lat': -2.553085720107277, 'lng': 140.5026834298927}, 'southwest': {'lat': -2.555785379892722, 'lng': 140.4999837701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Yauw Kallem pu tempat,,ChIJWzvjcgDvbGgRNPsu7N7agTY,0.0,ChIJWzvjcgDvbGgRNPsu7N7agTY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': 'CGW2+7H Hinekombe, Jayapura Regency, Papua, Indonesia', 'global_code': '6R92CGW2+7H'}",,,https://www.google.com/maps/place/?q=place_id:ChIJWzvjcgDvbGgRNPsu7N7agTY
CLOSED_TEMPORARILY,"CG3C+F5, Yobeh, Sentani, Jayapura Regency, Papua, Indonesia","{'location': {'lat': -2.5963106, 'lng': 140.5206433}, 'viewport': {'northeast': {'lat': -2.594978020107277, 'lng': 140.52192115}, 'southwest': {'lat': -2.597677679892722, 'lng': 140.51680975}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Huruwakha, Pusat Ekowisata & Pendidikan Sagu",,ChIJYYf1gBTzbGgRD0Jh3PFmVDU,0.0,ChIJYYf1gBTzbGgRD0Jh3PFmVDU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJYYf1gBTzbGgRD0Jh3PFmVDU
OPERATIONAL,"CG5J+3M3, Ifar Besar, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5923549, 'lng': 140.5316737}, 'viewport': {'northeast': {'lat': -2.588362500000001, 'lng': 140.53438285}, 'southwest': {'lat': -2.5936857, 'lng': 140.53077065}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bhulem Mokho Stage in Jeku Farbes,,ChIJqbBPXK7zbGgR_xCq47foUAc,0.0,ChIJqbBPXK7zbGgR_xCq47foUAc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJqbBPXK7zbGgR_xCq47foUAc
CLOSED_TEMPORARILY,"FF3M+PVC, Jalan Raya, Kemiri, Sentani Kota, Jayapura Regency, Papua 99352, Indonesia","{'location': {'lat': -2.5456848, 'lng': 140.4846544}, 'viewport': {'northeast': {'lat': -2.544755370107278, 'lng': 140.4864779298927}, 'southwest': {'lat': -2.547455029892722, 'lng': 140.4837782701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Belakang Rumah,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110762095471277392592"">A Google User</a>'], 'photo_reference': 'AUGGfZnE1cPO8okpNK6cwFnvcsUUmLZrnXyZOiffnzjvNB5P61fg-pn_YtvtPLio4pFh9bHmFLF-S_ogTKDcPOP5d2rKRDOg51TLvYgG6x_Y2FnhmhrS7RF7TeYfOLzj7FU1Fl70bC379tISZYaJJ0B3dMyUz0VHxb8zTdWpeYac96BaA9bu', 'width': 4080}]",ChIJ-yZyabLvbGgRJNvNdn21oIQ,5.0,ChIJ-yZyabLvbGgRJNvNdn21oIQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-yZyabLvbGgRJNvNdn21oIQ
CLOSED_TEMPORARILY,"CHPG+5GX, Nolokla, Sentani Timur, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5645192, 'lng': 140.5763507}, 'viewport': {'northeast': {'lat': -2.563569170107278, 'lng': 140.5773962298927}, 'southwest': {'lat': -2.566268829892723, 'lng': 140.5746965701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,tkp karhutla,,ChIJsSj6-U_xbGgRmDcIap1CAuc,0.0,ChIJsSj6-U_xbGgRmDcIap1CAuc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJsSj6-U_xbGgRmDcIap1CAuc
OPERATIONAL,"CHWG+7G7, Nolokla, Sentani Timur, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5543481, 'lng': 140.5762951}, 'viewport': {'northeast': {'lat': -2.552998270107278, 'lng': 140.5776449298927}, 'southwest': {'lat': -2.555697929892722, 'lng': 140.5749452701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Nolokla,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104830757321285290890"">A Google User</a>'], 'photo_reference': 'AUGGfZmqCQei78pDTunDpBU4Sg4msxt1WyvApuSkTM_2j7qaHRFm5pNivYU9BFs3nOc-akYR1voo5KY556afNcjDaEdG6x3gu90mlHc2Ot7ytd3kOT-jNESm_0fjuHGI2koFwkGiBwxiNrv4uD3WoH8pFfmaYrLiY4VQU7HpCiLmNl891BXV', 'width': 3456}]",ChIJK4LwcSLxbGgR8nfBOkPcGBU,4.4,ChIJK4LwcSLxbGgR8nfBOkPcGBU,"['tourist_attraction', 'point_of_interest', 'establishment']",35,,,,,https://www.google.com/maps/place/?q=place_id:ChIJK4LwcSLxbGgR8nfBOkPcGBU
